 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.162497129691737e-05 3.518585887911234e-08 -4.616361826983134e-06 -2.789044042408675e-05 1.7345934047245531e-06 8.948839523724647e-08 -5.297790768177404e-10 -3.39068822105607e-08 2.1006429673560305e-10 -5.5573960428626e-06 2.7149722297996794e-06 2.797329848351823e-06 -3.535243980235677e-05 5.7098249842547585e-05 -7.436036608131926e-05 4.8821454877611935e-05 -4.5713141345491085e-05 -9.713149919870147e-06 -8.485291955005625e-05 -1.0846248347237661e-05 -1.621431009171612e-05 -5.578268840215941e-05 5.415668756386007e-06 -3.731458923137057e-05 -9.643754140851208e-06 6.511127714808275e-06 -4.7825902465149245e-05 -5.703850012003512e-05 7.633091872743705e-05 1.2360656818045926e-07
yob 3.518585887916539e-08 1.0782090424161126e-07 2.2386520721015434e-07 8.948060932018688e-07 -7.84038216684045e-08 -1.7582218333009807e-09 5.538868357877266e-12 1.2463845641168542e-09 -4.780959728575246e-12 1.0821510351146355e-06 7.682479962112565e-06 4.978957443965542e-07 -7.42884568800783e-06 -2.0021136253298736e-06 -3.4534423435272312e-06 3.055863476738033e-07 -2.919736251836622e-06 5.56998027916178e-06 -2.1877888159045052e-06 -4.76887984780096e-06 6.438033375284593e-06 -5.7898137829680835e-06 -2.435702500431707e-06 9.32312579442438e-06 3.112991545005803e-06 3.0231195646957237e-07 -2.203794925748643e-06 3.356525878614793e-06 -1.3041658483084714e-05 -1.3370236869736214e-08
age -4.616361826999971e-06 2.2386520720951758e-07 5.6084694048913726e-05 0.0008422224437550928 -5.546958874433688e-05 -1.114636263822205e-06 6.917601374583048e-09 1.107382480834362e-06 -6.877955764210205e-09 7.82734101942949e-06 1.5251154559922456e-06 -5.99436211191716e-06 -3.113665043643632e-05 9.796424563139478e-06 1.93801557732771e-05 7.151721755566983e-06 2.5483423801821856e-06 1.299491503105322e-05 1.4982584301951927e-05 -7.543827775039062e-06 -1.805146442163401e-05 -9.411627081510142e-06 -3.701927785263577e-05 1.7300020216134156e-05 1.6840489049777066e-05 -6.153978901522256e-06 -3.710670281409425e-05 -3.197924644381743e-05 -7.304100665649305e-06 -6.844201065103931e-08
sex -2.7890440423581962e-05 8.948060931789124e-07 0.000842222443753596 0.021550023152908722 -0.0013895097198466367 -1.6461413407096052e-05 1.0069969187594447e-07 2.7366548196372105e-05 -1.6827008151297153e-07 8.123806602364671e-05 0.00018691850181284098 -5.147037240717779e-05 2.0405661506774253e-05 4.427477345198744e-05 0.0002448657019657216 0.00015237370308931382 -1.0172450631365392e-05 0.000431587410174212 0.00020369596500872415 -0.0003758888010796805 3.2979136594177474e-05 -0.00016277139661742548 -8.912724030565995e-05 1.7344017892293064e-05 0.00040164066996419896 0.0005332788558859358 -0.00035297476582700466 -0.0002187829774755117 -0.0003214806781019569 -1.6752629167477774e-06
age_sex 1.7345934047126491e-06 -7.840382166629687e-08 -5.5469588744208855e-05 -0.0013895097198460481 9.209102159677773e-05 1.10601115923677e-06 -6.871378105443495e-09 -1.850443190025e-06 1.155536806629169e-08 -6.26128707126298e-06 -4.663385143540647e-06 1.2382753256216739e-05 -2.8207615044254624e-07 -2.8307469898238704e-06 -2.3301234538740357e-05 -9.512672609757534e-06 -4.0805068985038715e-06 -2.3606405425608823e-05 -1.6212255410740778e-05 2.2018606795887993e-05 -2.047261578088744e-06 1.2015781602802192e-05 8.370488570390345e-06 2.6145626214694335e-06 -2.4256320901715583e-05 -3.329254286265924e-05 2.787208201604083e-05 1.6682679342058692e-05 1.6888516058427557e-05 5.8778556369968735e-08
age2 8.948839523595448e-08 -1.758221833288419e-09 -1.1146362638218744e-06 -1.64614134071185e-05 1.1060111592388229e-06 2.2602702264894756e-08 -1.4245315998193975e-10 -2.2467177967745322e-08 1.4164170020650395e-10 -5.861769369141542e-08 3.626019699246048e-07 2.729028397327433e-07 4.797526343274475e-07 -1.5269554027553053e-07 -5.371414765639274e-07 -1.711943696957869e-07 -2.427115417334389e-07 -3.052451906989774e-08 -4.7081982113714196e-07 -7.871813260297452e-08 5.009197149472128e-07 -3.274068757698552e-10 7.901163143198614e-07 -3.8839805375399255e-08 -1.6969483359147113e-07 2.1181700560518414e-07 6.919681388203079e-07 6.937581465427902e-07 -3.642258291032553e-07 6.469079013393269e-11
age3 -5.297790768148897e-10 5.538868357749931e-12 6.917601374579181e-09 1.006996918760474e-07 -6.871378105453814e-09 -1.4245315998190522e-10 9.099587540714486e-13 1.4162017105070863e-10 -9.047431868564342e-13 -2.695073891564607e-10 -3.3135970203105097e-09 -2.3996730404769533e-09 -3.1898567357710833e-09 9.34729222688966e-10 3.4904354987234027e-09 1.2265667305845273e-09 2.1941575807454644e-09 -5.57720654394379e-10 3.408875308909048e-09 1.2574047988914689e-09 -3.336981331325388e-09 3.9990339482560206e-10 -5.625429984150197e-09 -6.137003238978087e-10 3.4943497489267056e-10 -1.8207638876097932e-09 -4.360641214143093e-09 -4.247544081353793e-09 4.069668731882562e-09 6.505419821117561e-12
age2_sex -3.390688220889909e-08 1.2463845640877066e-09 1.1073824808313272e-06 2.73665481963501e-05 -1.8504431900243328e-06 -2.2467177967694414e-08 1.4162017105044145e-10 3.7829349554809144e-08 -2.397384400875526e-10 1.2068057128318956e-07 -1.6805436470507576e-08 -3.837284886746548e-07 -1.3052558064828917e-08 4.035904740812511e-08 5.718882791275924e-07 1.9107579410549526e-07 1.368993321796016e-07 3.9142244365173686e-07 4.1133262980135217e-07 -3.251190952742272e-07 4.995879644341834e-08 -2.396601344086649e-07 -2.492881766758798e-07 -1.3389436141046577e-07 4.6893935856728387e-07 6.00898134560284e-07 -6.202156791568515e-07 -3.554816698831869e-07 -2.5150150110522647e-07 -3.1676247496477003e-10
age3_sex 2.1006429673030271e-10 -4.780959728379563e-12 -6.8779557641886336e-09 -1.6827008151278153e-07 1.1555368066284012e-08 1.4164170020613464e-10 -9.047431868544468e-13 -2.3973844008748176e-10 1.5400597360808883e-12 -5.693130597898736e-10 6.383435516188026e-10 3.0748413824021805e-09 2.1284103304904295e-10 -1.0410924742013802e-10 -4.064618871867482e-09 -1.1272167865584676e-09 -1.1181381486703089e-09 -2.0641362988644398e-09 -3.141559017489883e-09 1.3107415117671176e-09 -3.7995372160065383e-10 1.5049861065250387e-09 2.071912500945073e-09 1.1852671486794602e-09 -2.9273548402345453e-09 -3.3092980394523362e-09 4.2033849076011e-09 2.0255232022335804e-09 1.1804523835226744e-09 -2.9922442539152028e-12
PC_3 -5.557396042860145e-06 1.0821510351145973e-06 7.827341019472323e-06 8.123806602488327e-05 -6.261287071349828e-06 -5.8617693692324405e-08 -2.6950738915052634e-10 1.2068057128502015e-07 -5.693130598017716e-10 0.028487297377769463 0.0005107996614171504 0.0016435352373230356 -0.0005145039453183939 -0.004351968491348607 0.002007122429396161 0.0035350073205621256 -0.0045772610571069815 -0.00042860714789001535 -0.0017853482525362362 0.0010453148074318313 0.0054495325251800305 0.0031712180559993934 -0.002098201734005511 -0.010764542657478764 0.0006741228107539828 -0.0007977464977800562 0.0037490432374917334 -0.0009052531987137234 0.005584742808361404 -2.100844143644966e-05
