 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0013228219178947134 -3.1542441644641376e-06 0.00023763097546046087 -0.00024604903977296045 -3.974105260083159e-06 -8.203001449558598e-06 8.35526151531646e-08 7.792368220006235e-07 -1.188973572014775e-08 -0.0009311573454332771 -7.027219570046071e-05 -0.00032041030834569374 0.0008504704333110341 0.0006104370748795709 -0.0003924442818361332 -0.0011831622870002426 -0.0004523532285805907 -0.0006773488381395743 -0.0009817624280506014 -0.0005294935097988488 -0.00027438789307459145 -0.0007994156030805374 0.0004676686437642843 -0.0005448419611074602 -0.0005909972136031209 -0.00029162810341083056 -0.0009735299394100802 0.0006869112132369636 0.0011498796225070302 5.953374580393046e-06 8.350904002223711e-06 9.372455510579218e-06 -1.8822959135630097e-05
yob -3.1542441644595746e-06 1.0259522002518947e-06 1.0373936828686318e-06 6.172569954599909e-06 -7.921652195476022e-07 -5.73080042774642e-09 3.063787914740724e-11 1.9198123809517273e-08 -1.266720409521319e-10 1.2168624642950416e-05 0.0001439620965015549 3.186999943992243e-05 -9.515305657278171e-05 3.435194205249969e-05 -8.794070621933612e-05 -1.763089093369471e-05 -6.210972739517732e-05 8.492665892501448e-05 1.0548819806493107e-05 -7.923586978248322e-05 6.272600135425751e-05 -7.769437193979402e-05 -1.5632476664987526e-05 9.228829001805079e-05 5.541392981347798e-05 -1.3371626132499589e-05 -1.6346119453958114e-05 4.412324123041035e-05 -0.00014535788732141915 -1.1649975896130116e-07 -7.140731879070555e-09 -2.436953958170498e-07 4.684945005269901e-07
age 0.00023763097546129237 1.037393682862725e-06 0.00027212119298517516 0.0029417720439220596 -0.0002706628229071126 -7.483529355729899e-06 6.348752454022174e-08 7.46535344837911e-06 -6.332794049465401e-08 -1.7807581659802542e-05 -0.00010092838916067205 -0.0003165174906419039 -0.00019859274422723923 -0.0002892432802204036 -9.221508016968835e-05 -0.000278856711695243 -0.0006729432435992554 -0.0003493579022017607 0.0001228475846891967 -0.0001712200291188876 5.532636188297655e-05 0.00022477550152570202 -3.662006699009234e-05 3.0279077194471114e-06 -0.00023011372914360454 -0.0002397957428093446 -0.0003634430674767733 -4.496038380587101e-05 0.00044426769196155634 1.5919959476111876e-06 1.77002725764424e-06 9.809106469773358e-06 -1.4770971881927337e-05
sex -0.0002460490397549203 6.172569954615489e-06 0.0029417720439289087 0.07179949785627407 -0.006011006009655964 -7.667636029203883e-05 6.242771337729651e-07 0.0001552184355836577 -1.2543162244903673e-06 0.0023247039721619074 -0.00031632805502114795 -0.006703682673400968 -0.00212543046609561 -0.005333898332521114 0.0010288712564461586 0.0006914671410026459 -0.005855912333633275 -0.010095761553858771 -0.0015968229858215283 -0.004640872709743098 0.0027371111468300433 0.0029215149759046475 -0.006196505055226848 -0.004888199375432753 -0.0041048306254452775 0.00036534260189644317 0.004077791455326522 0.002995652572417438 0.0008008039309477737 -1.7979928716810207e-05 -4.7845531756659635e-06 8.537678918102326e-05 -0.00012622013649511894
age_sex -3.974105261707161e-06 -7.921652195441495e-07 -0.0002706628229077177 -0.006011006009655625 0.0005354286450383711 7.451762486958705e-06 -6.323507696579306e-08 -1.4481226804546265e-05 1.2126040048389207e-07 -0.00018727266037764712 7.988533684954423e-05 0.0005361099676859627 0.00019211843141896302 0.0005083739477333059 -8.950188852778288e-05 5.7763884921936905e-05 0.0005538898730258798 0.0008892474602215196 6.94183072002055e-05 0.00047652332959321987 -0.00028446317612746476 -0.0002086011248388262 0.0005792536298734378 0.00042158645198644697 0.0003448303328390059 0.00016119245201075033 -0.00015032249477128597 -0.00010722689752986603 -0.00011885755807221775 9.995894285697107e-07 -8.994566754349807e-07 -6.85840435151785e-06 1.1387867955717354e-05
age2 -8.203001449582475e-06 -5.730800427687747e-09 -7.483529355729322e-06 -7.667636029183719e-05 7.451762486940713e-06 2.154248945816717e-07 -1.8906415858734385e-09 -2.1465861456704043e-07 1.8841160059828583e-09 1.0703778358687813e-06 7.103739231768327e-06 8.217766985559123e-06 1.7967199203532963e-06 1.0035941904802441e-05 -4.874886582432483e-07 9.235526081763375e-06 1.610794355274338e-05 1.2790610412734903e-05 -4.384009821110258e-06 5.127492392186987e-06 -1.7601433986206263e-06 -6.093477512733668e-06 2.687788841757759e-07 2.211070710915672e-06 8.725909072443333e-06 8.719736440186598e-06 9.610694074562172e-06 1.4075066683371097e-06 -1.286573998150713e-05 -6.189347619696162e-08 -5.737718925419452e-08 -2.640935455692028e-07 4.1200359971297533e-07
age3 8.355261515337048e-08 3.063787914665803e-11 6.348752454021245e-08 6.242771337711528e-07 -6.323507696563113e-08 -1.890641585873319e-09 1.7056771312308232e-11 1.88400053113792e-09 -1.6998552867091502e-11 -1.5226208695523744e-08 -5.8980455210936217e-08 -6.188244619766873e-08 -1.2091299302199143e-09 -8.832781225084459e-08 9.319785996558801e-09 -9.250948575473926e-08 -1.3301314293364928e-07 -1.1778778402221265e-07 3.439259871070907e-08 -6.257364742326128e-08 2.7415574123567266e-08 3.871161822129755e-08 -3.2827933914419086e-09 -1.6496115556512483e-08 -8.865624445036328e-08 -9.526898386202416e-08 -8.564002433897353e-08 -4.206064486181227e-09 8.518889255382903e-08 6.12800859866828e-10 5.407065891330619e-10 2.1306968044027188e-09 -3.4036708453396098e-09
age2_sex 7.792368220446137e-07 1.9198123809648586e-08 7.4653534483956536e-06 0.00015521843558364125 -1.4481226804545665e-05 -2.1465861456752906e-07 1.8840005311423246e-09 4.067288215867447e-07 -3.510913904325422e-09 4.420628192311319e-06 -3.0466364801262176e-06 -1.2526608268416786e-05 -4.863716156194132e-06 -1.4626294191137463e-05 2.606269870457758e-06 -3.1370345291719e-06 -1.5810102227526438e-05 -2.4508966775624857e-05 -1.011390066813872e-06 -1.4134533159614999e-05 8.350882388616925e-06 5.111944037093235e-06 -1.7062021283127133e-05 -1.0107318311054767e-05 -1.0576310061124779e-05 -9.354514071131816e-06 5.20558031638992e-07 -6.900823462059378e-07 2.650787020041854e-06 -1.5089029455281327e-08 4.349391098174567e-08 1.7286723837204628e-07 -3.0111357863644974e-07
age3_sex -1.1889735720537021e-08 -1.266720409523533e-10 -6.332794049479324e-08 -1.2543162244901845e-06 1.2126040048388312e-07 1.8841160059869855e-09 -1.6998552867128764e-11 -3.5109139043253173e-09 3.109618059844852e-11 -3.109745391944469e-08 3.162976285370367e-08 9.137741733165009e-08 3.215356638284145e-08 1.3099562146774344e-07 -2.330450087681824e-08 2.999278977050902e-08 1.382741309189275e-07 2.1011805731626622e-07 9.026050367025198e-09 1.2952418027019012e-07 -7.523677460663944e-08 -4.320538051438583e-08 1.5456354344110727e-07 6.698527054343407e-08 1.1174250556240493e-07 1.1770248502524949e-07 1.9550139183572866e-08 3.303671856548248e-08 -8.825414838655033e-09 5.50455760523909e-11 -4.447600757318328e-10 -1.3729301419666603e-09 2.4461509204325814e-09
PC_3 -0.0009311573454327472 1.216862464295115e-05 -1.7807581659411274e-05 0.002324703972165458 -0.00018727266037798056 1.0703778358576508e-06 -1.522620869542669e-08 4.420628192320638e-06 -3.1097453919524336e-08 0.22327489119809973 -0.012782881029506428 0.005181092354504939 0.025224247162200307 -0.008517912246918443 0.02295926439316326 0.01987334204328413 -0.05005082756760772 -0.03997941274150355 -0.0071944337296857425 0.027798145357333565 0.0048035455913466585 0.05552989727116641 -0.018937868176672697 -0.11607841913402171 -0.03198936667638966 -0.012346528435341234 0.0341818946157579 -0.02344463436945895 0.07441000338641536 -8.052135862347132e-05 -8.469498785520363e-05 -7.09330421222213e-05 -2.8183043547035682e-05
