 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.5161623246274345e-05 6.647400073495931e-08 -1.0198942486702774e-06 -1.0810236033818523e-05 7.950140685810512e-07 2.0649006651455187e-08 -1.0530295771898617e-10 -1.7359537364654205e-08 1.1668818236970355e-10 -1.9131095483544777e-05 -2.6721116670256396e-06 -2.8001065012691748e-05 -5.0719650060280934e-05 0.00011294262451017525 -8.22831726992204e-05 5.707343168895248e-05 -7.303310693760656e-05 -1.6809704603086066e-06 -0.00010590290912982465 -6.886948063205036e-06 -5.0886060431037765e-05 -6.786335470509732e-05 -1.350946925764321e-05 -6.470029298058416e-05 -3.90839351592641e-06 3.743349052678273e-06 -1.6647439901465784e-05 -9.65996050737906e-05 0.0001050004196234643 -7.661073445716521e-08
yob 6.647400073489914e-08 1.034375116090816e-07 1.6332884826762262e-07 7.255999459756329e-07 -6.245814620607291e-08 -5.772716277333604e-10 -2.383987850030514e-12 9.480181202651628e-10 -3.2282636821273875e-12 -8.583934496070765e-08 9.698220904603576e-06 1.5164297310578123e-06 -5.368276697096218e-06 -3.687257809922132e-07 -5.307217533295206e-06 2.3126536210719166e-07 -4.756579751266006e-06 6.144639384306686e-06 -3.0437881546651487e-06 -5.32509084546735e-06 5.261724654048918e-06 -4.781855242199145e-06 -1.857778256051325e-06 9.227935160211287e-06 3.941191499539964e-06 5.200064618718543e-07 -8.834126824742591e-07 3.3868515906440293e-06 -1.4031568299103297e-05 -1.4363795117930159e-08
age -1.0198942486745568e-06 1.6332884826725417e-07 2.6048315052385688e-05 0.0003634158857000151 -2.5521399589629457e-05 -5.386226989347955e-07 3.447997451032082e-09 5.315054556091287e-07 -3.4065867619357908e-09 4.5542396660806506e-08 2.7147274190659675e-05 1.6879684940969602e-05 -5.556789615409811e-07 6.12187314886678e-05 -3.207762827956208e-05 9.428632794314058e-06 -3.280983066776288e-05 1.808080161306822e-05 3.832544894077914e-06 1.7408218868042647e-05 -2.0232064422140113e-05 -2.0094732906958865e-05 -2.3689652262733587e-05 -2.0945098157002186e-06 7.339658865288085e-06 1.7881526598846302e-06 -3.066510206573196e-06 -9.484413089389537e-06 2.7857033735373993e-05 -5.545606712033691e-08
sex -1.0810236034562182e-05 7.255999459573854e-07 0.00036341588569947087 0.00932784017477175 -0.0006257713285425018 -7.304213743860944e-06 4.570926716907256e-08 1.2679486611880688e-05 -7.971830481773126e-08 0.00010329085207170351 0.00024122085058235574 0.00012558259924713965 0.0002693068638880694 0.00028996132940223144 -0.0001718053126409313 2.647900626571915e-05 -0.0003314436847346327 3.12278082702343e-05 0.00022000238262714225 -0.00015433243968726349 -0.00018511448339181478 -0.0004604395294207718 -3.3436592907952998e-06 -0.00011676570104756685 1.855053342891313e-05 0.00020749631056052602 0.00023377381774646044 0.00018653292588279998 0.0002570705887160289 3.862298114911511e-07
age_sex 7.950140686180434e-07 -6.245814620573168e-08 -2.5521399589576802e-05 -0.0006257713285422007 4.4114812126416645e-05 5.303575419037719e-07 -3.400783283863203e-09 -9.238423667705584e-07 5.949908838047995e-09 -9.98227020400772e-06 -6.746807527871225e-06 5.901516180788426e-07 -1.5417767397172814e-05 -1.4782459984502524e-05 5.475635895569902e-06 -5.224301161391204e-06 1.19221614608133e-05 -3.539937977814738e-06 -1.9932672418854885e-05 1.1431010247476115e-05 1.702865062717137e-05 2.6800933767107948e-05 1.0422380680512338e-06 1.2025896826755844e-05 5.529680823935678e-07 -1.5127687889111903e-05 -1.339969456023009e-05 -9.390976239962153e-06 -2.8706231001165474e-05 -7.30407088832687e-08
age2 2.064900665219536e-08 -5.772716277192561e-10 -5.38622698934634e-07 -7.304213743869197e-06 5.303575419046728e-07 1.1514459214095464e-08 -7.545120320166375e-11 -1.1342766038698336e-08 7.429458787886975e-11 2.8461929295855338e-08 -3.998728354900765e-08 -7.742554593925812e-08 -1.299904693304891e-08 -1.0569275324286875e-06 3.7219434100474044e-07 -2.1547271133607792e-07 3.842446283682178e-07 -2.1329185367619686e-07 -2.5401624715541613e-07 -5.052728446391172e-07 5.095041659919411e-07 2.1824996357100533e-07 5.587154998422317e-07 3.3508979360261795e-07 2.7733841950313786e-08 -7.783547157749616e-09 4.117047253287243e-08 2.550454472229556e-07 -1.108424914634192e-06 -1.9762961206313105e-11
age3 -1.053029577226729e-10 -2.383987850109257e-12 3.4479974510302833e-09 4.570926716911105e-08 -3.4007832838679847e-09 -7.545120320164746e-11 5.038703433204544e-13 7.426193736226009e-11 -4.953166002995212e-13 -5.953783622303714e-10 -1.1037428047458603e-09 -6.222518443793694e-10 -3.3163605105236367e-10 6.187416578610449e-09 -1.7959462749091907e-09 1.4857655728289685e-09 -1.7068795033466857e-09 1.0256391244830894e-09 2.0836861262197228e-09 3.4858325721553215e-09 -3.4353594298558317e-09 -9.128050874171411e-10 -4.228952486693896e-09 -2.9123902000933165e-09 -8.254250542149142e-10 -8.91222988423401e-11 1.3917548722719095e-11 -1.6361836076482295e-09 8.848137739058428e-09 5.955078012379703e-12
age2_sex -1.7359537365557694e-08 9.48018120250985e-10 5.315054556077492e-07 1.267948661186911e-05 -9.23842366770185e-07 -1.1342766038673815e-08 7.426193736212345e-11 1.98525742467904e-08 -1.3055621136260745e-10 2.3490123363564777e-07 1.3080120253429282e-08 -1.741132937885689e-07 2.690104366035835e-07 2.3113736928083735e-07 -3.4860765262009073e-08 1.6961943852206675e-07 -1.207898498006784e-07 8.868071852079593e-08 5.056917005472806e-07 -1.876578275176506e-07 -4.102355500167319e-07 -4.7304533819061894e-07 -7.620779848606722e-08 -3.169047860628477e-07 -2.3026567540122403e-08 3.3199413805195777e-07 2.815781061717945e-07 1.3032155870969238e-07 7.628335358626891e-07 2.073726102598984e-09
age3_sex 1.1668818237390416e-10 -3.2282636820498713e-12 -3.4065867619254415e-09 -7.971830481762726e-08 5.949908838043532e-09 7.42945878786806e-11 -4.9531660029844e-13 -1.3055621136256438e-10 8.744189511572156e-13 -1.5154634035352023e-09 4.5600530140901714e-10 1.9677659121164887e-09 -1.4358333957510284e-09 -1.1270354130364474e-09 -8.39074642797643e-11 -1.3953481183632997e-09 2.9331375793438127e-10 -6.037708274676309e-10 -3.7405485486387265e-09 8.711840129274388e-10 2.8971359654225916e-09 2.617017604413169e-09 7.587268795104113e-10 2.29346684063775e-09 5.6674146765056575e-11 -2.230057873184529e-09 -2.0352912193302653e-09 -6.767416028041776e-10 -5.71241607761198e-09 -1.597571667312667e-11
PC_3 -1.9131095483550696e-05 -8.583934496084687e-08 4.55423965999553e-08 0.00010329085207044829 -9.982270203920882e-06 2.846192929711439e-08 -5.953783622384243e-10 2.3490123363385735e-07 -1.5154634035238137e-09 0.03683361049978484 0.0005328069070329143 0.00045733246669403684 0.001418728740716 -0.005283424654430581 0.0018733563810225777 0.0036164464424190703 -0.005008050492137671 -0.0024028685044779965 -0.003426001895043338 0.0031923276205546715 0.00688739095470999 0.0048012206289991645 -0.003592495679044084 -0.013798449403900606 8.430398976008386e-05 -0.0005889372962867574 0.0027030723327600694 -0.0036879407355417705 0.009349549919382066 -2.0922041039454557e-05
