 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0014552611573245174 -3.2361275398648e-06 0.0002865009926168022 -0.001229142822763897 8.32743927866313e-05 -9.296020381521805e-06 9.115193785644823e-08 -1.655306164368763e-06 9.480213478660642e-09 -0.0008319029896377739 0.00011554577410963951 -0.0005532866953583524 0.00041987751833824746 0.0006854635814354958 -0.000724667244201735 -0.0005800832141381909 7.135348896088807e-05 -0.0007834762352588888 -0.0015950683088244194 -0.00034479413110442906 -0.0006409945054935393 -0.00035181798767202076 0.0004262459776379457 -0.0008304190371280756 -0.0007536051357607189 -0.00011867429198752873 -0.0008665855905002619 0.0008352455659940999 0.0011723453086286899 5.41859584066877e-06 1.2401727317704515e-06 8.335510581375332e-06 -6.67577850382424e-06
yob -3.236127539868921e-06 1.0904057413209051e-06 1.0661470754739764e-06 5.649084117367178e-06 -8.107132019974722e-07 -5.623366723023286e-09 3.972770640655583e-11 2.1205557778066998e-08 -1.55388154629836e-10 9.930599931831321e-06 0.00014895030833249188 3.943044641988542e-05 -0.00010956078284068129 3.067515480234043e-05 -8.395401143197908e-05 -1.255672885785827e-05 -4.92312741428938e-05 9.312583220335434e-05 8.112611167784973e-07 -8.56366496880735e-05 7.225255977862067e-05 -9.591338421129135e-05 -1.5281158303095934e-05 0.00010319502386058621 7.054155569065441e-05 1.1623120567538197e-05 -1.4982409436004477e-05 5.4603328250470864e-05 -0.00014189290426584126 -9.307309596842736e-08 5.163726024695213e-09 8.432431507787835e-08 -1.2635699427565846e-07
age 0.0002865009926147477 1.0661470754767468e-06 0.0004041612582489793 0.004609470010495091 -0.0004001806214625384 -1.0671152935799628e-05 8.773280732342198e-08 1.059118047710788e-05 -8.708426537235003e-08 -2.483961360840023e-05 -8.850654270986979e-06 -0.00030678778859656976 -0.00041470255355594785 -0.0002790793881336895 -9.821262297549862e-05 6.302309620767768e-05 -3.6120928076237355e-05 -0.0005126474580639422 -8.435912635824724e-05 -0.00022427278823034346 0.000117576100154081 9.508807183739684e-05 -5.353979458035712e-05 -0.0004061434133898009 -0.0002204809377448052 0.0003211217719320131 -0.00032815196014377443 -1.638074036013646e-05 0.0005169327071279872 1.9184796437193354e-06 -9.80126396330611e-07 5.119180774370924e-06 -6.769327840783699e-06
sex -0.0012291428228074028 5.6490841170587135e-06 0.00460947001046767 0.12666707187486864 -0.010337841977937468 -0.00011709921712845013 9.330952382986252e-07 0.00026175825591672445 -2.082409862202379e-06 0.0003321096576626815 0.0018571713142865069 -0.0031479544692822156 0.0007991917416687412 -0.004420532090826367 0.0001596155099130109 0.004496382524493483 -0.0015970625421246822 -0.010405654492462363 0.0042743673707820165 -0.0037760820707038985 0.0020662999749112994 -0.005110083562476016 -0.004399431633770184 -0.00772891704268547 -0.0037642993479708783 0.0031739105358182134 0.0012629965412586308 0.003865371622603287 0.0066644222108200955 3.717093312793451e-06 8.755590421913581e-06 -2.6314502088569857e-05 -4.479649062593668e-05
age_sex 8.327439279050366e-05 -8.10713201977013e-07 -0.000400180621460196 -0.010337841977938784 0.0008770955538881181 1.0575988186533386e-05 -8.69759212273228e-08 -2.290054989936512e-05 1.867295242427622e-07 -3.173426551101114e-05 -0.00013765294410418441 0.00023323179714944859 -5.5884914880394555e-05 0.0004060398076314388 -1.6726714075624374e-05 -0.0003342336785967525 0.00014036364402165462 0.0008416523702261708 -0.00030180135764287477 0.0003467873183716108 -0.00025290421430142435 0.0003801765986776749 0.0004513399021141495 0.0007295984045378442 0.00037567753079389163 5.729502786015239e-06 -1.655349122420225e-05 -0.000230812289414592 -0.0005702600333594412 -3.3775040606733764e-07 -2.562012212663609e-06 2.777308019983302e-06 5.40944636390398e-06
age2 -9.296020381467802e-06 -5.623366723068027e-09 -1.0671152935799197e-05 -0.00011709921712918731 1.0575988186596455e-05 2.9194141237344136e-07 -2.4685878641830483e-09 -2.89560517522757e-07 2.4490694267812056e-09 1.0358827172052968e-06 4.050390118147185e-06 8.407552144345837e-06 6.609350656112986e-06 9.980565602402378e-06 4.2782769107182027e-07 -4.6591008006959047e-07 -6.821283840463223e-07 1.586724659731326e-05 2.67298365077542e-06 4.796349353059852e-06 -2.4559603624440514e-06 -4.339803804722742e-06 6.082388628511818e-07 1.3484588223670432e-05 9.227294872921717e-06 -3.899040899896549e-06 7.697956044259106e-06 -3.2612357767254566e-07 -1.5123829379017588e-05 -6.186684649013618e-08 8.337068941279705e-09 -1.2974783987260472e-07 1.9526848953948299e-07
age3 9.115193785600037e-08 3.972770640511591e-11 8.773280732341597e-08 9.330952383048588e-07 -8.697592122785545e-08 -2.4685878641830156e-09 2.138968764345284e-11 2.449104545982816e-09 -2.1226658230029245e-11 -1.261322812689805e-08 -2.7884065132959692e-08 -6.682579668674307e-08 -3.8305161178125655e-08 -9.040052482070643e-08 -6.312786207906335e-09 -6.848218224924511e-09 1.0894038330485856e-08 -1.3530768570435502e-07 -3.231802567832377e-08 -5.027150574743826e-08 2.5794427533927244e-08 3.1487538540282674e-08 -5.291732124897901e-09 -1.0977343711757141e-07 -9.572758057265824e-08 -3.682342918598218e-09 -6.174899184359947e-08 1.834487668814828e-08 1.0736575260266341e-07 5.747205715211265e-10 6.017100575178138e-11 9.703591770699817e-10 -1.6821701681062524e-09
age2_sex -1.6553061644681093e-06 2.120555777726155e-08 1.0591180477046184e-05 0.00026175825591678696 -2.290054989936759e-05 -2.8956051752109713e-07 2.4491045459688027e-09 6.142878405506518e-07 -5.125435387355847e-09 8.660188871484808e-07 3.4584500197273625e-06 -4.975309733310023e-06 1.7623097088197082e-06 -1.1790405670809164e-05 2.829556849822712e-07 8.362594497376016e-06 -3.6595330282665484e-06 -2.183094156192506e-05 6.2997173213277734e-06 -9.77499284611993e-06 8.348913509520538e-06 -8.250169404392118e-06 -1.3843860189639396e-05 -1.9645501009581657e-05 -1.236144515250779e-05 -7.073972878601081e-06 -7.243618437117567e-07 3.169609517780744e-06 1.4005974825626236e-05 1.0546489889774507e-08 9.899276590070597e-08 -8.87062750603153e-08 -1.6668952675390024e-07
age3_sex 9.480213479516913e-09 -1.5538815462580114e-10 -8.7084265371845e-08 -2.082409862203113e-06 1.8672952424280117e-07 2.4490694267675956e-09 -2.1226658229914386e-11 -5.125435387356338e-09 4.366076538351781e-11 -6.924219389297462e-09 -2.770787623081883e-08 3.4958807118385616e-08 -2.2782646134369312e-08 1.0858984337987725e-07 1.3515031125546827e-09 -6.878799025267898e-08 2.6235816095738134e-08 1.8056974218511794e-07 -3.815274278547906e-08 9.013121178199784e-08 -8.001654701303309e-08 5.452441801918591e-08 1.2923474528964343e-07 1.548230822493649e-07 1.307756666818783e-07 1.1091246839544998e-07 1.3934898545591133e-08 -4.1243146139458114e-09 -1.0052929515673483e-07 -9.841014910800634e-11 -1.0100540374612634e-09 8.777665713558293e-10 1.5024156448182064e-09
PC_3 -0.0008319029896379019 9.930599931830764e-06 -2.4839613608402608e-05 0.00033210965766415705 -3.173426551113536e-05 1.0358827172054057e-06 -1.261322812689947e-08 8.660188871517021e-07 -6.924219389323501e-09 0.23843718190702398 -0.01431984329543615 0.0030776726396286236 0.019813268821317977 -0.00639302603241288 0.022618527516107746 0.021400539750773915 -0.05672701074389016 -0.025271723939504418 -0.021606728369033778 0.032033435632654865 0.018139684503222276 0.05230950018979874 -0.01893658588367779 -0.1217985654156739 -0.028813517631734713 -0.013163091644571627 0.04697300570528899 -0.023794845699191564 0.07514756790990958 -7.559038599733789e-05 -7.134088103518484e-05 -3.2770327913744165e-05 -0.0002037874240170343
