 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0010328672199314125 -2.610986486694532e-06 0.00013508083412475027 2.3998527098648566e-07 -7.1857045658599045e-06 -5.0476645170805205e-06 5.411704998896377e-08 4.420521848968991e-07 -5.932382225969855e-09 -0.0006197089778297754 0.00021184403600863722 -0.0005622676861766884 0.0004359416293633678 0.0005262522167763777 -0.0005694355517349872 -0.0005050171032339668 -0.0001178686546786896 -0.00047803959312991853 -0.001086515380567547 -0.00027796180680605026 -0.00048482065187480913 -0.00035767173720506387 0.00023132259112695525 -0.0004133757512312918 -0.0004278176287775879 -0.00026749952115073637 -0.0005860677477716858 0.0006483426246869996 0.0009923814787614884 4.277762826319821e-06 1.3749051040339201e-06 7.404753453187794e-06 -6.76583709535088e-06
yob -2.610986486693051e-06 8.452770164550869e-07 1.1572860747562399e-07 3.757782751676874e-06 -5.379483626851209e-07 1.1701993868427703e-08 -8.619263972062343e-11 1.3291806783194327e-08 -9.029488047987029e-11 5.370327765897207e-06 0.00010306243889822198 2.8649696294091506e-05 -7.787547168590336e-05 2.125022913541374e-05 -6.283258555686642e-05 -9.42782465754021e-06 -3.347271463433407e-05 7.060693969328797e-05 -2.1948876368476995e-06 -6.688697823326751e-05 5.899580289800688e-05 -6.912892239876518e-05 -2.0219988880618095e-05 7.247425592540063e-05 5.603586158627676e-05 6.487080344884811e-06 -1.2363088984662722e-05 3.922566418399766e-05 -0.00010769511482943777 -6.349730358197571e-08 -4.7194488519396245e-08 3.0539678560309454e-10 8.944315062263805e-08
age 0.00013508083412502536 1.1572860748213627e-07 0.00010353523140088679 0.0009067815904848013 -0.00010180653269053755 -3.1778790762784934e-06 2.883188623311932e-08 3.1340475468083734e-06 -2.8466613920513818e-08 -5.046568110934135e-05 -8.13341958474916e-06 -0.0001950113715029591 2.0703112424531905e-05 -9.968610989622259e-06 -1.6242100629836967e-05 -0.00017988154412450937 -6.781155304363388e-06 -7.656822803088868e-05 3.200246178736918e-05 3.798853753295702e-05 -0.0001393873526231135 8.490873297409777e-05 -8.124733066971678e-05 -0.00014916230974829726 0.0001460635080868648 -0.00020516950963907256 -0.0001931196799990559 8.426798791466365e-05 0.0003115470804378372 1.3185286826802458e-06 2.2135755746506034e-07 2.9215233270268106e-06 -3.8092501346008693e-06
sex 2.3998527632776605e-07 3.757782751688912e-06 0.0009067815904866323 0.017223690753395034 -0.0016996316705635778 -2.628728001879991e-05 2.2993142701194005e-07 4.8783526597560314e-05 -4.241896467695866e-07 0.00018243263909075992 0.00011669273371914035 -0.0006755747729066883 -8.871359858854195e-05 -0.0018704851790381036 0.00022002706924983113 -0.00011635927416101812 0.0006178337661201563 -0.002483940109454393 -0.00013132127575211165 -0.0008516072503461025 -0.0010605881304021777 -0.0025321582714681865 -0.002120054127566532 -0.004096390809778743 0.0011477974169063444 -0.0030475814362777363 -0.0009716141155318248 0.0016468010887784224 0.00016737431525102448 1.522369833278806e-05 1.4161416224320162e-05 -2.4793486439120935e-05 -9.57734803716642e-07
age_sex -7.185704566482562e-06 -5.379483626840277e-07 -0.00010180653269073009 -0.0016996316705633816 0.00018533668625558426 3.1270859417841355e-06 -2.843098076016822e-08 -5.6421554455897204e-06 5.103012768294103e-08 -3.1449602014023894e-05 -5.0174378480360545e-06 6.574878042581259e-05 1.2266630278744908e-05 0.00019158400433669703 -6.263564012442437e-05 4.834654529413866e-05 -4.622132359694701e-05 0.00025431836764748853 2.5270003257018407e-05 0.00010909533446343423 5.401583934116431e-05 0.00019262475156782693 0.0002495753586403497 0.0004362704637094519 -6.901220796483385e-05 0.0003981330177249094 0.00012605782817821047 -0.00013729667449629093 -4.0114016711007386e-07 -1.5349183041194723e-06 -2.0580688849026614e-06 2.4632032872086455e-06 1.0829382711824791e-06
age2 -5.047664517090621e-06 1.1701993868426007e-08 -3.177879076278362e-06 -2.628728001874085e-05 3.1270859417778717e-06 1.0212394163411412e-07 -9.565615008409243e-10 -1.0052684317970784e-07 9.434300042576336e-10 1.1634906543551894e-06 2.7209471711300392e-06 5.975748591395885e-06 -2.455997594083718e-06 2.882010525061566e-06 -1.5480285203830778e-06 5.460163860674005e-06 -8.936672829542633e-07 4.691537334235535e-06 -3.527890437372969e-07 -1.159041743194033e-06 4.172107818643806e-06 -3.0721994577433244e-06 1.6218345943573643e-06 6.032078726873726e-06 -1.285870922388247e-06 7.830959847083393e-06 4.587170271862448e-06 -3.683206654884551e-06 -8.607863520517064e-06 -5.0531519051748016e-08 -1.1527126833616918e-08 -8.189612481840224e-08 1.1832703599988336e-07
age3 5.4117049989062254e-08 -8.619263972114465e-11 2.8831886233116927e-08 2.2993142701138085e-07 -2.8430980760108823e-08 -9.565615008408956e-10 9.202643889577863e-12 9.4364710338774e-10 -9.093257874795087e-12 -1.0160723341895191e-08 -1.7412171661963417e-08 -5.175048811283681e-08 2.424997428416121e-08 -3.4608970301412267e-08 1.3127708632014836e-08 -5.1799702668443824e-08 1.0265277705509736e-08 -4.730142395752264e-08 -7.353151738390243e-09 -3.178793624043916e-09 -2.9236015033230343e-08 1.9646150347089767e-08 -1.5179373361266113e-08 -4.9891268216169756e-08 -4.2957860353167654e-09 -8.439422880951133e-08 -3.903596108566613e-08 4.6461164442277004e-08 5.415252977620305e-08 5.100898896165853e-10 1.5102656368440113e-10 6.496211114304046e-10 -1.0590455030632175e-09
age2_sex 4.4205218491601907e-07 1.329180678312521e-08 3.1340475468140794e-06 4.878352659755082e-05 -5.642155445589302e-06 -1.0052684317989455e-07 9.43647103389511e-10 1.792343969567211e-07 -1.6737005672681068e-09 1.0904022577209519e-06 2.0483006015820934e-07 -1.5500978547097783e-06 -5.685492904364034e-08 -6.0943366518642865e-06 2.5544838405060697e-06 -1.475813098592423e-06 1.119346734933812e-06 -7.849568431866051e-06 -1.2876190342683648e-06 -3.5008152968006715e-06 -6.740915097897447e-07 -4.166320987294869e-06 -8.343609481538804e-06 -1.2456559548301198e-05 4.910269656020354e-08 -1.4436792101372415e-05 -3.972638825805148e-06 2.9263690556885625e-06 -1.2487356378454344e-06 4.6260275357872595e-08 7.07506515579431e-08 -7.5624477376755e-08 -4.7452410737918857e-08
age3_sex -5.932382226145207e-09 -9.029488047973572e-11 -2.846661392056495e-08 -4.241896467694703e-07 5.103012768293429e-08 9.434300042592952e-10 -9.093257874810855e-12 -1.6737005672680195e-09 1.6046701409283982e-11 -1.0227510486249342e-08 -2.3734903738119275e-09 1.2850095068674819e-08 -5.518970979938612e-09 6.030780437687876e-08 -2.55187423542395e-08 1.0985183212987532e-08 -1.1061584478516144e-08 7.357709471487496e-08 1.8208297901522513e-08 3.666326599773373e-08 5.495847662758154e-10 2.6351451918219555e-08 8.25520622196824e-08 1.0147113866976808e-07 2.0802631810758906e-08 1.5023669474806247e-07 3.850949088239186e-08 -1.7469066410224638e-08 2.3903930270248004e-08 -4.144027131511762e-10 -6.986494362697815e-10 7.222360293279381e-10 5.137606176328442e-10
PC_3 -0.0006197089778297415 5.3703277658982995e-06 -5.0465681109191974e-05 0.00018243263909297505 -3.144960201427325e-05 1.1634906543505437e-06 -1.016072334185254e-08 1.0904022577287465e-06 -1.022751048632114e-08 0.1805091370498303 -0.01312018167985399 0.006863244139799785 0.017586594474288314 -0.0041414422398969985 0.013055850789983317 0.020522103072186458 -0.03984629787657085 -0.02163666164739943 -0.01741699397106768 0.024240566958081813 0.01239058808007109 0.040910917021037385 -0.010766496881655896 -0.08738745869391638 -0.020287381060268953 -0.009989856589333521 0.02787876604411777 -0.017561235039246913 0.05835006728143459 -5.745852137370245e-05 -2.8116665477535165e-05 -1.860836311423159e-05 -0.0001628923875437719
