 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.01899244090082838 2.330486443024499e-05 -0.013060298165984597 0.00018919082833405157 -9.018367793106169e-07 -0.00021655425601080925 0.0018763846064435317 0.001065878027633053 -0.0024201698561039033 -0.00020527734578555676 -0.0015351564525043651 0.001400689491761794 -0.0007206089629626008 0.0013516506845733217 -0.0021960549132200966 -0.0024879270355392166 0.0034116039328278354 -0.002646945653157737 -0.0011890005430838246 0.0005105463471731284 0.003824469850786305 0.0004425270295635069 0.00015229976182668415 0.0009115999139042215 -0.002808770883323396 -5.955067990953606e-06
yob 2.3304864430243934e-05 4.297322405300194e-07 -1.1401128943596653e-05 1.572959625499499e-07 -6.982137677354474e-10 2.1632064739790174e-05 1.0151360120492222e-05 -1.8590023894489123e-05 -4.810485005114256e-05 -2.2025346270493493e-05 1.5407907505215595e-06 1.5180324783995708e-05 3.664404758845184e-06 2.3008533054283125e-05 -1.1819475153751716e-05 -3.294452505936884e-05 3.785063620963881e-05 -2.054311090408832e-05 -2.345240282893146e-06 2.957273357050608e-05 1.1549536528508839e-05 3.3830982060987042e-06 -1.4055335640362426e-05 6.2672467482588216e-06 -5.4335864670813175e-05 -1.1648295966140554e-08
age -0.013060298165987265 -1.1401128943596485e-05 0.009339069787699855 -0.00013665604713246427 6.580892741989644e-07 0.0002134107949040462 -0.0008468828364320264 -0.00044202089449990356 0.001140107612609025 2.350732637186402e-05 0.000815178506789544 -0.0007487735522062353 0.00042639104960436036 -0.0005997251507491333 0.001222136116656529 0.001288816533161607 -0.0020317827135917363 0.0012569905190938314 0.0008510545501965596 0.00010248731654043206 -0.002469818836694259 -0.0002103035122325751 -0.00044180523271256875 -0.00033978754312440827 0.0014069634296969388 1.9701860114038212e-06
age2 0.00018919082833410448 1.572959625499372e-07 -0.00013665604713247354 2.005657727190354e-06 -9.688009312796269e-09 -2.703299595399264e-06 1.0870443036918838e-05 4.91179784367969e-06 -1.561971172945754e-05 4.809971820288943e-07 -1.1589196381100574e-05 1.0341841017996174e-05 -6.3380192267399606e-06 8.006872067307977e-06 -1.8018878927462826e-05 -1.7876865927840584e-05 2.8655663788525525e-05 -1.7052913983599073e-05 -1.190101310975517e-05 -2.9465720124346787e-06 3.5332796088227484e-05 3.103282694206213e-06 7.1340056207649125e-06 3.2619529879221e-06 -1.8914299543736294e-05 -2.222962886874518e-08
age3 -9.018367793109354e-07 -6.982137677358035e-10 6.580892741990541e-07 -9.688009312796931e-09 4.694351423991957e-11 1.0900776708336445e-08 -4.515332270105302e-08 -1.7882696127429272e-08 6.753916333592165e-08 -6.0210907106511e-09 5.369554308416562e-08 -4.5806929956463e-08 3.1515219753772795e-08 -3.498138743754329e-08 8.712634121396804e-08 8.09707327618583e-08 -1.3203146718410923e-07 7.528798782028394e-08 5.3402016853719904e-08 2.1880042891385185e-08 -1.6734087378809727e-07 -1.5810655333079174e-08 -3.871502975678537e-08 -7.228258518964525e-09 8.357522611999386e-08 9.004013502610758e-11
PC_3 -0.00021655425601000748 2.1632064739790774e-05 0.0002134107949034248 -2.703299595389947e-06 1.0900776708290485e-08 0.09658484861605728 -0.0010923046169404066 0.002043513181704021 -0.010732359984877335 -0.017351223059454128 0.012889179585855465 0.0029753471814440227 -0.02402887080659071 -0.00377303647896187 -0.004254951625802875 -0.00020484171478182093 0.021421752621326607 0.01645021676371423 -0.005449199195360006 -0.03975798588036657 0.009232475617796653 -0.005413757571757506 0.012428370992694256 -0.006822934806265125 0.011318934350901618 -8.513030642552586e-05
PC_4 0.0018763846064394514 1.0151360120489256e-05 -0.0008468828364289276 1.0870443036872636e-05 -4.515332270082639e-08 -0.0010923046169404062 0.3351529710075828 0.012554397408863858 0.033705229044423385 0.01586791637489832 0.0009636177427251323 -0.01880707486727886 -0.0037110704707349626 -0.032638680276480675 -0.007775463837526232 0.021034636676822163 -0.040337547269397825 -0.019036733398207384 0.027235348340785347 0.019673431441354434 -0.025342632814819518 0.008644191523811403 -0.0181101771956824 -0.011018023146247485 0.019893077016131168 4.2779141748694323e-05
PC_5 0.0010658780276296073 -1.8590023894491617e-05 -0.00044202089449733417 4.9117978436416106e-06 -1.7882696127243527e-08 0.002043513181704053 0.012554397408863778 0.4166417252233967 0.0037914156270395212 -0.0037841115593783173 -0.013305855147262976 0.01702459673355022 -0.046901687229651504 -0.0074295420256948715 -0.04709783531694105 -0.021448899534647393 -0.016126004628382876 -0.02485772477521859 0.018290287947449593 -0.05742764948768143 0.01855155582676584 0.014213335564990656 -0.007313323341571565 -0.008071849489456585 0.026303581341600407 -4.015709482882619e-05
PC_6 -0.0024201698561042337 -4.8104850051141455e-05 0.0011401076126090718 -1.561971172945723e-05 6.753916333591531e-08 -0.010732359984877256 0.033705229044423045 0.003791415627039247 0.5546233101489144 0.01899268691303539 -0.021275106493444034 0.0054991120040941525 -0.030295200095601243 -0.0020991543092164252 -0.0319356677196759 0.006144159567035023 -0.008112420761455708 -0.0685965860895574 0.036565346147986254 0.04542629058201403 -0.004410256603975374 -0.008252226467063476 -0.03173537225548622 -0.015367789029865974 -0.024616112721514562 5.275370293012271e-05
PC_7 -0.00020527734578342348 -2.2025346270491627e-05 2.3507326370345748e-05 4.809971820511445e-07 -6.021090710758018e-09 -0.01735122305945412 0.01586791637489847 -0.003784111559378289 0.01899268691303532 0.705481919162666 -0.008195081829631084 -0.01654356418297794 -0.041596047393729026 0.03117262417808651 0.060731197151350474 0.07782371771349111 0.017981012030453384 -0.07037946494264223 -0.026851298172005864 0.08157760049391925 -0.03914061202606217 -0.023874399311058836 -0.001036136639837742 0.02007398258873079 -0.020822551547147836 0.00013445515448004403
