(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.000985843725741492 0.000764265946005373 9.27615970654667e-05 -0.000103540274371976 -4.75962219954071e-05 2.39847578178215e-06 -6.33671549518156e-05 1.99898912880233e-05 1.60101740224215e-06 -1.45204654732898e-05
covarage 0.000764265946005373 0.00219195614670068 0.00243184426147164 -0.00349340582655852 -3.35053299712595e-05 8.64247795774216e-05 1.11884322905169e-05 -1.12115069869348e-05 6.19692619826763e-05 -3.08454792915907e-05
covarsex 9.27615970654667e-05 0.00243184426147164 0.00609546243603355 -0.00799882328593093 1.93491758524043e-06 2.72103019931416e-05 -1.74623199662169e-05 -3.46994777268942e-05 -5.50928767165207e-05 9.23848248536006e-05
covarage_sex -0.000103540274371976 -0.00349340582655852 -0.00799882328593093 0.0113793520037498 5.97167771216381e-06 -1.98571287560647e-05 1.27713808499935e-05 3.60072696672077e-05 6.95516085268243e-05 -0.000106674786156328
covarPC_3 -4.75962219954071e-05 -3.35053299712595e-05 1.93491758524043e-06 5.97167771216381e-06 0.000515807313695419 -3.74471607016971e-05 -1.31688916824958e-05 -1.03533581240707e-05 -1.7846880183235e-06 -1.90101452777002e-05
covarPC_4 2.39847578178215e-06 8.64247795774216e-05 2.72103019931416e-05 -1.98571287560647e-05 -3.74471607016971e-05 0.000514463356959015 -2.90026152351749e-07 2.09155617794764e-06 5.91987814766368e-05 -4.90903394610511e-05
proband -6.33671549518156e-05 1.11884322905169e-05 -1.74623199662169e-05 1.27713808499935e-05 -1.31688916824958e-05 -2.90026152351749e-07 0.000649710268848801 -0.000324335674810004 -3.2552805949142e-05 1.35310792772621e-05
paternal 1.99898912880233e-05 -1.12115069869348e-05 -3.46994777268942e-05 3.60072696672077e-05 -1.03533581240707e-05 2.09155617794764e-06 -0.000324335674810004 0.00354878507008022 -0.00311397175818249 -0.00258766333294197
gpp 1.60101740224215e-06 6.19692619826763e-05 -5.50928767165207e-05 6.95516085268243e-05 -1.7846880183235e-06 5.91987814766368e-05 -3.2552805949142e-05 -0.00311397175818249 0.0152441401306012 -0.00908052126115357
gmp -1.45204654732898e-05 -3.08454792915907e-05 9.23848248536006e-05 -0.000106674786156328 -1.90101452777002e-05 -4.90903394610511e-05 1.35310792772621e-05 -0.00258766333294197 -0.00908052126115357 0.0141597735006895
