 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.804800851038126e-05 1.8576715034758546e-07 -4.548469370794842e-06 -3.4853692307979e-05 2.243365389002213e-06 8.793145938995268e-08 -4.865764756274262e-10 -4.4689074251916606e-08 2.811990389879717e-10 1.243453496166196e-06 3.76723900969509e-05 -0.00015784743787576944 2.0081519998609496e-05 0.0002274063200250802 -8.772091044086312e-05 8.98655654150954e-06 -0.00013413711326208777 6.856476299102982e-05 -0.00025549524602576856 -9.934566102428028e-05 -4.431457973035678e-06 -0.00012361268898715292 1.9909450551429612e-05 -0.00012443374967884758 0.00011545288192202237 7.440276754236527e-05 -9.802329136102105e-06 -7.698247109198103e-05 2.5772936224108662e-05 -9.311598084400023e-08
yob 1.8576715034754327e-07 1.3145206908076818e-07 3.0262626380209256e-07 1.327650919166653e-06 -9.785502198185891e-08 -2.1220566600895667e-09 3.328294432138245e-12 1.3027603307200988e-09 -3.306984909700999e-12 -6.473275171902425e-07 1.067109887510663e-05 -5.021427547878272e-06 -1.0976911616700836e-06 5.946785446927086e-06 -5.6806190238513405e-06 -2.551193997880258e-06 -5.653080519994745e-06 5.559652175957081e-06 -8.813967932136467e-06 -5.931349510802999e-06 5.594024704551285e-06 -4.5998998577228465e-06 -2.7459412253040156e-06 9.374968620153888e-06 5.381282721208546e-06 1.8395015259604096e-06 -1.3788867857771445e-06 2.6779386704390965e-06 -1.6592296002115806e-05 -7.633599660302688e-09
age -4.548469370816616e-06 3.026262638011616e-07 6.65233520226737e-05 0.0009804512372271611 -6.541441821870971e-05 -1.3389802536920463e-06 8.428824472566887e-09 1.3245375471628274e-06 -8.350876316461953e-09 -8.472182508772075e-07 2.0899925910846612e-05 -6.79652628559367e-06 3.998643442237107e-06 7.404717012786364e-05 -2.7380526263113574e-05 1.4440178402888378e-05 -2.4927789059090542e-05 9.527627709931062e-06 1.338915942347603e-05 -1.1211443778333098e-05 -1.5838962620092968e-05 -8.553073249100381e-06 -4.942708392752635e-05 -1.7018538240928558e-05 3.3382437374309425e-05 -1.0927997128576377e-05 -2.385052281919404e-05 -2.8358824156520907e-05 2.9007321525459504e-05 6.215125410722063e-08
sex -3.4853692307885715e-05 1.327650919153328e-06 0.000980451237223009 0.025628138339016764 -0.0016740298988737001 -1.9385067513005936e-05 1.2013983546400613e-07 3.343585104096451e-05 -2.0861482837764647e-07 7.68197812221773e-05 0.00034993270707322637 0.000600992120555721 0.00016106873782472587 0.0002483911443101039 -0.0003041847347496127 0.0004768743602238154 -0.0005741087798052698 6.954791767075485e-05 0.00027139833262115214 -0.0005225425038556987 4.8445628425000054e-05 -0.00025271770545465315 -6.59235852528924e-05 -0.00035198596574318624 0.00022178289317372764 0.0005929275467362329 0.0002918669986290173 -0.00012632143372127375 8.825269396829016e-05 -8.428935311395098e-07
age_sex 2.243365389016962e-06 -9.785502198052777e-08 -6.541441821842214e-05 -0.0016740298988737565 0.00011274330461796712 1.3230923335189984e-06 -8.34560144345411e-09 -2.3025472908091877e-06 1.4616557346958199e-08 -8.41350094705409e-06 -7.95021232682228e-06 -2.4117178676886634e-05 -7.909529066157626e-06 -1.3260108368672402e-05 1.2879600601422444e-05 -3.396941287780952e-05 2.6283714028213426e-05 -4.549695221720643e-06 -2.1759724882280472e-05 3.423236699648192e-05 6.936290663837033e-07 1.1198200473897191e-05 4.7894142306625115e-06 3.330821163609929e-05 -1.2889582432519548e-05 -4.3458808070343227e-05 -1.8111501728254537e-05 1.8986728730387195e-05 -2.3425013335960076e-05 -1.2438486843400431e-08
age2 8.793145938972718e-08 -2.1220566600732233e-09 -1.338980253692005e-06 -1.9385067513092e-05 1.3230923335249429e-06 2.7596407986991353e-08 -1.7688552604934193e-10 -2.7326353393403145e-08 1.7524820035289242e-10 5.819640123874575e-08 2.4278164955972785e-07 3.940542046247421e-07 2.1300025580260116e-08 -1.1846355844675054e-06 2.3670137463195908e-07 -3.6491719682257435e-07 2.066266743840556e-07 -8.942401141830032e-08 -5.27366750594621e-07 2.7487023631353762e-08 3.7066756784309894e-07 -3.331930647323149e-08 1.1031509060080143e-06 7.444904650791651e-07 -5.170122635942287e-07 2.81759993257936e-07 4.732653966997093e-07 6.716132549827493e-07 -1.3664566527717966e-06 -2.199709849522471e-09
age3 -4.865764756266841e-10 3.328294432078466e-12 8.42882447256649e-09 1.2013983546456102e-07 -8.345601443492445e-09 -1.7688552604933854e-10 1.151609218431273e-12 1.752231899732543e-10 -1.1408511530272785e-12 -9.986517643857919e-10 -3.2853424005093262e-09 -4.512421912609373e-09 -5.495946809838273e-10 7.55120091512666e-09 -9.281887914419779e-10 2.251130961276324e-09 -7.618307979972774e-10 7.201360380381677e-10 3.063258732143426e-09 2.0410661889688573e-10 -2.0891626135764888e-09 6.785997352998656e-10 -7.960760375908795e-09 -6.234179410107074e-09 3.3524948586107965e-09 -1.84222981874408e-09 -2.918593578692881e-09 -4.55513956692172e-09 1.1162453251103094e-08 1.955823779012186e-11
age2_sex -4.4689074251722556e-08 1.302760330698562e-09 1.3245375471568306e-06 3.3435851040966574e-05 -2.3025472908092457e-06 -2.7326353393278896e-08 1.7522318997245303e-10 4.79294892679949e-08 -3.0926550095829657e-10 2.0738702146332655e-07 -4.882405858709906e-08 2.1305004002283448e-07 1.1487314343417456e-07 2.2095687666978464e-07 -1.567102752233081e-07 7.315007915177966e-07 -3.9761478329547994e-07 7.747504243564308e-08 5.030904549868642e-07 -5.952314624939873e-07 -7.17096130150413e-08 -1.1817050347684216e-07 -1.558897132107228e-07 -8.095373433882866e-07 3.1197628199252163e-07 9.345697077666124e-07 3.5958247027621105e-07 -6.023280005344141e-07 7.200418848960577e-07 9.748486614405866e-10
age3_sex 2.8119903898456066e-10 -3.306984909548214e-12 -8.350876316423129e-09 -2.086148283776642e-07 1.4616557346958892e-08 1.7524820035208784e-10 -1.1408511530220902e-12 -3.092655009583035e-10 2.0258762044385103e-12 -1.1828027855646035e-09 1.3361079633427428e-09 1.618662502983262e-10 -5.689529573047837e-10 -1.3169088720086564e-09 5.106896079645121e-10 -4.771474671787839e-09 2.0078276882214024e-09 -2.642630476195552e-10 -3.4364899094717077e-09 2.856481933326596e-09 7.779966201044186e-10 2.7747078465939127e-11 1.3992191504439474e-09 5.691116588309519e-09 -2.521317337874451e-09 -6.114936018861711e-09 -2.1957604062674602e-09 4.958205090330969e-09 -5.735304202040784e-09 -9.316015384249021e-12
PC_3 1.2434534961677558e-06 -6.473275171903478e-07 -8.47218250936998e-07 7.681978122118763e-05 -8.413500946984782e-06 5.819640123999444e-08 -9.986517643938941e-10 2.073870214618635e-07 -1.182802785555045e-09 0.04017247901177337 0.002294590287575257 -0.003288793529892102 0.002687588941663844 -0.008574526025383526 0.0022703802015326072 0.001406569500335891 -0.008253272119071583 0.001750503309761562 -0.008468801578216398 -0.00028651065087433524 0.014727167421122631 0.0031702931033457263 -0.0035735946008944113 -0.018669551201979034 0.003158948386375378 0.0011070673488542948 0.0023662198957613042 -0.001872895944900858 0.007963891013855582 -3.065650605936544e-05
PC_4 3.767239009694593e-05 1.0671098875106827e-05 2.0899925910902255e-05 0.0003499327070735173 -7.950212326838908e-06 2.427816495586194e-07 -3.2853424005024114e-09 -4.882405858681245e-08 1.3361079633412154e-09 0.0022945902875752553 0.14328264810562055 -0.0012553731451211468 0.008758484951238592 -0.007731746968131987 -0.008100103896464886 -0.0038101288186097653 -0.00134240161396016 -0.008031444558926478 0.005017202113475568 0.012936151660222096 -0.01878362615876954 -0.005587694409552168 0.013643301883634258 0.009268627311789476 -0.006168116506570737 0.001485301965901753 0.0005324070131567082 -0.007703229770576055 0.010395490320145072 1.5404747385972016e-05
PC_5 -0.00015784743787576247 -5.0214275478783494e-06 -6.796526285932348e-06 0.0006009921205474375 -2.411717867631506e-05 3.9405420463176425e-07 -4.512421912654602e-09 2.130500400109121e-07 1.6186625037541933e-10 -0.003288793529892159 -0.0012553731451211355 0.19572752384184172 -0.012585362955771486 -0.005436880002592948 -0.006885236363839732 0.01122111561438686 -0.015328958867258078 -0.004425124015009087 -0.009542858342483246 0.0007084926045938533 -0.006600751914013472 -0.01191188888875825 0.0045309197509836125 -0.013958232393910952 0.004397126562453593 -0.000967285339002024 -0.00013715414918064408 -0.012566001909300578 0.0049876327214189815 -2.1634647028881716e-05
PC_6 2.0081519998609042e-05 -1.0976911616701124e-06 3.998643442223775e-06 0.00016106873782457736 -7.909529066146203e-06 2.1300025580547392e-08 -5.49594680985736e-10 1.1487314343391751e-07 -5.689529573030248e-10 0.002687588941663841 0.008758484951238604 -0.012585362955771458 0.24133159393166276 0.010532866885314284 0.006285120743403311 -0.023887664939625027 -0.010556601229699062 0.014616983163096906 -0.030414667265510762 -0.003871666858557962 0.01709708875677321 -0.026773871239061636 0.015810964876252304 0.001056762611972593 0.007881580377368618 0.007158042822425236 -0.004425229123664732 -0.008154867344842007 -0.004892373148556294 2.0289327065605676e-05
PC_7 0.00022740632002505516 5.94678544692705e-06 7.4047170128432e-05 0.0002483911443241785 -1.326010836964679e-05 -1.184635584479339e-06 7.551200915203125e-09 2.209568766901752e-07 -1.316908872140888e-09 -0.008574526025383439 -0.007731746968132112 -0.005436880002592856 0.010532866885314306 0.2974542849951526 0.019568307525152193 -0.002933911388507139 -0.01746261712331313 0.004884733078438749 0.006130341293400948 0.023714256173123602 -0.0009153481608992134 -0.03333302013640465 -0.024230242567424322 0.031103420569819937 -0.0033753701819218608 -0.0049556708358999835 0.011056587513245605 0.01917671206033795 -0.01776068998056626 5.673055483593936e-05
PC_8 -8.772091044085305e-05 -5.680619023851351e-06 -2.738052626331528e-05 -0.0003041847347546496 1.287960060176765e-05 2.367013746361176e-07 -9.281887914686208e-10 -1.5671027523047067e-07 5.106896080106152e-10 0.0022703802015325704 -0.008100103896464865 -0.006885236363839803 0.006285120743403299 0.019568307525152193 0.32106670262572096 0.015007014811295813 0.011354067216440552 -0.00945768642101771 -0.009014817008301673 -0.028961713054234877 0.004011135241122323 0.028369761888589647 -0.015838723761103117 0.0043036526717788485 0.025255782747624307 0.007773526371772121 -0.012463176428035341 0.007933301616939628 -0.01067516262727516 -7.459586207125187e-06
PC_9 8.986556541514093e-06 -2.5511939978806394e-06 1.4440178402815421e-05 0.00047687436022436093 -3.3969412877844773e-05 -3.6491719682104974e-07 2.2511309612664135e-09 7.315007915184942e-07 -4.7714746717921304e-09 0.0014065695003359123 -0.003810128818609764 0.011221115614387047 -0.02388766493962503 -0.0029339113885074393 0.015007014811295918 0.43159833440839485 0.01403752830444538 -0.009768635539919487 -0.010716991263571684 0.004957561797015754 -0.027276580725428365 -0.001447089852252243 -0.038363828736519716 0.011472908177854298 -0.01930597125741705 -0.012200307737758357 0.0019962564013274427 -0.004047010659300176 0.0028653563610730294 -1.5756202535329958e-05
PC_10 -0.00013413711326207872 -5.653080519994715e-06 -2.492778905920595e-05 -0.000574108779808961 2.6283714028464426e-05 2.0662667438641142e-07 -7.618307980122558e-10 -3.976147833006579e-07 2.0078276882545678e-09 -0.008253272119071611 -0.0013424016139601533 -0.015328958867258217 -0.010556601229699071 -0.01746261712331301 0.011354067216440517 0.014037528304445279 0.5123402683906091 0.029550283192594565 -0.02172637192380545 -0.005857415567019946 0.010800732550192966 0.03154701794808254 0.0059868470329927535 -0.020101643531231214 0.01961272300494147 0.010757322086016843 -0.008812529370824333 -0.0009395935671414094 -0.009406374169491591 2.623590072492586e-05
PC_11 6.856476299102529e-05 5.559652175957123e-06 9.52762771003273e-06 6.954791767329024e-05 -4.549695221896805e-06 -8.942401142041866e-08 7.201360380518738e-10 7.74750424393425e-08 -2.6426304764363066e-10 0.0017505033097615994 -0.008031444558926489 -0.0044251240150090755 0.014616983163096913 0.004884733078438707 -0.009457686421017703 -0.009768635539919437 0.029550283192594545 0.4781437237084593 -0.0026155744083074094 -0.010741180477305781 0.02194252751087627 0.03413215049038242 0.0013724482902728646 0.014056010624997324 -0.019136885722448975 -0.009577292265727273 -0.0012534599800388799 -0.0009654356736618619 0.04225308997365297 3.612842590208567e-05
PC_12 -0.0002554952460257617 -8.813967932137204e-06 1.3389159423244295e-05 0.00027139833261741 -2.1759724882029635e-05 -5.273667505899257e-07 3.0632587321137244e-09 5.030904549817679e-07 -3.4364899094395138e-09 -0.008468801578216403 0.005017202113475525 -0.009542858342483173 -0.030414667265510835 0.0061303412934006615 -0.009014817008301562 -0.010716991263571753 -0.021726371923805297 -0.002615574408307454 0.5183760418383705 0.02807438330669535 -0.002774455124050501 -0.014644978122406779 0.021907756517807533 0.036849168865028176 0.012191234313659908 0.015085953357097278 0.020818814714243714 0.015393165847862827 0.011510337850242712 1.2494881525470083e-07
PC_13 -9.934566102428792e-05 -5.931349510802875e-06 -1.1211443778181705e-05 -0.0005225425038532285 3.423236699630742e-05 2.7487023628173395e-08 2.0410661891758378e-10 -5.952314624902774e-07 2.8564819333022173e-09 -0.0002865106508743301 0.012936151660222066 0.0007084926045937229 -0.0038716668585579692 0.023714256173123765 -0.028961713054234964 0.00495756179701583 -0.00585741556702002 -0.010741180477305736 0.02807438330669534 0.5611007867773501 0.014897493573164016 -0.008342160227717036 -0.03177016149217373 0.025115971525685354 0.015088257349816128 0.0015361742528025714 -0.038023679715567416 -0.02798820823099303 -0.018834148057847028 1.9923053864994603e-05
PC_14 -4.431457973032469e-06 5.594024704551388e-06 -1.5838962620184928e-05 4.844562842238745e-05 6.936290665650014e-07 3.7066756784502684e-07 -2.089162613589008e-09 -7.170961301884137e-08 7.779966201290883e-10 0.014727167421122567 -0.018783626158769526 -0.006600751914013497 0.017097088756773213 -0.0009153481608990918 0.004011135241122319 -0.027276580725428438 0.010800732550192963 0.02194252751087627 -0.0027744551240505675 0.014897493573164083 0.5383810277874201 -0.009846642339262558 -0.004992001394110839 -0.007616664895798511 -0.00440932996478397 -0.004518334564001423 -0.0026207245149568255 -0.048626980488545905 0.019081110370879496 -4.971386738877824e-05
PC_15 -0.00012361268898714524 -4.599899857723134e-06 -8.553073249277553e-06 -0.00025271770545907827 1.1198200474197798e-05 -3.3319306469622066e-08 6.785997352769463e-10 -1.1817050348303084e-07 2.7747078505503925e-11 0.003170293103345675 -0.005587694409552172 -0.011911888888758335 -0.026773871239061664 -0.033333020136404684 0.02836976188858966 -0.0014470898522523374 0.0315470179480826 0.034132150490382374 -0.014644978122406878 -0.008342160227716977 -0.009846642339262556 0.6412304208902103 -0.03717092917615788 0.003454376937375505 0.00833909892859575 -0.004123450158423872 0.009575424427158216 -0.004611977415004326 -0.017752518982842854 -4.6171105085239354e-05
PC_16 1.990945055143882e-05 -2.7459412253036996e-06 -4.942708392776245e-05 -6.592358525955696e-05 4.789414231127341e-06 1.1031509060129895e-06 -7.96076037594123e-09 -1.558897132205103e-07 1.3992191505077416e-09 -0.00357359460089446 0.013643301883634322 0.0045309197509835536 0.015810964876252304 -0.024230242567424176 -0.015838723761103148 -0.038363828736519855 0.0059868470329927734 0.0013724482902728833 0.021907756517807395 -0.03177016149217364 -0.004992001394110841 -0.03717092917615792 0.6173322954255654 -0.0014756552840234209 0.008355102105659637 0.00913323279611282 0.008027466937542773 0.00532906604541806 0.040208671824479986 -1.610575976316364e-05
PC_17 -0.00012443374967884956 9.37496862015431e-06 -1.7018538240929625e-05 -0.0003519859657463714 3.3308211636318415e-05 7.44490465079204e-07 -6.234179410107385e-09 -8.095373433928514e-07 5.691116588339017e-09 -0.018669551201979082 0.0092686273117895 -0.01395823239391118 0.001056762611972578 0.031103420569820336 0.004303652671778723 0.011472908177854244 -0.020101643531231263 0.014056010624997393 0.03684916886502809 0.0251159715256855 -0.007616664895798622 0.003454376937375408 -0.0014756552840236028 0.7114757268053306 -0.04180901714567691 -0.035627846034827326 -0.020289259628509873 -0.014573542170649316 -0.063039481943719 1.768490052042022e-05
PC_18 0.00011545288192201611 5.381282721208351e-06 3.338243737448609e-05 0.00022178289317896773 -1.2889582432880924e-05 -5.170122635979043e-07 3.352494858634505e-09 3.119762820000625e-07 -2.521317337923249e-09 0.003158948386375481 -0.006168116506570759 0.0043971265624536526 0.007881580377368662 -0.0033753701819218525 0.025255782747624387 -0.019305971257416964 0.019612723004941473 -0.019136885722449027 0.012191234313660024 0.015088257349816054 -0.004409329964783944 0.008339098928595762 0.00835510210565965 -0.04180901714567706 0.7209595327335254 0.02272289019195296 -0.009604930482085721 0.005531427334351433 0.003914727230781476 0.00011895148591638667
PC_19 7.440276754237117e-05 1.8395015259600433e-06 -1.092799712886579e-05 0.0005929275467318013 -4.345880807003237e-05 2.817599932639874e-07 -1.8422298187833457e-09 9.345697077600442e-07 -6.114936018818772e-09 0.001107067348854353 0.001485301965901781 -0.0009672853390018044 0.0071580428224252216 -0.0049556708359003825 0.00777352637177225 -0.012200307737758454 0.010757322086016926 -0.009577292265727394 0.015085953357097252 0.0015361742528025525 -0.004518334564001321 -0.004123450158423727 0.009133232796113035 -0.03562784603482714 0.02272289019195279 0.7311410806063262 0.0014523543922667665 0.011945142555149356 0.004574940094992516 -0.00020617132806382941
