 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.00187049034870366 -4.538344693423658e-06 0.00041012808841258465 -0.0015129636383944267 0.00010022275143828833 -1.2906671921622183e-05 1.2390016903024132e-07 -1.939383693765161e-06 1.064713325072452e-08 -0.0010017267858219066 0.00028135795620758396 -0.0007898129487881758 0.0006535796101669509 0.0010190200975205067 -0.0008521533707754157 -0.0009657596389536858 -0.0003630566017295726 -0.0007111729043508805 -0.001458256872685159 -0.00019239107636252867 -0.0008211877839367466 -0.00042819807523178307 0.0007436958582489831 -0.0007033810849930682 -0.0007066849276184474 -0.0005463877044476595 -0.0005158143687424416 0.000779790385463857 0.0014807277172059318 6.389766384850499e-06 3.2116032770576218e-06 9.344012332168344e-06 -6.828396088617401e-06
yob -4.538344693427508e-06 1.4267971237891335e-06 1.3239241670727242e-06 3.147291259012453e-06 -6.62502685501749e-07 -5.392734366161184e-09 3.5571413181437693e-11 1.7454103820377133e-08 -1.2299859203052131e-10 1.1415833921688073e-05 0.0001836941853703934 5.677037635378432e-05 -0.0001392560465901864 2.7403226842623307e-05 -0.0001046691780270678 -1.5070702935613537e-05 -6.474654616301838e-05 0.00012222175891802176 4.4336911798133734e-06 -0.00011105509144500965 8.968513886067148e-05 -0.0001247369321905008 -2.499428429565337e-05 0.0001368594870340092 8.415283368858783e-05 1.217333503274312e-05 -2.1594151079660037e-05 8.065740221302382e-05 -0.00017679184997003168 -1.2882195386823133e-07 3.4110664476504425e-08 -4.244430488147728e-08 -6.269692838882719e-08
age 0.000410128088408447 1.3239241670721315e-06 0.0006074695170551507 0.0069101721902051156 -0.0005889108356091516 -1.582491518689947e-05 1.2877999215803614e-07 1.538311582536248e-05 -1.2526997385170022e-07 -4.744100584241569e-06 -2.920816535020337e-05 -0.0003229134371027404 -0.00022814843450138088 -0.00013439811395896242 0.0001382120109781463 -0.000392111646683748 -0.0007511769256082473 -4.0858942902968493e-05 0.0004165437391285893 -4.980115974988084e-05 -6.573313717446603e-05 0.00031248765973070433 0.0003961979207565033 -0.000496535014130553 0.00015806300729015061 0.00017752936721382567 0.00023191961459070567 -0.0004740492535313818 -0.00011763381485163398 1.3692009033747407e-06 -3.34692701249847e-07 7.1749011657334395e-06 -6.103449773753994e-06
sex -0.001512963638488416 3.1472912587409304e-06 0.0069101721901403705 0.18725685905169875 -0.015153502017630754 -0.00017457458227763882 1.3846203890160352e-06 0.00038122074493702774 -3.0177232514549288e-06 -0.0009620843251337635 0.0002880453581551763 -0.0005591776536560179 0.005638735988064444 -0.0016770413038706949 0.0032275096791826276 -0.0011807510789836227 -0.012778125697113793 -0.006796120746561844 0.010964764012812458 -0.004287581400709719 1.8686763495923778e-05 -0.004399218922756712 0.003085875592239412 -0.017095466891811645 -0.0012074190617898327 0.007695546668205101 0.006842872392582842 -0.007283064786278606 -0.006023443597670367 -1.0547545638347114e-05 -1.976082919618075e-05 8.941284947006914e-06 -7.707765562448153e-06
age_sex 0.00010022275144656676 -6.625026854917406e-07 -0.0005889108356036031 -0.015153502017631364 0.0012667505248516028 1.538244889547031e-05 -1.253498207297198e-07 -3.271416250285755e-05 2.6455566362929643e-07 5.740409526238125e-05 -1.8093247863497526e-05 3.027649003065039e-05 -0.00046535055923275755 0.00019113380737031664 -0.00023772076670953648 0.00012659530975061344 0.0010143539541741374 0.0005820199897909129 -0.0008283206813879031 0.00040091615071053446 -0.00012283468398703676 0.00036857852702631267 -0.00013243142027941887 0.001461563369807579 0.00023742648566361268 -0.00033721143633449097 -0.00048682995813822174 0.000617938941678385 0.00043680463131068597 6.616777814478364e-07 -3.830410435885006e-07 -7.610004293036449e-07 3.4465870050607297e-06
age2 -1.2906671921512133e-05 -5.392734366190544e-09 -1.5824915186896474e-05 -0.00017457458227932113 1.5382448895614574e-05 4.2524191829385567e-07 -3.5482246135222133e-09 -4.1381793585143303e-07 3.4552585731126368e-09 5.433473462699695e-07 5.512516077835316e-06 9.277941433789559e-06 7.776443253313592e-07 6.677360309917569e-06 -5.772523521107259e-06 1.0822809155165493e-05 1.664394965349821e-05 5.431570684271308e-06 -9.892514178132601e-06 4.6352971909547555e-07 2.0345467295450926e-06 -9.520517540304241e-06 -1.060232657835113e-05 1.601704026254765e-05 1.3453819222129305e-06 -2.508198301000718e-08 -7.287726151348928e-06 1.0817542114243766e-05 2.40528065787614e-07 -5.425002540514715e-08 -5.249445568835913e-09 -1.8942222661338763e-07 1.8865910936374336e-07
age3 1.2390016902931258e-07 3.5571413181221974e-11 1.2877999215799064e-07 1.3846203890297218e-06 -1.253498207308931e-07 -3.5482246135216785e-09 3.0271389986758916e-11 3.4570758269735807e-09 -2.951180985558079e-11 -9.40662423764832e-09 -3.828010626697119e-08 -7.499352585471513e-08 1.2461553725321689e-08 -6.575052202649506e-08 4.0186638874018694e-08 -9.625579029553312e-08 -1.254747133005929e-07 -5.887500290703337e-08 6.503905599777967e-08 -2.143595584311326e-08 -5.932945588018772e-09 6.535689488057077e-08 8.070292145526135e-08 -1.2602580317444407e-07 -4.478081960863443e-08 -3.9026688866963106e-08 6.003140995022266e-08 -6.289569910235312e-08 -1.5455715124234393e-08 5.438650961430776e-10 1.6891429018703057e-10 1.450049818273601e-09 -1.6667671274730187e-09
age2_sex -1.939383693989166e-06 1.7454103820599003e-08 1.5383115825215428e-05 0.0003812207449370419 -3.271416250285741e-05 -4.138179358476042e-07 3.457075826942444e-09 8.65025174630619e-07 -7.139966757424227e-09 -1.089903989372954e-06 6.271028182117211e-07 -3.38300750799485e-08 1.2627839349286787e-05 -6.545485681393417e-06 5.374434213491223e-06 -2.9476011290599874e-06 -2.5212929760395364e-05 -1.5951765055962565e-05 1.897015455305222e-05 -1.146823493407886e-05 5.7380828563199834e-06 -8.635526113482728e-06 -4.615058973577808e-08 -3.72155313440065e-05 -1.0795217030895569e-05 5.819249042358113e-07 1.1364128535780916e-05 -1.714779282003532e-05 -1.1316482401173637e-05 -1.3016681875584515e-08 4.805742201481693e-08 8.125125015377997e-09 -1.3364051951991428e-07
age3_sex 1.0647133252495245e-08 -1.229985920258703e-10 -1.2526997385047822e-07 -3.0177232514549813e-06 2.6455566362928965e-07 3.4552585730808747e-09 -2.9511809855322506e-11 -7.139966757424077e-09 6.005065802037849e-11 6.848043971122227e-09 -6.6567837049455774e-09 -2.2032880785575962e-09 -1.1347684670351191e-07 6.886830501229962e-08 -3.5548042257347583e-08 1.7550051646357403e-08 1.942385671450852e-07 1.3846107867125935e-07 -1.3181242037670885e-07 1.0741044812747952e-07 -6.351867051845704e-08 6.083080160274108e-08 2.8785627404334566e-08 2.8663480136436125e-07 1.3476624220937766e-07 6.004529670621682e-08 -8.119155542046044e-08 1.4988596629939103e-07 1.0208715921191384e-07 8.672474995445012e-11 -6.479943282832373e-10 9.162103132246818e-11 1.3376801540779745e-09
PC_3 -0.001001726785821527 1.1415833921688336e-05 -4.744100583945707e-06 -0.0009620843251327272 5.740409526226965e-05 5.433473462619103e-07 -9.406624237580495e-09 -1.089903989369533e-06 6.848043971091075e-09 0.3115260844184063 -0.016681648735930425 0.001428978088094531 0.021902475108541 -0.011170076930910124 0.030478580288009958 0.02770732025868098 -0.0776781835236446 -0.03414291363224401 -0.033631263757375705 0.043092290090769675 0.026575342856651977 0.06647485836580605 -0.027690120255272267 -0.1541054993166685 -0.03717561772558932 -0.016790644147522866 0.06015003286607986 -0.02859315246426937 0.09294517996920088 -8.549581228031947e-05 -9.809859575288047e-05 9.239682961466372e-05 -0.0003763497663111565
PC_4 0.00028135795620768886 0.00018369418537039444 -2.920816534975799e-05 0.00028804535816229763 -1.809324786401249e-05 5.512516077825314e-06 -3.8280106266901594e-08 6.271028182228943e-07 -6.6567837050195414e-09 -0.016681648735930477 1.028225947849362 0.009198913168639874 0.16931956895396205 -0.04737554197558459 -0.03222497131733384 -0.01859099020827529 0.013955846439965471 -0.06044966528017858 0.035193119093519756 0.08717737522811538 -0.11743211867796657 -0.07534700182884574 0.10899176900353474 0.049803051292197295 -0.028374314966590337 0.032184037652681415 -0.08392035938943855 -0.008049053101390606 0.12961777572216504 -0.00010823412720947538 9.336075395792897e-06 0.000843699528255181 -0.0007058622984955282
PC_5 -0.0007898129487878612 5.677037635378294e-05 -0.0003229134371056439 -0.000559177653729686 3.0276490037007574e-05 9.27794143386877e-06 -7.49935258553846e-08 -3.383007524898264e-08 -2.2032880771553994e-09 0.0014289780880948062 0.009198913168640029 1.3062786721405821 -0.006387313647899929 -0.04322538116599522 -0.07877344701664321 0.06666863145489543 -0.10652455791063213 -0.10164145067169301 -0.12794980038226295 -0.0018857359636200062 -0.056478358071868594 -0.05966949384951842 0.054654534754114206 -0.18455911950636927 0.014439950706769867 0.011315351553998848 -0.05092011973821074 -0.058115217752801845 0.12054623447524515 -0.0003121787209087056 -8.29837801697994e-06 0.0002660153919177351 -4.044785329587186e-05
PC_6 0.000653579610163903 -0.00013925604659019734 -0.00022814843450698653 0.005638735987983355 -0.00046535055922576575 7.776443254804218e-07 1.2461553724087502e-08 1.2627839349101707e-05 -1.1347684670198484e-07 0.021902475108541163 0.1693195689539623 -0.006387313647897041 1.7467234121248094 0.06620695297279439 0.08955973440941524 -0.0033622781481283757 0.038066990508186 0.05290393136409085 -0.10911741317072232 -0.014382388931563947 0.16721783037660207 -0.23045695682302955 0.06857088019236783 0.18257249216698931 -0.03613142825206831 0.0022496773292753802 -0.11620579895478234 0.00941863392357807 -0.08101888551700177 7.00296827258928e-05 -0.0002107169691102081 0.00012756601211331897 0.00017847639801305923
PC_7 0.0010190200975226222 2.7403226842621803e-05 -0.00013439811395832206 -0.0016770413038891758 0.0001911338073718974 6.67736030990187e-06 -6.575052202637317e-08 -6.545485681435578e-06 6.886830501265179e-08 -0.01117007693090978 -0.04737554197558509 -0.04322538116599668 0.06620695297279217 2.28008333977883 -0.005970738881952287 0.16721064377918093 -0.1291056420941787 0.1643153266601989 0.1564155021027862 0.13155571724611256 0.01785200257306789 -0.25170963599499124 -0.11695896838126654 0.1966272655621978 -0.0032648817015928392 -0.007373268137101239 -0.050502563072768764 0.0912154769289507 -0.18752200093230278 0.00023109570206290175 0.0004941578301099482 -0.0007855935030138605 0.0006687721689422093
PC_8 -0.0008521533707767626 -0.00010466917802707045 0.00013821201097730847 0.0032275096791853195 -0.0002377207667098077 -5.772523521086564e-06 4.01866388738579e-08 5.374434213499626e-06 -3.5548042257426695e-08 0.030478580288010013 -0.03222497131733408 -0.07877344701664209 0.0895597344094167 -0.005970738881952741 2.5331845026939144 0.19872599034673832 -9.69586007253396e-05 0.065503660092926 0.029446746007410908 -0.01074807617158082 0.026760727069466295 0.21902639413357763 -0.1892550692125271 0.11332218940159351 0.21710165717824248 0.03772091066233814 0.06287131430722702 0.03638559980820401 -0.11882973803390424 1.3572603142333905e-05 -0.0003824005384080365 0.0005546147343874748 0.00015227273233709188
