(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000618303360059395 0.000481656549135598 0.000130177108350288 -0.0001735147166377 -1.65322198100592e-05 -1.65751579931545e-06 -4.72408436257225e-05 1.13293857296365e-05 -1.4368205167087e-05 -1.05741767174045e-05
covarage 0.000481656549135598 0.001526108807429 0.00175235643505833 -0.00243570439696857 -1.86954545262139e-05 6.13714662047262e-05 6.65158980230949e-06 1.2208089884227e-05 4.00480376550394e-06 -2.20040365324628e-05
covarsex 0.000130177108350288 0.00175235643505833 0.00439264281102057 -0.00554683285357825 -8.71321561098104e-06 2.4353357366622e-05 -2.54900172584339e-05 -1.29817405810282e-05 -3.81490733438947e-05 6.35720067607605e-05
covarage_sex -0.0001735147166377 -0.00243570439696857 -0.00554683285357825 0.00761611479544123 1.27640452022742e-05 -1.07775381146276e-05 1.00580148319454e-05 5.53266676854898e-06 5.20278486190401e-05 -5.45546665741939e-05
covarPC_3 -1.65322198100592e-05 -1.86954545262139e-05 -8.71321561098104e-06 1.27640452022742e-05 0.000369710929719093 -2.23760431349662e-05 -8.68962153303029e-06 -9.57540707609076e-06 -1.45310940710432e-05 1.25709941600347e-05
covarPC_4 -1.65751579931545e-06 6.13714662047262e-05 2.4353357366622e-05 -1.07775381146276e-05 -2.23760431349662e-05 0.000401419456176776 6.22718505347594e-06 -1.01849281302522e-05 1.35369418094462e-05 1.03147357001082e-05
proband -4.72408436257225e-05 6.65158980230949e-06 -2.54900172584339e-05 1.00580148319454e-05 -8.68962153303029e-06 6.22718505347594e-06 0.000489620329118529 -0.000252775933368011 -7.80541307975898e-06 6.0033804767655e-06
maternal 1.13293857296365e-05 1.2208089884227e-05 -1.29817405810282e-05 5.53266676854898e-06 -9.57540707609076e-06 -1.01849281302522e-05 -0.000252775933368011 0.0024352349475901 -0.00185894040109497 -0.00199353407190715
gmm -1.4368205167087e-05 4.00480376550394e-06 -3.81490733438947e-05 5.20278486190401e-05 -1.45310940710432e-05 1.35369418094462e-05 -7.80541307975898e-06 -0.00185894040109497 0.00805396267401607 -0.00437150561543213
gpm -1.05741767174045e-05 -2.20040365324628e-05 6.35720067607605e-05 -5.45546665741939e-05 1.25709941600347e-05 1.03147357001082e-05 6.0033804767655e-06 -0.00199353407190715 -0.00437150561543213 0.00832038442508981
