 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006276778373751015 -2.1212452041520386e-07 -2.539954708550982e-05 1.3654761154602635e-06 -4.239295027901538e-07 1.2919058617525105e-06 2.94222620256875e-06 1.4818241965372692e-06 -1.9243765001495886e-07 2.430009748766007e-06 -1.0754074205854892e-06 6.497008514278563e-07 -8.859947645808608e-07 -1.3485313992418308e-06 -2.025597484817473e-06 -2.081388429280267e-06 3.796458345218402e-07 -2.0491875671875912e-06 -6.828220809372903e-07 1.5080714591896112e-06 -8.204879617377619e-07 1.2942732489857998e-05 1.3224078958740566e-05 -1.7307277182189245e-05 -9.310371547250946e-05 3.0425384456864443e-05 -8.820907623718275e-05 0.00010148735763406007
PC1 -2.1212452041520484e-07 2.3244620154624325e-06 -1.5875993930606817e-06 -2.1548377846602282e-07 -1.1285886785201951e-07 -3.870140978611522e-07 9.252805075712861e-08 1.1395466954135135e-07 1.1141008663474416e-07 9.588382615928213e-08 1.519129105769287e-07 -3.395375309596765e-08 5.799003409439963e-07 -1.8507448356410807e-08 -3.163063528041246e-07 -7.071446053072787e-07 -6.926859995348464e-07 2.6716838417913555e-07 -2.587828881787133e-08 1.4110720082106962e-07 8.713756062267884e-08 3.213366088241277e-07 5.416461913818738e-06 4.720519486943194e-06 3.443078117084425e-06 3.831387228176459e-06 1.796217898408069e-06 5.489165694338203e-07
PC2 -2.5399547085509814e-05 -1.5875993930606815e-06 4.8194161599572245e-05 8.963517357453056e-07 1.5583757389286163e-06 -5.762721709814713e-07 -5.642920562169031e-07 -6.54126333007825e-07 1.0426717159797685e-06 -3.279036049385096e-07 2.8604943255636005e-08 -1.5673101962387983e-07 -1.1848951249597158e-06 8.147772342841361e-07 -1.0516076439292723e-06 2.638943647909347e-08 2.1100448628186254e-07 6.547881505442561e-07 2.4058139097005666e-07 -5.955385362651425e-07 -4.155055837021642e-07 -6.144373767723676e-06 3.605769074516956e-06 1.4474362238383987e-05 9.535620923319171e-06 -2.2490487124071748e-05 6.580684432793252e-06 -1.403355322487732e-05
PC3 1.365476115460264e-06 -2.1548377846602293e-07 8.963517357453055e-07 4.320116562917864e-06 1.5157341901556554e-07 1.1896994852381714e-06 4.58259570943681e-08 5.525026301577373e-07 -1.839397720895224e-07 -9.758845755570888e-07 -1.2209996407114504e-07 3.9112054794545177e-07 7.141811383365317e-08 -7.147887662466392e-07 7.482736331859678e-08 -8.74280490854721e-09 2.358239986010267e-07 -4.712219744948179e-07 -5.627348309795397e-07 4.403807340836586e-07 1.3005327338513343e-07 4.5378623748993105e-07 4.321633038930768e-06 3.581369620877002e-06 -1.2349313327873043e-05 8.569612362185187e-06 3.3038876246369737e-06 1.4775129202977877e-06
PC4 -4.2392950279015273e-07 -1.1285886785201935e-07 1.5583757389286154e-06 1.5157341901556536e-07 8.183205958120058e-06 1.744350559823502e-06 -3.9797625190866224e-07 2.0466251128779767e-07 -1.2877875804241046e-06 3.937657649541818e-07 3.5360907787609384e-07 3.2616020577910583e-07 -9.970748509187067e-07 -7.048163588758752e-07 3.9482632595528555e-08 -9.418999811703489e-08 4.76595534935521e-08 5.571487034682895e-08 -5.0457851505858e-07 -1.6716408907942478e-07 1.2238312395385612e-07 -1.8398353935568512e-06 5.3802606878579006e-06 1.0999933680052958e-06 1.0099816215376417e-06 -8.36642064399127e-06 6.362884727437438e-06 -1.2034912330826934e-05
PC5 1.2919058617525092e-06 -3.870140978611521e-07 -5.762721709814712e-07 1.189699485238171e-06 1.744350559823504e-06 1.6048285285991844e-05 3.894946306573296e-07 1.1821308108259766e-06 -9.014827967335217e-07 -6.181305148988448e-07 -4.971888325543371e-07 -9.406134276983766e-07 5.216994233453692e-07 -1.4602438986376833e-06 5.384832560115921e-07 7.987934446132281e-08 9.291999280011968e-09 7.409731855862899e-07 -1.5743568439907965e-07 3.011096012632335e-07 -1.320361596105718e-07 -1.9326683983589536e-06 -5.230198923955603e-06 2.4221144672654433e-06 7.588921560059384e-08 -1.2813712903814007e-06 -9.721120805557315e-06 9.061137383589937e-08
PC6 2.9422262025687516e-06 9.252805075712856e-08 -5.642920562169026e-07 4.582595709436799e-08 -3.979762519086622e-07 3.894946306573293e-07 1.5229169143335659e-05 -3.053413769347042e-08 2.7235343012809894e-07 2.8192604714680933e-07 3.940106949236744e-08 -3.5366535452177605e-07 -1.1758646111695791e-07 -1.3642891150253618e-07 -2.773478902779361e-07 -1.46008165584645e-07 -1.2347013604064193e-07 3.0881465235208487e-07 -4.135124169624282e-07 -2.1192112219965565e-07 -5.209742614250239e-07 4.827460934108403e-07 -1.6805210922186284e-06 1.07618825180201e-06 -7.409399912166075e-07 6.379674644471013e-06 -7.077957689492068e-06 -1.015887657181607e-06
PC7 1.4818241965372686e-06 1.1395466954135142e-07 -6.541263330078247e-07 5.525026301577375e-07 2.046625112877979e-07 1.1821308108259762e-06 -3.053413769346988e-08 1.3023599854736967e-05 9.845349150582587e-07 -1.6671149144850058e-07 -1.436926202551099e-07 1.3259767974211379e-06 3.629923903644488e-07 2.7971002641314566e-07 -4.860156885341604e-07 -5.05858088553363e-07 7.332077847058752e-08 -4.973716633410234e-07 9.540612846965824e-08 6.261599072955101e-08 -4.625895530556943e-07 -1.003425100855171e-06 -3.511184165367036e-06 6.542914142157827e-06 -4.230296294716825e-07 1.1770820826762623e-05 -1.0745903999276994e-05 -5.414083234662599e-07
PC8 -1.9243765001495767e-07 1.1141008663474424e-07 1.0426717159797679e-06 -1.839397720895222e-07 -1.2877875804241048e-06 -9.01482796733522e-07 2.7235343012809883e-07 9.845349150582591e-07 1.4646678829617306e-05 4.366194517228915e-07 4.1443550426040503e-07 -8.58297760376987e-07 2.598189846108942e-07 -7.45634663568145e-08 -5.554675866270069e-07 -4.752642151837102e-07 2.8925496114334606e-07 1.8362177723488416e-07 -8.639717733666199e-07 -2.0596957750141842e-07 1.4560441854693023e-07 2.016488225016794e-07 5.0030002362058305e-06 -1.9361222624586875e-06 -2.108793747997345e-06 4.365034353213081e-06 -5.909565427624614e-06 9.862660528688763e-07
PC9 2.430009748766009e-06 9.588382615928211e-08 -3.279036049385095e-07 -9.758845755570886e-07 3.9376576495418155e-07 -6.181305148988451e-07 2.819260471468094e-07 -1.6671149144850042e-07 4.366194517228918e-07 1.2469423092385996e-05 -2.2641326694245562e-07 -7.285076548543548e-08 -4.6279262884877363e-07 1.2025904205592978e-07 -8.784775592061397e-07 3.866491409874853e-07 3.143368313744696e-07 5.478193866930523e-07 -5.142613711008593e-07 -2.5179204299471526e-07 -7.335598268582961e-07 -2.0332970518423985e-06 6.410213754601113e-06 8.39805455173499e-06 1.8404891113686715e-06 -2.5345776458910994e-06 -1.3327925784589292e-05 2.3451304340526214e-06
