 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0007346979406831065 -1.6392113750787457e-08 -2.407127744569032e-05 1.5586537875100476e-06 7.083611774354003e-07 3.601449901843487e-07 2.448701437590238e-06 2.0997007212437574e-06 -4.3149677616544276e-07 2.3776670733393443e-06 -1.2075814155382358e-06 4.895114553652643e-07 -4.950470049907563e-07 -1.8698425891127887e-06 -1.8988676714567658e-06 -1.9108089691438323e-06 1.2428940121998675e-06 -1.6066917483599464e-06 -6.776116328632794e-07 8.729222781817277e-07 -9.101213303065147e-07 1.1475933404141096e-06
PC1 -1.639211375078667e-08 2.5586927492540235e-06 -1.6187233749330383e-06 -3.068765665794103e-07 -8.423218309176707e-08 -3.690629098992637e-07 1.0156140697438019e-07 8.240732403913241e-08 8.752975738016002e-08 2.284303512286597e-08 1.6618975666063837e-07 -4.331528109707899e-09 6.11921841497094e-07 -9.878585308639596e-08 -2.8565723628719966e-07 -6.851311785116603e-07 -6.690872307713733e-07 1.865981200333772e-07 1.7803001500537421e-09 2.1097624535197418e-07 3.568090149628624e-08 7.08888164331864e-06
PC2 -2.4071277445690314e-05 -1.6187233749330387e-06 4.87828494922587e-05 8.425119579973991e-07 1.4470866097468003e-06 -5.752952192572639e-07 -5.890801482840295e-07 -5.208376811045059e-07 1.0482568712068886e-06 -3.7957035933468615e-07 -3.6333954654499774e-09 -3.3047795418068454e-08 -1.0723363512617329e-06 9.374789037343158e-07 -1.2234075380414792e-06 2.178800593832864e-07 1.6826497899382696e-07 7.542383656726061e-07 1.3929227444178305e-07 -4.7283668663620665e-07 -3.2817912128262017e-07 -2.7718868021257165e-06
PC3 1.558653787510048e-06 -3.068765665794103e-07 8.425119579973989e-07 4.8562377148349775e-06 1.371436968569061e-07 1.2285208284639072e-06 2.8368293717731932e-08 5.383178981144415e-07 -2.00674369535699e-07 -1.01006604556042e-06 -8.554329926088653e-08 4.04198481767049e-07 9.796638239138218e-08 -7.292325733866446e-07 1.3285588330938268e-07 -1.3500897337427231e-08 2.873530438904005e-07 -4.3823609851308133e-07 -5.634378251125331e-07 4.463799086105411e-07 1.1685934230510145e-07 4.439853279550047e-06
PC4 7.083611774354001e-07 -8.423218309176707e-08 1.4470866097468007e-06 1.3714369685690616e-07 9.135639066039121e-06 1.6861151454172948e-06 -4.5138846225525015e-07 2.3571220133759544e-07 -1.290909146300506e-06 4.5894220855301396e-07 3.619765690860774e-07 3.1747562629390674e-07 -1.0592289351108124e-06 -6.890113979758732e-07 5.8714744898823445e-08 -2.912336885654655e-08 5.33142663644849e-08 -3.1476495317677066e-08 -4.7414614987572037e-07 -1.1304683055104808e-07 1.2457260070212098e-07 -1.8457671858054077e-06
PC5 3.6014499018435015e-07 -3.6906290989926377e-07 -5.752952192572644e-07 1.2285208284639084e-06 1.6861151454172955e-06 1.6865626725511405e-05 3.889401039202936e-07 1.107202513355871e-06 -7.6296365985038e-07 -6.081964033040814e-07 -4.182276218460772e-07 -9.536084038200814e-07 5.561246895617017e-07 -1.2832476275788222e-06 4.998223297486838e-07 6.71966034201579e-08 -6.400054840584193e-08 7.801700386100404e-07 -9.430427717974949e-08 1.9473005175163864e-07 -1.2413556725256456e-07 -5.293091375802126e-06
PC6 2.4487014375902384e-06 1.0156140697437998e-07 -5.89080148284029e-07 2.836829371773198e-08 -4.5138846225524967e-07 3.8894010392029356e-07 1.5832474444085937e-05 -4.825956196822609e-08 2.62451577339292e-07 2.221542877447005e-07 1.2704500948111574e-07 -3.901967990641996e-07 -7.854547276173179e-08 -1.7944710273750926e-07 -2.0698007108080065e-07 -1.205420962695168e-07 -1.5308737707097217e-07 2.7612150374233116e-07 -3.770259577967564e-07 -2.0701312701487455e-07 -5.701549759893815e-07 2.3004205014874196e-07
PC7 2.099700721243758e-06 8.24073240391325e-08 -5.208376811045059e-07 5.383178981144415e-07 2.3571220133759576e-07 1.1072025133558717e-06 -4.825956196822609e-08 1.3495822334539453e-05 9.621129762052275e-07 -2.853909826883229e-07 -1.1662103259841204e-07 1.197103475206387e-06 3.636894069164021e-07 2.5608155904694176e-07 -3.684244232180917e-07 -5.348586218616319e-07 1.3779960340171138e-07 -4.3435326042814264e-07 1.112278249994595e-07 3.4415311041127206e-08 -4.6716839170519295e-07 6.028498804709799e-07
PC8 -4.3149677616544583e-07 8.752975738016003e-08 1.0482568712068883e-06 -2.0067436953569887e-07 -1.290909146300506e-06 -7.6296365985038e-07 2.6245157733929215e-07 9.621129762052273e-07 1.5029553822190068e-05 3.31657716364622e-07 3.454134061140072e-07 -7.928345173313523e-07 4.2880397422543156e-07 -7.428774328903388e-08 -5.380425301692129e-07 -5.219334336669072e-07 4.020646323462984e-07 1.4943500104230283e-07 -7.959439486035477e-07 -2.1033867653263412e-07 1.1486694291925891e-07 9.445598020722317e-07
PC9 2.377667073339345e-06 2.2843035122865953e-08 -3.795703593346865e-07 -1.0100660455604203e-06 4.58942208553014e-07 -6.081964033040814e-07 2.2215428774470062e-07 -2.8539098268832307e-07 3.316577163646222e-07 1.2900660518264783e-05 -2.5217370541697437e-07 -6.255927469820853e-09 -4.1319054188087325e-07 5.897970400983642e-08 -8.483738545810953e-07 4.453365181967797e-07 3.862567499122807e-07 4.6748119265582763e-07 -5.309370292795102e-07 -2.522993702463477e-07 -7.275566828332575e-07 1.149504137398753e-06
