 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0016023617840088672 -6.389475897386427e-06 -7.087966546777486e-05 3.293044639014221e-06 -2.48799686110993e-06 4.808755242079042e-06 1.129381098708075e-05 3.1813611127077364e-06 1.2017696406858721e-05 -3.358891651047022e-06 3.3335751400178284e-07 4.7203014087142295e-07 2.668878335825567e-06 -6.329693330303392e-06 -1.1747952040975558e-05 -4.995173129432247e-06 1.0870116843814517e-05 9.278917952674511e-07 3.1894330442070745e-06 9.452680012443726e-06 -4.322117741823339e-06 1.3756143239753148e-05 0.00012002456461154277 -0.00017328353859121507 -0.00030907889410929643 0.00013648963106612096 3.630655042098675e-05 0.00025810225516163663
PC1 -6.3894758973864364e-06 6.4158090776447406e-06 -3.841104115403001e-06 5.300411686446864e-08 -6.642317382789915e-07 -6.357776742685435e-07 -1.5229956058475843e-07 -1.9221791403058216e-07 1.2518183924253112e-07 3.540847843950605e-07 7.802106886581676e-07 -3.7923871265041255e-07 1.714467044793515e-06 -1.1006822135921619e-07 -6.616003231070382e-07 -1.8168577912364825e-06 -2.2260824042916346e-06 8.196269407169579e-07 -3.803791189555827e-07 7.726564407650354e-07 1.5079181792547955e-06 -3.0965299115447506e-07 1.4144865242446444e-05 1.5253519917896434e-05 4.242768725482015e-06 1.0251301457404743e-05 9.812523204902577e-07 2.2750329416777375e-06
PC2 -7.08796654677749e-05 -3.8411041154029846e-06 0.00012855647400765666 3.558281933259598e-06 4.281429427728842e-06 -1.3074774045910538e-06 -1.1673686961778803e-06 -1.6839793087203435e-07 1.005707833012093e-06 9.917873619552662e-07 3.7446465961958254e-08 2.6005121947343067e-07 -1.8933384999504562e-06 2.9687773354641934e-06 4.150537409420904e-06 -8.684623954157638e-07 -1.569700033492614e-06 2.720113011805443e-06 2.4188076991628553e-06 -3.715723753258461e-06 -2.3812389025937443e-06 -8.340603710730468e-06 -1.00072780500767e-05 4.621879289580709e-05 6.705637717032696e-05 -8.3178117485962e-05 7.644811077706103e-06 -2.019075114038912e-05
PC3 3.293044639014247e-06 5.3004116864469226e-08 3.5582819332595918e-06 1.3570417436736772e-05 7.500770357915702e-08 4.193213319777791e-06 -6.272831762949291e-07 3.566684325542877e-06 1.218185781305333e-06 -1.9537820093374424e-06 -4.2771656340599903e-07 -9.200387140273637e-07 1.0314659171177553e-06 -3.0235567079520637e-06 1.2388245912671202e-07 -1.0900077638235223e-06 1.5444501672808255e-06 -2.017845130772132e-06 -1.4259485834392682e-06 1.949328784315301e-06 1.4936441371656175e-06 4.3260911466973156e-07 5.9908732119726225e-06 7.464677939741216e-06 -3.009573944009854e-05 3.3018507336600446e-05 2.392820398356793e-05 9.23943640535573e-07
PC4 -2.487996861109934e-06 -6.642317382789911e-07 4.281429427728841e-06 7.500770357915744e-08 2.1057363514538832e-05 4.592667300225373e-06 -1.3963893704132592e-06 1.1158761960178013e-06 -3.3112460953408234e-06 5.417536312668124e-07 1.0170675360068332e-06 2.1151963221477497e-06 -4.007746946188564e-06 -2.082641013541195e-06 1.0883575733967513e-06 1.0291602944314784e-06 -2.9168007307917903e-07 9.433543482212143e-08 -4.549171666204278e-07 -8.940373733174041e-07 -8.553418378270774e-07 -5.794918269192902e-06 1.4238187972974654e-05 1.9037059340610033e-05 -1.3667485433833879e-06 -3.8698375903923705e-05 2.4658628939711977e-05 -5.464912154477655e-05
PC5 4.80875524207904e-06 -6.357776742685425e-07 -1.3074774045910572e-06 4.193213319777789e-06 4.592667300225374e-06 4.65019421309729e-05 1.5542584486915771e-06 7.664662309134743e-06 -9.69443484734e-07 -3.009908053912422e-06 2.560441741673805e-07 -1.0244507768214632e-06 7.354725039959749e-07 -5.382627906525533e-06 1.2219550592994519e-07 1.6857593526306097e-07 3.666359191597977e-07 2.164248044159988e-06 1.519711422629321e-07 1.3167983299813574e-06 -7.680999635261487e-07 -2.0956860108446926e-05 -1.305083901208154e-05 8.73797535598909e-06 -3.181433839073588e-07 -2.8534244077448835e-06 -2.606373048850273e-05 4.9081766019548e-07
PC6 1.1293810987080745e-05 -1.522995605847587e-07 -1.16736869617788e-06 -6.272831762949287e-07 -1.3963893704132598e-06 1.5542584486915788e-06 4.1811367295958144e-05 -4.7010144340586706e-07 -5.5354021762751664e-08 7.343195734259887e-07 -1.695210965098546e-06 -5.253460825094016e-07 -8.591908790804311e-07 6.398573351169734e-07 -3.2013189416966243e-07 1.3895046735120876e-06 -5.811739536665755e-07 1.0434033826007975e-06 -1.6321126026827996e-06 -3.385320335435956e-06 -1.1320297986967507e-06 3.5237665405895716e-06 7.375418829432847e-06 -1.1347565765803577e-05 -1.2867746921774089e-05 -4.616987596073395e-06 5.694931084560754e-06 -1.673358205844334e-05
PC7 3.1813611127077266e-06 -1.9221791403058068e-07 -1.6839793087203488e-07 3.5666843255428743e-06 1.115876196017802e-06 7.664662309134746e-06 -4.7010144340586833e-07 3.708801943584113e-05 3.4397635195273263e-06 -1.4811190822458755e-06 -9.063331957810289e-07 3.1107115102523495e-06 3.1036492507829104e-06 4.6288521902804887e-07 -7.884151672380632e-07 -9.599724855297272e-07 1.3880741687756533e-06 -1.414233989574911e-06 9.382123998707541e-07 -4.512878829443671e-07 -7.897560656147326e-07 6.442932670240295e-07 -2.41903499526178e-06 3.0046132831116664e-05 8.044479954930874e-06 1.8206357694431774e-05 -6.720342312849169e-05 7.271472138288951e-07
PC8 1.2017696406858745e-05 1.2518183924253024e-07 1.005707833012099e-06 1.2181857813053336e-06 -3.3112460953408217e-06 -9.694434847339976e-07 -5.5354021762752855e-08 3.439763519527329e-06 4.321519743720759e-05 1.8717131694967792e-07 3.3979283052246626e-06 -3.6095362649083054e-06 3.854595865551567e-07 -1.8451622823970294e-06 -5.793530940486191e-07 -1.7403445321389126e-06 7.430249449370101e-07 -1.499981133086704e-06 -4.7233832393377834e-06 6.871441650470846e-07 1.354916161838815e-06 -9.105255395649988e-06 1.408194936129742e-05 -9.586939897026754e-06 1.1346682996904149e-06 1.1766147491319386e-06 -3.8981339401559413e-05 4.518248420196483e-06
PC9 -3.3588916510469955e-06 3.540847843950614e-07 9.917873619552664e-07 -1.9537820093374415e-06 5.417536312668132e-07 -3.0099080539124193e-06 7.34319573425989e-07 -1.4811190822458757e-06 1.8717131694967808e-07 3.328778800511581e-05 -2.834599324494839e-06 1.1455003646867041e-06 -1.1199975769091503e-06 6.777749292970407e-07 -2.384946288497188e-06 1.2539116289747958e-06 -1.6352526861706622e-07 2.3121143960613955e-06 -1.5563306552748941e-06 -2.0247331389087406e-06 -2.4597600469638556e-06 3.815474002497763e-06 3.8393412753488834e-05 4.013057871552923e-05 -3.7070971200284465e-06 -3.156925190680595e-05 -6.504186042036244e-05 -3.30036009852806e-06
