 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0005224280552391267 -1.323651489551294e-07 -2.3671107530942034e-05 1.0684042973606374e-06 -5.648360151195208e-07 1.6542529651420162e-06 2.8147804559446248e-06 9.020697184267842e-07 2.2688584516196745e-07 1.9261537475994235e-06 -4.4247108105621823e-07 1.5316297302930164e-06 -5.263249222929887e-07 -7.945673408183204e-07 -1.4600781975035323e-06 -2.060131245841427e-06 3.18501411583295e-07 -2.4352725060508802e-06 -7.248417451720021e-07 1.1527679027482581e-06 -1.1941528139093606e-06 -3.221003409302524e-06
PC1 -1.3236514895512996e-07 1.9002716564617477e-06 -1.532894311538769e-06 -2.091566377471961e-07 -1.2883278429571017e-07 -2.8420345572096554e-07 1.0687898597742909e-07 3.3096377258215266e-08 3.53106681107764e-08 7.562484052619332e-08 1.3579477736191133e-07 3.695894426383015e-09 5.715670945945413e-07 -5.2559392777482344e-08 -2.8841937600704456e-07 -6.618247124976426e-07 -6.511909472374785e-07 2.4263613098409383e-07 -4.990986125369018e-09 1.5362366778826205e-07 3.687525848371423e-08 6.3399876894563915e-06
PC2 -2.3671107530942034e-05 -1.532894311538769e-06 4.550486582959677e-05 9.335234421054066e-07 1.4625249165601807e-06 -6.105063064750212e-07 -4.222942734405489e-07 -7.096657696707628e-07 1.1583040595468525e-06 -2.728756455175896e-07 -1.2526264772173747e-07 -1.7684511410241394e-07 -1.2631027522433766e-06 8.23353217372569e-07 -1.1711467504231091e-06 5.0379044534482863e-08 1.2038404852588177e-07 6.317696462517267e-07 1.2645746443632882e-07 -6.754224721166917e-07 -3.727924095157174e-07 -1.61484705506136e-06
PC3 1.0684042973606374e-06 -2.0915663774719606e-07 9.335234421054067e-07 3.7228916303623606e-06 1.8652048492635138e-07 1.1188133665824933e-06 5.545580014044188e-08 5.453468708816093e-07 -1.4913235234659232e-07 -9.571513803053945e-07 -6.873973376207433e-08 4.321360499511213e-07 6.110278538537362e-08 -7.070303740039695e-07 8.274550230034576e-08 -3.8351222726979747e-08 2.4316462430394116e-07 -5.0710810997369e-07 -5.507958128372849e-07 4.4823709711179046e-07 1.2722789882044454e-07 3.6991278432337025e-06
PC4 -5.648360151195205e-07 -1.2883278429571012e-07 1.4625249165601807e-06 1.8652048492635146e-07 6.960890276153316e-06 1.7458380711574764e-06 -3.27891769927758e-07 2.2819319833948412e-07 -1.294738828810382e-06 3.6963484423652924e-07 2.846189491808551e-07 2.90011888645121e-07 -9.344814836414499e-07 -5.96324301520067e-07 -2.0067997675162968e-08 -7.445890799534823e-08 5.947185867163609e-08 1.2972519469098414e-07 -5.160518489470725e-07 -1.6493756983437549e-07 1.4603307921307176e-07 -1.2276527763049286e-06
PC5 1.6542529651420162e-06 -2.8420345572096544e-07 -6.105063064750207e-07 1.1188133665824935e-06 1.7458380711574766e-06 1.4660703327274874e-05 3.390803034532276e-07 1.1676314484651397e-06 -9.528343873351789e-07 -6.626578496497788e-07 -5.575491083365811e-07 -9.480373050934289e-07 4.065368916474026e-07 -1.4582784707641526e-06 5.496248802176496e-07 8.885072064005716e-08 -1.9974609397516803e-09 7.611735173486392e-07 -1.9916820701605965e-07 3.5266453272440975e-07 -3.246187798139638e-08 -5.656688558524321e-06
PC6 2.8147804559446243e-06 1.0687898597742904e-07 -4.222942734405485e-07 5.54558001404418e-08 -3.278917699277579e-07 3.3908030345322777e-07 1.4124622543749321e-05 -1.49802160956937e-07 2.1302868614011465e-07 2.508948729970253e-07 4.144711402785465e-08 -3.3971738929858523e-07 -1.6007130681844315e-07 -1.9859120105234197e-07 -2.3416935364784271e-07 -1.6238992464024574e-07 -8.817625205009067e-08 2.6902803536997773e-07 -3.9281433876152115e-07 -2.1648047939930158e-07 -4.7352006603008496e-07 -7.673848045397668e-07
PC7 9.020697184267839e-07 3.3096377258215154e-08 -7.096657696707621e-07 5.453468708816093e-07 2.2819319833948428e-07 1.1676314484651397e-06 -1.4980216095693677e-07 1.2073472277576047e-05 1.0122060922524708e-06 -2.153906995960822e-07 -9.24949460311084e-08 1.3823697585454425e-06 3.6325688228884793e-07 2.849539485481565e-07 -4.832805600990762e-07 -5.53031621098222e-07 2.7789328129367064e-08 -4.966828185235501e-07 8.981769484543747e-08 1.1207305888490416e-07 -4.1758204760445454e-07 -1.1296101844493211e-07
PC8 2.2688584516196837e-07 3.531066811077629e-08 1.1583040595468527e-06 -1.4913235234659235e-07 -1.2947388288103826e-06 -9.528343873351787e-07 2.130286861401146e-07 1.0122060922524706e-06 1.3675156217379951e-05 4.346414059368539e-07 5.221210742915784e-07 -8.546365308216029e-07 1.9206374267057974e-07 -1.2056166277014815e-07 -4.989397852558066e-07 -4.877520928492346e-07 3.970715511309106e-07 1.2075522304931094e-07 -8.017841936231942e-07 -1.8794410548649942e-07 1.2355806894486232e-07 1.096694490500247e-06
PC9 1.9261537475994214e-06 7.56248405261934e-08 -2.7287564551758935e-07 -9.571513803053947e-07 3.696348442365296e-07 -6.626578496497784e-07 2.5089487299702515e-07 -2.1539069959608196e-07 4.346414059368536e-07 1.1455503684776451e-05 -2.861888768381197e-07 1.9470099270860616e-08 -4.279166573238817e-07 1.3021662589115727e-07 -8.51007082227759e-07 4.002278351737097e-07 2.3479218438440556e-07 5.394172109114686e-07 -4.4648648861922507e-07 -2.1231626216137145e-07 -7.394563427431445e-07 2.8979464099179427e-06
