 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal
intercept 0.0011627972902639426 -9.615612806018753e-07 -4.5877132775300955e-05 3.681006138942817e-07 6.429575191999543e-07 2.7125980325867293e-06 5.67554318542926e-06 2.8252797203958875e-06 -3.2461192925963877e-06 3.079722586965865e-06 -1.6319614158533858e-06 -7.740991032286861e-07 -1.8974559933375506e-06 -1.0980337554325025e-06 -3.0522595891004884e-06 -3.1958017988785984e-06 -1.0920107625009244e-06 -1.5877241443687293e-06 1.9200747368799338e-07 -1.3977375876449644e-06 -2.635172369053573e-06 -2.3568738462544544e-05 -1.6781693264961203e-05 -4.7087634081463224e-05
PC1 -9.615612806018732e-07 4.18643665801719e-06 -2.7242370263766526e-06 -1.711555249812711e-07 6.180099999866002e-08 -5.550390929808908e-07 3.6884856458135295e-08 2.0413727654407363e-07 3.6085669133297853e-07 1.3115764654183975e-07 2.915294983690989e-07 -2.411100678015902e-07 1.1421642647501487e-06 -2.632799691059571e-07 -6.815050306453219e-07 -1.4010503560834246e-06 -9.179804883337614e-07 2.498811999659559e-07 1.546878452396332e-07 5.957679343359176e-07 4.6408902053888185e-07 -4.3123821239773026e-07 1.5084223859463544e-05 1.1531865083905464e-05
PC2 -4.587713277530096e-05 -2.7242370263766526e-06 8.138988578818445e-05 2.298475602266915e-06 1.6081031027707597e-06 -5.365396035788633e-07 -1.6992475667660025e-06 -1.5705397225382155e-06 5.856693919337065e-07 -1.0905218303353028e-06 -9.837012190790935e-07 8.006324034446542e-08 -2.073301136744292e-06 2.2444567737809306e-06 3.893433297807534e-08 4.146540947381337e-07 8.092153776077546e-07 9.937991922137117e-07 3.8288207002514134e-08 -7.633786081452263e-07 -1.672082558423718e-06 -1.551218424608465e-05 -8.110328976700055e-06 2.4676754181241847e-05
PC3 3.6810061389428057e-07 -1.7115552498127123e-07 2.298475602266916e-06 8.004383007539616e-06 4.3665548460954865e-07 2.0753167800534018e-06 -3.4372586518410203e-07 1.1843362243524482e-06 -4.3727067245860434e-07 -1.569848370009313e-06 -1.2701537705002542e-07 7.01480426566312e-07 5.413905157237331e-08 -1.2435168349960465e-06 3.032056718182434e-08 1.6089377105358156e-07 6.43356423172561e-07 -1.1166604756120985e-06 -9.379150477733652e-07 9.229028596595508e-07 4.335029391926535e-07 3.4875664344969007e-06 7.623696885604962e-06 1.0355268131776092e-05
PC4 6.429575191999554e-07 6.180099999866019e-08 1.6081031027707599e-06 4.366554846095486e-07 1.3858172400032716e-05 2.7989943567097286e-06 -3.240562695734441e-07 8.661899670306431e-08 -2.1371893578477744e-06 8.334462951231038e-07 3.931305103969341e-07 9.733075346082726e-07 -1.4858970395349115e-06 -1.2543863640471671e-06 4.7410031597310493e-07 3.074734133837793e-08 4.6770114728825856e-07 -5.055162261928338e-08 -8.963378427298451e-07 -1.654428019095208e-07 1.482886089239582e-07 -1.3989321090862872e-06 4.003921518823091e-06 -4.189923464706279e-06
PC5 2.7125980325867263e-06 -5.550390929808905e-07 -5.365396035788614e-07 2.0753167800534013e-06 2.798994356709729e-06 2.6708056706392107e-05 1.0301079708391018e-06 9.934417905383014e-07 -1.5725036804332152e-06 -1.6870531172971555e-06 -5.405972730804819e-07 -1.4488480600100997e-06 8.453989360380062e-07 -1.9659918200553624e-06 3.0099866150980914e-07 7.002396901106117e-07 -3.7356311604345077e-07 5.608693869764625e-07 -1.4441031704265115e-07 8.61666123183863e-08 -3.619418105554782e-07 6.087268661022316e-06 -1.1783763752894022e-05 -1.0174291804043912e-05
PC6 5.67554318542926e-06 3.68848564581353e-08 -1.6992475667660021e-06 -3.437258651841016e-07 -3.24056269573444e-07 1.0301079708391015e-06 2.392857156848668e-05 -2.8732949425691555e-08 2.6980779771342113e-07 7.480421928564736e-07 6.232652850185889e-07 -2.2147913869482202e-07 -3.676284394630968e-07 -3.380490639052808e-07 -6.479531545616054e-07 8.657165201388608e-07 -7.250519790135063e-07 3.919546334492757e-07 -5.325822873076957e-07 -6.359271130883512e-07 -1.0584599723778252e-06 5.7764195783959065e-06 -1.0792714470875987e-06 -3.8378898236461245e-06
PC7 2.8252797203958837e-06 2.041372765440738e-07 -1.5705397225382144e-06 1.1843362243524489e-06 8.66189967030638e-08 9.934417905383005e-07 -2.8732949425692422e-08 2.191550209237638e-05 1.2502406250908697e-06 6.858933344614281e-08 2.36023512471947e-07 1.9667826582876252e-06 1.9646610141408251e-07 2.2321890026442086e-07 1.0061462791053276e-07 -9.235957341718893e-07 6.603086266625737e-07 -1.5817834461069226e-06 -2.079191548302473e-07 4.065128192315248e-07 -2.5174458128037134e-07 3.2667578693124276e-07 -3.072541377279163e-06 2.1520224103447895e-06
PC8 -3.2461192925963864e-06 3.6085669133297853e-07 5.856693919337058e-07 -4.372706724586043e-07 -2.137189357847776e-06 -1.572503680433216e-06 2.698077977134215e-07 1.2502406250908695e-06 2.485470141486063e-05 8.210571901309435e-07 7.423053114685842e-07 -1.0677837592475486e-06 1.0527059845955243e-06 -5.734376214629964e-07 -1.552667319632044e-06 -1.3304327625228047e-06 9.121436492647212e-07 1.27856296118264e-06 -9.192811989907118e-07 -1.3808659174903898e-06 5.728892867916847e-07 3.071412013546033e-06 8.071724679175014e-06 -5.817010953450653e-06
PC9 3.079722586965864e-06 1.3115764654183986e-07 -1.0905218303353024e-06 -1.5698483700093126e-06 8.334462951231034e-07 -1.6870531172971565e-06 7.48042192856474e-07 6.858933344614259e-08 8.210571901309433e-07 2.038361614141001e-05 -4.781241486040508e-07 2.909692977501509e-08 -8.050107252552062e-07 -2.0904541545884693e-07 -8.164907861058534e-07 -5.2161469517933165e-08 8.894794459587243e-07 9.955592379033664e-07 -7.962910570983279e-07 -9.653424974622094e-07 -1.165184317862885e-06 -6.773351070397929e-06 8.375336007268797e-06 9.824951282606677e-06
PC10 -1.6319614158533833e-06 2.915294983690986e-07 -9.83701219079092e-07 -1.2701537705002494e-07 3.931305103969335e-07 -5.405972730804812e-07 6.23265285018589e-07 2.3602351247194683e-07 7.423053114685842e-07 -4.781241486040512e-07 2.138295244398307e-05 -4.3403936864753427e-07 -5.288304539241944e-07 -2.501008076415425e-07 -2.7176914476395223e-08 6.997343867877868e-07 -6.904622429681396e-07 6.808830145881944e-07 2.888179954152253e-07 2.0730171784912017e-09 -1.8393704140306137e-07 -3.1187585531830697e-06 -3.5154458058005867e-07 2.05632657536467e-06
