 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.000632762456800076 -2.6891957984822865e-07 -2.496242787656367e-05 1.4898394930185743e-06 -3.466459144142112e-07 1.1570515349228422e-06 2.7291878882657004e-06 1.731529422541205e-06 1.86131080540034e-08 2.525654367130567e-06 -1.0992326444660878e-06 7.435888256607844e-07 -7.711610304763048e-07 -1.378982368973404e-06 -2.0059516994482763e-06 -2.087414422207144e-06 4.269246292555228e-07 -2.143911037199887e-06 -8.984225475538501e-07 1.6476593565105068e-06 -9.606292268081976e-07 1.3249133929372297e-05 1.3173199811647741e-05 -1.8457736318203986e-05 -9.111202925434213e-05 3.315080634711951e-05 -8.45218579334845e-05 0.00010063872229186623
PC1 -2.689195798482291e-07 2.3190257261609766e-06 -1.6145772577675359e-06 -2.024226744563046e-07 -1.1994452099922225e-07 -4.108789437888407e-07 8.443156300668616e-08 1.175179626105674e-07 8.531142387742289e-08 8.149727730222487e-08 1.5795215320397902e-07 -2.9065825537852896e-08 5.8262495248926e-07 -1.948734769274028e-08 -3.045233548974436e-07 -6.971505913536054e-07 -6.776702222151929e-07 2.6831476740689184e-07 -2.762266031287622e-08 1.4560667008133929e-07 7.509869398808876e-08 3.4844958683903463e-07 5.172245827071805e-06 4.667464358588571e-06 3.413392329787052e-06 3.817266975714264e-06 1.4529047596865525e-06 5.923653322052736e-07
PC2 -2.496242787656367e-05 -1.614577257767536e-06 4.807912629953916e-05 9.043936591992739e-07 1.522410750583638e-06 -5.616611111779262e-07 -5.47030936580993e-07 -6.963804119124395e-07 1.0549418395991165e-06 -3.101971562925642e-07 1.750713160939121e-08 -1.1685961194827242e-07 -1.1322062672823679e-06 8.417666720332484e-07 -9.96221191857135e-07 3.7101837703303058e-09 2.2411091630477934e-07 6.299000020046634e-07 2.0456214713653036e-07 -6.262266163338218e-07 -4.2871434160556085e-07 -6.546490766733232e-06 4.299274704994171e-06 1.5265012045868535e-05 1.0425103450512633e-05 -2.3621968875704034e-05 6.818361081858505e-06 -1.5209014614018213e-05
PC3 1.489839493018575e-06 -2.0242267445630427e-07 9.043936591992736e-07 4.3513138988255416e-06 1.4729675198437256e-07 1.1488892476709945e-06 4.595925422929908e-08 5.462862970853756e-07 -1.9852828649948844e-07 -9.522897146959187e-07 -1.2104070972334928e-07 3.862386322216241e-07 3.1779927840827283e-08 -7.178734423963303e-07 6.949141768649543e-08 -1.315154881636591e-08 2.553803561090544e-07 -4.6114186265036306e-07 -5.591319516299195e-07 4.3388833476527777e-07 1.1847529907535691e-07 3.747278562516355e-07 4.4418919334610985e-06 3.622630929519869e-06 -1.191066436108738e-05 8.227005842383075e-06 2.8496221906597243e-06 1.7330327438330788e-06
PC4 -3.4664591441420975e-07 -1.1994452099922212e-07 1.5224107505836365e-06 1.4729675198437253e-07 8.157323686977044e-06 1.7411143205916271e-06 -3.9799309919410956e-07 2.243521461145248e-07 -1.3262299383290266e-06 4.2126785797032777e-07 3.3716875140226803e-07 2.9437608306702143e-07 -9.904608184851062e-07 -6.807165687801495e-07 4.244463653960954e-08 -7.791844108378753e-08 5.4004866052284316e-08 4.638250201382942e-08 -5.012135427508562e-07 -1.6643488011151e-07 9.187853927675533e-08 -1.7411951802570832e-06 4.924383515203145e-06 7.411384700053188e-07 9.819941972909985e-07 -8.035519229392814e-06 6.166495590798385e-06 -1.1848459919506263e-05
PC5 1.1570515349228442e-06 -4.1087894378884063e-07 -5.616611111779267e-07 1.148889247670994e-06 1.7411143205916267e-06 1.6023188842563534e-05 3.8219932207223137e-07 1.116421326084707e-06 -9.340662292362061e-07 -6.308950297542576e-07 -4.989408140267033e-07 -9.60181691032572e-07 5.285091212741738e-07 -1.4386478478652347e-06 5.396661012796521e-07 9.007858830779396e-08 1.1398059121321618e-09 7.609417961511291e-07 -1.7602220379295726e-07 3.115356368591565e-07 -1.1454112478536332e-07 -1.8632425940983186e-06 -4.823054558799048e-06 1.9849545445592005e-06 -8.676936154309974e-07 -1.4480488586321703e-06 -1.0397509860267342e-05 5.882542963997422e-07
PC6 2.729187888265701e-06 8.443156300668628e-08 -5.470309365809929e-07 4.5959254229299194e-08 -3.979930991941099e-07 3.821993220722312e-07 1.5196636392404784e-05 -7.455859735649627e-08 2.9672944295480955e-07 2.5265246560470044e-07 5.859443058298525e-08 -3.431186371973795e-07 -1.1395709231300919e-07 -1.8320244305023802e-07 -2.610513935440963e-07 -1.394419327307182e-07 -9.890735035219861e-08 2.8800146169819347e-07 -4.287239467013007e-07 -2.2839660080371315e-07 -4.904435323881397e-07 4.570426642500804e-07 -1.5979821105647966e-06 8.988676014203362e-07 -1.0782315795201612e-06 6.0891389993743144e-06 -6.596444954742458e-06 -1.0795936501090568e-06
PC7 1.7315294225412052e-06 1.1751796261056754e-07 -6.963804119124402e-07 5.46286297085375e-07 2.2435214611452467e-07 1.1164213260847068e-06 -7.455859735649591e-08 1.3002018415515862e-05 1.0293367685897746e-06 -1.9924631283325818e-07 -1.2998563886904534e-07 1.3544432969446978e-06 4.217068060956858e-07 2.873344025741207e-07 -4.793704720593574e-07 -4.950947452038482e-07 7.997379063219431e-08 -5.050616590403004e-07 6.655257379408123e-08 7.061659119435683e-08 -4.77960081830069e-07 -1.1014423669657678e-06 -3.7133982234858614e-06 6.554842579864019e-06 -3.030648806211047e-08 1.148543106963769e-05 -1.0608992293627852e-05 -8.633716535808931e-07
PC8 1.861310805399989e-08 8.531142387742273e-08 1.0549418395991162e-06 -1.9852828649948873e-07 -1.326229938329026e-06 -9.34066229236206e-07 2.967294429548094e-07 1.0293367685897734e-06 1.4592336439355577e-05 4.4426346087261703e-07 4.2884820384530026e-07 -8.549356525143718e-07 2.449247766135527e-07 -9.881978815522343e-08 -5.533972857519581e-07 -4.798402332459955e-07 3.0998506049560084e-07 1.7957083949763e-07 -8.561360718457697e-07 -2.2864305266885628e-07 1.7916689102990916e-07 5.8674902313415163e-08 4.876059664981083e-06 -1.9232515829818202e-06 -2.191520815859478e-06 4.553882029429005e-06 -5.707227445795147e-06 1.1804053584133715e-06
PC9 2.5256543671305654e-06 8.149727730222489e-08 -3.101971562925639e-07 -9.522897146959186e-07 4.212678579703279e-07 -6.30895029754257e-07 2.5265246560470066e-07 -1.992463128332583e-07 4.4426346087261714e-07 1.2393786850332959e-05 -2.1478888317176653e-07 -6.554048523836614e-08 -4.867879261825456e-07 1.432911127969166e-07 -9.035104278563509e-07 3.970351291514114e-07 3.215271238040393e-07 5.301638052678428e-07 -5.245542153111788e-07 -2.4013306238154293e-07 -7.369339988950721e-07 -2.0167102770557094e-06 6.2865684546851745e-06 8.394072231876877e-06 2.1738661926393356e-06 -2.509553122071346e-06 -1.4177694592175086e-05 2.860766214767575e-06
