 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.008732486570169952 -8.774198668094687e-06 0.0013004848239917613 -0.001597207027164273 6.504200279054218e-05 -4.460119540488892e-05 4.637133658567763e-07 4.933569958010514e-07 -2.359178099317843e-08 -0.0019259027626018002 -0.00015535728450472204 -0.00063444103861266 0.0006624121550454255 0.00014572828637238617 0.0008056426860762684 0.006235567474429503 -0.0005668170319771208 -0.0010269169854823736 -0.0035881525990394216 0.00010565851029292704 -0.003728397963407267 -0.002367060012790112 -0.007014880098691847 -0.0020561202158704698 -0.0031673603844296753 -0.0033352551319960053 -0.0035977611483522074 0.0045476366033018216 0.006246580374326719 5.278094392340513e-05 -5.710940710506638e-05 -3.730752484343853e-05 9.11792818304552e-05 2.7417591425662484e-05 6.677325053937312e-05 -5.975910595255904e-05
yob -8.774198668080499e-06 1.9943343852955097e-06 2.5370408406145033e-07 5.542479842903403e-06 -9.437725635217851e-07 3.7698381360188456e-08 -3.9575797239094074e-10 2.240258587256412e-08 -1.22457152297965e-10 5.571632754236329e-06 0.000328368702513222 5.695555509672308e-05 -0.00024184928142511987 0.00011327865158990224 -0.00029074009193172596 -5.119855754211334e-05 -0.00012836571995355475 0.0002390512528135653 -8.089359927916657e-05 -0.00019123172578531971 0.00014449779323247016 -0.00012768060489214592 -3.7545891364873595e-05 0.00013658861442531338 0.00010256325519485357 -5.607135998375521e-05 -7.658532230754074e-05 3.0362193009638736e-05 -0.00026485411574176266 2.749912863012736e-07 8.717110397808797e-08 -4.636161574934774e-07 -3.242853153959184e-07 -1.1317266479349877e-06 -4.245357747270848e-08 -4.1899471131028634e-07
age 0.0013004848240001066 2.537040840319481e-07 0.0008407990607751146 0.00866243587789475 -0.0008360744008540727 -2.4729983759438677e-05 2.2502445856972837e-07 2.4587752075021692e-05 -2.237313489340739e-07 4.301414019752061e-05 0.0002208807728783461 -0.0005568453876000233 0.0005556548266447735 -3.0227260111762e-05 0.0010499016211499897 0.0010926048050615355 -0.0008695682890198866 -5.932712046306524e-06 0.001240230999371335 -0.0010338790495321379 -0.00026225056639750513 -0.00046880632279315787 -0.0010127456570748787 -0.0007461803084970781 -0.0005169621888681889 -0.0009300922007802957 -0.001352094555187258 0.00012391447719562823 0.0016706194457612555 1.5701850657483243e-05 1.4861559876879123e-06 -2.476562199855956e-06 2.1067151502870426e-05 -1.0073606169933846e-05 2.7527651791226524e-05 -1.4853012451765738e-05
sex -0.0015972070270060465 5.542479842550266e-06 0.008662435877934924 0.20026820537836837 -0.01808937644740539 -0.0002455836576246562 2.1725430970423045e-06 0.000506304165895756 -4.439506064482784e-06 0.005819792818222985 0.008288266825173677 -0.00699067512703397 0.006102730102427348 -0.0017124639403246554 0.003903812329358027 0.0053855207569323636 -0.013675808802347608 0.0020652247618488705 0.025685582714894267 -0.021790783971997695 0.0019028889762262712 -0.012109965322081704 -0.012310547562523318 -0.03205234574256465 -0.018127306561275296 -0.012179688896885902 0.016439641010951134 0.0005056861351631473 0.011351655810400152 2.298005484782676e-05 0.00010337281077738854 -3.954393070829144e-05 0.0002396684457806793 -0.0002581478440912845 0.00030780522489696474 6.730691451346377e-05
age_sex 6.50420027750485e-05 -9.437725634789876e-07 -0.0008360744008578398 -0.018089376447402036 0.0017013371361803916 2.45815054484613e-05 -2.2374541320117616e-07 -4.9179629509643074e-05 4.423995589503356e-07 -0.0005201072506196484 -0.0008862062454283694 0.00041135500164108226 -0.00035500622126581805 0.0002739874816136835 -0.0004302248277815331 -0.0006298789703704834 0.0013370616496641765 2.400673361549943e-05 -0.0022636040959629865 0.0019337505035747864 -0.0003618674859056905 0.0009824407902339898 0.0011369612830376336 0.003029674854261496 0.001769345203507864 0.0017066283501990017 -0.0014287833137403383 -0.00024194013909103847 -0.0011595200640522804 -7.194074237110486e-06 -4.989335529630108e-06 6.745715370566168e-06 -2.193197694702575e-05 2.354427643802816e-05 -2.6965916634395154e-05 -8.88563662382625e-06
age2 -4.460119540514057e-05 3.7698381360768065e-08 -2.4729983759436373e-05 -0.00024558365762339005 2.4581505448342222e-05 7.519777021039617e-07 -7.023804563101506e-09 -7.463337587754933e-07 6.971226695461773e-09 -9.565004184796037e-07 -2.152094209569726e-06 1.4076242416488383e-05 -1.9907908836409895e-05 1.084309167450995e-05 -3.66227729808437e-05 -3.5878171834135575e-05 1.829453671002349e-05 4.5609822337052086e-06 -3.801553513289808e-05 2.388655189297733e-05 1.0957154029269159e-05 9.001568957525273e-06 3.209124876781396e-05 2.5118699440252287e-05 2.7471433914951647e-05 3.8467137215974487e-05 2.798344695485172e-05 -1.740114877772047e-05 -5.053527789564689e-05 -5.226343894903328e-07 5.752927535173298e-08 1.3262479786404784e-07 -6.560269030835635e-07 3.0250947995922033e-07 -8.859840316900119e-07 4.954273256280878e-07
age3 4.6371336585909246e-07 -3.957579723963366e-10 2.2502445856968774e-07 2.172543097030135e-06 -2.2374541320002922e-07 -7.023804563100979e-09 6.709449646427859e-11 6.971700586121066e-09 -6.659460583114088e-11 3.5904353392914865e-09 5.4854862952758865e-08 -1.1006312128636864e-07 1.642478463890091e-07 -1.3801738615258031e-07 3.2159626523619956e-07 3.5828245056342916e-07 -1.3105731209578752e-07 -2.556041003744534e-08 3.3025490805684073e-07 -2.056948237636007e-07 -1.0869718588155679e-07 -7.40774949411822e-08 -3.458721569251453e-07 -2.450036075366206e-07 -3.21161567776245e-07 -4.423842366582627e-07 -1.854967341015589e-07 2.6346209585822425e-07 4.635140112789681e-07 5.26465084550588e-09 -1.2489782462251232e-09 -1.620485786802371e-09 5.92629160313376e-09 -2.665206291139468e-09 8.201138886666978e-09 -4.837398736599779e-09
age2_sex 4.933569962684795e-07 2.24025858711206e-08 2.4587752075130976e-05 0.0005063041658955762 -4.917962950963532e-05 -7.463337587789576e-07 6.971700586154479e-09 1.462584064656663e-06 -1.3472787452105559e-08 1.4325704424457771e-05 2.8967283655925916e-05 -7.260600905384848e-06 7.524080082664244e-06 -1.1541100269627686e-05 1.519584594279656e-05 2.1542090643372106e-05 -3.731441364090714e-05 -2.763113372723777e-06 6.268442571720274e-05 -5.326652899204152e-05 1.3003402856012256e-05 -2.201207546968806e-05 -3.213344663262185e-05 -8.573838800095763e-05 -5.42557661933226e-05 -6.339522509953424e-05 4.043738189187061e-05 1.2357178002925097e-05 3.7867907445265274e-05 3.1265164055632664e-07 3.415298222943884e-08 -2.2271955225381513e-07 5.462715926853456e-07 -5.895715070754117e-07 7.411202574672672e-07 2.5367823127564625e-07
age3_sex -2.359178099726115e-08 -1.2245715230839423e-10 -2.2373134893506325e-07 -4.439506064480553e-06 4.423995589502093e-07 6.971226695492912e-09 -6.659460583144137e-11 -1.3472787452103921e-08 1.2673632132596986e-10 -1.2880850417406636e-07 -2.837981237036456e-07 4.3008403978011687e-08 -6.493994687332345e-08 1.3917763923035293e-07 -1.6041011592432773e-07 -2.1500444842271772e-07 3.096575780181806e-07 1.9295773258623296e-08 -5.501732294412025e-07 4.674867219847274e-07 -1.2501286906828513e-07 1.4715257343455088e-07 2.864365127450035e-07 7.568589227331391e-07 5.186016703661992e-07 6.590087505756287e-07 -3.7207211661237657e-07 -1.6899529875156787e-07 -4.0589689098380484e-07 -3.6132269479944843e-09 5.400458947730743e-10 1.972026129903744e-09 -4.174563085681043e-09 4.410700697278003e-09 -6.328728725325385e-09 -1.9486011018941634e-09
PC_3 -0.001925902762596861 5.571632754227368e-06 4.3014140201113636e-05 0.0058197928182696914 -0.0005201072506243192 -9.565004185902313e-07 3.5904353403353727e-09 1.4325704424599944e-05 -1.2880850417540162e-07 0.4562447972500912 -0.06272861026592526 0.030111138832636556 0.06370958160395146 0.037043941964425786 0.02596927183632636 0.05059891150431761 -0.08893581415467146 -0.033654100233547875 -0.03888617226435262 0.08851101810437637 0.021696723037586626 0.12223203101204541 0.02415174677346567 -0.25671525715740934 -0.06689409799594129 -0.026292295172012446 0.06841814322993778 -0.09715430195051564 0.17771760002223397 3.647112781832086e-05 -5.0879757483990355e-06 -0.00012837988128902038 0.0016508246057973233 0.00032403067255391295 0.0015019264430968667 0.00018808593345926044
