 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.007658066251668436 -8.63082735461152e-07 0.0006112794420225779 -2.4718890476561215e-05 2.883560722469894e-07 -0.0026845601418166265 -3.0848557215165432e-06 -0.0018471435648465778 0.0006898848975813734 0.0024051702314905323 -0.0031640688171373876 1.2484236496558842e-05 0.002147425836343993 0.001085466134454739 -0.0049887969526209875 0.003034495165589171 -0.00450650176742256 -0.0033555864770729226 -0.005240391291863879 -0.002686898225735986 -0.005005952464999822 2.4595026103963e-06 0.00024203001672030235 0.00459220018252596 -0.0009770633381758216 -1.409825373916097e-06 -3.5444307072502505e-05 -6.617005056541942e-05 6.02793110458203e-05 4.998175635145016e-05 2.0686514994220606e-05 4.474958174553728e-05
yob -8.630827354604945e-07 2.354376213763814e-06 1.0813071736798469e-06 9.349527151698875e-09 -2.040197057643849e-11 9.238357694874473e-06 0.00031949473969216177 2.9494153673075007e-05 -0.00024216595079898392 0.00010078675067545753 -0.0002737888743827695 -5.670681545729497e-05 -0.00016298761371802325 0.00024747224076835723 -1.4483640399135373e-05 -0.0002272420766579934 0.00019478225056108393 -0.00014143338264270227 -1.915728327790615e-05 0.00011631240363851323 0.0001371090291435529 -0.00013525798513761277 -7.155363373636289e-05 7.229441575468393e-05 -0.00034357414516167194 5.1736402520679785e-08 -9.122172258626418e-08 -5.060763110525894e-07 -7.051557868395492e-07 -3.698577794037695e-07 -4.058800360884128e-07 -5.332294599291975e-07
age 0.0006112794420226698 1.0813071736796404e-06 0.00011692198472952981 -3.928563447303846e-06 3.912445540118525e-08 -0.00012498249722522157 -5.0517807785401534e-05 -0.0004477762872578734 0.0002814196707583795 0.00029012694538406886 -0.0004925662429183063 -0.0004275424462516118 0.00012043210433084778 0.0008940191213392382 -0.00012284677748752764 0.0003869595882830813 -0.0001586518778373449 0.00023587878102891932 -0.00011974684228504319 0.0009792449896077128 -8.955959702394654e-05 9.795139378479058e-05 9.840960674061015e-05 0.0007832326213321358 6.638205597069451e-05 3.437793345985985e-06 8.013441787472927e-07 -4.830954674981105e-06 -2.000385374671922e-06 1.8824130328693586e-06 2.491943104518807e-06 -1.4455382958935942e-06
age2 -2.471889047656332e-05 9.34952715170381e-09 -3.9285634473036884e-06 1.391972241264321e-07 -1.4335425556086348e-09 3.699993091754905e-06 8.129157002066399e-06 1.5414481615976163e-05 -1.4367734246702496e-05 -1.3939373009760931e-06 1.0769674118573452e-05 1.3104809496169403e-05 -1.355872301389543e-05 -2.3181604769452992e-05 3.0642052584135342e-06 -1.7123595501565975e-05 1.1415311914648124e-05 -4.800207702667134e-06 6.2318576134263116e-06 -2.5535975744966045e-05 1.1328309333548421e-05 -5.583617464982091e-06 -9.826260721335865e-06 -3.2028617403705654e-05 1.6351345993196906e-06 -8.307252506314256e-08 -3.1397703798538785e-08 1.8615127345152962e-07 -2.2470321911840234e-08 -2.7251528982439254e-08 -1.397332720300759e-07 2.2984014427123895e-08
age3 2.883560722470059e-07 -2.040197057646171e-11 3.9124455401182514e-08 -1.433542555608596e-09 1.5199464341520406e-11 -4.467909387374207e-08 -5.66626762617671e-08 -1.5160925607723775e-07 1.1927010436538353e-07 3.6960177968764402e-09 -1.1997300340680586e-07 -1.2512672106518567e-07 1.6550390671979878e-07 2.2068072255442625e-07 -3.933939445010368e-08 1.685957196350763e-07 -1.2900731997557875e-07 -3.446957615318995e-09 -1.0559805213258082e-07 2.0032324495583917e-07 -1.4512485192119482e-07 4.0040123466044644e-08 1.1488318679862015e-07 3.4621837582933776e-07 -8.935186441486942e-08 5.88346317191734e-10 3.3373002616347896e-10 -2.2246184923660743e-09 5.95954618906615e-10 3.311075292554769e-11 1.3969209336803575e-09 2.4095901960746143e-10
PC_3 -0.0026845601418169426 9.238357694874654e-06 -0.0001249824972252582 3.699993091756374e-06 -4.467909387375867e-08 0.5286120096699616 -0.08397443239475944 0.03305625028737959 0.06780314305060388 0.046204463109000594 0.05293541771679446 0.033132292467146364 -0.08793634744037146 -0.037167921990092744 -0.036584015298695365 0.08783805513856766 0.03317156763436682 0.15364460563134877 -0.006300853063284181 -0.20208369764399012 -0.05916413601360383 0.005363233728109264 0.056258564494848555 -0.1334024697131069 0.1744865017626466 0.0001401167835642127 0.00044251740409903583 -0.0002509584537668962 0.0009467406029023002 0.0002201083263463103 0.0014412065686174277 0.0004713895316984432
PC_4 -3.08485572209656e-06 0.0003194947396921616 -5.051780778545504e-05 8.129157002068664e-06 -5.666267626179216e-08 -0.08397443239476005 1.5364995226698874 -0.01009850320308196 0.33291536379491654 -0.1312178982343393 -0.1341342649914193 -0.014389034660730032 0.047452504033043096 0.09096069957510163 0.10994286105942211 0.16096940716603067 -0.08684715270006807 -0.18953712322203628 0.1340116262509617 0.083877025433259 -0.10279318582836616 0.05645870467683499 -0.08705039573707941 0.07665341843971309 0.24278497784140818 -0.0004520969363479103 -0.0008446173591340882 0.00031800028196672973 -0.000288458310582672 0.0018905870981938211 -0.0005291009452386393 0.0012688995956702772
PC_5 -0.0018471435648471247 2.9494153673075698e-05 -0.00044777628725788614 1.5414481615977187e-05 -1.5160925607725255e-07 0.03305625028737943 -0.010098503203080589 2.103901245374142 -0.10209399738812547 -0.2519211310541905 -0.21438244739013085 0.2740250445818406 -0.13925653486530537 -0.3484923397377199 -0.14969561878552032 0.005990285030696972 -0.15979803574629983 -0.1043519991510345 0.06928122844958542 -0.4480023131335453 -0.1044162644478464 -0.04659644078895145 -0.04247418000788541 -0.12803734897686742 0.29463657312108177 -0.0003179880877011188 0.0011342056015029708 -0.0008275129144290834 -0.0005538519640018491 8.274085746468674e-05 0.002012086766012189 0.0006665097315500454
PC_6 0.0006898848975814139 -0.0002421659507989841 0.0002814196707583358 -1.4367734246701578e-05 1.1927010436537776e-07 0.06780314305060378 0.33291536379491615 -0.10209399738812665 2.7332239204592956 0.1675056202594091 0.2422681813990741 -0.14072470496009915 0.25176240627242846 0.13896066187293357 -0.10760159149102468 0.155544978309527 0.38488593335432103 -0.43994932747657933 0.11309477922036736 0.32651235084705643 -0.07266023168056462 0.014073920171603214 -0.263710386311963 0.1839171902390026 -0.2271178646845121 0.0004499198852567088 0.0007906698614821623 -0.00043393027909277815 -0.001419975039401084 -0.0005048089050154016 -0.0013080431909145973 0.001517573008107339
PC_7 0.0024051702314915827 0.00010078675067545766 0.000290126945384228 -1.3939373009817539e-06 3.6960177969364323e-09 0.04620446310899999 -0.13121789823433821 -0.2519211310541915 0.1675056202594097 3.7725382143624366 -0.018055416343549225 0.4142355980246174 -0.19227650387260953 0.37633919979187497 0.27631561311435254 0.19057241486421156 0.06587350390314861 -0.42808775112277925 -0.23103438776794272 0.6239460841587917 0.21487731371085858 0.059390599160414295 -0.49591094169725297 0.06829216478504074 -0.5829368799711094 -0.0006819076220203962 0.002196310721224208 0.0007674565142788534 -0.002361027421684754 0.0002872333079296538 0.00061492322678734 0.00038628889317682204
PC_8 -0.0031640688171377376 -0.00027378887438276976 -0.0004925662429183305 1.076967411857455e-05 -1.1997300340682174e-07 0.05293541771679295 -0.13413426499142056 -0.21438244739012827 0.24226818139907325 -0.018055416343547428 3.9986847370695875 0.4607304393838265 -0.06942620872978308 0.26142718075981597 0.27977418112192115 0.11919033614245118 0.2747703272370987 0.27651354408460577 -0.3665281142151898 0.33799301541663235 0.49278028985139577 0.10182080152105101 0.26645973214716434 0.01694770921673505 -0.22404010534049648 0.00026609231136329425 0.0007807412621111291 -0.0011047847790728183 0.0022043788005410994 -0.0011069180575855222 0.0027974645119661617 -0.0006677215599712492
PC_9 1.2484236496304256e-05 -5.6706815457293706e-05 -0.00042754244625160115 1.3104809496169429e-05 -1.251267210651909e-07 0.03313229246714532 -0.014389034660728724 0.27402504458184135 -0.14072470496009953 0.4142355980246197 0.46073043938382363 5.210926466461445 0.362289576313269 -0.006589598955740595 -0.5277603631632846 0.37620208929261006 0.07492796865637272 -0.07876812219109658 -0.15905012554169806 0.04644079759368959 -0.3324506924368626 -0.1886876178611318 -0.09543539522729502 -0.3711338886684247 0.40944641925197717 0.0007333015197655403 -0.0019156963643387815 -0.0009262101210975597 0.0009843754551106061 0.0027951867550192384 0.0017695051603955547 -0.00020403974816639124
PC_10 0.0021474258363428683 -0.00016298761371802339 0.00012043210433061948 -1.3558723013888127e-05 1.6550390671972744e-07 -0.08793634744037038 0.04745250403304253 -0.1392565348653066 0.2517624062724272 -0.1922765038726084 -0.06942620872978117 0.36228957631326975 6.657857047399835 0.9012207217138786 -0.4094850941945768 0.03813527112660508 -0.1667198423346054 -0.015156563166999424 0.20914790956463297 0.3128121188746054 0.434220898768707 0.42724838871372406 0.03145340595302105 -0.20052897954989765 -0.6150954041394688 0.00011526331407494076 -0.0008440545614810589 0.0016741754361390409 0.0021755569928516394 -0.0015034697203042376 -0.0001898041521408786 -0.0008977065028198596
PC_11 0.0010854661344553134 0.0002474722407683554 0.0008940191213392371 -2.3181604769453975e-05 2.2068072255444314e-07 -0.037167921990092424 0.0909606995751019 -0.34849233973772015 0.1389606618729348 0.37633919979187574 0.2614271807598164 -0.006589598955741609 0.9012207217138807 5.496531251710706 0.38175478867528867 0.7799905563710824 0.3375349934648313 0.016340238939664443 0.013051609424038156 0.19834192864688405 -0.3133434272431276 -0.10807790589673077 0.09070823469547314 -0.6448301312482645 0.3749199005784069 -3.298486565047448e-05 -0.0013611447217351934 0.0013149923676685025 0.0018978417795639218 0.0014164562875132202 -0.0005848869119447536 0.001595802557518975
PC_12 -0.004988796952621688 -1.4483640399137464e-05 -0.00012284677748764425 3.064205258417736e-06 -3.933939445014822e-08 -0.036584015298695406 0.1099428610594219 -0.1496956187855239 -0.10760159149102548 0.2763156131143501 0.27977418112191865 -0.5277603631632837 -0.4094850941945777 0.38175478867529145 7.129390306434346 0.30355777593982725 0.25554973981704726 -0.1277393960844107 0.25275912945348855 0.5558081035880197 0.3316160113014498 -0.02358383210417829 0.014921291553343667 0.20261275175203441 -0.005667385845428569 -0.0010631204086893032 0.0020602362926400034 0.001244636740119924 -0.0035604259011569298 -0.0005877396095554859 -0.0007079495289732227 0.0012715319946027715
PC_13 0.003034495165589188 -0.00022724207665799465 0.00038695958828301896 -1.7123595501564454e-05 1.685957196350654e-07 0.08783805513856763 0.16096940716603106 0.005990285030699106 0.15554497830952715 0.19057241486420998 0.11919033614245145 0.37620208929261106 0.038135271126606474 0.7799905563710825 0.3035577759398281 6.721451132121989 1.159638187944265 -0.18164115997682595 0.10127968818492984 0.9005752193743809 0.3341905628762959 0.13349524528320322 -0.29122975042485993 -0.14563857495528143 -0.5110958109645813 -5.5775101416917765e-05 0.0006572764678869923 -0.0003660975222350082 -0.0018646813564830592 0.0009143186011332526 -0.0018001408893102825 -0.0007156345124230439
PC_14 -0.00450650176742212 0.00019478225056108374 -0.0001586518778372421 1.1415311914644854e-05 -1.2900731997554733e-07 0.03317156763436717 -0.08684715270007184 -0.15979803574629908 0.3848859333543194 0.06587350390314996 0.27477032723709616 0.07492796865637606 -0.1667198423346072 0.3375349934648324 0.255549739817041 1.159638187944264 6.88616147403013 0.39380525550838835 -0.3713765624502175 0.3713986827949908 0.29362206780029054 -0.025571914525256093 -0.14925232701344437 -0.5293310511444629 0.4856260190365854 0.00022176335155436685 0.0009067944601808237 0.0005434777870128256 -0.000999309899822252 0.0010159739143010573 -0.0017334857226998367 -0.0013717949221581966
PC_15 -0.003355586477071831 -0.00014143338264270273 0.00023587878102906417 -4.8002077026724955e-06 -3.446957615261975e-09 0.15364460563134869 -0.18953712322203647 -0.10435199915103484 -0.43994932747657994 -0.4280877511227801 0.27651354408460377 -0.0787681221910975 -0.015156563166998763 0.016340238939665425 -0.12773939608440962 -0.181641159976825 0.3938052555083877 7.03085956054528 0.05421482144103912 0.08655058131115484 0.20142049191685202 -0.14852039327199568 0.30191523003610693 -0.12713103302198409 -0.6271333689063329 0.0006712600207170892 0.001288954854738579 -0.0009136998503160803 -0.0018722800572388459 -0.0009330230825265937 -0.00022428780666852106 0.0002616618169406503
PC_16 -0.005240391291863461 -1.9157283277906594e-05 -0.00011974684228496255 6.231857613423582e-06 -1.055980521325552e-07 -0.006300853063284163 0.1340116262509645 0.06928122844957095 0.1130947792203728 -0.23103438776793675 -0.36652811421518655 -0.15905012554170225 0.20914790956463428 0.01305160942403715 0.2527591294534912 0.10127968818492893 -0.3713765624502202 0.05421482144103783 8.688946435961014 -0.09826679012688876 0.012276753762823047 0.287809302696271 0.24319849642881947 0.16361164458551036 -0.06375936583961074 -0.0008780055600176612 -0.0009842889066997438 -0.0025280974538259976 0.00043206780424084846 0.0023093496536084595 0.0020910641480821226 -0.00044673188909984417
