(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00375464360716472 7.64028859577929e-06 0.000237752318748621 0.000247627841294923 8.9903029562868e-05 2.25718454776366e-05 -0.00027248816641536 2.10697688806164e-05 -7.66776212350941e-05 3.46573825621042e-05
covarage 7.64028859577929e-06 0.000794198388307552 0.0011665852293772 -0.00120156989052842 -1.69049627570354e-05 3.84253174759825e-05 -9.64094442012396e-06 -1.92055469925211e-07 9.50745187444853e-06 2.82909989007756e-06
covarsex 0.000237752318748621 0.0011665852293772 0.00453472613512996 -0.00451004400526337 -2.00196249297272e-05 1.04145196149501e-05 -3.33793247059701e-05 3.9219451732273e-06 -1.32763733113953e-05 2.99491081679847e-05
covarage_sex 0.000247627841294923 -0.00120156989052842 -0.00451004400526337 0.00493223459191176 3.88301692274053e-05 -3.99638360362714e-06 -7.31906381128309e-06 -2.2237382480382e-06 7.61100353819118e-06 -2.57821183091488e-05
covarPC_3 8.9903029562868e-05 -1.69049627570354e-05 -2.00196249297272e-05 3.88301692274053e-05 0.000389343244635663 1.91530474874346e-05 -5.45136102100632e-06 1.43093476884161e-06 4.94894835262911e-05 4.76824017890809e-05
covarPC_4 2.25718454776366e-05 3.84253174759825e-05 1.04145196149501e-05 -3.99638360362714e-06 1.91530474874346e-05 0.000410534856937704 -7.97917031181247e-06 -8.55545092483763e-06 1.46103025231121e-05 1.83248996620831e-05
proband -0.00027248816641536 -9.64094442012396e-06 -3.33793247059701e-05 -7.31906381128309e-06 -5.45136102100632e-06 -7.97917031181247e-06 0.00123082234805186 0.000648240498173424 -0.00117984014018233 -0.00114930090466297
sibling 2.10697688806164e-05 -1.92055469925211e-07 3.9219451732273e-06 -2.2237382480382e-06 1.43093476884161e-06 -8.55545092483763e-06 0.000648240498173424 0.0014347890378224 -0.00132712467888236 -0.00128664101698351
paternal -7.66776212350941e-05 9.50745187444853e-06 -1.32763733113953e-05 7.61100353819118e-06 4.94894835262911e-05 1.46103025231121e-05 -0.00117984014018233 -0.00132712467888236 0.00390173401012428 -0.000251729683855432
maternal 3.46573825621042e-05 2.82909989007756e-06 2.99491081679847e-05 -2.57821183091488e-05 4.76824017890809e-05 1.83248996620831e-05 -0.00114930090466297 -0.00128664101698351 -0.000251729683855432 0.00381279566338897
