(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0197230044603571 0.0215172123239425 0.0110765816320097 -0.0284898902742442 6.46866855905865e-06 8.29969032742287e-05 -0.000100944767647969 5.29995321482657e-05 0.000182242713989554 0.000571301187122962 -0.000314527775078331 -0.000425452300376172 0.000146372338854759
covarage 0.0215172123239425 0.030695792364493 0.0222001374419838 -0.049451086731389 -0.000100446329473655 9.59945456989308e-05 -1.55843420496293e-05 0.000297272146711695 0.000359283140255019 0.000604436178170334 -0.00103113885586351 -0.000727670181921556 0.000168749037742
covarsex 0.0110765816320097 0.0222001374419838 0.0228291753600019 -0.0439874374354336 -4.22429737252787e-05 -3.24671048566903e-05 -6.85456914684628e-05 0.000196994896619376 0.000463603945376592 0.00028631093269613 -0.000520286182285379 -0.000518025187102039 -6.19618697513784e-05
covarage_sex -0.0284898902742442 -0.049451086731389 -0.0439874374354336 0.0952777776784206 -3.67198150376291e-05 0.000145908577605101 4.36486565552456e-05 -0.000380931469763825 -0.000739971267356066 -0.000578747603761022 0.00103239168132431 0.000996791975032514 -8.68056501506927e-05
covarPC_3 6.46866855905865e-06 -0.000100446329473655 -4.22429737252787e-05 -3.67198150376291e-05 0.00183313708625989 -0.000112097837563844 -3.32132222414756e-06 5.83286353090911e-05 -3.08458017404876e-05 0.000170637381136314 0.000117971470982531 0.000299236064502877 5.13326420022032e-05
covarPC_4 8.29969032742287e-05 9.59945456989308e-05 -3.24671048566903e-05 0.000145908577605101 -0.000112097837563844 0.0016556308394241 -0.000104512169151039 -4.77502082990012e-05 7.37997497254935e-05 -5.49368466540826e-05 0.000270781871928748 -6.05544643987413e-05 0.000167764761543488
proband -0.000100944767647969 -1.55843420496293e-05 -6.85456914684628e-05 4.36486565552456e-05 -3.32132222414756e-06 -0.000104512169151039 0.00316485221542362 -0.00161560807166505 -0.00171995521680743 -3.22622134484513e-05 0.000159304119077159 5.52038859415167e-06 0.000124922926929837
paternal 5.29995321482657e-05 0.000297272146711695 0.000196994896619376 -0.000380931469763825 5.83286353090911e-05 -4.77502082990012e-05 -0.00161560807166505 0.00994494726707129 0.000532771704025059 -0.00727979904101051 -0.00709361829315254 0.000238328071252705 7.69484476935339e-05
maternal 0.000182242713989554 0.000359283140255019 0.000463603945376592 -0.000739971267356066 -3.08458017404876e-05 7.37997497254935e-05 -0.00171995521680743 0.000532771704025059 0.00911457463630135 0.000212031035934978 0.000299243418902294 -0.00648164117946693 -0.00630925765831627
gpp 0.000571301187122962 0.000604436178170334 0.00028631093269613 -0.000578747603761022 0.000170637381136314 -5.49368466540826e-05 -3.22622134484513e-05 -0.00727979904101051 0.000212031035934978 0.0279022883476188 -0.0141682474006896 4.18396946403091e-06 -0.000571138129643321
gpm -0.000314527775078331 -0.00103113885586351 -0.000520286182285379 0.00103239168132431 0.000117971470982531 0.000270781871928748 0.000159304119077159 -0.00709361829315254 0.000299243418902294 -0.0141682474006896 0.027479934128237 -0.000697146237794662 0.000484298910329976
gmp -0.000425452300376172 -0.000727670181921556 -0.000518025187102039 0.000996791975032514 0.000299236064502877 -6.05544643987413e-05 5.52038859415167e-06 0.000238328071252705 -0.00648164117946693 4.18396946403091e-06 -0.000697146237794662 0.0164012508468236 -0.00387281877764649
gmm 0.000146372338854759 0.000168749037742 -6.19618697513784e-05 -8.68056501506927e-05 5.13326420022032e-05 0.000167764761543488 0.000124922926929837 7.69484476935339e-05 -0.00630925765831627 -0.000571138129643321 0.000484298910329976 -0.00387281877764649 0.015936376075452
