(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00366174505911655 0.000179553795441599 -0.00072159769337272 0.000257763779444557 8.10579130890872e-05 -6.69616711911881e-05 -8.97922371959164e-05 5.82502685166669e-05 8.55305813399038e-05 -0.000199347925217684
covarage 0.000179553795441599 0.00183715946181572 0.0025099582774513 -0.00287948924387739 -1.12137726206086e-05 3.99930441547475e-05 -5.68903943449023e-06 3.66568163675484e-06 -3.57381880715378e-05 2.7725769822091e-05
covarsex -0.00072159769337272 0.0025099582774513 0.00522365644774968 -0.00536720906753438 -2.56180748584067e-05 2.30615981530249e-05 1.86558642454833e-05 2.13967604739741e-06 -8.009250174734e-05 8.27155274732063e-05
covarage_sex 0.000257763779444557 -0.00287948924387739 -0.00536720906753438 0.00613059447477116 2.71074363723576e-05 -1.51886301034474e-05 -7.12733122896919e-06 -7.24668686661738e-07 6.4981018589401e-05 -7.54136529968913e-05
covarPC_3 8.10579130890872e-05 -1.12137726206086e-05 -2.56180748584067e-05 2.71074363723576e-05 0.000413240108950208 1.16114695999068e-05 -7.66951402270953e-07 1.27537537477244e-06 6.23238118228916e-05 3.87556439795103e-05
covarPC_4 -6.69616711911881e-05 3.99930441547475e-05 2.30615981530249e-05 -1.51886301034474e-05 1.16114695999068e-05 0.000415848056602114 -3.01864892796813e-06 -5.86032136744041e-06 9.68453584254411e-06 1.64620823044148e-05
proband -8.97922371959164e-05 -5.68903943449023e-06 1.86558642454833e-05 -7.12733122896919e-06 -7.66951402270953e-07 -3.01864892796813e-06 0.00119849889126878 0.000580735801961737 -0.00113155150300913 -0.00107330314034148
sibling 5.82502685166669e-05 3.66568163675484e-06 2.13967604739741e-06 -7.24668686661738e-07 1.27537537477244e-06 -5.86032136744041e-06 0.000580735801961737 0.00141599663745475 -0.00127507382714516 -0.00120435293338313
paternal 8.55305813399038e-05 -3.57381880715378e-05 -8.009250174734e-05 6.4981018589401e-05 6.23238118228916e-05 9.68453584254411e-06 -0.00113155150300913 -0.00127507382714516 0.00329789023854349 0.000205763884644156
maternal -0.000199347925217684 2.7725769822091e-05 8.27155274732063e-05 -7.54136529968913e-05 3.87556439795103e-05 1.64620823044148e-05 -0.00107330314034148 -0.00120435293338313 0.000205763884644156 0.00313912550345506
