 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 0.0036732155066923466 4.808668299833924e-06 -0.004982363997941185 -0.08497673012145325 0.0036623269330907046 7.219487875392601e-05 -3.4439268880855757e-07 -5.2061252375489046e-05 2.4416295922829827e-07 -0.00014360135441820663 0.00022184561502433298 0.0002720411840107355 -0.0005694658516957856 4.996200156267874e-06 -0.0003532060124474629 0.0002542457795587104 -0.0005261344277919964 0.00025925527577597704 -0.0004434069821225159 -0.0004631788097830598 0.0006516084179991543 -0.0006183706139795089 -0.0003300966319557906 3.364204966826759e-05 0.000583281293523467 0.00024386036977132406 -2.4066555330457458e-05 8.470968031320744e-05 -0.0005476336800612898 -2.5358041397087576e-06 3.4276243499634633e-06 -3.407547823496732e-06 -3.535162166818006e-06
yob 4.80866830010305e-06 2.201375788240935e-07 -5.801538703061751e-06 -0.00015951026494321341 6.551556094689873e-06 7.908878875201668e-08 -3.4710931112002093e-10 -8.928529138250153e-08 4.036596043124479e-10 8.184833104914861e-06 9.782197055284163e-06 -1.8383912576931984e-06 -2.2878739548826086e-05 -1.3345915071995612e-05 1.6616157265824632e-06 4.986140698490024e-06 -5.196038746681076e-06 1.1179549908033507e-05 -6.913920917189652e-06 -1.622218545188703e-05 2.098797552472732e-05 -1.5534162023130475e-05 -2.7260164713960315e-06 1.9449726675779215e-05 9.952386255499355e-06 1.6202782267069148e-06 -6.351090617800696e-06 9.92910216647988e-06 -2.9627827068575156e-05 -5.84007856367127e-09 -5.7811721297041774e-09 -3.538254842126952e-08 -6.438140459730381e-08
age -0.004982363998208432 -5.801538702942032e-06 0.009465344433275433 0.2128696088468686 -0.009453185393369149 -0.00013847987070097974 6.669607201539012e-07 0.0001382624505099546 -6.660761412127769e-07 0.00022093400674544345 -0.0005329796519547772 -0.0003545334005735185 0.0005043805561760986 0.0001052260105769441 0.0003732182425884342 -0.0001434143573553006 0.00041599869430002876 -0.00029536686889065423 0.0004794233107980072 0.0006744955992814783 -0.0009620200986302125 0.0006800830230900091 0.00042008009844731056 -8.944942600079865e-05 -0.0012159931577748553 -3.0007831465306642e-05 -0.00014772080929438154 -0.0004073590423424649 0.0008479381415692015 6.4063916155859045e-06 -9.455148763629393e-07 1.6950197781008804e-06 7.977311707428975e-07
sex -0.08497673013209109 -0.00015951026494588342 0.21286960885575107 5.686472196231987 -0.2541713976162514 -0.0031039854120509195 1.4900428930654678e-05 0.0037391503035650473 -1.8105571177454997e-05 0.0021521632593544753 -0.020317702746547314 -0.011314065194516937 0.01130739751476338 0.008552807977733844 0.0058390243313028575 -0.0015907017113796123 0.005157664219324374 -0.007127077394017045 0.01037253391479406 0.01816254529127253 -0.02233483212363994 0.017956252242348425 0.006178319754706671 -0.008995754557705151 -0.035335616622836886 0.005675648496467585 -0.002443139867688123 -0.018499643056599083 0.024989270275207736 0.00015665278954999268 2.191110729993989e-05 2.500680429624416e-05 4.0207818168195076e-05
age_sex 0.003662326933576292 6.5515560946357044e-06 -0.009453185393788982 -0.254171397616832 0.01140396314593203 0.00013825240435186807 -6.656319465915402e-07 -0.00016838935613684873 8.183123074191881e-07 -7.63165679614156e-05 0.0008429491814248292 0.00045479836191162596 -0.0004406054144734181 -0.0003575764392315865 -0.00024086405207451126 5.223248600793996e-05 -0.00019834275153747316 0.0002574255467039607 -0.0004197839310377487 -0.0007514123457377927 0.0009192210157658712 -0.0007299882144160966 -0.0002479602426797736 0.00035008394568961175 0.0015214254076672624 -0.00027533728682975766 0.00013601478423792013 0.0007942227656192619 -0.0010111902179362137 -6.457165336961972e-06 -7.683597770512274e-07 -1.2462279075505466e-06 -1.9091904125128397e-06
age2 7.21948787577822e-05 7.908878874808772e-08 -0.000138479870700918 -0.0031039854119195224 0.0001382524043456642 2.0320764046643774e-06 -9.816670105738026e-09 -2.0281143967859337e-06 9.799374189272461e-09 -3.0239507366566786e-06 6.98297464713141e-06 4.304881518253413e-06 -6.793110578883005e-06 -9.244976872759195e-07 -5.428971587007921e-06 1.909507564007924e-06 -5.923683768791607e-06 3.918396669962438e-06 -7.007171516204372e-06 -9.317067146132995e-06 1.3529151475304629e-05 -9.16911135479929e-06 -5.896573410541873e-06 5.256976496876683e-07 1.715020006719233e-05 5.232684517406575e-07 2.431969967321484e-06 5.0408448999379336e-06 -1.135588191283214e-05 -8.839829437762988e-08 1.539498967267928e-08 -2.6896421017131695e-08 -1.0790357205118488e-08
age3 -3.4439268882693517e-07 -3.4710931110488937e-10 6.669607201532879e-07 1.4900428930014787e-05 -6.656319465613472e-07 -9.816670105733454e-09 4.756931903812504e-11 9.793936273057516e-09 -4.746534656693738e-11 1.3449415181368786e-08 -2.9586628261402592e-08 -1.708252866547675e-08 2.8763532422202836e-08 1.6633802185173917e-09 2.573536809593357e-08 -7.930977453975791e-09 2.7791433642264548e-08 -1.700084493331874e-08 3.356602058780262e-08 4.210162086551942e-08 -6.211982519562111e-08 4.01058249427964e-08 2.651474088010392e-08 1.7141068338221772e-09 -7.999870932208043e-08 -3.1597404509310694e-09 -1.3502021947787231e-08 -1.962898110096707e-08 4.9802958754760856e-08 4.066033264101448e-10 -7.843060371722305e-11 1.3467747012192293e-10 4.6074398044181424e-11
age2_sex -5.206125238274767e-05 -8.928529138435771e-08 0.00013826245051644438 0.0037391503035816434 -0.0001683893561372083 -2.0281143968818242e-06 9.79393627352395e-09 2.495638996128319e-06 -1.2172291877045103e-08 8.493600891326875e-07 -1.1557076425110806e-05 -6.081644046599562e-06 5.63705505929877e-06 4.919526356720603e-06 3.307604123776495e-06 -4.7632138681734356e-07 2.49159070317327e-06 -2.980972121274948e-06 5.663697411544463e-06 1.0336884472019385e-05 -1.2485358603243896e-05 9.788925701138783e-06 3.189305946366277e-06 -4.4681665012278326e-06 -2.1588672416262062e-05 4.3175786190898e-06 -2.4039652661783684e-06 -1.1265243842652717e-05 1.3487241458078907e-05 8.785375822613451e-08 8.446981469831416e-09 2.050020971167375e-08 2.9487229748252618e-08
age3_sex 2.4416295926410516e-07 4.0365960431737155e-10 -6.660761412456198e-07 -1.8105571177571532e-05 8.183123074225456e-07 9.799374189757422e-09 -4.746534656929528e-11 -1.2172291877068886e-08 5.958731180459945e-11 -2.735640860162484e-09 5.240239882763716e-08 2.7165356006014e-08 -2.3642430168394023e-08 -2.224644368563702e-08 -1.5175848042941987e-08 9.574155046933047e-10 -1.0233719883744774e-08 1.0943087127433455e-08 -2.5551922190428016e-08 -4.723583319563862e-08 5.589273213329959e-08 -4.327313082903671e-08 -1.3172003211436174e-08 1.8589969769753294e-08 1.0096712105057234e-07 -2.1991915316041957e-08 1.3583174612478368e-08 5.2473027419090926e-08 -5.931918915555868e-08 -3.957196277738859e-10 -2.7124699642712965e-11 -1.105506740097985e-10 -1.5050215768268611e-10
PC_3 -0.00014360135440978202 8.18483310493572e-06 0.0002209340067171978 0.002152163258506157 -7.631656792320238e-05 -3.0239507362451e-06 1.3449415179394575e-08 8.493600885664047e-07 -2.7356408574016933e-09 0.04720117288035464 0.0007080251517376326 0.0027841642223477435 -0.0037587924964730068 -0.009437731047186555 0.005149785464450383 0.005295600744606407 -0.0069388192705895505 0.00027302872063297883 -0.0010186359193630687 0.00011213572891795053 0.010796503177024056 0.0041579302213369095 -0.002852666301581593 -0.016080453682024272 0.004071392120684579 -0.0010387694010672492 0.004783776526235246 -0.0010020930870791736 0.007022060245206571 5.632034007318959e-06 3.2229569773849515e-06 0.0001424927904957649 0.00010019721281110753
PC_4 0.00022184561507461816 9.782197055309308e-06 -0.0005329796520217898 -0.020317702747545265 0.0008429491814675871 6.982974648115179e-06 -2.9586628266157352e-08 -1.1557076425714327e-05 5.240239883044519e-08 0.0007080251517343624 0.15831248446832183 -0.0025221623437070764 0.008333328237488004 0.0017023974229574506 -0.0018201990569044317 -0.00869115190438078 -0.0016200671851341038 -0.013767126374447892 0.0011931551915722576 0.010930931745390922 -0.019815093474570042 -0.008640812516109962 0.011573956869038426 0.008743743203876645 -0.007598101611430716 0.003804684207133523 -0.0057997584658774195 -0.001828593099033494 0.006765044799700274 -1.63432115176875e-05 -2.0561297394920575e-05 2.562493650627826e-05 4.8446452284536446e-05
PC_5 0.00027204118403813726 -1.8383912576823649e-06 -0.00035453340060797423 -0.011314065194978939 0.0004547983619312418 4.304881518759984e-06 -1.7082528667929002e-08 -6.081644046873911e-06 2.7165356007278914e-08 0.0027841642223459216 -0.0025221623437075356 0.20686851741669296 -0.00277667060042093 -0.004707084553969307 -0.00303319421868891 0.008069229574333047 -0.019407257867130927 0.0027686845157647525 -0.018501752631645444 -0.013823854770469435 -0.0033700805656650527 -0.013736063585334553 0.012793637747454999 -0.02572191090459497 0.009812052073111137 0.006874136059665229 -0.0006279305309261006 -0.0025754635884696667 0.01641581558504317 -4.025608363655642e-06 -4.071236590688734e-07 3.261435011253162e-05 8.363767078975947e-05
PC_6 -0.0005694658517042161 -2.2878739548812316e-05 0.000504380556165721 0.011307397514070385 -0.0004406054144412951 -6.7931105787337544e-06 2.876353242149669e-08 5.637055058810219e-06 -2.364243016595599e-08 -0.0037587924964717486 0.00833332823749198 -0.0027766706004188797 0.2600301856581857 0.008483893607413284 -0.003941204393199107 -0.01109016487399461 -0.012417549727843478 0.004797250877419069 -0.011860011032295439 0.002473550759031126 -0.005766414068019026 -0.024987313533286145 0.01540872957047495 0.023214117227015572 -0.005642469996265986 -0.0016765546028629944 -0.008909381883135573 -0.0037720019668963595 -0.012013690224379033 -1.8016602857009632e-05 -7.801250496443638e-06 3.4612058431117854e-05 -1.2600122347039888e-05
PC_7 4.996200122295729e-06 -1.3345915072027963e-05 0.00010522601063741792 0.008552807979017174 -0.0003575764392882609 -9.244976881611047e-07 1.6633802227831098e-09 4.919526357544938e-06 -2.2246443689586723e-08 -0.009437731047184839 0.0017023974229545538 -0.0047070845539711635 0.008483893607416483 0.3250795901657871 0.007252021313508306 -0.009679555472400235 -0.018578767960829995 0.01297354226716129 0.014428020396437709 0.035153056648417495 0.007229815872978466 -0.02880842014249549 -0.019399810001626376 0.03394326183615085 -0.015799528951265858 -0.013771034102573401 0.001458644554558156 0.007638726464718639 -0.011499703102453018 2.79277372077677e-06 -2.7841092428607083e-06 -5.908492394782264e-06 6.379686482835998e-05
PC_8 -0.00035320601244375453 1.6616157266068159e-06 0.00037321824256109635 0.005839024330333047 -0.00024086405203047634 -5.428971586610433e-06 2.5735368094031232e-08 3.307604123119114e-06 -1.5175848039715424e-08 0.005149785464450864 -0.001820199056900184 -0.0030331942186865835 -0.003941204393200121 0.007252021313505653 0.34130402332474435 0.005388886709412626 0.019365422027640182 -0.001354329065722497 -0.010680453669388641 -0.02248939772586026 0.008415731595443517 0.03699959352494248 -0.017667099451550736 0.009132268607236144 0.0201311317119749 0.005654320826104637 -0.005022773742806531 0.0032783589202683818 -0.01591330481964715 2.6582358695849638e-05 1.3189222776108088e-05 8.363925387515103e-05 4.653057876640776e-05
PC_9 0.0002542457795547419 4.986140698478408e-06 -0.00014341435734040872 -0.0015907017109174466 5.223248598707596e-05 1.9095075637908832e-06 -7.930977452934551e-09 -4.763213865075256e-07 9.574155031800065e-10 0.005295600744606345 -0.008691151904382586 0.008069229574332046 -0.011090164873993974 -0.009679555472399235 0.005388886709412827 0.459808504959804 0.024768768345049687 -0.0008842193734338974 -0.025971600414651456 0.005540426135274523 -0.0029516906240200443 -0.009007284259789389 -0.015845792511920042 -0.016774005849926797 -0.006528251245965091 0.002634401380464976 -0.0006714898843447194 -0.01283863786135097 0.021235211413871427 1.0298617000275028e-05 1.8848950175947976e-05 4.803707975125084e-05 -7.626206675884474e-06
PC_10 -0.0005261344277797314 -5.196038746643346e-06 0.0004159986942539309 0.0051576642178924065 -0.00019834275147280933 -5.923683768119672e-06 2.7791433639040612e-08 2.4915907022127577e-06 -1.0233719879051693e-08 -0.006938819270589394 -0.0016200671851284926 -0.01940725786712782 -0.012417549727845405 -0.018578767960833083 0.019365422027639544 0.024768768345049694 0.5819415242404002 0.03381059554183047 -0.02519298342722932 -0.0163962001312117 0.0013334502660175887 0.025512362783555502 0.0046318511146050635 -0.008989529866912212 0.014504671254156849 0.006074236123899314 -0.009082072508137275 -0.0018326953696312914 -0.01781039532687587 2.067293838124913e-05 -1.1246325773938554e-07 4.4249238331208226e-05 6.821224364630122e-05
PC_11 0.00025925527577815884 1.1179549908017887e-05 -0.0002953668688780782 -0.007127077393442067 0.00025742554667760296 3.918396669780247e-06 -1.7000844932450183e-08 -2.9809721208780466e-06 1.0943087125470225e-08 0.0002730287206323195 -0.013767126374450822 0.0027686845157632273 0.004797250877419456 0.012973542267163397 -0.001354329065722896 -0.0008842193734335872 0.03381059554182956 0.5210349979449886 -0.0023853886166454842 -0.002154896717098131 0.011743812964564587 0.03758335640938612 -0.007159681132520402 0.018885249007486882 -0.008836665606117188 -0.006215385141416988 -0.004040280209679684 -0.00056480050886132 0.03711572668317803 -3.168945502654905e-07 -9.569516970115855e-06 0.00011451836271325631 7.055767334717279e-05
PC_12 -0.00044340698212335663 -6.913920917162991e-06 0.00047942331077168387 0.010372533913715676 -0.0004197839309884849 -7.007171515822268e-06 3.356602058597721e-08 5.663697410804917e-06 -2.5551922186779842e-08 -0.0010186359193621155 0.0011931551915773976 -0.018501752631642672 -0.01186001103229628 0.014428020396434179 -0.010680453669388175 -0.0259716004146519 -0.025192983427227967 -0.0023853886166453377 0.5791799142544973 0.031566314231009286 0.005925920508980716 -0.01375711500561237 0.009295988309537788 0.030745920674983582 0.019480164483689416 0.011042660883080192 0.020532563607431383 0.016246744538949698 0.0011753232551928456 9.156104265564664e-06 -1.775334664067621e-06 -8.93069156142401e-05 8.706677692091798e-05
