(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000129361002096764 -1.48004560487982e-05 2.04806777676172e-05 -1.24690192848641e-05 3.76747690621792e-06 -2.18272252145714e-06 8.36190525232061e-06 1.09671151149713e-05 -1.65404411384335e-05 -1.55111061648568e-05
covarage -1.48004560487982e-05 0.000396615738938028 0.000596806883655425 -0.000615264226331179 -1.13064052906175e-05 1.75343103081331e-05 -3.46557221795942e-06 1.07582118939878e-06 -1.64739427209515e-06 -2.69059903355973e-07
covarsex 2.04806777676172e-05 0.000596806883655425 0.00168717624052969 -0.00165191875472378 -1.06955941650839e-05 3.66912381209885e-06 -1.31492344358008e-05 1.19268865643595e-06 -9.97558706373659e-06 6.8299343169834e-06
covarage_sex -1.24690192848641e-05 -0.000615264226331179 -0.00165191875472378 0.00175649843449132 1.28273361797999e-05 -2.96635330458911e-06 -1.07618600402618e-05 -5.09041755442854e-07 6.07788400708922e-06 -8.99171957156149e-06
covarPC_3 3.76747690621792e-06 -1.13064052906175e-05 -1.06955941650839e-05 1.28273361797999e-05 0.000112421667576012 4.78916778030793e-06 1.44689521509557e-06 6.44019134171643e-07 1.37475567659706e-05 1.7558936306532e-05
covarPC_4 -2.18272252145714e-06 1.75343103081331e-05 3.66912381209885e-06 -2.96635330458911e-06 4.78916778030793e-06 0.000123966290325328 -5.71505963142356e-07 -1.37984213058563e-06 4.64786080903039e-06 3.27297770452404e-06
proband 8.36190525232061e-06 -3.46557221795942e-06 -1.31492344358008e-05 -1.07618600402618e-05 1.44689521509557e-06 -5.71505963142356e-07 0.000422610819964505 0.000209416234821107 -0.000399120430101837 -0.000377529229646851
sibling 1.09671151149713e-05 1.07582118939878e-06 1.19268865643595e-06 -5.09041755442854e-07 6.44019134171643e-07 -1.37984213058563e-06 0.000209416234821107 0.000470272175805023 -0.000440149548924729 -0.000419709291459358
paternal -1.65404411384335e-05 -1.64739427209515e-06 -9.97558706373659e-06 6.07788400708922e-06 1.37475567659706e-05 4.64786080903039e-06 -0.000399120430101837 -0.000440149548924729 0.00153806514007829 -0.000312864870668374
maternal -1.55111061648568e-05 -2.69059903355973e-07 6.8299343169834e-06 -8.99171957156149e-06 1.7558936306532e-05 3.27297770452404e-06 -0.000377529229646851 -0.000419709291459358 -0.000312864870668374 0.00147949525523849
