 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.005392676266809413 -2.5800139457592943e-06 0.0004791156359891302 0.0008244598136929 -0.00015110854300817342 -2.0384213395312993e-05 2.447534637279306e-07 7.043590702985513e-06 -8.904063293495605e-08 -0.0014528549765981595 0.0007097920370058812 0.00030165723793113073 -0.000740942259659063 -0.0003221994998714326 -0.0009507679575949256 0.0010848394144325469 7.378413976958837e-05 -0.0014952927446645083 -0.0028091099401436484 4.009409853680729e-05 -0.003485657457147202 -0.003492462257096798 -0.005178915837664936 -0.0032620335909331454 -0.003441564225006504 -0.0028275731499795313 0.0006857525166288192 0.005532071556942054 0.0030759604671424037 1.4571588931762304e-05 -2.1039035090233385e-05 -2.569031452526284e-05 2.1758864176196332e-05 3.741667138897729e-05 5.450135337767611e-06 1.0305696731643974e-05
yob -2.580013945741999e-06 1.6527439497886505e-06 1.3824635161315153e-06 5.127802332650485e-06 -5.605256259272372e-07 -3.75174136819738e-09 -5.863273859761124e-12 8.644910033758157e-09 1.7204658850775748e-12 1.0582981812481445e-05 0.00023441476065757315 1.4576595603338389e-05 -0.0001500866272939893 4.86557046426975e-05 -0.0001827246189076133 -3.982064273351633e-05 -8.002717949699603e-05 0.00020541562506386 -5.5691707999371647e-05 -0.00015327833341985335 0.00013383147377441873 -0.00010900649945287273 8.8957180643734e-06 0.00010250032083081794 9.449641716184666e-05 -4.632057506396634e-05 -5.83784581120033e-05 5.1393899975115686e-05 -0.0002105833438274698 4.955198136785701e-08 2.3032389907966763e-07 -2.459262405579385e-07 -6.020829482929021e-07 -3.994202939785484e-07 -3.162577998137475e-07 -2.7976436321720403e-07
age 0.0004791156359894967 1.3824635161277913e-06 0.00016524712884478056 0.0011961352430961854 -0.0001580185422021962 -5.803808929876947e-06 5.9494241373851515e-08 5.5979975260724655e-06 -5.7519924243923854e-08 -7.681444599982086e-05 0.00038489430079503275 0.00017272105664934624 -4.947820819878332e-05 -0.0005315653324502729 -0.0002558300387141302 -0.00022607181524218688 -0.00041456069265941465 -0.0004672775840983822 0.00016000441191660659 -0.00018061920528376587 -0.00012125581622900305 -0.00033160778962296303 -0.00019221848771652845 -4.2653211789623904e-05 -2.9806822495685903e-06 -0.0009810635358089238 -0.0002759313369619814 0.0006212399045860317 0.00016998880533180153 3.871761073484722e-06 -5.961666340648786e-07 -2.1443454897325563e-07 3.6261459877692956e-06 -2.9213587475294706e-06 7.294469409066272e-08 -2.5817023475212483e-06
sex 0.0008244598136976053 5.127802332630318e-06 0.001196135243096775 0.017720674518722373 -0.0020552406039327942 -3.9879912014079894e-05 3.94589052076351e-07 6.745239027734681e-05 -6.592581377745242e-07 -0.00024524742548720247 0.0027103728710432527 0.0029329522624744336 -0.0012301764906105974 -0.006056222066193523 -0.0014201457996735347 -0.000249270021541372 -0.003492245767983817 -0.008830352821288662 0.0008907038188174208 -0.002780280086750923 4.5803510925539746e-05 -0.004151384713624789 -0.001028381040736717 -0.005949608495535539 4.238294017617241e-05 -0.007723526139288688 -0.0022129295769464643 0.0010796258808693662 -0.0001412557400758394 4.036368012786692e-06 -1.686621865487522e-05 2.796482981532434e-05 8.296838538197645e-05 -5.631180782344819e-05 -7.0674614745696994e-06 -2.3745636227771815e-05
age_sex -0.00015110854300880372 -5.605256259238432e-07 -0.00015801854220226597 -0.0020552406039326845 0.00026440163594227783 5.59667839721461e-06 -5.757872119802345e-08 -9.220736415745763e-06 9.379304813770516e-08 2.530968024512363e-06 -0.00037081305603544625 -0.0004395267193756351 0.0001980061181858277 0.0006424447216045903 -3.653108652803648e-06 -7.825807809328677e-05 0.0005653598070182537 0.0010759001417148834 -0.00025903110180775494 0.0003545747012985954 -4.950422689531759e-05 0.0005042162119869536 0.0001478476563990885 0.0006320275761234079 1.1110087217033746e-05 0.0010315583670551102 0.0002544626431547532 -7.004381860588175e-05 -0.00018368232079233143 -1.848730633086084e-06 1.6090753530034246e-06 -2.786565188782199e-06 -6.112961266552629e-06 4.936370198126998e-06 1.5613127159341497e-06 1.378949285740548e-06
age2 -2.0384213395325502e-05 -3.751741368066579e-09 -5.803808929876522e-06 -3.9879912014054605e-05 5.59667839721156e-06 2.1541268324576882e-07 -2.2902399964220544e-09 -2.082757122168399e-07 2.2192275915846355e-09 1.8858943032328479e-06 -8.975159166818942e-06 -7.854775497597235e-06 -3.7776460257293434e-07 2.1633025311149716e-05 4.19455736882365e-07 4.045493190453769e-06 1.0823759416790072e-05 2.071175956274703e-05 -8.854505045638284e-06 3.934161267147267e-06 8.143679200898697e-06 1.219840608995317e-05 9.717130710276126e-06 2.9254779742515393e-06 6.6154455734280755e-06 3.451276951512559e-05 3.3020866663247027e-06 -2.5636337194387944e-05 -8.924971441666984e-06 -1.3163961031231e-07 4.143862849529752e-09 3.0942785288446872e-09 -8.185612617546917e-08 8.138599758320278e-08 -2.410954506153223e-08 9.397983466356482e-08
age3 2.4475346372806043e-07 -5.863273862032467e-12 5.949424137384411e-08 3.945890520760615e-07 -5.7578721197988356e-08 -2.2902399964219663e-09 2.5071568039431048e-11 2.219646832875424e-09 -2.4341382870068156e-11 -1.9377337263704088e-08 1.0566816091253063e-07 9.163061242671892e-08 -2.1312142791593706e-08 -2.1942887059943582e-07 1.3201705058555048e-08 -1.227111417922377e-08 -9.576654514114963e-08 -2.0302832810721156e-07 8.215748721699453e-08 -5.0777451683591475e-08 -9.640515773760822e-08 -1.5437451650797243e-07 -1.4666150115997505e-07 -4.027227319461632e-08 -1.0140007183314984e-07 -3.619138052354241e-07 1.0782751776753739e-09 3.056653542327672e-07 1.079860457237863e-07 1.3720748081858923e-09 1.3798526197749888e-10 -3.6197530729422544e-11 3.1063986632038767e-10 -7.24168773835796e-10 1.4710051408650418e-10 -9.63540861070261e-10
age2_sex 7.043590703006928e-06 8.644910033682755e-09 5.597997526074673e-06 6.745239027733965e-05 -9.220736415745356e-06 -2.0827571221693794e-07 2.2196468328765616e-09 3.371188134888898e-07 -3.5517992288245653e-09 2.689630616403871e-07 1.3476367288255791e-05 1.6724124709672566e-05 -7.933106119697656e-06 -2.044520092832953e-05 4.116471818327113e-06 5.6682296653640824e-06 -2.105434837062134e-05 -3.5542984773228505e-05 9.972631287026531e-06 -1.2636571698030564e-05 1.8083963014371644e-06 -1.6419610734235245e-05 -6.226198180453243e-06 -1.7680109323372946e-05 -2.1535405381873363e-06 -3.6984926193536935e-05 -7.63726307398664e-06 3.2199365457311256e-06 1.2055247720404931e-05 8.64058447929222e-08 -3.5914294522625464e-08 1.0999029687851198e-07 1.0994315476328138e-07 -1.3507273272728124e-07 -6.734097222229399e-08 -6.306542400589169e-08
age3_sex -8.904063293519783e-08 1.7204658868789518e-12 -5.751992424394502e-08 -6.592581377744294e-07 9.379304813769815e-08 2.2192275915855967e-09 -2.43413828700794e-11 -3.5517992288244628e-09 3.8520633577724456e-11 -6.787285110580602e-09 -1.3592812067459523e-07 -1.7861649322312688e-07 8.979007785104742e-08 2.0234576383181454e-07 -6.578914452085599e-08 -8.30712070574553e-08 2.141980899547767e-07 3.4386382524778225e-07 -9.901055689483089e-08 1.367811881482992e-07 -1.2997245906580807e-08 1.6229556736903415e-07 8.056372981050369e-08 1.5412310627928232e-07 4.130869127308548e-08 3.776615783056103e-07 5.6439615187902375e-08 -6.205874276214878e-08 -1.858105968244009e-07 -1.078564235104667e-09 2.141943103775399e-10 -1.3061516908675737e-09 -3.9016960251591293e-10 1.1155454915845713e-09 7.739262406878593e-10 9.261966675974399e-10
PC_3 -0.0014528549765982053 1.0582981812483015e-05 -7.681444599984685e-05 -0.00024524742548756947 2.530968024568745e-06 1.8858943032339996e-06 -1.9377337263717094e-08 2.6896306163819627e-07 -6.787285110556407e-09 0.3674362419347662 -0.056801011910602106 0.029880634963043086 0.05416611824176181 0.017378919222700007 0.022977102642992468 0.02448397133739739 -0.05522900359408851 -0.042851499127055694 -0.03048271860405325 0.06296277376728987 0.009741898240176506 0.09757144204743594 0.012903099506936666 -0.15176174438885756 -0.04225495545314005 -0.003090195481721144 0.04249649715092977 -0.07538161182724637 0.14164465637188356 3.2799687331317454e-05 0.00010886352103839807 -0.00022045757846962332 0.0008704386423491856 0.0003483727185869118 0.0011607891420698175 0.00029600758974825066
