 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.0326672780016633e-05 3.0241640186339584e-08 -3.2500679025812656e-06 -1.7133509893324852e-05 1.0870183658502813e-06 6.346612009291057e-08 -3.755242822170971e-10 -2.1953148135988717e-08 1.3883115744940585e-10 3.604557896434357e-06 -2.595740820586053e-06 3.999186745120989e-06 -3.838073708715936e-05 4.786818074262393e-05 -6.881034347866452e-05 4.6883335116032185e-05 -4.084701827194632e-05 -5.084621764872323e-06 -7.363390942407377e-05 -5.64996429426118e-06 -1.4537498263870764e-05 -4.886347182225299e-05 2.191337100131122e-06 -3.511645969433024e-05 -5.341745518178168e-06 4.8770395029113e-06 -3.866801022001467e-05 -4.4927986913947285e-05 6.346484775659108e-05 -1.7863496717811575e-08
yob 3.024164018641579e-08 9.834078751197602e-08 1.5560713972598164e-07 3.8811133928672424e-07 -4.4435460964218865e-08 -6.838133046177158e-10 -3.430052047618313e-13 6.253565462982891e-10 -1.350853818354723e-12 6.033728689802596e-07 6.93931145669537e-06 4.7102290207527787e-07 -6.772853692890791e-06 -1.6361201275404646e-06 -3.2168566890842624e-06 1.0110870332652633e-07 -2.533991091893091e-06 4.493331464442626e-06 -1.6886081176900205e-06 -4.202146343890588e-06 5.716230263638165e-06 -5.42486695603658e-06 -2.651325254427691e-06 8.497985428268547e-06 2.6714989751225123e-06 5.5208978875070024e-08 -2.2346292255210326e-06 2.842540888155024e-06 -1.1293039191313616e-05 -2.1286027694582434e-08
age -3.250067902564389e-06 1.556071397272429e-07 4.25579493270369e-05 0.0006334880993588822 -4.226262316049689e-05 -8.536300098401332e-07 5.332481708713839e-09 8.51130363284102e-07 -5.31993178027304e-09 1.2561595054405733e-06 -2.3563837643306876e-06 -6.048195613553903e-06 -1.691392638071555e-05 7.301643015600754e-06 1.4874791348848784e-05 1.0753299884991633e-05 2.6357552217125664e-06 3.047280351128772e-06 1.3340555077018454e-05 -6.9731191329243736e-06 -1.566000870057088e-05 -9.971102256429288e-06 -3.607194494532934e-05 9.322186619945258e-06 8.007632217440588e-06 -4.596387157688975e-06 -4.0557294678851976e-05 -2.0034864907181446e-05 1.0987149884049748e-05 8.106563677074258e-09
sex -1.713350989308471e-05 3.881113393136093e-07 0.0006334880993588698 0.016495630126783165 -0.0010689486381892162 -1.2450902137361756e-05 7.645589707386449e-08 2.1124748094864135e-05 -1.302001843974835e-07 6.859624780328795e-06 9.530859914467428e-05 -4.721568732108448e-05 0.00010671634315846859 -3.667052926125741e-05 0.00016690975659299035 0.00020460590411779477 8.064623450050891e-05 0.0002524179694760303 0.00017498366310956547 -0.0003983069625458071 1.1508961550161346e-05 -3.0754668264607914e-05 -9.389335224391638e-05 -7.000538744968544e-05 0.000297071627363717 0.00032234715760843385 -0.0004013890958489351 -0.00021887111519635355 -4.994782949949242e-05 -1.3753829751351201e-06
age_sex 1.0870183658249075e-06 -4.4435460966440355e-08 -4.226262316051042e-05 -0.0010689486381895302 7.151456865029365e-05 8.50404597624356e-07 -5.3171265744626825e-09 -1.4460549324371596e-06 9.070294332111298e-09 -1.9660253765569577e-06 2.271943547259823e-07 1.000099132028664e-05 -5.258742546109e-06 1.5621020410679015e-06 -1.734815980998e-05 -1.3058709294374307e-05 -8.2488582158936e-06 -1.2026674665143462e-05 -1.4809060964128829e-05 2.32711651786603e-05 -1.2561605993017538e-06 1.7380533522065885e-06 8.742992997631193e-06 8.638678317648925e-06 -1.6708771460579277e-05 -2.237576945935173e-05 2.951319800886129e-05 1.548176250674253e-05 -8.445735543121384e-07 2.6060136604592007e-08
age2 6.346612009290732e-08 -6.838133046467554e-10 -8.536300098403474e-07 -1.2450902137366742e-05 8.504045976244061e-07 1.7526134170129572e-08 -1.1142230342729938e-10 -1.747432990402208e-08 1.1109996091028955e-10 4.244562030383812e-08 3.8100819769210815e-07 2.4108571497325225e-07 2.1501824838374097e-07 -1.1717115630687799e-07 -4.376375541651223e-07 -2.443238600090545e-07 -2.0206908850360612e-07 1.234296431443592e-07 -4.1668363739927334e-07 -6.591218833289793e-08 4.287344222264326e-07 1.9179623357759016e-08 7.604107359544511e-07 9.299632887102621e-08 1.380878091683462e-08 1.2242424416773685e-07 7.407305376631754e-07 4.2822225944893556e-07 -6.483909613681964e-07 -1.7632457696220943e-09
age3 -3.7552428221721534e-10 -3.4300520454763113e-13 5.33248170871625e-09 7.645589707391878e-08 -5.317126574464554e-09 -1.1142230342732057e-10 7.191495993492022e-13 1.1108241913582936e-10 -7.168750080315536e-13 -7.402592857616012e-10 -3.235025280637037e-09 -2.0419455176699086e-09 -1.5312796094303323e-09 7.51684167045018e-10 2.8865245552105805e-09 1.682117061571107e-09 1.7308086122033752e-09 -1.3502969480066385e-09 2.9877384300193185e-09 1.0900434389292824e-09 -2.8064164000830477e-09 2.7496747560210276e-10 -5.337823530056872e-09 -1.379443155558492e-09 -8.453493753863779e-10 -9.722422466077776e-10 -4.497352186146654e-09 -2.4784956808751156e-09 5.527371651493348e-09 1.8457713586453834e-11
age2_sex -2.195314813568763e-08 6.253565463454763e-10 8.511303632846465e-07 2.112474809487663e-05 -1.4460549324375683e-06 -1.7474329904026522e-08 1.1108241913582551e-10 2.981373773161637e-08 -1.900992005484937e-10 5.1655703327634624e-08 -9.460341645441911e-08 -3.037668271997256e-07 8.479296058627953e-08 -3.187087202679542e-08 4.500000958284435e-07 2.5975833927219954e-07 1.9680398484595106e-07 1.7634692164331677e-07 3.765942710375906e-07 -3.57031210542889e-07 3.5865550748243164e-08 -9.237798877831724e-09 -2.4654911336244456e-07 -2.59733784515912e-07 3.090517308954763e-07 4.2575795869502137e-07 -6.143660832641165e-07 -3.001383905711245e-07 1.0019077770181542e-07 4.1198252516011884e-10
age3_sex 1.3883115744781802e-10 -1.3508538186111956e-12 -5.319931780277976e-09 -1.3020018439759692e-07 9.070294332116193e-09 1.1109996091034872e-10 -7.168750080317246e-13 -1.9009920054854097e-10 1.2303290558171464e-12 -2.4561019244892834e-10 1.0226687583614745e-09 2.4362060897983354e-09 -4.3331423781502226e-10 2.5128621998171205e-10 -3.321581030892523e-09 -1.5279741151374086e-09 -1.3398576425699695e-09 -8.346661870284364e-10 -2.8530433396126755e-09 1.5878111724424023e-09 -3.0897741958118976e-10 -6.338649523528688e-11 1.9584823049529205e-09 2.0144116745676807e-09 -1.873577683703471e-09 -2.4547379033850674e-09 3.89078283593981e-09 1.5600688465466597e-09 -1.0178967493140782e-09 -7.820547468011211e-12
PC_3 3.6045578964361033e-06 6.033728689802501e-07 1.2561595054114605e-06 6.859624779685938e-06 -1.9660253765125024e-06 4.244562030444139e-08 -7.40259285765468e-10 5.165570332670939e-08 -2.456101924429788e-10 0.026078126878530422 0.0007748485805477787 0.001994491233075044 -0.0003799980737083237 -0.004263004769416553 0.0021995216970015826 0.00384796694569258 -0.003697433405935649 4.4880512703037195e-05 -0.0012870514674658952 0.0005215234788127347 0.004979302476208637 0.002555851444915217 -0.0017099964441960457 -0.009190027643789978 0.0011538012832134792 -0.0007209118009208152 0.003101422917100419 -0.0004688605176384502 0.00452161676761436 6.380486928894303e-05
