 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0016772343294048048 -1.021394943695047e-06 -0.0015238968684144212 2.350190570250966e-05 -1.1855315406633282e-07 -0.00022025220203089548 -0.0002846213929832399 -0.0001913044022192378 -0.00014601487884787027 0.0007509859528686705 -0.0003901635774505387 0.00033386719378060637 -0.0003945186865296929 0.00015071156156635344 -0.00037327987657942684 7.177007318593374e-05 -0.00022283512648195973 -5.887959625966426e-05 -0.0003413220616322871 -0.0004739703704357954 -0.00048565782560987394 0.0002683101581171183 -0.00024098692986912443 -0.0007008825091409489 0.0002884287186606499 -7.006410795520251e-07 -5.415048522744283e-07 3.6902141792483633e-06
yob -1.0213949436935824e-06 3.3933286995329735e-07 1.5611677672153563e-06 -2.0309010034687677e-08 1.0478796387533412e-10 5.2797780587299015e-06 2.4592259106459457e-05 5.977467764465883e-06 -3.447576421343135e-05 -1.5812479324309638e-05 -2.501798253132238e-06 1.0905062128221737e-06 -1.4238777090230509e-05 1.7707317191399165e-05 -9.900791228021036e-06 -2.4967105875269672e-05 3.26779228461772e-05 -2.9060788959796484e-05 -6.900170112938937e-06 3.5396793096811645e-05 1.4949285010830123e-05 -2.0987223644571935e-07 -8.584230858726996e-06 2.16811845669546e-05 -4.648867372476957e-05 -4.166716353619868e-08 -4.566451721223414e-08 -1.7001005140232024e-07
age -0.0015238968684140417 1.5611677672186193e-06 0.0014751351106344443 -2.3079606255495957e-05 1.1807961309055929e-07 0.00021938279111226381 0.0003557307996346711 0.0002513964704704039 5.346500673718025e-06 -0.0005641052459874931 0.00020077738893782606 -0.00020619830700560263 0.0002307861214554475 -0.00019642301756553704 0.0002314738668298198 -1.3085401787658327e-05 8.960559990944485e-05 -0.00010017232058499365 0.0002674394495303846 0.00042831720334007866 0.0004190784956312106 -0.000296744544171917 0.00012207774084929562 0.0005921051335793067 -0.00017317727418012218 1.3009210566161098e-06 5.387176158667598e-07 -6.097818851470486e-06
age2 2.3501905702502187e-05 -2.0309010034744246e-08 -2.3079606255494378e-05 3.6283813004528453e-07 -1.8649020185386063e-09 -3.1491080631022824e-06 -5.240539239326325e-06 -4.119946345341816e-06 -4.634101315681405e-07 8.512344930145392e-06 -3.0700082672757646e-06 3.1943838055127496e-06 -3.876504749275282e-06 3.573648694809492e-06 -4.056853098723893e-06 -2.2098180460851378e-07 -5.919929732084461e-07 1.1261305152299952e-06 -4.0713362857918925e-06 -6.3049996777649065e-06 -5.911191756795614e-06 4.8386561497775364e-06 -2.0156863352584417e-06 -9.255948641074726e-06 1.9732220340497815e-06 -2.147251259048809e-08 -9.69980361964929e-09 9.349569304295414e-08
age3 -1.1855315406628928e-07 1.0478796387545635e-10 1.1807961309054281e-07 -1.864902018538475e-09 9.62985730555073e-12 1.4673163740152703e-08 2.6827573110247545e-08 2.249586578225513e-08 1.6271833924576144e-09 -4.2156724737993333e-08 1.4501912246741874e-08 -1.5852665906071235e-08 2.0428826858996058e-08 -1.9885227256435908e-08 2.165317569293762e-08 1.712450589892496e-09 8.370601319180969e-10 -5.338494968819513e-09 1.937632628868135e-08 3.202454217453878e-08 2.7194521165988023e-08 -2.5846984804424984e-08 1.0107681367628086e-08 4.817744257563971e-08 -8.11937531178994e-09 1.1351501743280594e-10 5.116094367062724e-11 -4.722286285543716e-10
PC_3 -0.00022025220203099888 5.279778058730341e-06 0.00021938279111241278 -3.1491080631048404e-06 1.4673163740167006e-08 0.06565430119765583 0.002169927005014493 0.002793885380656081 -0.005022136937110286 -0.013171947108005965 0.0068768075375911526 0.008550153083023548 -0.009245332287892772 0.00011777450757988413 -0.0006876832815638958 0.0030485578728509832 0.015136731154004027 0.0060690181570379 -0.007001770776887185 -0.022502673672359204 0.002714650316466605 -0.0011034851761085483 0.007664089988984826 -0.0014998096331300115 0.01314223013667675 2.6672015999676432e-05 0.00017963761182316788 0.00011809890621332264
PC_4 -0.00028462139298300105 2.459225910645994e-05 0.0003557307996345137 -5.240539239324207e-06 2.6827573110238526e-08 0.0021699270050144367 0.22838925798032783 -0.010038384682222552 0.0069516326355537235 0.0005843365104707495 -0.004810296404022772 -0.011188674226157843 -0.0006045995390061436 -0.02106754374559031 0.004859335455125508 0.018852913292089192 -0.029106677758098044 -0.010988524075807738 0.01705149178755241 0.014851118815136318 -0.010156301518124468 0.005703468458205312 -0.007433962927701918 -0.00044576686311109226 0.008798278277033797 -2.5042681348192772e-05 2.240795872014715e-05 4.711528488695952e-05
PC_5 -0.0001913044022188665 5.977467764466227e-06 0.00025139647047010366 -4.119946345337366e-06 2.2495865782233714e-08 0.002793885380656017 -0.01003838468222259 0.3007521822990527 -0.003631467400459165 -0.001272315173869742 -0.0007825714050855992 0.0050819304172949175 -0.025581425148206532 0.009953214499025555 -0.02723547822323151 -0.02238869806476853 0.0013858740666374543 -0.021321809807127386 0.019952667195648737 -0.03477378678481073 0.013704410779646443 0.0078470127584329 0.0011658985642660435 -0.002680605568308098 0.024718379714371304 1.1772925162991435e-05 5.46150252637113e-05 6.789046046342278e-05
PC_6 -0.00014601487884836642 -3.44757642134309e-05 5.346500674219292e-06 -4.634101315760889e-07 1.6271833924988144e-09 -0.0050221369371102305 0.006951632635553827 -0.003631467400459061 0.3727125194515223 0.011489296498909068 -0.005025150798945656 -0.017301477770812233 -0.017732751117958946 0.011422149244188993 -0.014425697483693184 -0.000519054388630887 -0.008774014580156916 -0.035570241115880794 0.023181384241458273 0.03755708934729874 -0.01000311034702865 -0.00032534323614087077 -0.009176848651291817 -0.0036235239994309226 -0.017363654276204135 -1.4096898972561096e-05 -3.1945296823616616e-05 7.3920484284631776e-06
PC_7 0.0007509859528687237 -1.5812479324310688e-05 -0.0005641052459876622 8.512344930148625e-06 -4.215672473801299e-08 -0.013171947108005932 0.000584336510470651 -0.0012723151738698861 0.011489296498909235 0.4582649398487382 0.015454271222811162 -0.014000813900466738 -0.029234503905567234 0.018607650658331303 0.01275152973728174 0.04663708232633465 0.014865960228021748 -0.042626845946918956 -0.029455508318868298 0.04366858959958735 -0.019325428525259782 -0.019135414278236205 0.0037397150254320994 0.00832955094358659 -0.0171506297261372 -2.6914379723087294e-06 6.368460895322942e-06 7.992036201009628e-05
