 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.0016771077286462856 -1.0155031385140726e-06 -0.0015236881520105318 2.3498706405422006e-05 -1.1853696900615087e-07 -0.00022530387253130051 -0.0002863125345322205 -0.00019389686669700904 -0.00014606770659643755 0.0007483181158652076 -0.0003933633030885238 0.0003326807476308017 -0.0003975030762290572 0.00014494707991306768 -0.0003753424253366802 7.334615295401424e-05 -0.0002213869359546629 -5.8596846844919465e-05 -0.0003394645175253092 -0.00047606138790707756 -0.0004845031197425947 0.0002682425357232086 -0.00024139783539223588 -0.0007026233572548471 0.00028770478242823484 7.97732575716739e-07
yob -1.0155031385133325e-06 3.3901342645499127e-07 1.5510603316927263e-06 -2.015506395746389e-08 1.0401201213010689e-10 5.647754314968522e-06 2.4695028717551852e-05 6.144855867885861e-06 -3.4492309182358116e-05 -1.566831340494441e-05 -2.2548126405424226e-06 1.2365615322052343e-06 -1.405487371600224e-05 1.8058195806912045e-05 -9.853539204116307e-06 -2.509239603253444e-05 3.261397456398671e-05 -2.9098902719042168e-05 -7.016861744164371e-06 3.5546104377054907e-05 1.4909658859741888e-05 -1.8335949431442436e-07 -8.53840134821807e-06 2.183615209090248e-05 -4.646606028981141e-05 -1.449369021130786e-07
age -0.0015236881520108514 1.551060331692767e-06 0.0014747906040749191 -2.3074331572024167e-05 1.1805294241344763e-07 0.0002284098709177832 0.0003586653995572841 0.00025592670569780636 5.334540092185869e-06 -0.0005595601594581531 0.00020654468533317977 -0.00020379062861421846 0.00023594172714412135 -0.00018646031768948908 0.00023463775268624 -1.5950904790948017e-05 8.720834587968428e-05 -0.00010080294159701565 0.0002642125562351406 0.0004320228343366079 0.00041723312413915277 -0.00029651771818860537 0.00012287784851204055 0.0005953579586618044 -0.00017202632464273247 -1.3478321631887388e-06
age2 2.3498706405427908e-05 -2.015506395747962e-08 -2.307433157202567e-05 3.6275733616330327e-07 -1.864493369551791e-09 -3.2847583690261275e-06 -5.285055641364326e-06 -4.188445858071585e-06 -4.6361334927235755e-07 8.443080732535949e-06 -3.156405878014208e-06 3.159368148867481e-06 -3.954608525118254e-06 3.4226239942333225e-06 -4.1063653537039235e-06 -1.7812885865104716e-07 -5.551711428832129e-07 1.135335950875892e-06 -4.02249296972811e-06 -6.360720146427361e-06 -5.882614540524715e-06 4.835649432291829e-06 -2.027385246317371e-06 -9.304312153504418e-06 1.95541112349086e-06 1.844199549275998e-08
age3 -1.1853696900619266e-07 1.0401201213010939e-10 1.1805294241346289e-07 -1.8644933695519096e-09 9.627789835054886e-12 1.5354166389349057e-08 2.705176007333591e-08 2.2840459390638955e-08 1.6288151978490846e-09 -4.180756424980952e-08 1.493527763112988e-08 -1.567872759529052e-08 2.0821903957580913e-08 -1.9125090035779383e-08 2.1904880726306004e-08 1.4976568548937182e-09 6.509775529562112e-10 -5.384368748017164e-09 1.9130585320080984e-08 3.2304259831702646e-08 2.7049770376620174e-08 -2.5832427831691764e-08 1.0165934930251832e-08 4.841949283833402e-08 -8.029432395993704e-09 -8.703457425534749e-11
PC_3 -0.0002253038725311345 5.647754314968422e-06 0.00022840987091757962 -3.284758369022718e-06 1.5354166389330472e-08 0.0651203762614708 0.0020495811709965875 0.002577138368170428 -0.004973479660650029 -0.013316808153791066 0.006497111728104583 0.008254332489106724 -0.00947237194955202 -0.00030118288605372984 -0.0006210132366008192 0.0032448110124096976 0.01517760191743757 0.006146071651413863 -0.006857347461793194 -0.022716519627854505 0.0027123981951710356 -0.0011746366188263343 0.007573828000240887 -0.0017619537250750327 0.013146860408799749 0.00017011787146788422
PC_4 -0.00028631253453226426 2.4695028717551608e-05 0.00035866539955725803 -5.285055641363581e-06 2.7051760073330414e-08 0.0020495811709966283 0.22837722944262623 -0.010091642555778328 0.006958654415941864 0.0005416282592962535 -0.004892339908703357 -0.011242511041981342 -0.0006624332871183047 -0.021177921099282487 0.004852633074665954 0.018895520912746447 -0.029089918346595908 -0.010975711179508582 0.01708946498066633 0.014803941849919094 -0.010148144948573771 0.005692529173577687 -0.007450792031647691 -0.0004991083773420327 0.008793318677872565 8.3053981947345e-06
PC_5 -0.00019389686669727977 6.144855867885936e-06 0.00025592670569801317 -4.1884458580745615e-06 2.284045939065288e-08 0.0025771383681704963 -0.010091642555778279 0.30068488385107245 -0.003615548123965546 -0.0013406122755512011 -0.0009324841143300926 0.004975385867365453 -0.02568122590266219 0.009770595226345864 -0.027231675765072957 -0.022313783506265058 0.0014108437347628653 -0.021295947837883012 0.020015208227196112 -0.03486169109615581 0.013713533752742167 0.007823732375959324 0.0011333140184985157 -0.0027809389021992968 0.024714015176254364 7.06508477498535e-05
PC_6 -0.0001460677065964321 -3.449230918235814e-05 5.3345400921751364e-06 -4.636133492721643e-07 1.6288151978479669e-09 -0.0049734796606500245 0.006958654415941855 -0.0036155481239655454 0.37273599065114765 0.011493439346568953 -0.004988935776093664 -0.01726348787919957 -0.017720072240711853 0.01144726918623843 -0.014451267802998411 -0.0005380333009171888 -0.008771233144889869 -0.03558262682031994 0.02317288514107805 0.0375779744478245 -0.009994643040461366 -0.00031434294001632303 -0.009166011955487849 -0.003595619472727571 -0.017369684889917955 -2.605516693083292e-05
PC_7 0.00074831811586489 -1.5668313404944195e-05 -0.0005595601594577178 8.443080732528534e-06 -4.180756424976857e-08 -0.01331680815379109 0.000541628259296339 -0.001340612275551045 0.011493439346568953 0.45824043846216445 0.01536026406369764 -0.014051460589850212 -0.02931294558415534 0.018460685383064692 0.012720758715252382 0.04668836473657168 0.0148979175656978 -0.0426168738100358 -0.02940740318704986 0.04361230010602699 -0.0193059038799689 -0.019144115463453404 0.0037248139062224374 0.008271839169781272 -0.017163785110890267 3.853935653492217e-05
