 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.0034970053187238356 -2.556489769053543e-06 0.0008042297901567994 0.0008368366608403502 -0.00010891043896129833 -2.488107699657985e-05 2.400061818344538e-07 4.00919504346292e-06 -4.321119342533399e-08 -0.0006070713773441134 0.00030632553640346546 -0.0006209671469199717 0.00035772270946668927 2.5625059843284543e-05 -6.510866099946778e-05 0.0009787994300204008 0.00018112556364655396 0.0009074908590949079 -0.00014346838775773453 -0.0009900618998484828 -0.0026644322984773617 0.00042739994767738976 -0.0002999690862711985 -0.0006072467857914568 -0.0012819999687865666 -0.0009996542631201554 2.102427976296441e-07 0.002183711929217736 0.0021318645124255367 1.4847740547690434e-05 -2.1052065977230682e-05 -8.42933943488961e-06 2.1905620424364767e-05 1.612851251282608e-05 1.082352651877772e-05 -2.068882563657703e-05
yob -2.556489769062317e-06 6.842341239067616e-07 4.634023999838535e-09 -2.323263469662416e-06 3.403903872258545e-08 1.5403098665045613e-08 -1.5837572883033092e-10 -2.0340084896116033e-09 4.137617432274645e-11 -5.978504368515001e-08 0.00011242182176279743 1.3417518945159662e-05 -8.463764594532167e-05 4.249782473777552e-05 -9.870716470977788e-05 -1.5400237211807558e-05 -3.886593684102746e-05 8.444490665133373e-05 -3.16754447783381e-05 -6.0931026868752526e-05 5.1627198505037066e-05 -4.07065098735569e-05 -6.689907727454766e-06 5.240769767447377e-05 3.981266729225406e-05 -1.7459397883149686e-05 -2.3628336305128492e-05 1.461533263953717e-05 -9.402431714684499e-05 1.0078086484384224e-07 -3.648076109951837e-08 -8.255993630786823e-08 -6.140323256389682e-08 -3.860886867970674e-07 -1.7078951145548824e-07 -1.2758163630187673e-07
age 0.0008042297901449085 4.634023990659206e-09 0.0006652765692742017 0.007398444703190661 -0.0006650906712264217 -1.8536534589878523e-05 1.618349928606715e-07 1.8533090654273314e-05 -1.618254858724656e-07 7.177464205331144e-05 0.00028435180976114785 2.347857916673953e-05 1.5138489958114793e-05 -0.0002096813002326684 0.00024109582215527318 0.00017459911639725097 -0.0005272930012281043 0.00024228499247953074 0.0011754539351121042 -0.00011174348052325071 -0.00035520313928366035 0.0004167765344034366 0.0005547283071429831 -0.0006149070944374833 0.00011860119298681006 -0.0007328385584555542 -0.0002626591625502303 0.0001368775839946741 0.000668828976767419 3.347854430395989e-06 -4.175711673954775e-06 6.593216024455988e-06 9.1172169141216e-06 -2.6488178846968866e-06 -7.145623006098389e-07 -9.975323948859711e-06
sex 0.0008368366605810273 -2.323263469573489e-06 0.007398444703095883 0.15830700054655275 -0.013773385241450985 -0.00020231349830736418 1.7387026242645927e-06 0.0003735534320447169 -3.1892557914992433e-06 0.0017329746200549752 0.005674660766147966 0.0031178684453985585 0.0004599081343957049 -0.0015120571081883175 0.0029464452482493445 0.008976813283779713 -0.010233136036978544 -0.005286387211472052 0.015142404673610393 0.0008653938963358714 0.003507752432786971 -0.005763313301600185 -0.003972893264051118 -0.018189111459760165 -0.003159566427141597 -0.005532377845419068 0.0028911906143399774 -0.00039047518650180775 0.001969887695362325 3.352844730571611e-05 -5.2122594863059304e-05 5.682538171983314e-05 0.00023897822162959756 -0.00015284692087019633 4.567321190403336e-05 -0.00010614218165717436
age_sex -0.00010891043893862862 3.403903874818346e-08 -0.0006650906712183454 -0.013773385241458254 0.0012236133100531215 1.85377246419868e-05 -1.6189162440719414e-07 -3.378674230696604e-05 2.9285098336999886e-07 -0.00015944826588836872 -0.0005308420499236046 -0.00037572625784861827 6.330667554093647e-05 0.00018352980478317723 -0.00024153635751856202 -0.0008956050234762428 0.000900424565769024 0.0005070205756636439 -0.0013117449454596245 -0.00010779879143246316 -0.00039708102551252365 0.00046211752548862864 0.0003729294213941083 0.0016762145611518423 0.0003589984554056208 0.0007988657387555353 -0.0001528020775470627 -3.8647651078495294e-05 -0.00025897884227358994 -4.719774260858762e-06 4.992176793419186e-06 -3.444104483162398e-06 -2.0717932977193296e-05 1.4686516520559498e-05 -2.9483263462601385e-06 6.629997171682185e-06
age2 -2.488107699626909e-05 1.540309866620993e-08 -1.853653458988616e-05 -0.00020231349831014762 1.8537724642224327e-05 5.264722738360771e-07 -4.672571712927851e-09 -5.262005197674374e-07 4.670583645971189e-09 -2.039481979461847e-06 -6.0993531211272854e-06 -1.4298720764504765e-06 -1.6201429561805238e-06 8.974682218882119e-06 -8.077029336736981e-06 -8.319569106393719e-06 1.1694559539191148e-05 -5.508516090075078e-06 -3.382425651891697e-05 1.8681916028486165e-06 1.0912540567708365e-05 -1.2764295997329125e-05 -1.2598223134022471e-05 1.8986413993664583e-05 3.15587613374897e-06 2.452628273762596e-05 4.672747241140834e-06 -8.731706013971744e-06 -2.0212620852189455e-05 -1.2949777654796424e-07 1.4004810045181722e-07 -1.4704119622673568e-07 -2.7346411991015154e-07 8.580414122524413e-08 -2.5293022410459673e-08 2.898702725780289e-07
age3 2.400061818316191e-07 -1.5837572883254707e-10 1.6183499286079548e-07 1.7387026242899751e-06 -1.6189162440936395e-07 -4.672571712929473e-09 4.210806255260716e-11 4.670805778433025e-09 -4.209431086700902e-11 1.6460758663573744e-08 6.226584387703113e-08 1.7478965597856053e-08 8.98596917014265e-09 -9.02070395408313e-08 6.212857525541559e-08 9.872569249472136e-08 -8.431777765665477e-08 5.691762202049537e-08 2.9193901782452277e-07 -1.6359685248971876e-08 -9.861437118961311e-08 1.1173876254401184e-07 7.791916150512979e-08 -1.7748669436174274e-07 -6.931441617914603e-08 -2.4706526996684644e-07 -2.372696747223729e-08 1.1523297189416849e-07 1.813567298514542e-07 1.4266142214580112e-09 -1.4180364124612469e-09 1.0259177464659263e-09 2.4454734241391325e-09 -8.052493355118711e-10 4.015151976990151e-10 -2.60900062952802e-09
age2_sex 4.009195042844023e-06 -2.0340084906197686e-09 1.8533090654059343e-05 0.0003735534320450971 -3.3786742306982075e-05 -5.262005197611308e-07 4.670805778375314e-09 9.491431301797769e-07 -8.354778690829277e-09 4.584628778094831e-06 1.5396414856178713e-05 1.2744014476017392e-05 -3.7908652296758586e-06 -6.7643324920133834e-06 6.035641235036582e-06 2.7541535650477993e-05 -2.4115755303765314e-05 -1.3885958049156768e-05 3.5929328889636175e-05 4.064236319728491e-06 1.2615106712165641e-05 -1.0288858354852474e-05 -1.1131564182552873e-05 -4.773485769207774e-05 -1.2970236553190265e-05 -2.9790895780424617e-05 2.7651146798678606e-06 2.897916084988851e-06 9.895778161672199e-06 1.6890106624207314e-07 -1.551335530220566e-07 7.648937584106634e-08 5.358999153470713e-07 -3.961881916372969e-07 6.087181291696903e-08 -1.4761772404835025e-07
age3_sex -4.32111934201052e-08 4.137617433735037e-11 -1.6182548587068242e-07 -3.189255791503899e-06 2.9285098337025954e-07 4.670583645918489e-09 -4.209431086652591e-11 -8.354778690832643e-09 7.462961872109843e-11 -4.3145341132126816e-08 -1.3705173090369564e-07 -1.2551338556259586e-07 4.333593805716615e-08 7.613294406593824e-08 -4.614217947820144e-08 -2.5832643570313676e-07 1.989172938938593e-07 1.1088633622326533e-07 -3.103065157888801e-07 -4.518936336398192e-08 -1.2153328486101736e-07 6.779332671840093e-08 1.0685732263684232e-07 4.2618940091127756e-07 1.3750866459600916e-07 3.1165436534665445e-07 -1.929773580455476e-08 -4.162997045728257e-08 -1.1497000248754545e-07 -1.765523008704454e-09 1.533923918192138e-09 -6.362890996369822e-10 -4.360040748691788e-09 3.2487324832594143e-09 -3.5837488563155655e-10 1.1688988732808317e-09
PC_3 -0.0006070713773475024 -5.978504368818767e-08 7.17746420502444e-05 0.0017329746200154302 -0.00015944826588473976 -2.0394819793742963e-06 1.646075866279335e-08 4.584628777991683e-06 -4.31453411312102e-08 0.1582687359090788 -0.02645023578877781 0.011137258838984171 0.02369920041456907 0.02063817949939188 0.008237255929537063 0.016997451501955908 -0.027141713914394842 -0.011260722924228875 -0.010844093509051949 0.033129745045125475 0.0065131965452233 0.04465180122912134 0.01145810256976702 -0.09259733970179426 -0.02316416066048617 -0.013667598735841434 0.02281376282079416 -0.03538209104772205 0.061834774913466686 -5.577397244219962e-06 -1.0806325155940145e-05 -9.578832790480189e-05 0.000526039580943758 0.00020681726463190039 0.0005122198514486498 0.00016652659977095419
