 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.0050981694792721615 -5.9103764187892585e-06 0.0008428750302432035 0.0010804068209399002 -0.00016020156054955687 -2.8778020741394172e-05 2.98018255340826e-07 6.3511311102995266e-06 -7.163625254524556e-08 -0.0014313313416823054 -0.00022036618253981868 -0.001155497251879754 0.0011925942095160696 -0.0007812742939246451 -0.00019421900017283143 0.0019965329665341254 -4.144843208176704e-05 -0.0006723878764550048 -0.001277992985600435 -0.00013876636832553505 -0.002164603640024862 -0.0010114108953472552 -0.002964924560354671 -0.0010131509026818 -0.0018369246636242573 -0.0019484709485238214 -0.001139101653554595 0.005380831570902415 0.00393093975502538 2.4121406421934974e-05 -3.486092980635856e-05 -2.1012932409823343e-05 5.2990984036029886e-05 1.645410439199925e-06 3.024816614351381e-05 -3.754934271676657e-05
yob -5.910376418779368e-06 1.23548174605465e-06 -3.4731615500831177e-07 1.274137057354066e-06 -3.6866684233849063e-07 3.6582520881411205e-08 -3.5485902036185857e-10 7.3825588421727545e-09 -1.5704229871911816e-11 3.3615635984866903e-06 0.0002039281964061445 3.2172771995089494e-05 -0.00014605763519690338 7.287212328181701e-05 -0.00017530398264355336 -3.107387146826387e-05 -7.63417366002228e-05 0.00014333472731608782 -4.6668653212644485e-05 -0.00011568943423840936 9.054757061858901e-05 -8.203094271482095e-05 -2.0368391387938496e-05 8.412603336283303e-05 7.24770675429871e-05 -3.663240678948946e-05 -5.3688570518933465e-05 2.6838848550193154e-05 -0.00015629512508843726 1.7360730536891646e-07 7.790248198066954e-10 -3.3933832852418876e-07 -2.4059114420127735e-07 -6.177872477864088e-07 -5.952380031405348e-08 -1.7184895910579603e-07
age 0.0008428750302454759 -3.473161550176908e-07 0.0005302502285964582 0.005405429828805192 -0.0005274708596182162 -1.5722111820126895e-05 1.437934987908937e-07 1.5628525274905542e-05 -1.4294220663944006e-07 -0.00033040966703178385 7.834454701367448e-05 -0.0003736926765179196 8.025315188617335e-05 -0.0009467042179290602 0.0004718309812250466 0.0003480708450300637 -7.351588568877692e-05 -0.00030020705072043787 0.0007975501945735972 0.0005727226489326904 -0.00055651755656196 6.747790100056871e-05 0.00011502529732470783 -0.0003918493227158267 0.0007909291689546004 -0.00045284910440437015 -0.0007769978604833538 0.0011068643175847622 0.0012165399567398878 5.64882112675367e-06 4.3408005342938515e-07 -3.223583895975932e-06 9.723198825392031e-06 -1.8547890927136872e-05 1.1914379329657322e-05 -1.687551468794748e-05
sex 0.001080406820993405 1.2741370572102398e-06 0.0054054298288221695 0.11159445065637953 -0.01019011169646303 -0.00015487812230630604 1.3806461717111753e-06 0.00028705364193542664 -2.525377875455665e-06 -0.002017464497826676 0.006737350713824706 0.0010251165439692277 -0.008730414053864566 -0.012616853628398124 0.0045402160878149495 0.009140171148876925 -0.0009086149390833753 -0.003620633340345816 0.009191272534093579 0.01072921732103362 -0.008162892883759675 -0.0034311222060932445 6.078827645446303e-05 -0.022619664605458365 0.007852166214464546 -0.0030352278878457836 0.005005847314441135 0.000838519919572847 0.006918412991838794 5.507834555295775e-06 8.27131856777091e-05 -6.724877856426994e-05 9.6395558056877e-05 -0.0002715022427551351 0.0001915410079474877 -0.0001555578656900706
age_sex -0.00016020156055492323 -3.686668423012399e-07 -0.0005274708596197678 -0.010190111696460643 0.0009700429272619482 1.5630355172314317e-05 -1.4301812596976328e-07 -2.8234466286674434e-05 2.548710055173476e-07 0.00014694608885878414 -0.0006759088373461262 -0.00018639983406555465 0.0008596130973614773 0.0011576149105212872 -0.00047258751034637297 -0.0009449786516945849 0.00019788529448257913 0.0004453959412148653 -0.0008628495993214145 -0.0009038298545533644 0.00047265651189651466 0.0002195184217998612 0.00011520538586885729 0.0020985498354923913 -0.0005728431581877114 0.0007158084531872605 -0.0003412794451369192 -0.00021820517783857247 -0.0007703493928601809 -4.01012222947809e-06 -4.896288919852123e-06 7.412065039022191e-06 -8.240273862764093e-06 2.401443766725105e-05 -1.5745367917551337e-05 1.1176209815904252e-05
age2 -2.8778020741467203e-05 3.6582520881701526e-08 -1.5722111820126342e-05 -0.00015487812230576705 1.563035517226455e-05 4.806873033321951e-07 -4.503714881082757e-09 -4.769978813057035e-07 4.469779910347079e-09 8.800551533236342e-06 1.9233984704609944e-07 9.857501867328773e-06 -5.08304521846405e-06 3.167163757339126e-05 -1.7784047801972553e-05 -1.3315164808705065e-05 -8.921969076415946e-07 1.0964201117663964e-05 -2.5235956664184626e-05 -1.748523811627874e-05 1.553542521928396e-05 -4.737004739889892e-06 1.7060507220864773e-07 1.3653167501183425e-05 -1.24076291243232e-05 2.0820979198235852e-05 1.700724825141283e-05 -3.866019982979116e-05 -3.649439196030859e-05 -2.1782446832897172e-07 4.011712414088643e-08 1.1478127039364898e-07 -3.0191410771208896e-07 5.125076113314648e-07 -3.977659773730393e-07 5.219945302981925e-07
age3 2.9801825534157015e-07 -3.548590203674312e-10 1.4379349879088838e-07 1.3806461717060065e-06 -1.43018125969286e-07 -4.503714881082761e-09 4.308749068824534e-11 4.470480420046281e-09 -4.277389321504782e-11 -7.600385543406725e-08 2.133275702497696e-08 -8.102878180944727e-08 3.973296770100261e-08 -2.96294562868503e-07 1.5806780344042358e-07 1.4637649289477294e-07 1.983049446244242e-08 -8.625690039675828e-08 2.247316560636992e-07 1.4513304119642024e-07 -1.276125149873594e-07 4.585011208571421e-08 -4.740746484872583e-08 -1.3705299991137452e-07 4.793635295740869e-08 -2.506498659191634e-07 -1.2010802831391624e-07 4.028120562775538e-07 3.3320340393181274e-07 2.3815319339013302e-09 -7.301691501525319e-10 -1.2021838936455145e-09 2.6748262299654585e-09 -4.388480085380521e-09 3.7097177272582105e-09 -4.869192889830184e-09
age2_sex 6.351131110459303e-06 7.382558841614747e-09 1.5628525274950113e-05 0.00028705364193529616 -2.8234466286668742e-05 -4.76997881307128e-07 4.470480420059951e-09 8.456900488165665e-07 -7.818438832213768e-09 -3.3519010190626093e-06 2.1004680360119355e-05 7.1010912135208176e-06 -2.4626602906952415e-05 -3.346756335060669e-05 1.5451624982953887e-05 2.9920836444620288e-05 -6.884377778101291e-06 -1.358962733379594e-05 2.505573016336413e-05 2.4240672798764917e-05 -8.156646143451215e-06 -2.403577025885618e-06 -5.766905539519416e-06 -5.888323904164675e-05 1.1784572026577267e-05 -3.133649393679552e-05 8.040246636104268e-06 9.580756605929062e-06 2.6343810697456067e-05 1.8783752009260857e-07 7.633884222886155e-08 -2.1407153770969002e-07 1.7715686630348112e-07 -6.186105098491737e-07 4.1301078304574846e-07 -2.8845127586646916e-07
age3_sex -7.163625254660187e-08 -1.5704229876421514e-11 -1.4294220663983743e-07 -2.5253778754540527e-06 2.5487100551725475e-07 4.469779910359733e-09 -4.277389321516927e-11 -7.818438832212556e-09 7.382571951245838e-11 2.0942078178633698e-08 -1.9865516680524306e-07 -7.053477421979175e-08 2.1121894086843194e-07 3.066284413931998e-07 -1.5401717079113238e-07 -2.882055445130522e-07 6.129302921523186e-08 1.1557043328971185e-07 -2.2706090016345545e-07 -2.0397561911945986e-07 3.987403548233475e-08 -8.894883291092339e-09 7.063587273635789e-08 5.182771798465425e-07 -6.760359823961902e-08 3.5041909263026353e-07 -6.780363035709413e-08 -1.187891809949849e-07 -2.8584508524436196e-07 -2.2255837999549597e-09 -1.9873993573760538e-10 1.7954614047700608e-09 -1.1058921154000982e-09 4.902503402258354e-09 -3.4051709122851306e-09 2.5601023995092695e-09
PC_3 -0.001431331341682055 3.361563598492093e-06 -0.0003304096670305848 -0.00201746449780217 0.00014694608885637924 8.800551533199488e-06 -7.600385543371846e-08 -3.3519010189905455e-06 2.094207817796562e-08 0.28072571230117416 -0.04056422430894025 0.019647843243994108 0.03710874075224298 0.02224042791644865 0.0157543152987901 0.031031026269859464 -0.05084363518801797 -0.02020900465012168 -0.03126438482042051 0.05138360211783753 0.013674570509110787 0.07677679591398981 0.009131657127195578 -0.15692600017627165 -0.04278427897565858 -0.01734113158784334 0.04203079322436728 -0.05730173242212333 0.10791620109308075 2.4531245589310525e-05 -4.6009464950708705e-06 -0.0001332642884255559 0.0009580982283397027 0.0002680124205222525 0.0008960375118602047 0.00023752181566087432
