 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.008094751741861795 -5.159851641713543e-06 0.0006938080073481752 0.0007521859454563327 -0.00014278811127071668 -2.918639523800284e-05 3.4800032964655245e-07 6.923245493590105e-06 -8.914492544295237e-08 -0.0016797640107703358 0.002522956962549515 -0.0013167065626354315 0.0003150332372083853 4.885769165861761e-06 -0.0021907860837182018 0.0013506009773345225 -0.0002143385358666082 0.00017878854138104978 -0.0038252838173611593 -0.0009852819938727764 -0.004208709671470657 -0.003318544809744144 -0.006042268045694931 -0.001616899307006096 -0.003529861520507133 -0.004133246886244235 0.00011807538987653891 0.007017861048689603 0.004069816224682356 3.0251999531420185e-05 -3.093472695639226e-05 -3.8097043977498954e-05 4.351649007176499e-05 2.546519525688673e-05 8.974041739670601e-06 7.8334321144175e-06
yob -5.159851641715426e-06 2.309758044455488e-06 1.2994550407118486e-06 6.120156083711946e-06 -8.086196700387781e-07 1.3861536481513038e-08 -1.9192909211795399e-10 1.2373137939952333e-08 1.2814633172307676e-11 1.4430051965407191e-05 0.00028994809137638427 2.7774099046786888e-05 -0.00023409826754414463 9.48019964316059e-05 -0.0002457659927574234 -4.052395526398501e-05 -9.917843952496606e-05 0.00024386642346697234 -8.785783695374456e-05 -0.00020456427002859837 0.00018280679807638442 -0.0001333407811501135 -5.761098961361185e-05 0.0001298672119203975 0.00016400005135442012 -4.762207156176458e-05 -9.127007095102934e-05 6.431490614034724e-05 -0.00030786913280896836 4.302280349658057e-07 1.1263332303196371e-07 -3.656634773824178e-07 -5.745732108826041e-07 -7.988005851290546e-07 -4.837185566827976e-07 -2.7946459754225317e-07
age 0.000693808007348399 1.2994550407107764e-06 0.00024053014183533135 0.001816295000746696 -0.00023747471860188681 -8.457221959331781e-06 8.679841090203148e-08 8.384759372936185e-06 -8.608690626913512e-08 -0.0001239335433404413 0.0004327022873264712 -0.00019233759901729987 7.235304809831747e-05 -0.00045205819397126437 -0.00014686752842734977 -0.0004199255644456163 -0.0001698771024130401 -0.00035475304562126986 0.00011922613651466566 -9.14455457719963e-05 -0.0005349384103294861 -4.73408066575822e-05 -0.0005891170131698338 -0.00028479561525329423 0.00023208868715636125 -0.0009677141636809525 -0.00047804772763867886 0.001392388622147441 0.0005996379420072446 5.944703878764338e-06 -1.3104080840610326e-06 -2.374032888257063e-06 6.953708547907652e-06 -9.31269862090287e-06 6.955869169579884e-07 -9.530853259287761e-07
sex 0.000752185945458994 6.120156083731776e-06 0.0018162950007468831 0.028956881195942114 -0.003349321674701552 -6.058964032769232e-05 6.002500820704247e-07 0.00010991804213782067 -1.0749487795783726e-06 0.00026648053619803485 0.0016440483683187609 0.0018239970425881625 -0.0021001644678425154 -0.00669430039917779 0.0007552759229361137 -0.0005939539774657896 -0.0018711826147708556 -0.010704509216827078 -0.0006531858597317557 -0.0029112117282637166 -0.0032310875431484846 -0.004497939986596362 -0.006361124102760199 -0.014437838849239368 0.003933267550513506 -0.008653249720023804 -0.0019032529612745385 0.00910640469605146 -4.603619618946765e-05 1.835188846380474e-05 -3.3161058140222146e-05 1.3131883554140683e-05 0.00013017438377209634 -8.788924091560394e-05 -3.854474319341214e-06 1.687471301035133e-05
age_sex -0.0001427881112712095 -8.086196700422051e-07 -0.0002374747186019619 -0.003349321674701893 0.0004269377615891823 8.376633338168362e-06 -8.607724664514975e-08 -1.4836604702811128e-05 1.506804444012732e-07 -7.25765264269376e-05 -0.0003058897989045312 -0.00032095641819479526 0.0002781512111915795 0.000714822784903244 -0.00020102013828864204 3.993008848234397e-05 0.00038025113105123824 0.0012478586815188387 -7.106690478578717e-05 0.00035106712472348945 0.0002712382629993732 0.0003300589468719351 0.0006573355519322832 0.00164934305406048 -0.00029989781586204495 0.0011682973323071562 0.00036082039169348584 -0.0010182986791861606 -0.00018380033245122898 -4.440005971833518e-06 3.657435635984644e-06 -7.924342897820235e-07 -9.589678114328984e-06 8.531545993639854e-06 1.5762716106805783e-06 -2.998360087187217e-06
age2 -2.918639523801611e-05 1.3861536481731526e-08 -8.457221959332706e-06 -6.058964032769171e-05 8.376633338166443e-06 3.127974842859253e-07 -3.3213962770229585e-09 -3.0979031803293027e-07 3.292284204013764e-09 2.626630305012472e-06 -1.1527423010421433e-05 4.546280897221349e-06 -6.660296789953351e-06 2.2322443151421067e-05 -2.0333664361174785e-06 1.020768960350725e-05 4.5594292979433344e-07 1.5282565803230718e-05 -7.862299906449393e-06 5.591856781077297e-07 2.1241804547634134e-05 1.1837489843119877e-06 2.0547729084303145e-05 1.2194357778269603e-05 3.7959243406520614e-06 3.7623076454536274e-05 9.600419795857452e-06 -5.231721192985952e-05 -2.1955507915850064e-05 -2.095167911575201e-07 5.0613802560513394e-08 6.232933918790583e-08 -1.8051582425342307e-07 2.42952123577344e-07 -4.073569675822034e-08 4.659508415232156e-08
age3 3.48000329646685e-07 -1.9192909211747433e-10 8.679841090204976e-08 6.00250082070463e-07 -8.607724664513582e-08 -3.32139627702324e-09 3.6257781973014524e-11 3.291708493518067e-09 -3.5960421642555194e-11 -1.9659725145579675e-08 1.575886425357607e-07 -3.762407473049274e-08 5.416227731262613e-08 -2.382276236605914e-07 1.9916352447926703e-08 -7.506212342172619e-08 1.4654366794494504e-08 -1.1731879555108639e-07 7.101590897514136e-08 -2.3379653274970112e-08 -2.0640251249214788e-07 -3.1877091980839424e-08 -2.4865918286184094e-07 -1.3252061909126835e-07 -9.116533985496428e-08 -4.2149080886765186e-07 -6.482254893569002e-08 5.668118292351555e-07 2.1479606218039165e-07 2.293560065049305e-09 -6.089282772903414e-10 -5.477515138086307e-10 1.2742584783344687e-09 -1.9197869522226297e-09 1.3895871889528322e-10 -5.056343792666365e-10
age2_sex 6.92324549361366e-06 1.2373137939969822e-08 8.384759372940335e-06 0.00010991804213784362 -1.4836604702812558e-05 -3.097903180330511e-07 3.2917084935190994e-09 5.391760680919821e-07 -5.662371706399255e-09 3.043219030090144e-06 1.3422668890375581e-05 1.2395878651421145e-05 -8.212672583933228e-06 -2.3831628749166368e-05 9.81673582862035e-06 5.199392288669495e-07 -1.3430440399501787e-05 -3.776705741819939e-05 4.977271771087873e-06 -1.0704131619423866e-05 -7.109457485819268e-06 -4.748600397912188e-06 -2.0512622950544362e-05 -5.1731469226228e-05 4.994389462054454e-06 -4.4732998441319854e-05 -1.3272121616634953e-05 3.265048400637747e-05 1.2615749090764797e-05 1.8501572868717585e-07 -1.3129798019371193e-07 5.649974626936714e-08 1.766377393675638e-07 -1.9701469776366527e-07 -8.943773886943378e-08 7.714979940107437e-08
age3_sex -8.914492544328205e-08 1.28146331753546e-11 -8.608690626919136e-08 -1.0749487795786996e-06 1.5068044440129974e-07 3.2922842040155527e-09 -3.5960421642571576e-11 -5.6623717063996845e-09 6.114893402319402e-11 -3.964201801836779e-08 -1.5476586631340747e-07 -1.2361017614004436e-07 5.872910007085444e-08 2.4756005408073337e-07 -1.2106969442748158e-07 -1.4418379099283053e-08 1.2126190945247055e-07 3.24037867641252e-07 -6.251494367906523e-08 1.0143956836085325e-07 5.4847559215705686e-08 -3.9920197545469e-10 2.0044876668665416e-07 4.919222007415512e-07 -1.0104433722879978e-08 4.724958717672031e-07 1.2664807455724282e-07 -3.298568659542193e-07 -2.016599441847341e-07 -2.144429645259699e-09 1.4921794712173967e-09 -9.817950251122473e-10 -8.452476128373013e-10 1.167823838797712e-09 1.2759225424292957e-09 -4.1734681690116627e-10
PC_3 -0.001679764010769476 1.4430051965407193e-05 -0.0001239335433401523 0.00026648053620051594 -7.257652642729503e-05 2.62663030500138e-06 -1.9659725145458222e-08 3.0432190301038684e-06 -3.964201801851752e-08 0.45643787376508405 -0.06777588724077563 0.04883478770035419 0.06760212532381772 0.021721755767905686 0.02390359622671281 0.05333005586290027 -0.06822145081749963 -0.037023331631890685 -0.022657466200249193 0.0731280565376055 0.010749174960379875 0.12201619313741019 0.03076128351358762 -0.21803923439833206 -0.0577086697188264 -0.023037201827568278 0.04938672833607693 -0.08334439394861513 0.16749362593838155 3.894391455507433e-05 7.11134892301489e-05 -0.00026390732569310304 0.001029138675488508 0.0006798629531125951 0.001552912253838125 0.0002923956304697151
