(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00528473616735293 0.00359283135680893 -0.000139905682207011 9.24270988932579e-05 -0.000171514325241554 -7.16098416289721e-05 2.58044912605444e-05 -0.00027853591705047 -0.000211437442817582 0.000339650780986188 0.000299212956224479 -6.77640337409414e-06 0.00027613075310038
covarage 0.00359283135680893 0.00653786459184817 0.00579927119758034 -0.0103641882707873 -0.00010837750055185 0.000112405808150331 -7.99860603346192e-05 0.000100545379867977 9.31023471369424e-05 -7.61390265770769e-05 -2.77689568248768e-05 -0.000335139987103394 9.62820829864476e-05
covarsex -0.000139905682207011 0.00579927119758034 0.0125841122837473 -0.0196661675882417 -3.65623511593624e-06 7.49657005774326e-06 -0.000142289443361182 0.000135083047517358 0.000154910095237214 -0.000107130665884184 3.26310111002014e-05 0.000177150448870941 -0.000443740426552835
covarage_sex 9.24270988932579e-05 -0.0103641882707873 -0.0196661675882417 0.0341926083212591 -3.82614522413407e-05 7.32806527507736e-05 0.000154955964407958 -0.000164428606325106 -0.0002304858699173 -7.81304303718734e-05 8.05743476703131e-05 -0.00019112766309038 0.000599664638420879
covarPC_3 -0.000171514325241554 -0.00010837750055185 -3.65623511593624e-06 -3.82614522413407e-05 0.00144097046511039 -0.000179597321337047 9.67050620951945e-06 -2.36880448702365e-05 -4.59781954265876e-05 0.000333233055807205 5.99161163835489e-05 0.000294338127846713 5.63823441071046e-05
covarPC_4 -7.16098416289721e-05 0.000112405808150331 7.49657005774326e-06 7.32806527507736e-05 -0.000179597321337047 0.00127539824159796 -4.96235064576839e-05 -5.55807378834232e-05 5.08103793465465e-05 2.46645760698605e-05 0.000148948732551112 -2.26032069684036e-06 8.93774862767717e-05
proband 2.58044912605444e-05 -7.99860603346192e-05 -0.000142289443361182 0.000154955964407958 9.67050620951945e-06 -4.96235064576839e-05 0.0026592392027793 -0.00135601470490225 -0.00143953104365156 0.000110900351855792 -2.50977444592769e-05 -3.22648952682578e-05 0.000187842503673184
paternal -0.00027853591705047 0.000100545379867977 0.000135083047517358 -0.000164428606325106 -2.36880448702365e-05 -5.55807378834232e-05 -0.00135601470490225 0.00905797624784953 0.000351695898855766 -0.00761480395788809 -0.00574256662241994 9.24629908795325e-05 0.000225698912786979
maternal -0.000211437442817582 9.31023471369424e-05 0.000154910095237214 -0.0002304858699173 -4.59781954265876e-05 5.08103793465465e-05 -0.00143953104365156 0.000351695898855766 0.00826129412917268 -1.45480186810613e-05 0.000558781317888165 -0.00598363188901759 -0.00583379879047561
gpp 0.000339650780986188 -7.61390265770769e-05 -0.000107130665884184 -7.81304303718734e-05 0.000333233055807205 2.46645760698605e-05 0.000110900351855792 -0.00761480395788809 -1.45480186810613e-05 0.0326197472409066 -0.0183322333984355 0.000355851255948205 -0.000340342714557256
gpm 0.000299212956224479 -2.77689568248768e-05 3.26310111002014e-05 8.05743476703131e-05 5.99161163835489e-05 0.000148948732551112 -2.50977444592769e-05 -0.00574256662241994 0.000558781317888165 -0.0183322333984355 0.0292577442743723 -0.000593314515192296 -0.00013205646710584
gmp -6.77640337409414e-06 -0.000335139987103394 0.000177150448870941 -0.00019112766309038 0.000294338127846713 -2.26032069684036e-06 -3.22648952682578e-05 9.24629908795325e-05 -0.00598363188901759 0.000355851255948205 -0.000593314515192296 0.0179918043160393 -0.00657416011058309
gmm 0.00027613075310038 9.62820829864476e-05 -0.000443740426552835 0.000599664638420879 5.63823441071046e-05 8.93774862767717e-05 0.000187842503673184 0.000225698912786979 -0.00583379879047561 -0.000340342714557256 -0.00013205646710584 -0.00657416011058309 0.0176628943616517
