 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
PC_11 0.04369065268607868 0.001649534741424489 0.06684008784956393 -0.001544515405286698 1.1784055652413627e-05 -0.6187991232317532 -2.4941632465872097 -0.4249906443101194 2.774184834294716 -0.19759888064936243 3.1999966124784303 -1.4280274795135361 4.475280135749987 47.877615495699686 -0.8057452701658451 7.519163817690191 -1.868525281310721 6.027339924827572 -1.351332889595243 8.338301775968523 -1.3741702738015458 -2.6619214370104753 2.13937772507889 -9.360943374940867 3.0559979156356394 -0.007120102031000613 -0.052018197086856066 0.04555931475106101 0.05391424593133059 -0.013431769984501437
PC_12 -0.050099206868674175 -0.0003304320621700296 0.15432388982774803 -0.003056681080246664 1.9768317452667172e-05 -1.0157173908336392 1.918823763482491 -3.02570609284739 2.3023163040636385 4.337844903942728 -0.9058947485373985 -1.6686761202146951 -8.297981115981953 -0.8057452701658163 53.041485414232994 6.2203363504037394 6.8960849922845275 4.250189080517448 2.0857118868462727 -0.6451268961434041 7.434874538894458 0.7101251492386542 -4.468770766056114 0.9848998000433092 -2.7940831476826142 0.004976090926895218 -0.04104616171738378 0.018129478557264274 0.010590302088594282 -0.01699822095942739
PC_13 -0.01574778119636779 -0.0005815748038677888 -0.17398536504677908 0.0035865319256444973 -2.4112067445125133e-05 0.2769537658142706 1.6719389281036237 -2.260779968592658 0.23008712884341395 -2.433211475629324 2.3264832921378416 0.21371749633355833 -1.0023229601744617 7.519163817690165 6.220336350403698 49.53861615915572 2.028431618665462 -6.002554228635344 -0.4457561391839089 3.40262701654046 12.598985830332067 6.0469605184818755 -0.9005157287667931 -3.0339870486973397 -5.304341924946816 -0.003122310625156934 0.008295653027655772 0.010656562262139246 -0.0023348210691293103 -0.026254450051132895
PC_14 -0.020928631705001307 0.004976991924385723 -0.22239534521987042 0.004549213211213038 -3.0515483435904852e-05 0.5747852103095533 1.630234466636573 1.9056087741798173 -0.9753704637303977 4.805232082631729 0.6717389213996662 -0.28912155933265304 -0.016199285249384538 -1.8685252813107667 6.896084992284437 2.028431618665453 56.7665479473091 1.7121600621203534 -1.8068560254632657 4.84914816693955 -4.555344723820467 -8.91177923136725 -7.715771717487246 -8.870563200620278 3.070304254962035 0.025084583500512837 -0.020144847745169874 0.004214219803974765 0.019938940919557467 -0.017700990713979535
PC_15 -0.10541229025504857 -0.0025476968627738765 0.3624839423827739 -0.006988219321972001 4.425015027159117e-05 -0.4090460610204291 -1.714488042272528 0.5160679993820475 -1.8999081776376507 -2.685698305321405 1.718765826905408 -0.5082626097758476 -1.5891124427555177 6.027339924827629 4.250189080517467 -6.0025542286353355 1.7121600621203839 59.27898579859762 -3.720277010297401 -1.3466569862245006 10.8955888333679 -2.0930177532864307 3.568736774376715 -1.0031691406629972 -4.955267989641668 0.017980163041546763 -0.019354710263086036 0.022451080169245324 0.025286537129932646 -0.029661608221267968
PC_16 -0.10454606664157488 0.0015797924073963682 0.12241537148476517 -0.002129655179225212 1.2131263389180176e-05 -0.4258028408642514 3.4624770384250843 1.1000482134682248 -0.14404869015970237 -2.013901234361345 -3.1578616392678613 -3.1490443224566707 2.8217369113479385 -1.351332889595211 2.085711886846326 -0.4457561391839103 -1.8068560254632886 -3.720277010297356 49.71315628590815 -5.60595302722472 -4.17357290438276 -0.25358711714628823 0.23871396278023405 -3.235527078131865 -4.430817918475437 0.007946856744509484 0.0015473060138796746 -0.031116227100085467 -0.010238579329835778 0.011387432935682756
PC_17 0.04376563269989812 0.0003688203554178412 0.06721220428953244 -0.0016026925617900012 1.2187443140211766e-05 -1.964527938877986 -1.8849179570192616 -3.1735360442549783 3.9518802085872275 6.251182215807304 1.5681894859193215 -0.9601121897251544 0.09914937873921939 8.33830177596854 -0.6451268961434578 3.402627016540522 4.849148166939634 -1.3466569862246225 -5.605953027224775 76.40347036525843 6.076967369584621 3.588329049813511 -5.7056929230109645 -6.93051055370671 7.251307553225756 -0.008913203882489647 -0.03888552279572771 0.014010955397706751 0.041706141568694656 0.008383739766575008
PC_18 0.02025132088877473 0.0022655390960205565 -0.05117029952785786 0.0009095502569599402 -5.110333965427221e-06 -0.6896235123445418 -2.5327103783732214 -6.2067904635296145 0.4684077057291173 -1.8729832754681177 4.11459103480331 2.388316908697035 2.4110466018149688 -1.3741702738015726 7.4348745388944 12.598985830332158 -4.555344723820379 10.895588833367741 -4.173572904382792 6.07696736958458 70.50730506394476 8.820236605343572 6.470269763189504 -4.227112204465512 3.546132073032935 0.009118689167798216 0.04368758755464345 -0.012548962848779443 -0.032181744373040944 -0.005229053688447078
PC_19 -0.013195863814703168 -0.001281953668018153 0.10262784767244564 -0.0020732118339336974 1.3480057903178102e-05 -0.04019106814504648 -0.4722567658468389 -3.4651749812624275 1.9554580361382319 -3.4058795370997776 -1.0063298639406832 3.8637923763758972 1.4348455078338098 -2.6619214370104523 0.7101251492386587 6.046960518481897 -8.911779231367234 -2.0930177532864507 -0.25358711714631293 3.5883290498135416 8.820236605343615 63.304800058848244 0.4439443706964828 4.043821740408066 5.81629554575366 -0.0025163931281477056 -0.014968398709391782 -0.01151958457325253 0.01389771420111602 -3.633728811983722e-05
PC_20 -0.13224543915473388 0.0006350102146338496 0.12298901511880643 -0.0020276556762332484 1.0939323195971525e-05 1.6182084076253402 -2.4884293194224707 -1.5220369398083495 -4.245513983132677 -5.1040002498794035 5.3899064429675185 -5.342886503306529 -0.6861147761324792 2.1393777250788992 -4.468770766056078 -0.900515728766846 -7.715771717487312 3.568736774376806 0.23871396278025292 -5.705692923010909 6.470269763189533 0.4439443706965133 84.48246527169943 -2.311019678943351 -5.481457711059285 0.01807734481126536 -0.0022303360984156436 0.018298901293012433 0.003860522059204464 -0.04042911273431087
PC_21 -0.041827074842851426 -0.00019240759705363116 0.07704122717957503 -0.0013823467631464007 8.263316298885848e-06 -0.42897905731675073 2.3704912413882875 -1.6702644799628736 2.1470034187427127 3.0344106697667983 -0.12980304532401735 -1.950507742524052 -6.840484575959052 -9.360943374940861 0.9848998000433925 -3.0339870486973317 -8.870563200620264 -1.003169140662963 -3.2355270781318555 -6.930510553706676 -4.227112204465457 4.043821740408081 -2.311019678943368 78.87498712050348 7.466531544054264 -0.02335421040747539 0.06222401676114179 0.012670291177187806 -0.04876043309344537 0.009013580010137044
PC_22 -0.005392412979194819 -0.0021245566183349662 -0.04119050058469073 0.0009024304222714707 -6.369780681486459e-06 2.1417730484605877 0.9402853155576053 1.0408520291711012 -0.08236010750271684 -1.9277617431521215 -5.1247015992789215 2.900654656260301 -5.676931714788836 3.0559979156356367 -2.7940831476826204 -5.30434192494679 3.0703042549620556 -4.955267989641707 -4.430817918475437 7.251307553225725 3.5461320730329264 5.816295545753653 -5.481457711059268 7.46653154405425 62.35185248041802 -0.0266498180602405 0.0324714554791724 0.011131062395909717 0.007833051723720475 0.011512220409076224
proband -0.000813568904633227 -6.28856232723682e-06 0.0012681001844649978 -2.2901148940735677e-05 1.3440146774246793e-07 0.0019326216772063759 -0.007096360354658712 -0.007494206244205637 0.005440377211572948 -0.029373684121933287 0.009398288395053167 -0.010138874865537675 0.0041216241896333125 -0.007120102031001018 0.004976090926893325 -0.0031223106251567216 0.0250845835005116 0.017980163041546277 0.007946856744509121 -0.008913203882489286 0.009118689167798509 -0.002516393128147888 0.01807734481126524 -0.023354210407475456 -0.026649818060240086 0.002426635630352678 -0.0015151367332959826 -0.0009227632563833297 0.00026306824192212516 -0.0003149128654824101
paternal -0.00016248753267201504 1.680984071375614e-05 -0.0013292939873355497 2.6462222696438542e-05 -1.7159175740938062e-07 -0.0012213583316080217 -0.003363811958276847 0.011253857677811136 -0.007977951744516997 0.02353417315650503 0.014448162747713015 -0.011518899889774642 -0.0008176691539441199 -0.05201819708685638 -0.04104616171737541 0.008295653027661509 -0.02014484774517312 -0.019354710263086605 0.0015473060138815645 -0.03888552279572672 0.04368758755464535 -0.01496839870938967 -0.0022303360984155924 0.06222401676114386 0.03247145547917123 -0.001515136733295998 0.011305897400762245 -1.3320613209349162e-06 -0.00916170215521389 0.0005825990104615699
maternal -0.00019897604330445961 2.1626660133758427e-05 -6.613821581990516e-05 1.4277030637838897e-06 -1.0121220394970905e-08 -0.0029365639238348672 0.0026622766921782976 0.010344112798473639 0.0037221789892474748 -0.00016307158321107168 -0.022218510483922004 -0.015134314928346245 0.0019887169739746767 0.04555931475105859 0.018129478557262987 0.01065656226213638 0.004214219803975067 0.022451080169245758 -0.031116227100085984 0.014010955397704857 -0.012548962848778851 -0.011519584573253172 0.018298901293014598 0.012670291177187903 0.011131062395909237 -0.0009227632563833247 -1.3320613209371405e-06 0.0079049039061657 0.00043363820565146707 -0.006083538638301033
gp 0.00016521649277313408 -2.7233845573957677e-05 0.00175740671080891 -3.4718030796896516e-05 2.2442684922705638e-07 0.010096249037467498 -0.002605129063465242 -0.005146006224429156 0.005578982686003799 -0.006201514026597615 -0.0030022831034765686 0.03923045253881 -0.010247943150410653 0.05391424593133166 0.010590302088589873 -0.0023348210691323972 0.01993894091955787 0.0252865371299334 -0.010238579329837573 0.041706141568693796 -0.032181744373040465 0.0138977142011155 0.0038605220592044754 -0.04876043309344467 0.007833051723720313 0.00026306824192213845 -0.00916170215521389 0.0004336382056514715 0.008846828899570716 -0.0004507901460488774
gm 0.0007756281614771104 -2.064211230287545e-05 -0.001213135086179492 2.1797300043234468e-05 -1.3042844351127756e-07 0.004196105973059773 0.0064236046003086 0.001291683951404789 0.00682154285242391 0.028632448318892702 0.010501658738018884 0.020111064875006832 -0.0020511742975691475 -0.013431769984499457 -0.016998220959425513 -0.02625445005112854 -0.01770099071397921 -0.029661608221268537 0.011387432935683462 0.008383739766577067 -0.005229053688448017 -3.6337288119316194e-05 -0.040429112734312225 0.009013580010136095 0.011512220409076129 -0.0003149128654824148 0.0005825990104615642 -0.006083538638301028 -0.0004507901460488656 0.006029887989104484
