 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 9.69035814586814e-06 3.429711520026089e-08 -1.3567974373639501e-06 -6.539103382517385e-06 4.325540920073188e-07 2.6954866816179837e-08 -1.543871487072e-10 -9.470562723698472e-09 6.377711631305337e-11 3.749038668104658e-06 -1.6506402467353421e-06 2.491176768452923e-06 -3.7380660664013654e-05 4.7126311411337597e-05 -6.572681306135663e-05 4.567318319389618e-05 -3.7957818218745514e-05 -4.0631744987641e-06 -7.278581274986094e-05 -5.895217247057296e-06 -1.7369611326918692e-05 -4.9128771862740086e-05 1.0282418943670776e-07 -3.314488132054098e-05 -1.5150566032363551e-06 2.8861451405913857e-06 -4.1374633524085684e-05 -4.512998379665319e-05 6.022301557170967e-05 -3.542366827578829e-08
yob 3.429711520028483e-08 9.577505507669462e-08 1.381458910233164e-07 6.396346777554413e-07 -5.8942304986307726e-08 -4.0223321697611935e-10 -1.94379812426804e-12 9.032924931976987e-10 -3.060846565687789e-12 5.968663555178132e-07 6.888025452765274e-06 4.4564610525415936e-07 -6.659284296865412e-06 -1.5558659000440565e-06 -3.131490798840764e-06 2.411200014202334e-09 -2.5246082734565416e-06 4.406478102929619e-06 -1.6335277547350878e-06 -4.0728157493220085e-06 5.808976496120533e-06 -5.2884386404915235e-06 -2.467919860879708e-06 8.22517844274286e-06 2.4994949892412823e-06 3.037576478035906e-08 -2.041790424127219e-06 2.947539739866993e-06 -1.0942944382310108e-05 -2.2906653476823258e-08
age -1.356797437361877e-06 1.3814589102332551e-07 2.4458021084304115e-05 0.00034945637093330967 -2.42841668118825e-05 -5.026416112564921e-07 3.199056430876534e-09 5.021127883894176e-07 -3.1981349432208433e-09 3.461178372830082e-07 -7.743028257426931e-06 -9.440108796711131e-06 -2.02363484118229e-05 -2.5481990146747935e-07 9.27456354959129e-06 6.152836083193115e-06 -4.977196071125599e-06 -3.7474725903390996e-07 4.1386872023754175e-06 9.260996240143786e-07 -1.8903895386022888e-06 -8.962648032925211e-07 -2.1574734002738168e-05 -1.2336164427872704e-07 -1.3531163996301458e-05 -2.5362875327400093e-06 -1.4642820757834787e-05 -1.1995116816384814e-05 9.968491010776598e-06 -6.14846323960009e-08
sex -6.539103382445828e-06 6.396346777610692e-07 0.0003494563709340239 0.0094735535152936 -0.000624106843309765 -6.938756123172452e-06 4.29637774021845e-08 1.247657969960143e-05 -7.756379165502759e-08 3.057915961599931e-05 3.0058547302954248e-05 -0.0001508111518505703 3.818441086185698e-05 -0.0001751813767079845 0.00019129972895866825 0.00015355610949246265 8.129401200568921e-06 0.000134176693181311 -6.17882567887895e-05 -0.00018980856269843537 -8.117289069853686e-05 -4.602725383416906e-06 1.9784621657631614e-05 -0.00015928370669476662 -3.448728977407807e-05 0.0002185749894057632 -5.337569349427888e-05 -4.665470339935708e-05 -0.00015582290353460015 -1.4913154237118388e-06
age_sex 4.3255409199004685e-07 -5.894230498648049e-08 -2.4284166811941518e-05 -0.0006241068433099627 4.327763783584748e-05 5.010454869540652e-07 -3.192315217361337e-09 -8.963257953449933e-07 5.720907592544001e-09 -3.4204725612829967e-06 4.08432717140718e-06 1.659168464097695e-05 -1.6901314842667218e-06 1.024695769236302e-05 -1.8591760095280444e-05 -9.86329679006556e-06 -3.8827278497741684e-06 -4.71401360372653e-06 3.9789877750026533e-07 1.0354537794448286e-05 4.5023270076768135e-06 1.8845651392891937e-07 9.14914801362747e-07 1.4157465017641278e-05 3.9471839659635985e-06 -1.5126313310723035e-05 8.202706399051182e-06 5.25343377877141e-06 6.315459083160194e-06 3.692530619114695e-08
age2 2.6954866815913806e-08 -4.0223321697952253e-10 -5.026416112565664e-07 -6.938756123159e-06 5.010454869529351e-07 1.0711063448544814e-08 -6.99587785911742e-11 -1.0684872926667818e-08 6.978799202155862e-11 5.818879052935016e-08 4.769918441819363e-07 3.0391453991425854e-07 2.7480709812729303e-07 3.1941807258524134e-08 -3.224800330446954e-07 -1.5672993060427512e-07 -5.924352230730046e-08 1.8641007322041837e-07 -2.3043626397876533e-07 -2.120886701767851e-07 1.6159185746127802e-07 -1.516907107061001e-07 4.770966812937635e-07 2.652446648023172e-07 4.1930639266237675e-07 8.786216000571695e-08 2.5315127138574465e-07 2.8152649179194567e-07 -6.147158324792744e-07 -4.0940674993458985e-10
age3 -1.5438714870551088e-10 -1.9437981242565763e-12 3.1990564308773408e-09 4.2963777402104756e-08 -3.192315217354539e-09 -6.99587785911813e-11 4.666809087739385e-13 6.975294314644937e-11 -4.65204685000533e-13 -8.234514137283639e-10 -3.787344766229376e-09 -2.4083862625425924e-09 -1.863118711117561e-09 -1.701346897474162e-10 2.1741477253689255e-09 1.149895013257284e-09 8.875594292606074e-10 -1.725062442502897e-09 1.826750758811379e-09 1.952001063671569e-09 -1.1814843076800685e-09 1.3041679508083927e-09 -3.592920532473721e-09 -2.384507632969735e-09 -3.2628854454876647e-09 -7.854000988828874e-10 -1.5972672135306351e-09 -1.6222596107616918e-09 5.2737666597582644e-09 1.0151779050824539e-11
age2_sex -9.470562723794738e-09 9.032924931941872e-10 5.021127883907856e-07 1.2476579699608676e-05 -8.963257953452127e-07 -1.0684872926694482e-08 6.975294314661127e-11 1.9098948855160984e-08 -1.247536588961121e-10 7.908346528077177e-08 -1.663683261989619e-07 -4.315618580464771e-07 2.3672368887622164e-08 -2.003028467910449e-07 4.7197497818623773e-07 1.9918208508694683e-07 1.1552973173034784e-07 3.617114706496388e-08 7.974153607414617e-08 -1.1315662858196019e-07 -7.744787654360855e-08 1.880370086783082e-08 -8.557040764406958e-08 -3.640888828446324e-07 -8.65792177059522e-08 2.7927892379376374e-07 -2.110217332647097e-07 -1.1252710948531044e-07 -4.6480065945686306e-08 1.597364981755523e-10
age3_sex 6.377711631246307e-11 -3.060846565744897e-12 -3.1981349432304617e-09 -7.756379165508957e-08 5.720907592546515e-09 6.978799202174566e-11 -4.652046850016748e-13 -1.2475365889613513e-10 8.314666209350816e-13 -4.1290080897623814e-10 1.4452702782094639e-09 3.2058962670009926e-09 -9.364476380685887e-11 1.2768398029565719e-09 -3.4564637092412397e-09 -1.1765669158017775e-09 -8.643871676754496e-10 1.8447327908229552e-11 -1.0432813388099008e-09 1.4875719156718014e-10 3.986378945202908e-10 -2.249408044588632e-10 9.384446298040116e-10 2.6390460956261492e-09 5.095861561529497e-10 -1.5467049358476041e-09 1.4882171844966178e-09 4.735803877775886e-10 -8.790362611437572e-11 -6.1064002705500366e-12
PC_3 3.749038668105396e-06 5.968663555178569e-07 3.461178373026103e-07 3.0579159616433745e-05 -3.4204725613131515e-06 5.818879052894087e-08 -8.234514137257238e-10 7.908346528139836e-08 -4.1290080898025436e-10 0.025265577461317038 0.0007759296632564086 0.0018716287331604312 -0.0003397872132406773 -0.004113811185320345 0.002102843116130255 0.0037313354809393453 -0.0036490689971010208 7.076916902868925e-05 -0.0012628126483013274 0.0004880009466125672 0.004930679909747776 0.0025258991300479592 -0.001723204107063394 -0.008919608774419802 0.0011140385467252672 -0.0006842426574415751 0.003042525361246562 -0.0004010981801303813 0.004392664206798863 6.19184050447893e-05
