 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.411499723620338e-05 1.1398272169361945e-07 -6.898789744552172e-07 -8.6263243171886e-06 6.929085659187984e-07 1.4034298179626873e-08 -5.942565206389423e-11 -1.5858919849950202e-08 1.1022508231154524e-10 -2.565720919358834e-05 -3.8143067985070936e-06 -3.0175534298593302e-05 -4.7968559276546474e-05 0.0001117923300374138 -8.253064510420305e-05 5.6591437967080314e-05 -8.366657030633663e-05 1.8244857750727409e-06 -0.0001073340642682753 -6.753991067770072e-06 -5.410036935182407e-05 -7.422144667333326e-05 -9.922201401403141e-06 -6.4811315656681e-05 -2.4007724818442813e-06 1.6625550193677169e-06 -1.2404272075676564e-05 -0.00010520585420919905 0.00010755138019893654 4.545184490486502e-07 -3.70710316378204e-07 -7.883579036466857e-07
yob 1.1398272169360524e-07 1.0926417022371575e-07 1.7287313669412347e-07 6.604259157228286e-07 -5.69808521205871e-08 -5.355180207510967e-10 -3.096182984540358e-12 7.448535336936237e-10 -1.3341885671936263e-12 -1.9294161651654996e-07 1.0690742936509594e-05 1.4049125312802806e-06 -6.474973470038167e-06 -3.9632586424084083e-07 -6.071873456301092e-06 3.321530007917479e-07 -5.446632084830147e-06 6.6744283363696124e-06 -3.9013904630395194e-06 -6.7005797189511004e-06 5.973062180325812e-06 -5.7201345499839825e-06 -2.2183070879944374e-06 1.0421122690444348e-05 4.384105295778822e-06 3.369692298205462e-07 -1.182019961281302e-06 3.9027718861407625e-06 -1.5884317593649414e-05 6.216020812434767e-09 -2.119188770759708e-08 -3.641873595065518e-08
age -6.898789744623181e-07 1.7287313669433846e-07 2.5006121599837646e-05 0.000344633829969488 -2.4655732582150674e-05 -5.233210308115997e-07 3.3826783214600554e-09 5.200351927688589e-07 -3.365274282068204e-09 -1.699293203807707e-06 1.3972352812012508e-05 1.0753138574051724e-05 -1.0446898255922177e-05 4.758237075675077e-05 -2.616441827780786e-05 1.489566651097293e-05 -3.346554176496824e-05 1.5503760743525297e-05 -7.3851999427583436e-06 4.636669519014472e-06 -1.2110373498210654e-05 -1.383207373071115e-05 -3.153329808552337e-05 -1.7289176040210597e-05 6.491681399095568e-06 -5.428353315674413e-06 -1.1351256257390052e-05 -1.6839963604179643e-05 2.913418505949939e-05 5.6284809442047555e-08 -8.161049954251385e-08 -8.123459484032377e-08
sex -8.626324317335691e-06 6.604259157258175e-07 0.00034463382996988547 0.00925972886135062 -0.0006251106148027363 -6.966793017942882e-06 4.38027676920197e-08 1.2732987352176453e-05 -8.041507977825917e-08 0.00010748472316680877 8.903488234353851e-05 5.2206469656212556e-05 0.0001931555335201835 0.00012412735345135708 -0.00013905335661206742 9.502412903292229e-05 -0.000381799886948679 2.4526373464219198e-05 7.678011160623315e-05 -0.00030610707802384727 -4.870050167402415e-07 -0.00038082455064764953 -0.00012571568429455755 -0.0002593702182895788 -2.687705051403919e-05 0.00014409983927606053 0.00018668840778454036 7.252483043243305e-05 0.000166429079859499 8.460836393410582e-08 5.640853100622188e-07 1.1412673123507193e-06
age_sex 6.929085659218705e-07 -5.6980852120810064e-08 -2.46557325821787e-05 -0.0006251106148026826 4.473504226842422e-05 5.192124414296035e-07 -3.362600184441009e-09 -9.470833339651793e-07 6.1516059095957546e-09 -1.0858116253869256e-05 3.4208514124293806e-06 7.023921716526605e-06 -9.912337097687928e-06 -3.388439867988512e-06 1.646421557535843e-06 -1.0030980864030623e-05 1.4828275694120581e-05 -1.7735927784336007e-06 -9.59865076282673e-06 2.231377846615236e-05 4.662659381741831e-06 2.09253557143069e-05 9.681482103657378e-06 2.1552502046353522e-05 4.330735445782845e-06 -1.0359932609656908e-05 -9.678190390506767e-06 -1.4011114300603886e-06 -2.277918049919465e-05 -8.644821845278272e-08 -6.940383850600679e-08 -1.7166883749832548e-08
age2 1.4034298179859731e-08 -5.355180207519149e-10 -5.233210308115978e-07 -6.966793017933985e-06 5.192124414289772e-07 1.1389586684842733e-08 -7.564993471255529e-11 -1.1306342537399382e-08 7.507047139142546e-11 7.012612804374894e-08 2.651888429877554e-07 7.73292831681428e-08 1.8557590657410162e-07 -7.821366178602629e-07 2.1949263841754386e-07 -3.260993168935506e-07 3.625506244654018e-07 -1.354947502803223e-07 -5.379964063702335e-08 -2.837388814615382e-07 3.6480120126508256e-07 6.494843246555275e-08 7.442297965710886e-07 6.880800772249726e-07 7.471081428463968e-08 1.4425791332524744e-07 2.0687731964056766e-07 4.1221183359442256e-07 -1.2212734391424618e-06 -2.0816679095690343e-09 7.462785443578274e-10 1.277681619626001e-09
age3 -5.942565206497791e-11 -3.0961829845074402e-12 3.3826783214600835e-09 4.380276769195953e-08 -3.3626001844367734e-09 -7.56499347125556e-11 5.134999701583576e-13 7.504981650041885e-11 -5.089286662589703e-13 -9.706964802508431e-10 -3.0615527979902767e-09 -1.7661139533991263e-09 -1.714531767474191e-09 4.534472143512598e-09 -7.9855432410886e-10 2.1873813008671954e-09 -1.4901883218046078e-09 5.215224998730656e-10 8.518938980324051e-10 2.1493197968650096e-09 -2.55835456523717e-09 6.81646414742075e-11 -5.622614990963568e-09 -5.260169086278411e-09 -1.2087990851881914e-09 -1.0948625506158178e-09 -1.0083085470359533e-09 -2.6630719596271806e-09 9.877305860905586e-09 1.864844400932045e-11 -2.276965517309208e-12 -7.164429965556902e-12
age2_sex -1.5858919850165785e-08 7.448535336990773e-10 5.200351927694551e-07 1.2732987352174611e-05 -9.470833339651319e-07 -1.130634253741273e-08 7.5049816500509e-11 2.0657617615990132e-08 -1.374254164108086e-10 2.5749140512315846e-07 -2.0007875023675063e-07 -3.387497285728256e-07 1.5385766142795116e-07 -5.304401235783399e-09 6.629060778600185e-08 2.738008741573263e-07 -1.7236092755787492e-07 2.989145752113271e-08 2.898980656447646e-07 -4.0086708853512486e-07 -1.6267062179361038e-07 -3.4485181888866144e-07 -2.5947208958533866e-07 -5.098045941450121e-07 -9.59812567006727e-08 2.1298932125562774e-07 2.089184903863135e-07 -3.4497789736194985e-08 6.511586984357703e-07 2.798318270713766e-09 1.6555383158464005e-09 -4.1189850362881046e-10
age3_sex 1.1022508231276915e-10 -1.3341885672380582e-12 -3.3652742820721432e-09 -8.041507977824452e-08 6.151605909595252e-09 7.507047139151339e-11 -5.089286662595643e-13 -1.3742541641080457e-10 9.333332332162758e-13 -1.6482927273909303e-09 1.83818110016305e-09 3.20008159655841e-09 -6.843443001078772e-10 4.106790328475365e-10 -8.340045799240338e-10 -2.0783932317680043e-09 5.747282463154987e-10 -1.401756348378586e-10 -2.356016292604692e-09 2.146931718289802e-09 1.3345530968070066e-09 1.7725419071980305e-09 1.9589546762737076e-09 3.4991258160835245e-09 4.4027881463001586e-10 -1.3482434902172242e-09 -1.643194510760548e-09 3.058979560765398e-10 -5.032132938831984e-09 -2.3168479107820347e-11 -1.0629579027771533e-11 5.7581741211542344e-12
PC_3 -2.565720919359055e-05 -1.9294161651652693e-07 -1.6992932037916698e-06 0.00010748472316699175 -1.0858116253884628e-05 7.012612804338328e-08 -9.706964802483308e-10 2.574914051235195e-07 -1.6482927273934628e-09 0.03492753214871005 0.0004460418638026175 0.0008861572025028044 0.0016001170879712658 -0.004711915427430832 0.0021507537096462593 0.00363638702981286 -0.004336711216160363 -0.0021144068812590133 -0.0036457160307218905 0.0032226885625101296 0.006754105924201718 0.00486134252266801 -0.0038427173003792825 -0.013896041968333286 0.0003709897041476809 -0.0007469578770714371 0.002568109741578566 -0.0032971331539069647 0.010168801488547388 7.4698667839428135e-06 7.863622100421138e-05 7.596983952108823e-05
