(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000810543862009774 -3.0221341744456e-05 2.73678006911546e-05 -6.89657158687752e-05 5.25339647884917e-05 -1.6997630236787e-05 -1.75577547187234e-05 2.18988582352724e-05 -2.39151576100537e-05 -3.7400602744073e-05
covarage -3.0221341744456e-05 0.000677540486487396 0.00102335692246686 -0.00106273172386642 -9.06520876072036e-06 2.13485269985661e-05 4.70628552028016e-06 4.147960371633e-06 -1.87296229190274e-05 8.79142358082394e-06
covarsex 2.73678006911546e-05 0.00102335692246686 0.00274792776472817 -0.00265093025545685 -6.19769328970833e-06 4.74130439311587e-06 7.30128665520266e-06 6.64668025811041e-06 -3.1248230973583e-05 1.55683557019783e-05
covarage_sex -6.89657158687752e-05 -0.00106273172386642 -0.00265093025545685 0.00276586176145565 7.95604468561985e-06 -2.44171910056911e-06 -8.45539811397349e-06 -4.96811271798326e-06 2.92964305986642e-05 -1.54595997853121e-05
covarPC_3 5.25339647884917e-05 -9.06520876072036e-06 -6.19769328970833e-06 7.95604468561985e-06 0.00020972769410279 7.06661755110297e-06 5.59473054301656e-07 1.35154535259745e-06 2.56945750602198e-05 2.42478603080756e-05
covarPC_4 -1.6997630236787e-05 2.13485269985661e-05 4.74130439311587e-06 -2.44171910056911e-06 7.06661755110297e-06 0.000218806377172199 -3.64319094148786e-06 -3.76851681354682e-06 7.88318548801663e-06 9.15550441081284e-06
proband -1.75577547187234e-05 4.70628552028016e-06 7.30128665520266e-06 -8.45539811397349e-06 5.59473054301656e-07 -3.64319094148786e-06 0.000686665915631483 0.000336541910960904 -0.000650505190913359 -0.00062939175389002
sibling 2.18988582352724e-05 4.147960371633e-06 6.64668025811041e-06 -4.96811271798326e-06 1.35154535259745e-06 -3.76851681354682e-06 0.000336541910960904 0.00081076045203598 -0.000733706539125376 -0.000708179431331667
paternal -2.39151576100537e-05 -1.87296229190274e-05 -3.1248230973583e-05 2.92964305986642e-05 2.56945750602198e-05 7.88318548801663e-06 -0.000650505190913359 -0.000733706539125376 0.00212727835329109 -0.000115525427102885
maternal -3.7400602744073e-05 8.79142358082394e-06 1.55683557019783e-05 -1.54595997853121e-05 2.42478603080756e-05 9.15550441081284e-06 -0.00062939175389002 -0.000708179431331667 -0.000115525427102885 0.00207333797149188
