(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000407986965735666 -1.30291961368521e-05 -4.40315090034772e-05 1.98854259827238e-05 1.45892560559508e-05 3.2073543789426e-06 7.44161590255255e-06 2.16590024063314e-05 -2.38268033551357e-05 -3.34882604338997e-05
covarage -1.30291961368521e-05 0.000419687300796275 0.000640652515889663 -0.000664195525670495 -6.66531824885051e-06 1.24123840020432e-05 -2.72854545119997e-07 4.05586563525945e-07 -5.26642188317034e-06 5.07358176607017e-06
covarsex -4.40315090034772e-05 0.000640652515889663 0.00163511546624549 -0.0015888760760667 -7.06816718321837e-06 1.62503825708282e-06 -1.25530427167545e-06 -4.62424875895081e-07 -8.26734766004345e-06 1.36712493621401e-05
covarage_sex 1.98854259827238e-05 -0.000664195525670495 -0.0015888760760667 0.00167739420826915 9.68069788883682e-06 -1.29427179768667e-06 5.56130236825941e-07 1.39483992997099e-06 7.1975273472777e-06 -1.37974770458301e-05
covarPC_3 1.45892560559508e-05 -6.66531824885051e-06 -7.06816718321837e-06 9.68069788883682e-06 0.000127785861485422 5.41168687071946e-06 7.74046278275035e-07 9.35790786899295e-07 1.66513294829405e-05 1.46187152296486e-05
covarPC_4 3.2073543789426e-06 1.24123840020432e-05 1.62503825708282e-06 -1.29427179768667e-06 5.41168687071946e-06 0.000133700553943929 -2.0394827938997e-06 -2.31350034867294e-06 3.80034382403987e-06 5.54971433474752e-06
proband 7.44161590255255e-06 -2.72854545119997e-07 -1.25530427167545e-06 5.56130236825941e-07 7.74046278275035e-07 -2.0394827938997e-06 0.000412812225119384 0.000189278795792789 -0.000383219651389426 -0.000369373834302826
sibling 2.16590024063314e-05 4.05586563525945e-07 -4.62424875895081e-07 1.39483992997099e-06 9.35790786899295e-07 -2.31350034867294e-06 0.000189278795792789 0.000488492096932081 -0.000432924227130099 -0.000415231995949335
paternal -2.38268033551357e-05 -5.26642188317034e-06 -8.26734766004345e-06 7.1975273472777e-06 1.66513294829405e-05 3.80034382403987e-06 -0.000383219651389426 -0.000432924227130099 0.00122320873157832 -3.62115461778471e-05
maternal -3.34882604338997e-05 5.07358176607017e-06 1.36712493621401e-05 -1.37974770458301e-05 1.46187152296486e-05 5.54971433474752e-06 -0.000369373834302826 -0.000415231995949335 -3.62115461778471e-05 0.00118283951696303
