 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.5124680461408916e-05 2.410172398853349e-07 -3.3021083342648537e-06 -7.5598045221276946e-06 5.855982528733893e-07 6.059802861467732e-08 -3.418610166949883e-10 -1.3885681415659621e-08 9.782812414212117e-11 2.493200697466917e-05 -4.745363072493919e-05 2.649131181345022e-06 -5.797059401617086e-05 1.0326564448959084e-05 -7.418005764404841e-05 9.019440360658534e-05 -6.762464782342337e-05 -6.796085753255591e-06 -0.00010044230756602184 -2.0744294920875654e-05 -3.7202745152040043e-06 -8.718301656821058e-05 1.0499067422201972e-05 -3.7495848542877835e-05 4.547187772720497e-06 1.6903878624770617e-05 -5.057335017051711e-05 -3.960404177370943e-05 5.339500801012454e-05 1.033323673692785e-06 1.0798194973718726e-06 -1.5011353638291717e-06 -1.7201464907012905e-06
yob 2.4101723988527825e-07 1.3056661946180972e-07 3.8936349843833523e-07 1.503713914835185e-06 -1.2894933391121794e-07 -4.7160012399033675e-09 2.2700276422549526e-11 2.2281267940575354e-09 -1.0292680993869416e-11 2.4988843982604295e-06 5.075212317691901e-06 -9.580988327980416e-07 -9.718204799856982e-06 -5.5538360127148415e-06 -1.7111256751055328e-06 1.9031986735787249e-06 -3.1391041320988266e-06 5.400423136589166e-06 -2.83248953518649e-06 -5.770894023597131e-06 9.151520131492033e-06 -6.872544706721347e-06 -2.6023763598651516e-06 1.0643883201915307e-05 3.576295207143097e-06 2.374713637924294e-07 -2.849510248905472e-06 3.7717722969281655e-06 -1.4950851835375658e-05 -1.6237478274360918e-09 -2.553211070025723e-09 -1.6144471844960377e-08 -3.22610468080225e-08
age -3.302108334334339e-06 3.893634984368911e-07 6.20139808910664e-05 0.0009214188278837258 -6.028712290455629e-05 -1.2149559837731324e-06 7.440094835260561e-09 1.189419215853883e-06 -7.29570203234565e-09 1.657657937743539e-05 -7.779068550206365e-06 2.1459470364619184e-06 -3.3163807868954683e-05 -1.5274262240731378e-05 3.909157797024677e-05 3.015745596537216e-05 -1.1703768261536219e-05 4.8818634326887065e-06 4.066035200235298e-05 6.0203409541801545e-06 1.9004744457774746e-06 -1.5934490867765777e-05 -2.2804789460397442e-05 1.4472656682617172e-05 2.9896374219017038e-05 -3.132009724340299e-05 -2.6338171532415832e-05 -1.9749946795363674e-05 -2.0325236663174415e-05 -1.506761992387841e-07 -8.884535203351645e-08 7.009896713274495e-07 -4.86627078380641e-07
sex -7.5598045225650024e-06 1.5037139147700287e-06 0.0009214188278811605 0.026471829518812412 -0.0016702447318907047 -1.770474484984793e-05 1.0666515947073938e-07 3.2194003674263846e-05 -1.9412410793742835e-07 -8.214377246577321e-05 0.0002789074675499979 0.00020382281835455203 0.0002446406147174572 -8.348348141482054e-05 9.328936390358975e-05 0.0007006964977387255 -0.00041207521254274054 0.0002680817761018461 0.000672356244660393 3.236411632877177e-05 -7.997952192456463e-05 -0.0003413788783294949 -0.000131388382475145 -0.00017755773475351056 0.00024941824868740563 0.00036199174980970145 -0.0004013997359937733 -0.0002746653867397261 -0.0006125177058250473 -5.009362861363809e-06 -3.797690666372437e-06 7.07854009329485e-06 3.712687096061737e-06
age_sex 5.85598252920486e-07 -1.28949333908344e-07 -6.028712290437667e-05 -0.0016702447318903127 0.00010902327656272003 1.1874388541630805e-06 -7.287851616820639e-09 -2.150934966084327e-06 1.3197634792807787e-08 3.38510034498867e-06 -1.3225369159877558e-05 -4.972206157994473e-06 -1.044596784977596e-05 2.39952898895732e-06 -1.6341562022755634e-05 -4.2574591300115e-05 2.437069396368113e-05 -9.630845387821671e-06 -4.5178448602050506e-05 1.7853962723716451e-06 2.1971505168416377e-06 2.0146751654423978e-05 1.3862859711366474e-05 1.4011803010055799e-05 -1.302894933436192e-05 -2.6481201925891456e-05 2.9044154455364567e-05 2.0864735079159355e-05 3.9209156125130195e-05 2.451856595324779e-07 2.342842082438546e-07 -5.802891687005022e-07 -4.264544636174179e-08
age2 6.059802861570141e-08 -4.716001239864807e-09 -1.214955983773053e-06 -1.7704744849895248e-05 1.1874388541664318e-06 2.4340280472890734e-08 -1.5159097449934135e-10 -2.389576039306396e-08 1.4899845375844351e-10 -2.0355934807701858e-07 5.384650765726553e-07 8.142758271464164e-08 4.734666831256436e-07 2.898983114219108e-07 -8.825883308268438e-07 -6.012692608327727e-07 5.531960300949459e-08 1.5160163668560854e-07 -1.0126255490945758e-06 -3.461969969525264e-07 1.4898522743300582e-07 1.3621698122771588e-07 5.635285783959404e-07 1.5125180227479604e-08 -3.0985230353929394e-07 6.235026647322859e-07 4.530700109298642e-07 3.8506609939552323e-07 -1.1169079635300512e-07 1.0261611502866864e-09 8.313511677598319e-10 -1.4131041094580203e-08 1.027198801764014e-08
age3 -3.4186101669782374e-10 2.2700276422350305e-11 7.440094835259727e-09 1.0666515947101601e-07 -7.287851616840317e-09 -1.5159097449933453e-10 9.576944435341623e-13 1.4901859905535787e-10 -9.423656006021502e-13 4.724115650038071e-10 -4.3911851243382134e-09 -1.2159040280828568e-09 -3.047008975994761e-09 -1.555522835318439e-09 5.41609999540784e-09 3.760364922257013e-09 2.8616827102330317e-10 -1.7779013846058485e-09 6.7568326765076125e-09 2.9424881006133044e-09 -1.2873006903200393e-09 -4.66250427411759e-10 -4.576012349829692e-09 -9.394927790798565e-10 5.831794649809552e-10 -3.9411076098415616e-09 -2.808614774934901e-09 -2.063004292718175e-09 2.616938396806087e-09 5.411663074859847e-12 7.97830837361609e-13 8.341723519811528e-11 -6.781705862543307e-11
age2_sex -1.3885681416645899e-08 2.2281267939933366e-09 1.1894192158500892e-06 3.219400367424889e-05 -2.15093496608386e-06 -2.3895760392993023e-08 1.4901859905494014e-10 4.32308708392465e-08 -2.6936084492381235e-10 -4.8364658621793546e-08 1.7885547748812447e-07 -4.388974847528729e-08 1.507292161981342e-07 -2.061809519115351e-08 4.751282199142406e-07 7.918845062620704e-07 -4.323370987223694e-07 9.629579005431442e-08 9.558124216422558e-07 8.618007483553053e-09 -1.359421041690846e-08 -3.46475054845517e-07 -3.9160529248490055e-07 -3.4367673637975217e-07 2.3289401485198004e-07 5.256522232206353e-07 -6.068961307890962e-07 -4.231200369095472e-07 -7.13226993325415e-07 -3.3553192703611427e-09 -4.022618050762406e-09 1.2452501789527093e-08 -1.8619695757753226e-09
age3_sex 9.782812415075481e-11 -1.029268099344254e-11 -7.295702032321051e-09 -1.9412410793729843e-07 1.3197634792802387e-08 1.4899845375798177e-10 -9.423656005994235e-13 -2.693608449237618e-10 1.7014898622352515e-12 3.714043601260763e-10 -6.547840627437275e-10 1.0647984327901949e-09 -7.099437023685597e-10 6.606854807547368e-11 -3.6808401127690803e-09 -4.51570533044553e-09 2.392322825050007e-09 -2.301094427752082e-10 -6.347770399689473e-09 -4.836624805903834e-10 -5.590156598614504e-11 1.897585396102013e-09 3.0626049043950584e-09 2.4290730751037486e-09 -1.4094080918251947e-09 -3.149685154918943e-09 3.871897589269559e-09 2.3107866049599435e-09 4.0260524368044006e-09 1.173494890448654e-11 2.1265393957027526e-11 -7.927656416101976e-11 2.28969953216072e-11
PC_3 2.493200697467029e-05 2.4988843982607534e-06 1.657657937752654e-05 -8.214377246309288e-05 3.3851003448132236e-06 -2.0355934807880611e-07 4.724115650147464e-10 -4.836465861832511e-08 3.714043601047699e-10 0.03452755771536721 0.000822795219850002 0.0037096947864026166 -0.0005308605291649184 -0.006759818878634025 0.0025209661787022604 0.005969234019890507 -0.00394482094946062 0.0009767647396342369 -0.001301077479660077 -0.00023868850678872365 0.007380094083874303 0.00285343712519276 -0.0013770597414985409 -0.0119790360952095 0.0030208136429976814 -0.0003282584859831089 0.003629230308604493 -0.00018665264214769303 0.005611694503493724 2.60842032477992e-06 2.809321729837746e-06 9.486966249430868e-05 7.416577632195967e-05
