 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 2.0196498401478706e-05 -1.2035589351600816e-07 -5.51484913763847e-07 9.296708883180452e-09 -3.5050205855100304e-11 9.4614377121713e-06 -3.766588470135095e-05 -1.553896083142257e-05 -7.471845817413506e-05 0.00010219810503676516 -0.00012942523998062314 9.515155147113786e-05 -7.660687730480766e-05 -2.6905365826546177e-05 -0.00014301078884667616 5.4662766859282854e-05 -6.46233537374148e-05 -8.099225049071578e-05 -4.108315448227725e-05 -8.72054214037229e-05 -2.8960839217489027e-05 -1.4174989475350315e-05 -6.767276200886521e-05 -0.00014974036177010965 0.0001461831707127368 1.9141294117472666e-07 -3.714977523983899e-07 -1.0179983334422397e-06
yob -1.203558935160174e-07 2.228030918610633e-07 3.979385786263464e-08 3.6205045608291866e-09 -2.5159556359915544e-11 -1.0575823001971293e-06 2.2700223608967676e-05 8.445014493119991e-06 -1.5680550260447032e-05 -6.0195013628393e-06 -7.506637626566158e-06 -4.4639788234311263e-07 -1.0269688690202825e-05 1.2300412977941565e-05 -5.412486459898262e-06 -1.3759614993573872e-05 1.614790137450077e-05 -1.1895118040927676e-05 -6.332103287516294e-06 2.169189059359348e-05 7.632523807732775e-06 -2.1294598243737275e-06 -1.8627266736898586e-06 1.2425224519308492e-05 -2.7681921931000754e-05 -1.1983145558253396e-08 -5.000950332759941e-08 -7.908134019404833e-08
age -5.514849137632472e-07 3.979385786261224e-08 1.0420661897104316e-05 -2.259066049588953e-07 1.4936634955811162e-09 -1.170027773159416e-05 1.763277512353241e-05 9.616390609352945e-06 -2.0275479102204366e-05 3.440607112124659e-05 -2.549413820047226e-05 -8.35037404677926e-06 -2.5506470089182336e-05 1.2246101040496368e-05 3.8252658166910486e-06 1.7612249902380473e-05 -6.126313625558845e-06 1.894444360717951e-05 -2.1034650177210375e-05 9.787138582807262e-06 -1.1914395877325084e-06 -2.0109496521778598e-05 -1.0269582253023539e-05 -4.57722281244909e-06 3.435301888684963e-05 2.500203583479606e-07 -1.9512419769677748e-07 -3.31384557503314e-07
age2 9.296708883168976e-09 3.620504560829715e-09 -2.259066049588921e-07 5.188346062145101e-09 -3.537860511869929e-11 2.920131985139827e-07 2.8214101072958137e-07 -2.5374138947961814e-08 1.2464895347012481e-07 -6.339939490689512e-07 3.7416600940501563e-07 6.305942100228948e-08 2.023553353342343e-07 1.427944595606059e-08 -2.2491924259165686e-07 -5.915758629915814e-07 3.5971517014649466e-07 -5.750044374976842e-07 3.879182783647255e-07 2.1216059648393e-07 3.3856256646880407e-07 3.876615010424671e-07 1.4361375621365826e-07 2.1778877667926465e-07 -1.32979549965355e-06 -5.2604352966789255e-09 2.5101911937670145e-09 4.301480290173938e-09
age3 -3.505020585507695e-11 -2.5159556359918552e-11 1.4936634955810821e-09 -3.5378605118698984e-11 2.473070658219062e-13 -2.3013343377471925e-09 -2.6477657902199237e-09 1.9294972117828945e-10 -1.0764451512501713e-09 3.807374782656027e-09 -2.7458241037630034e-09 2.477467960509986e-10 -6.275376099127646e-10 -4.2599624116902327e-10 1.1038480509393853e-09 3.5801776152656583e-09 -2.1659400826595346e-09 3.3836509103688673e-09 -3.049499314641095e-09 -1.7935822152329675e-09 -3.2799641033015735e-09 -2.551814340185252e-09 -9.368239979223282e-10 -1.1270038039493508e-09 9.58649280726565e-09 3.2470458946547284e-11 -1.2707906656414836e-11 -1.9506119380827502e-11
PC_3 9.461437712171728e-06 -1.0575823001971207e-06 -1.1700277731593484e-05 2.9201319851397063e-07 -2.301334337747124e-09 0.052536208049769724 0.0017860010533699863 0.0029496438366114707 0.0007548378364981404 -0.006818558126590707 0.004371136172699677 0.008889162729803926 -0.0055073177885078956 -0.0012316974733751708 -0.0019039272721368195 0.0035843153404664482 0.008400973752031585 0.0063036516254857565 -0.004836063912882798 -0.017381478486309717 -0.0002569486430804199 -0.0013772013029075688 0.004927698022673301 -0.002627447956236638 0.010905300766817769 1.925067287521481e-05 0.00011576466431576803 9.563938768705089e-05
PC_4 -3.766588470135111e-05 2.270022360896765e-05 1.7632775123535493e-05 2.821410107295154e-07 -2.647765790219495e-09 0.0017860010533699837 0.17724576817751875 -0.008174817040745465 0.009118049155841843 -0.010059070802886783 -0.00028548535952239247 -0.005279497682285516 -0.0011950783383158964 -0.014135362248685715 0.004145084665647261 0.009822382242735968 -0.019455515865042787 -0.011538127234672573 0.013025485875487224 0.01095714237858307 -0.005000856417030982 0.005765444697484602 -0.005917329781189747 -0.00039975554772546184 0.0076235145812708375 -1.2346815653324638e-05 1.069058872856057e-05 3.954647226091639e-05
PC_5 -1.553896083142244e-05 8.445014493119972e-06 9.616390609354178e-06 -2.5374138947990854e-08 1.9294972117848733e-10 0.0029496438366114716 -0.008174817040745467 0.23215215365982436 -0.003980478413627124 -0.007032957368022078 0.0010343115444314442 0.00564272277461141 -0.015318933132471237 -0.0012481206468639876 -0.018260091680089945 -0.013286987378264302 0.0005033909164157399 -0.01703765785295741 0.013697214757125117 -0.026414246060261257 0.007070249665104264 0.004671326145216924 0.000457958019031069 -0.004392460805771257 0.017411447770782032 -6.02307512194641e-06 8.49945613471178e-05 3.1290820609531546e-05
PC_6 -7.471845817413531e-05 -1.5680550260447016e-05 -2.0275479102205528e-05 1.2464895347015282e-07 -1.0764451512503652e-09 0.0007548378364981415 0.009118049155841836 -0.003980478413627126 0.28854368779638545 0.003496106786937149 0.014222019460443725 -0.014375575518141462 -0.009477105948737333 0.007132961674467974 -0.014602215496479781 -0.0008724852668638625 -0.00040711654163146793 -0.024950354646333765 0.014373119271207872 0.029757509031588556 -0.007977297572993747 -0.00027895912249824187 -0.009138526985176167 -0.002858190464845484 -0.013722543730340648 -3.830585532999582e-06 -3.0058021146230938e-05 -1.9469508077446427e-05
PC_7 0.00010219810503676562 -6.0195013628394005e-06 3.440607112124901e-05 -6.339939490690162e-07 3.807374782656515e-09 -0.006818558126590721 -0.0100590708028868 -0.00703295736802208 0.003496106786937154 0.3606473116034949 0.015235327031137216 -0.0008638860161047769 -0.016415825984615575 0.020145276227796556 0.005010944069275626 0.03276725708043537 0.011147748274413291 -0.037909079762853126 -0.025870925911112362 0.028967559986478934 -0.009896561690638739 -0.011756380971162703 0.0004951290893947257 0.01035358117915378 -0.017026426243641802 8.601895612218736e-06 2.537970665848727e-05 3.582731572424503e-05
