 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.017514822487977096 -1.3632343649443816e-05 0.002884206951674607 -0.004253201944885788 0.000144103594273949 -9.696036955525512e-05 9.94528430703495e-07 2.6901029790700054e-06 -7.908087550662485e-08 -0.003394412914430809 0.001189091093538665 -0.0036882213012441475 0.0014854210726062444 -0.0020740578333545492 -0.0027155241270654796 0.004843514322342392 -0.003776073158510497 -0.000619615656092382 -0.005220362367450496 -7.689754234482503e-05 -0.007398581549271345 -0.000632060198900256 -0.005572060693531742 -0.0031412418155964206 -0.008638153621889674 -0.007005756067877373 0.0037272561555865068 0.011644290230829626 0.013928949663275871 9.262008833119116e-05 -0.00011941033351335403 -6.920753161473198e-05 0.00018291748272009366 7.217912467338915e-05 1.361123972776102e-05 -4.3646789010600414e-05
yob -1.363234364942237e-05 4.411025532092911e-06 4.371389012027462e-06 2.3363315355444567e-05 -2.842530846140089e-06 -1.96250349069834e-08 4.115798689465026e-12 6.909273988198269e-08 -4.43729904896491e-10 1.216330822835765e-06 0.0007433604469107533 0.00013913197407154632 -0.0005252258063824451 0.0002257402088852216 -0.0006290907568290055 -0.00010583494805801847 -0.00027000613835944016 0.0005314116156084933 -0.00014426106099591068 -0.00040163817266475506 0.000304052407409599 -0.0003039445843487035 -4.7401297693739345e-05 0.0003572924959376106 0.00023267895355313692 -8.017637448884368e-05 -0.0001734930712278734 0.00010457400600259957 -0.0005734980310570321 3.895302119665615e-07 1.401454567736249e-07 -9.178753283538191e-07 -1.2337098824805497e-06 -1.7109203677458245e-06 5.88078091809828e-07 -1.5529677232059966e-06
age 0.0028842069516922687 4.37138901196563e-06 0.0019341767703594584 0.019558949799866384 -0.0018599128279400067 -5.607565917996782e-05 5.053224008110041e-07 5.410536089497542e-05 -4.884341337467889e-07 6.93572751841459e-05 0.0012785771414919778 -0.0002781519897699203 0.0006545214634075291 -0.0006154459221166644 0.0008977025621607777 0.00020981665581224014 -0.006142632829965684 -0.0013463361860322225 0.0037243422569668114 0.0002881119720300438 0.0008047557689869176 0.000645190493657806 0.0026804339821584855 -0.0009241949088903939 -0.00022980023696039003 -0.0029057340354298826 0.002168512549492947 -0.000829677156357789 0.001297058349801002 3.718087128071092e-05 -8.143170800518202e-06 -1.4015682613367056e-05 0.00014878668926462311 -0.0001248137270041424 -2.5987899657723048e-05 6.835884352807231e-06
sex -0.0042532019445160555 2.3363315356893597e-05 0.01955894980000521 0.4947445532954838 -0.043852339693048865 -0.0005498572539434035 4.836838198606408e-06 0.001207851979380955 -1.044586281491676e-05 -0.0014097570496608238 0.020040693443826366 0.024420611237324866 0.01707979158767255 0.017251086012209704 0.02528113542989085 0.032621962031884964 -0.11252085884675361 -0.04560953520641614 0.06865203968446296 0.005943733693608842 0.019771080046321988 -0.03836365005422181 0.005283133178658552 -0.07246922384193878 -0.004257256270340848 -0.03606251037582665 0.05476577882095433 -0.02688546121358316 -0.02531567289525807 0.00031756225705489475 -2.0321646241263015e-05 -0.0003788277962448423 0.0029862272215601623 -0.0029994083262824154 -1.576958595209564e-05 0.00021399119744313665
age_sex 0.000144103594238902 -2.842530846253636e-06 -0.0018599128279531774 -0.043852339693048276 0.004023132359062659 5.4118202507045325e-05 -4.891517718288964e-07 -0.0001140022876754168 1.0090100500832943e-06 -8.114419266880649e-06 -0.0020702757436500767 -0.0025937264939907404 -0.001208055418737267 -0.001074627193141909 -0.002227600715350145 -0.0032069064903759575 0.009894383369640469 0.00451264474906344 -0.005833079360624819 -0.0005920451585657228 -0.002355601993639665 0.0031596536620780834 -2.49821463678202e-05 0.006836103216204317 0.0008202906859519677 0.00439601117275436 -0.004624693985657018 0.002099980340695615 0.0015567416201850905 -3.8890395335557776e-05 7.911073715843543e-06 3.87619300921591e-05 -0.000260769175177476 0.0002645399963603396 5.227249697441804e-06 -2.715816441191224e-05
age2 -9.696036955572746e-05 -1.962503491011489e-08 -5.6075659179984056e-05 -0.000549857253939541 5.4118202506678255e-05 1.678652378957288e-06 -1.5515014365922652e-08 -1.6230630270781125e-06 1.5027239498051217e-08 -2.307960529078412e-06 -2.5322576215541125e-05 4.6310229495099565e-06 -3.304107252878253e-05 3.954180484628517e-05 -4.076156258376923e-05 -1.7494312177717357e-05 0.0001550173903815274 4.986161104206798e-05 -0.00010959489287029337 -1.8815054439702948e-05 -1.6531626302000514e-05 -2.4646248781797888e-05 -5.932738402669518e-05 3.5555076602823796e-05 3.591105475612328e-05 0.00010448730829383007 -7.686335926585475e-05 -3.400390535492181e-06 -5.0345813655340566e-05 -1.2264821821569723e-06 3.7884744401914514e-07 4.927458942754315e-07 -4.230842938823817e-06 3.5216767465593105e-06 5.000193906999434e-07 -1.895058383393878e-08
age3 9.945284307082313e-07 4.115798694722423e-12 5.05322400811265e-07 4.836838198572792e-06 -4.891517718257018e-07 -1.55150143659261e-08 1.465601884587146e-10 1.5040742891584616e-08 -1.423107529814454e-10 1.3875862181100937e-08 2.921964286951381e-07 -1.0679705514597821e-08 2.9673856278074713e-07 -4.4217099967077563e-07 3.5869107347134786e-07 2.5414533581088614e-07 -1.2814542805371117e-06 -4.2787136337760676e-07 9.452990729129896e-07 1.7205174794635134e-07 1.294823361455136e-07 2.1136675120101906e-07 3.3681510715980156e-07 -3.7551995905977917e-07 -4.976095864465201e-07 -1.1168978934577459e-06 7.672902538941942e-07 2.5846799231481004e-07 5.271481703993359e-07 1.2168558921097466e-08 -4.4067422816061575e-09 -5.0884494857110645e-09 3.683688632656784e-08 -3.074100684512154e-08 -3.408129217623395e-09 -9.59802470972584e-10
age2_sex 2.690102980107172e-06 6.909273988541924e-08 5.410536089536523e-05 0.0012078519793809902 -0.00011400228767542181 -1.6230630270889774e-06 1.5040742891679246e-08 3.3148449940279906e-06 -2.999526124110174e-08 3.095982294141884e-06 6.600876535839305e-05 8.024832923846541e-05 2.8995114216485336e-05 1.7612797910345347e-05 6.397688518353e-05 9.917379257320136e-05 -0.0002686685517269084 -0.00013047700451099105 0.00015582311253414723 1.8807571345429455e-05 7.629465799908865e-05 -7.548516705494332e-05 -9.858487375186473e-06 -0.00019485326882771967 -3.689926140164952e-05 -0.00015494096883511034 0.000123764678300825 -5.0741236968288824e-05 -2.1865792330271446e-05 1.3062260023732774e-06 -3.687128954265665e-07 -1.1073970346430204e-06 6.961667679469875e-06 -7.1305026495023155e-06 -2.140555588718699e-07 8.079463169069307e-07
age3_sex -7.908087551589508e-08 -4.4372990494952e-10 -4.884341337503856e-07 -1.0445862814917805e-05 1.0090100500834088e-06 1.5027239498151312e-08 -1.4231075298231776e-10 -2.9995261241103765e-08 2.7690827323540734e-10 -5.8280365196920374e-08 -6.377409080862509e-07 -7.41041386415012e-07 -2.4396076022081516e-07 -4.742497050268114e-08 -5.817593875605386e-07 -9.438625354658866e-07 2.2781944159082156e-06 1.139735447925389e-06 -1.3194620808155273e-06 -1.713425923346062e-07 -7.303951789891109e-07 5.464561127662543e-07 1.7253984315281384e-07 1.7441995480727798e-06 4.437306504607225e-07 1.5798370354651813e-06 -1.0627988630979573e-06 3.5214848024075226e-07 -3.356689375770199e-08 -1.3107037355665162e-08 4.377669617418451e-09 9.441917318522034e-09 -5.8301605406224254e-08 6.004080196637802e-08 2.342557633548765e-09 -6.726164508358087e-09
PC_3 -0.0033944129144289673 1.216330822838493e-06 6.935727518321567e-05 -0.0014097570496979927 -8.114419263410116e-06 -2.307960529050003e-06 1.3875862180833398e-08 3.0959822940419946e-06 -5.828036519602908e-08 1.0339130775487042 -0.144784878782939 0.045419834056455013 0.1287567054491649 0.0687131398518477 0.07206293584172772 0.10437670689839268 -0.20909125982549778 -0.054518713260993355 -0.10142049012369479 0.20260906783934127 0.06435539989954511 0.28549698340796775 0.026866034362666786 -0.5800491883596128 -0.14226702442086622 -0.061113456846814414 0.16358504108274524 -0.20830945383816235 0.4145449349557561 0.0001148785754173453 0.00020427623813390816 -0.0003426765409896149 0.003698402237629052 0.0003209255013539105 0.003019344935659503 0.000819439178237024
