 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 8.946014426033012e-06 1.8218466370929708e-08 -2.455127641192656e-06 -1.1063467692364909e-05 7.099301790008529e-07 4.805940944571474e-08 -2.8372908593768555e-10 -1.4557943051167916e-08 9.315829043083051e-11 7.015957830455146e-07 -1.1087600520976247e-07 2.2855897427969627e-06 -3.25355232618641e-05 4.438570414371597e-05 -5.956677155425631e-05 3.7477386096643244e-05 -3.6202151095281655e-05 -4.441404544414622e-06 -6.357382031177471e-05 -3.544244112304296e-06 -1.3567550882126139e-05 -4.178114871389531e-05 4.9433681738764e-07 -2.971747630281028e-05 -5.878816808171853e-06 4.354458312958648e-06 -3.370186720234397e-05 -4.131697974832043e-05 5.371469182292574e-05 3.2813117435547965e-07 -2.098720992108875e-07 -5.259064014691658e-07
yob 1.8218466370887585e-08 8.315210676404643e-08 1.2404078479097115e-07 3.6077167152666316e-07 -3.899424280408264e-08 -4.324087931538459e-10 -1.19794919739416e-12 5.609231029876484e-10 -1.3920564885116365e-12 3.7515049923656913e-07 5.824783725371392e-06 2.9148980013656144e-07 -5.554909178399019e-06 -1.583955548002686e-06 -2.7327211034089828e-06 4.075093381669788e-08 -2.1880735357725157e-06 3.6463811326629635e-06 -1.350788702203247e-06 -3.46025415708792e-06 4.917393629427456e-06 -4.409685682918646e-06 -2.155389871411289e-06 7.026113068298544e-06 2.371834172292127e-06 -9.110859917529049e-08 -1.8156427393907883e-06 2.5512943539575667e-06 -9.367461925133176e-06 2.0530370534961637e-09 -1.863719647467618e-08 -2.5774058231601957e-08
age -2.455127641159759e-06 1.2404078478929278e-07 3.262526126414007e-05 0.0004811055815611331 -3.225543463802131e-05 -6.564685146812744e-07 4.11083931769249e-09 6.517971366072708e-07 -4.0844131186755004e-09 6.376812706320222e-07 -1.7715691019587544e-06 -7.669377170715256e-06 -1.8505816847926996e-05 -3.7679284412594853e-06 1.0003310582958902e-05 1.0032176689851303e-05 6.518345527539942e-06 -6.569813117974706e-07 9.806531985290456e-06 2.7996033450370946e-06 -1.5916958030169754e-05 -9.081279552091137e-06 -2.0365502756177458e-05 -2.605766894130532e-06 1.8266257818772995e-05 -5.998159292801853e-06 -2.3869244264095436e-05 -9.633953873286733e-06 9.078199846317702e-06 -1.0575677131976829e-07 -5.317306227723642e-08 2.564883814306433e-09
sex -1.1063467691790702e-05 3.607716714939776e-07 0.0004811055815602986 0.01271951181986104 -0.0008260438345268342 -9.472729944719188e-06 5.825453589664999e-08 1.634984860946671e-05 -1.0089136724524606e-07 -4.183220894041792e-06 7.720790404230007e-05 -4.395364788947795e-05 -7.753633923125424e-05 -0.00018771612916777363 0.0001701380995010378 0.00019966124460172273 0.00012346361408113832 0.0001812841686494076 5.076186902705847e-05 -9.768677475682735e-05 -0.00015734119922156394 -0.0001282156038361165 6.481402807828324e-05 -0.00025053482609076904 0.0005012560539098555 0.00029770276393351226 -0.00019148007443038406 -0.00013413078641924563 -8.668444280120175e-05 -3.3617653421059884e-06 7.802902115609886e-07 4.670511763179638e-07
age_sex 7.099301789477678e-07 -3.899424280181196e-08 -3.22554346379507e-05 -0.0008260438345264829 5.5471870464918026e-05 6.511200582995323e-07 -4.081295829716548e-09 -1.1245857370364305e-06 7.067650008880523e-09 -1.0157228441737687e-06 2.5956889948570914e-07 8.633769588526795e-06 5.8038938408552146e-06 1.1073034283274584e-05 -1.6210564674426893e-05 -1.267035951991859e-05 -1.045468519458167e-05 -8.351034950006078e-06 -5.993203039748471e-06 4.565910140067146e-06 9.348889942420981e-06 8.096085364297577e-06 -1.8159857633238948e-06 1.9201588580051845e-05 -2.9974987035783352e-05 -2.020356172832519e-05 1.580906124552341e-05 9.966409187411621e-06 1.956964253270799e-06 1.626695114677224e-07 -7.203371488450493e-08 -8.04445012604732e-09
age2 4.8059409444970516e-08 -4.32408793122418e-10 -6.56468514681059e-07 -9.472729944731116e-06 6.511200583006268e-07 1.3540493880273886e-08 -8.637459010761786e-11 -1.3439441411166856e-08 8.573776751529139e-11 3.862550893534773e-08 3.128347162112245e-07 2.46239490445559e-07 2.625580765274937e-07 8.798417656839383e-08 -3.1891212405647694e-07 -2.244087463535443e-07 -2.555181631631302e-07 1.5889025151413891e-07 -3.1753642715180517e-07 -2.199367160547727e-07 4.119691859647435e-07 3.307787093359901e-08 4.4538804603958746e-07 2.75299599810988e-07 -2.0982750357162645e-07 1.4266378859294743e-07 4.2776472613669344e-07 2.2852851745971386e-07 -5.37037378798349e-07 1.1523833061883242e-09 3.7972582489527827e-10 -3.6350835295524187e-10
age3 -2.837290859334798e-10 -1.1979491975644399e-12 4.110839317690122e-09 5.8254535896700784e-08 -4.081295829721803e-09 -8.637459010759695e-11 5.597626761255525e-13 8.5716309586207e-11 -5.554212665868015e-13 -6.183676832285587e-10 -2.665131117668982e-09 -1.948987234732185e-09 -1.7610324650199321e-09 -4.935122966358847e-10 2.135220337967433e-09 1.5274510282027952e-09 1.9808384730359195e-09 -1.4479876255451453e-09 2.296679398837722e-09 1.9047393196787752e-09 -2.66379911128472e-09 1.2923928466860015e-10 -3.2963215194134357e-09 -2.3389191225330883e-09 6.322892869509652e-10 -1.0554991172550718e-09 -2.6020413194940495e-09 -1.3169909097301414e-09 4.581194474166996e-09 -1.5865847741728136e-12 -7.776672288147075e-13 2.972327176461819e-12
age2_sex -1.4557943049944623e-08 5.609231029471224e-10 6.517971366055866e-07 1.6349848609453414e-05 -1.1245857370360165e-06 -1.3439441411139473e-08 8.571630958606805e-11 2.3264709323565362e-08 -1.4872115326519609e-10 3.088872074139364e-08 -7.918757140341302e-08 -2.5685065561209324e-07 -1.2476061204435923e-07 -2.145263465655227e-07 4.078384236468559e-07 2.5167025404129026e-07 2.3348182955715698e-07 1.1758793155580373e-07 1.8673141393933426e-07 -1.0820871832967351e-08 -1.7204739986143415e-07 -1.38739575281432e-07 -2.7870413138545715e-08 -4.4850811960814937e-07 5.681230724256803e-07 3.854758494421927e-07 -3.431751993362327e-07 -1.9905473614135813e-07 3.408291109049042e-08 -2.4142991956675514e-09 1.787221118595437e-09 -1.880150059216973e-10
age3_sex 9.315829042493327e-11 -1.3920564882806018e-12 -4.0844131186635344e-09 -1.0089136724512945e-07 7.0676500088757e-09 8.57377675150914e-11 -5.554212665857538e-13 -1.48721153265151e-10 9.654721170100176e-13 -1.3420920631897846e-10 8.483135984368598e-10 2.03310070649811e-09 8.201239978121489e-10 1.3462233437544782e-09 -2.970997245156022e-09 -1.5037804595197548e-09 -1.5423737246754624e-09 -5.266357408856598e-10 -1.590361258347964e-09 -4.108808582785425e-10 9.816771556225966e-10 7.447586949651834e-10 5.490418648099087e-10 3.0960093113704538e-09 -3.4376783911961984e-09 -2.24383836677053e-09 2.215306276577242e-09 1.034347085163055e-09 -5.607253904128327e-10 1.0293542455363063e-11 -1.2587490566960632e-11 2.7509447128543535e-12
PC_3 7.015957830459209e-07 3.7515049923656776e-07 6.37681270640773e-07 -4.183220893904055e-06 -1.0157228441839785e-06 3.862550893515957e-08 -6.183676832273204e-10 3.0888720741617086e-08 -1.3420920632047067e-10 0.02286855520826871 0.0007586799250872522 0.001716498136904106 -0.00039425109886400295 -0.0035387234411950533 0.0020312042269449992 0.003284471963039237 -0.003097357584722138 0.0001275979312455064 -0.0011431271068803408 0.0003755598115190536 0.0043461391156408066 0.0021583363984004427 -0.0016116553736018867 -0.007761347597660592 0.0009699988619455781 -0.0006110500342038596 0.002650129731448943 -0.0002887166496290508 0.0037126271581940833 3.975656699493443e-06 5.487555004458655e-05 4.7403096139086506e-05
