 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0340419555009915e-05 3.103987620422845e-08 -3.2535403180389874e-06 -1.7224069337676622e-05 1.0923814718458976e-06 6.354715961745491e-08 -3.7604877672260185e-10 -2.2051723305757416e-08 1.3940399128021688e-10 1.916320052861027e-06 -3.1097345315137734e-06 3.1663993165257224e-06 -3.821893165375823e-05 4.7419485396298806e-05 -6.979876406132076e-05 4.627787004697494e-05 -4.189810402749595e-05 -6.0667923305257135e-06 -7.398698168932233e-05 -5.248387063910929e-06 -1.4886312567685545e-05 -4.861466626681055e-05 2.7082671254960124e-06 -3.525035091571704e-05 -5.732619244153868e-06 4.885617396408379e-06 -3.8613755251546684e-05 -4.5785961485153033e-05 6.383188594295132e-05 4.315073084910316e-07 -2.8483554910414556e-07 -6.182677709352909e-07
yob 3.1039876204234313e-08 9.837777289891034e-08 1.553937978116458e-07 3.8314244512320433e-07 -4.413493081191176e-08 -6.790229170874165e-10 -3.7368569292586763e-13 6.197389669548833e-10 -1.3177878005580092e-12 5.08579473273094e-07 6.912328521959895e-06 4.223646832050932e-07 -6.76301056300693e-06 -1.660106645014258e-06 -3.2742790235644818e-06 6.520568136309248e-08 -2.5903417222701886e-06 4.435977285713563e-06 -1.703726915496297e-06 -4.182548440567691e-06 5.695578484907943e-06 -5.411247621556302e-06 -2.622904269222925e-06 8.489548040806975e-06 2.649282587578893e-06 5.497665645589015e-08 -2.2354901123813297e-06 2.7961722205763166e-06 -1.1270383664035668e-05 3.839516262071302e-09 -2.0807100510153857e-08 -2.968131544184798e-08
age -3.2535403180330807e-06 1.553937978114091e-07 4.255853240279722e-05 0.0006335019241401465 -4.226345730011057e-05 -8.536457187899914e-07 5.332585562284297e-09 8.511461916121744e-07 -5.320026227536951e-09 1.7422245647177253e-06 -2.2291425223811037e-06 -5.78298033541019e-06 -1.6974952627495585e-05 7.423474311490983e-06 1.5185809408949942e-05 1.0953228552329438e-05 2.8983608430637117e-06 3.358426978359264e-06 1.3377044505946724e-05 -7.051935748637617e-06 -1.5542121794173625e-05 -1.0046345775396373e-05 -3.6210571315995706e-05 9.367466044280795e-06 8.124378691821657e-06 -4.586018504947278e-06 -4.051733497967037e-05 -1.9812749033208708e-05 1.0854536982653977e-05 -1.195582805023691e-07 1.47331442533484e-07 1.0916389162785548e-07
sex -1.7224069337590448e-05 3.8314244512490803e-07 0.0006335019241404502 0.016495981111451778 -0.001068968691382423 -1.2451258046288657e-05 7.645825647722117e-08 2.112510609530096e-05 -1.3020221254327014e-07 1.7587587558744323e-05 9.842625826917892e-05 -4.182144429859379e-05 0.00010559524196992544 -3.388811500114976e-05 0.00017336110780522072 0.00020860787363364834 8.712155823438945e-05 0.0002588180413552321 0.00017687547354173027 -0.00040068671213104167 1.377592699447268e-05 -3.232185727433862e-05 -9.719701184628144e-05 -6.909653978777835e-05 0.0002995718476352322 0.000322344582461812 -0.0004014688914766839 -0.00021354384969710818 -5.24553088855465e-05 -4.220798375130997e-06 2.1444439479066476e-06 3.5740713029651763e-06
age_sex 1.0923814718301723e-06 -4.4134930811380644e-08 -4.22634573001283e-05 -0.001068968691382367 7.151570639698085e-05 8.504261668082711e-07 -5.317269026972829e-09 -1.4460751963714352e-06 9.070408820022444e-09 -2.6339905425389305e-06 3.8988071925388025e-08 9.655138493573096e-06 -5.18402401420075e-06 1.3908486503339137e-06 -1.7758048580668783e-05 -1.3316747068138545e-05 -8.637468187976378e-06 -1.2434665606971261e-05 -1.4903828418450159e-05 2.3405558591231278e-05 -1.4034785987335418e-06 1.837407492796168e-06 8.944248333459642e-06 8.57923988636456e-06 -1.686626243916411e-05 -2.2379745258841835e-05 2.9497948761641122e-05 1.5158950914000363e-05 -6.784382124011194e-07 2.0264780401467165e-07 -1.56975061943487e-07 -1.9787588672104995e-07
age2 6.354715961766719e-08 -6.790229170905891e-10 -8.536457187899747e-07 -1.2451258046281878e-05 8.504261668078622e-07 1.7526536269856038e-08 -1.1142492674170949e-10 -1.7474738842254876e-08 1.1110239393395477e-10 3.0998834671896185e-08 3.780430356086715e-07 2.347834404627867e-07 2.1647004523986434e-07 -1.2001465962317245e-07 -4.4499262537401265e-07 -2.490762438342914e-07 -2.081825752120346e-07 1.160557474234245e-07 -4.1741859636457e-07 -6.413906958894323e-08 4.2593184938060874e-07 2.095178345121811e-08 7.636496919424263e-07 9.190102505611851e-08 1.1050475347622185e-08 1.2216342438165228e-07 7.396933152356177e-07 4.2303149849005147e-07 -6.452172397194114e-07 1.2405748448108207e-09 -3.59444009338233e-09 -2.4402997814091226e-09
age3 -3.7604877672100353e-10 -3.7368569297955667e-13 5.332585562284006e-09 7.645825647717417e-08 -5.3172690269699495e-09 -1.1142492674170656e-10 7.191665902459417e-13 1.1108510370683465e-10 -7.168908662775152e-13 -6.660153894231911e-10 -3.21586296689672e-09 -2.000969943675592e-09 -1.540723631203808e-09 7.700742854467743e-10 2.9342935801650317e-09 1.7130138709732025e-09 1.770302385434666e-09 -1.3023969507207874e-09 2.9922238626547858e-09 1.0787015947826436e-09 -2.78817248919853e-09 2.634484176815941e-10 -5.3587573710145315e-09 -1.372274463112871e-09 -8.274414657572477e-10 -9.705064599086558e-10 -4.4904627767734205e-09 -2.4449129044914775e-09 5.506650560870348e-09 -1.0158229822408001e-12 2.3576059948032105e-11 1.554593311368321e-11
age2_sex -2.2051723305472965e-08 6.197389669503564e-10 8.511461916124767e-07 2.1125106095298225e-05 -1.4460751963713287e-06 -1.7474738842261884e-08 1.1108510370688494e-10 2.9814097773324517e-08 -1.9010122338426927e-10 6.452337653569306e-08 -9.108337039223617e-08 -2.9693255570262336e-07 8.326751604115961e-08 -2.860749831328646e-08 4.5803972144246755e-07 2.648821143407434e-07 2.0403746668329138e-07 1.8437285681654173e-07 3.780148054918564e-07 -3.5938214461993095e-07 3.8808857935782106e-08 -1.1182620934655931e-08 -2.5034761457446065e-07 -2.5853959695226324e-07 3.1211765263859516e-07 4.259058583804807e-07 -6.137253065524046e-07 -2.9407005030721843e-07 9.681945963934307e-08 -2.9794582659221066e-09 3.4327367315271297e-09 3.381609145318513e-09
age3_sex 1.3940399127883252e-10 -1.3177878005375027e-12 -5.320026227538424e-09 -1.3020221254324245e-07 9.070408820021059e-09 1.1110239393399005e-10 -7.168908662777761e-13 -1.901012233842547e-10 1.2303402969572052e-12 -3.232851407081869e-10 1.0019207790527762e-09 2.3941556746155502e-09 -4.236964253339586e-10 2.317582076809525e-10 -3.3707873679510866e-09 -1.5596069351753539e-09 -1.3823209786545532e-09 -8.838872127128155e-10 -2.8597007643569733e-09 1.6009048796972396e-09 -3.2723872693415223e-10 -5.148543164303223e-11 1.9810386115731253e-09 2.006973871536582e-09 -1.8922385455231017e-09 -2.455958559408184e-09 3.885312891526029e-09 1.5241262059882308e-09 -9.967261568288364e-10 1.2600661626694627e-11 -2.263597470443175e-11 -1.83924328777989e-11
PC_3 1.9163200528611437e-06 5.085794732730787e-07 1.7422245647100525e-06 1.7587587558645847e-05 -2.633990542532338e-06 3.099883467205089e-08 -6.66015389424162e-10 6.452337653556056e-08 -3.232851407073677e-10 0.02629929304462975 0.0008350625900477201 0.002115732744586846 -0.0004065092641222697 -0.004206450108640356 0.002340099425441152 0.003938319795394365 -0.0035726895625291404 0.00018648166610531346 -0.001265857124651881 0.00048405998578235154 0.0050316161903260345 0.002521984339993043 -0.0017741568049072975 -0.009168656769105065 0.0012074273685010876 -0.0007175928128112926 0.003115732439561016 -0.00036457150753606667 0.004463905016984259 4.771132628265544e-06 6.349345760965534e-05 5.50996993140692e-05
PC_4 -3.1097345315123546e-06 6.912328521959764e-06 -2.2291425223917843e-06 9.842625826922375e-05 3.898807192358649e-08 3.7804303560889145e-07 -3.215862966898134e-09 -9.1083370392221e-08 1.001920779052808e-09 0.0008350625900477208 0.08677963091677482 -0.0023495417595541693 0.005184478635064599 -0.0032809401114817804 -0.0005043304760473019 -0.003178827425117405 -0.0006258669736632035 -0.00594859082985794 0.0016183799792644077 0.004337613505375592 -0.008401923010124041 -0.0059187497894010056 0.006189540241512274 0.00511659254385904 -0.00273184905080256 0.0023066525189773257 -0.0039317831137690926 -0.0002639832785765508 0.0031917629692726664 -7.585884829396999e-06 1.2718270133748154e-05 1.9406448341375636e-05
PC_5 3.1663993165199253e-06 4.2236468320512594e-07 -5.782980335413288e-06 -4.1821444298504405e-05 9.655138493567919e-06 2.347834404628569e-07 -2.000969943676089e-09 -2.9693255570253966e-07 2.3941556746151664e-09 0.0021157327445868426 -0.0023495417595541693 0.11447543334029449 -0.002910515021781278 -0.004365767944260107 -0.0007694969717018875 0.005060931801436504 -0.008088931379025702 -0.001131624875907917 -0.008830333397657306 -0.006512409859989227 -0.00042464032517638804 -0.00802495678659719 0.006735250672326222 -0.014023969282814802 0.005149466269889155 0.003219346223979386 -0.0013493727227000328 -0.0012881774688676898 0.008439267104153393 -1.3223435290790473e-06 4.133942709571633e-05 2.2430601791273728e-05
