 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.3040266190922287e-05 3.4196574214896615e-07 -2.1074193441065663e-06 2.1011018206244546e-06 4.6059253408733466e-08 3.627489496509933e-08 -1.782673132124495e-10 -5.278742307770363e-09 4.9500821702097894e-11 5.483472012442818e-05 -7.694349453763667e-05 -9.09310168203759e-06 -7.549780251577398e-05 7.578354926754277e-07 -0.00013222196301365365 0.00011627916509767359 -6.992454663417407e-05 -3.957221901368183e-06 -0.00012173308542068146 -3.027569243320052e-05 -2.595410979864312e-05 -0.00014082044476466552 1.3621465331315957e-05 -5.130822226932874e-05 1.2165837275130254e-05 3.994109597301457e-05 -6.299881264943129e-05 -7.856071369941137e-05 8.072425478202993e-05 2.0521050083346667e-06 1.567466695169133e-06 -2.3126393284930943e-06 -2.483490237889604e-06
yob 3.4196574214898563e-07 2.2346711871722872e-07 5.256854091351078e-07 1.3160864373602757e-06 -1.5494056257325672e-07 -6.068592360955238e-09 3.0426348044481253e-11 3.044992900528492e-09 -1.5820331853565687e-11 2.550254959847684e-06 9.475412798769539e-06 3.144067584356081e-06 -1.4894983338254634e-05 -1.0109757828547322e-05 -2.869106934307939e-06 2.7694565340764363e-06 -6.233255731390758e-06 1.0248798901393e-05 -5.722303058666501e-06 -1.155057548923249e-05 1.4554789633590572e-05 -1.1429068756720686e-05 -5.345206468896986e-06 1.8458620888077424e-05 5.888628439143263e-06 4.5660105985826193e-07 -5.363139911773942e-06 9.2030717066895e-06 -2.845422810144498e-05 -1.234718520855778e-08 -8.356047881453803e-09 -3.267724882374366e-08 -3.386197807464082e-08
age -2.107419344105175e-06 5.25685409134795e-07 6.913118493754116e-05 0.0009855462268474478 -6.715429207334686e-05 -1.3925060975941235e-06 8.724277201138791e-09 1.3638818621865698e-06 -8.5598865194067e-09 1.1763223237058737e-05 -3.942189472377167e-06 -1.153244198936671e-05 -4.528653553579613e-05 7.237351361748195e-06 2.9791438376047485e-05 3.150915949962108e-05 -3.253061061672493e-05 -9.823817665555258e-06 4.998355502040997e-05 4.56696964896114e-05 6.137526594639098e-06 -2.07519737652592e-05 -7.075649469236782e-05 7.337246940443515e-05 -1.9173445865141612e-05 -5.5083119216059524e-05 -5.775530933038504e-05 -3.593484198091452e-05 2.4533098728064837e-05 -9.075601792205204e-08 3.1255545754446645e-07 -6.940707980108082e-07 4.0137639668089514e-08
sex 2.101101820472509e-06 1.3160864373172355e-06 0.0009855462268441924 0.029098933019090154 -0.0018703110509203523 -1.9299344288813495e-05 1.1812697949824524e-07 3.65818538350765e-05 -2.2333493030376835e-07 -3.690127025850102e-05 0.0006757612351484256 -0.00024347274656733053 0.00013334634443810755 0.0004027126103579933 -0.00012736474173926456 0.0008397951757623946 -0.00036703638354046425 0.0002333201471503649 0.0005777612740839943 0.0006094609292006296 9.971269528946273e-05 -0.0006462740126019022 -0.0003148095121933098 0.0008576612952450985 7.901463710826873e-05 0.00012937355048626804 -0.0006203405741763766 -0.0008688523555490896 -0.00044806827585521365 -4.460003505701296e-06 -3.0734166177645613e-06 -1.2899950167416404e-05 1.813358246254877e-05
age_sex 4.6059253399406786e-08 -1.5494056257026036e-07 -6.715429207311846e-05 -0.001870311050920325 0.0001258397223679108 1.360951604244645e-06 -8.544606361050368e-09 -2.53811392652637e-06 1.5850559544760756e-08 -7.46782313179731e-07 -3.640767482767748e-05 2.712843498467894e-05 -1.841702416123371e-06 -3.4074412896666435e-05 -1.1941378645841542e-05 -5.057209743966216e-05 2.675424930514639e-05 -1.3855944972295337e-05 -3.475518415553907e-05 -3.604914952599915e-05 -1.9179072817211767e-05 3.6382517611074856e-05 2.6584580194990937e-05 -5.621606593257809e-05 -1.5426453754570486e-06 -7.878415104702729e-06 4.7905479528036145e-05 6.79225835956165e-05 1.9514628419674387e-05 1.55257871279966e-07 1.2046196169407415e-07 6.337450510946372e-07 -6.782014963052443e-07
age2 3.6274894964740264e-08 -6.068592360935211e-09 -1.3925060975940056e-06 -1.9299344288878486e-05 1.3609516042492064e-06 2.889575831910422e-08 -1.8505328919183567e-10 -2.8380119364247803e-08 1.8196774406218724e-10 -7.561136966924778e-08 7.122714015195788e-07 4.622785294660634e-07 6.939812725082753e-07 -1.4356662012332837e-07 -7.974236221970524e-07 -5.861856045702132e-07 3.7441160731894e-07 4.848200463086074e-07 -1.319448113660888e-06 -1.2727463246699408e-06 4.6037826563257967e-08 4.22445628330577e-08 1.4866254007555431e-06 -1.0055961377268329e-06 8.623393334820633e-07 1.194271492567074e-06 1.0204060048586002e-06 7.447761719741561e-07 -1.586091300750094e-06 -1.2318090833363045e-09 -8.44011073667161e-09 1.2611204178853695e-08 2.9316428002655577e-09
age3 -1.7826731321118284e-10 3.0426348044378495e-11 8.724277201137514e-09 1.1812697949865062e-07 -8.54460636107881e-09 -1.8505328919182427e-10 1.2069162397494378e-12 1.8196263666206883e-10 -1.1879397821222979e-12 -6.519176336907931e-10 -6.0721956047689155e-09 -3.794548308480064e-09 -4.885271315825074e-09 9.99496052895394e-10 4.9779689589369255e-09 3.2386690643821765e-09 -1.7093238776852825e-09 -3.598261576673498e-09 8.750588118882917e-09 8.970192942054619e-09 -3.843666430289567e-11 7.556724992755325e-10 -1.0265376841572836e-08 5.111825876513258e-09 -7.696276949169416e-09 -8.010940986151664e-09 -6.1632813743066955e-09 -4.059409302898481e-09 1.3928995212430925e-08 2.6338622175815933e-11 6.639123712065971e-11 -8.151321065316414e-11 -3.9596562073665794e-11
age2_sex -5.278742307537809e-09 3.044992900472287e-09 1.363881862181798e-06 3.658185383507503e-05 -2.5381139265263067e-06 -2.838011936415238e-08 1.819626366614738e-10 5.242484495438299e-08 -3.337839162881813e-10 4.726997137994638e-08 5.964236496180481e-07 -6.667548455667871e-07 -2.7145528110436978e-08 7.516800461382653e-07 5.532269318234924e-07 8.919345418716535e-07 -5.963879902254189e-07 3.520803417791793e-07 6.708461211923258e-07 7.630408431476002e-07 5.492102118847214e-07 -6.116486917323982e-07 -5.829610864179544e-07 1.0509421601646107e-06 2.336569418993183e-10 7.305597721233595e-08 -1.063774144315669e-06 -1.410664766729542e-06 -1.5747387504962043e-07 -1.8434149104691034e-10 -1.1097069009299572e-10 -1.1130444044808394e-08 5.7169401744176975e-09
age3_sex 4.950082170103474e-11 -1.5820331853193013e-11 -8.559886519375942e-09 -2.2333493030375273e-07 1.585055954475992e-08 1.8196774406157208e-10 -1.1879397821184606e-12 -3.3378391628817253e-10 2.161326788451348e-12 -2.4551072207706785e-10 -2.957819908957037e-09 4.7452637131713674e-09 3.1917186822981886e-10 -4.860595844697054e-09 -5.0395328148140114e-09 -4.5833106027001294e-09 4.097294274937666e-09 -3.00542913672031e-09 -4.129535976149321e-09 -5.123857498584311e-09 -4.292986434067915e-09 3.208756272340152e-09 3.648860543929966e-09 -6.059515825871755e-09 1.2616808393055353e-10 1.0841717041098743e-10 7.084648913536716e-09 8.44114815837485e-09 -3.832761924218044e-10 -1.861023373257162e-11 -1.3922077165904167e-11 6.801828141886001e-11 2.8107790225874067e-12
PC_3 5.483472012442881e-05 2.55025495984777e-06 1.1763223237099127e-05 -3.690127025752063e-05 -7.467823132476561e-07 -7.561136967008936e-08 -6.519176336853911e-10 4.7269971381348705e-08 -2.45510722086006e-10 0.05498846209803113 0.0016528060719755541 0.0050991386894752985 0.0010670797193309972 -0.012204816466715552 0.004296571928757879 0.009682531604689296 -0.004769991306827163 0.0010317770407260818 -7.921960547054303e-05 -0.0009824956460659754 0.01051377789394743 0.00405677186225175 -0.002867386175491783 -0.01958162068727469 0.0031973622134708318 -0.00019443483627899896 0.006426531231426574 -6.957933702871149e-05 0.010302267968791586 8.779731056476267e-06 2.8468244039550514e-06 0.00013760433579052542 0.00012453736727066934
