 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.6057155591828574e-05 -1.0052806047171973e-08 -2.1760350578319172e-06 -1.04888519160058e-06 1.2756914063363943e-07 4.12655635920937e-08 -2.2412994810650742e-10 -4.58032256359969e-09 3.3037230758268086e-11 1.6825528747044042e-05 -8.981397485944954e-06 -1.1914691962569366e-05 -4.688587873678658e-05 6.831857121757769e-05 -0.00012228248167516135 5.2751087002373706e-05 -4.004008752814421e-05 -9.811615332495123e-06 -9.369384218644367e-05 1.5897541998545512e-06 -4.730050011555461e-05 -8.338472164955538e-05 -4.093014851523171e-06 -4.644179330563e-05 -9.603682155206553e-06 1.9327969490142575e-05 -5.5023176901472114e-05 -9.003053856288631e-05 9.947556330481941e-05 3.2627202093969316e-07
yob -1.0052806047183772e-08 1.6396507555754502e-07 2.6987581225907935e-07 7.907705993234775e-07 -9.552489802643327e-08 -1.8478789010290957e-09 6.120902424851585e-12 1.838044683424046e-09 -9.145007987922374e-12 1.5439612225531208e-08 1.2370061751832214e-05 3.686324944554529e-06 -1.0162162172523086e-05 -3.279103775979128e-06 -5.13771007261558e-06 -5.773209611885486e-07 -4.903197671761221e-06 7.76500991266417e-06 -3.5811199271708096e-06 -7.884273664763066e-06 9.166916099359852e-06 -8.108583578323141e-06 -4.467165420115153e-06 1.3867993789068754e-05 4.455018001815019e-06 -4.86636109182047e-07 -3.734970148123889e-06 6.978276555596525e-06 -2.043023904358464e-05 -3.8836549617720526e-08
age -2.1760350578282957e-06 2.698758122590956e-07 3.9396789803265195e-05 0.0005541378031498596 -3.883081185899695e-05 -8.157528469353807e-07 5.236288623605485e-09 8.099608821348252e-07 -5.204135111924114e-09 -1.7640050082351742e-06 -9.840604960368215e-06 -1.1612317494956603e-05 -3.5363691875119256e-05 8.480494121214087e-06 3.214979680524438e-06 1.4483239230679837e-05 -1.8935971564913547e-05 -6.367796845313742e-06 -1.3605501025784178e-06 1.7903957252679058e-05 5.348457207703188e-06 9.39912829401547e-06 -4.035081507472931e-05 1.731652577649233e-05 -4.307018827398686e-05 -2.1244664744062887e-05 -4.0101219727568844e-05 -1.5036183249759481e-05 3.363322151886087e-05 -5.1929966797728005e-08
sex -1.04888519162931e-06 7.90770599329812e-07 0.0005541378031512679 0.01575874626224639 -0.0010389987801369504 -1.1094475868237547e-05 6.925444842733273e-08 2.0826645195427074e-05 -1.299501511939955e-07 8.049086528338812e-05 1.5390632734698698e-05 -0.000344363315512463 5.4790932305962604e-05 9.675607781061537e-05 0.0001460116102826362 0.00041897274032292236 -0.00018502681946289953 -1.4977540775251822e-05 -0.00011509643885204156 -4.4492765955766214e-05 0.0005428183284637238 0.00015608570512008966 4.260997763166517e-05 6.966032122721184e-05 -0.00022638814739445236 0.00011398303723583003 7.534020381835249e-05 -1.587153783384992e-05 -0.00024118671776776523 -1.6806288347900844e-06
age_sex 1.2756914063889607e-07 -9.552489802693744e-08 -3.88308118590961e-05 -0.0010389987801370023 7.194085498957677e-05 8.080500113550183e-07 -5.193073450895874e-09 -1.492169158654738e-06 9.552094657733407e-09 -8.043379602264846e-06 6.634355238923001e-06 3.2289598863971923e-05 -1.3850319302257744e-06 -1.0003240879966814e-05 -1.9675566969458565e-05 -2.3762292442856302e-05 9.132810762589135e-06 8.894586394424628e-08 7.008463234537975e-06 5.276651482937338e-07 -4.033085019728116e-05 -1.0875870434702951e-05 -1.6483678127028289e-06 -1.2960153628313931e-06 1.8198134830271044e-05 -8.8142875582082e-06 4.658016773023448e-06 4.70089098216603e-06 3.447014046204929e-06 3.466763140630576e-08
age2 4.126556359214138e-08 -1.8478789010225833e-09 -8.157528469353285e-07 -1.109447586820784e-05 8.080500113529223e-07 1.7511467048598903e-08 -1.1537341627626721e-10 -1.7386739505588836e-08 1.1457922630072009e-10 1.102287548907046e-07 7.216160073065605e-07 4.449102676627714e-07 5.651384744043512e-07 -1.1660334951064023e-07 -2.7880117707342036e-07 -2.917513956274656e-07 1.2745520725536046e-07 3.482778774745562e-07 -2.154649305023798e-07 -6.671991175606356e-07 2.3381424100643772e-08 -4.703943758177007e-07 8.233214551291626e-07 2.7895126897215798e-08 1.1743462273091056e-06 4.924376924560574e-07 7.26969053430363e-07 3.9189232435978615e-07 -1.521143525809774e-06 -1.1393274307114822e-09
age3 -2.241299481071925e-10 6.120902424787258e-12 5.236288623604842e-09 6.925444842713888e-08 -5.193073450882177e-09 -1.1537341627626123e-10 7.766813299268669e-13 1.1454679376439599e-10 -7.711402583162825e-13 -1.3257549343639499e-09 -5.724284002549877e-09 -3.479958210769659e-09 -4.030471424012284e-09 6.121882718913982e-10 1.9619444794147834e-09 1.6487748686203987e-09 -2.231834567964848e-10 -2.603756932722382e-09 1.8741855138061626e-09 5.03614878849004e-09 6.316579520421604e-11 3.6377442690695687e-09 -5.713464847950944e-09 -1.0682654789750953e-09 -8.726919297572543e-09 -3.543211223853575e-09 -4.422704492494991e-09 -2.223254707692449e-09 1.2498773767729514e-08 1.674500406233878e-11
age2_sex -4.580322563868548e-09 1.8380446834115368e-09 8.099608821368948e-07 2.0826645195429462e-05 -1.4921691586548223e-06 -1.738673950563305e-08 1.1454679376468503e-10 3.1817532841329064e-08 -2.0834087434584422e-10 1.8590841320435357e-07 -2.356444469963514e-07 -7.473295660105797e-07 -4.098669921304723e-09 2.2641187635225933e-07 5.742151115406779e-07 4.0194449137653595e-07 -1.8840465018731273e-07 6.354581522764101e-08 -9.799258074798018e-08 9.599300333097279e-08 8.845696790582971e-07 2.4486193510235966e-07 8.386687286946644e-09 -5.8032358950770715e-08 -3.902789714464328e-07 1.3114980331261115e-07 -2.0621693571001092e-07 -1.014318839881294e-07 1.566763808946493e-07 4.277206565614559e-10
age3_sex 3.3037230758884723e-11 -9.145007987940641e-12 -5.204135111937625e-09 -1.299501511940174e-07 9.552094657734428e-09 1.1457922630100673e-10 -7.71140258318156e-13 -2.0834087434585412e-10 1.3915033684147744e-12 -1.1145273166502044e-09 2.002470641490354e-09 5.103796055469604e-09 1.2949100814864655e-10 -1.4314340050749244e-09 -4.570789507879088e-09 -1.926758996116466e-09 1.3723206094791452e-09 -9.865869916071098e-10 3.379203017040553e-10 -1.203729831493279e-09 -5.986835375896429e-09 -1.693403765833568e-09 9.060318829452461e-12 7.996244898517234e-10 2.5291276995365605e-09 -4.5145317350539135e-10 1.7437461408772073e-09 3.4028483564255635e-10 -2.1879014458863906e-09 -9.958683660413234e-12
PC_3 1.682552874704205e-05 1.5439612225780593e-08 -1.7640050081711556e-06 8.049086528455672e-05 -8.043379602346056e-06 1.102287548893732e-07 -1.3257549343554026e-09 1.859084132060357e-07 -1.1145273166609388e-09 0.04112710404676165 0.0013299672466650777 0.002472644844752524 0.000820608923893904 -0.007615504229424956 0.003899208176578817 0.005865802376299942 -0.005061627674982462 -0.0008187377481661549 -0.000301496768889829 0.0006254732026019737 0.006851285458160277 0.004019560452705544 -0.0037253138511995363 -0.014547709405184895 0.0004554554510409419 -0.0012601077130032503 0.0052476375880931465 -0.0006364661349608724 0.00826895024347299 0.00010102968133095999
