 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0016177645774374898 -6.4935324311224955e-06 -6.688466344072565e-05 2.4095461915101187e-06 4.2033206782929696e-07 6.163749060907254e-06 1.084172453225238e-05 2.975536745575758e-06 1.3173097395996732e-05 -1.9450143379262024e-06 -5.16127744643626e-07 6.788132869129811e-08 3.381538631892145e-06 -6.410330620040411e-06 -1.2143492137976825e-05 -3.936577532361905e-06 1.1781859147641323e-05 1.1161434347521227e-06 3.7652091104077e-06 9.34683333191211e-06 -5.160768173248619e-06 7.405919405589054e-05 -0.00011675268656113152 0.00017486259344256537 0.00019021628721278385 -0.0001303004844381997 -9.673100858993614e-05 -7.304618351375496e-05
PC1 -6.493532431122444e-06 6.1458240513747034e-06 -3.965196758040066e-06 -2.6425041510313327e-07 -4.206267665692346e-07 -2.0479368591823395e-07 3.9809206104783186e-08 -1.9881472500774175e-07 4.034113566884092e-07 5.486829168029091e-08 8.824669962495325e-07 -8.955845261552352e-08 1.7158971060458607e-06 -6.602692657145858e-07 -8.679763670642373e-07 -1.8061561900757538e-06 -2.1451377027309884e-06 8.273586437292636e-07 -2.5770985195247546e-07 7.082555960804918e-07 1.2081499469584881e-06 -8.977932443537153e-08 8.76287385418298e-06 -3.5113146306830064e-06 -1.7035025283217033e-05 -5.844247434286102e-06 1.7643435448782738e-05 1.1111239109512794e-05
PC2 -6.68846634407257e-05 -3.9651967580400715e-06 0.00012785361146153612 3.707315628202421e-06 3.93094907943972e-06 -1.4981356742788307e-06 -8.336197444682023e-07 4.450374379991111e-08 1.7292966672130737e-06 7.784105643071335e-07 -2.4058692907036863e-07 -3.701444003446647e-07 -1.8695287079809905e-06 3.046655897746661e-06 3.6182836183482557e-06 -6.793556608281652e-07 -1.9151848890040256e-06 3.1271437152063346e-06 2.23507579697922e-06 -3.407207436063121e-06 -2.3263860221353078e-06 -2.045740726935929e-05 -2.7037150095048903e-06 1.313157300205914e-05 1.2545105218081078e-05 2.6240098870006047e-05 -3.2234477735629685e-05 1.3640377574556354e-05
PC3 2.409546191510119e-06 -2.642504151031332e-07 3.7073156282024197e-06 1.3363088214526222e-05 -5.0802467022801816e-08 4.604608018399875e-06 -4.823673391682129e-07 3.7437209996340655e-06 1.7069057177691474e-06 -1.942453908824069e-06 -2.212604048855888e-07 -5.320927257298057e-07 1.115339326016929e-06 -3.3944895175931876e-06 1.3759467125458092e-07 -1.0946914412121187e-06 1.308052517834582e-06 -1.826013413230986e-06 -1.4642709027798764e-06 1.9409850508531446e-06 1.5534670236060143e-06 -6.595833139784374e-06 1.4679166313474248e-05 7.195363402079839e-06 -1.670257232380949e-05 -1.926628831450616e-05 5.574414979083111e-06 -1.0006103031662685e-05
PC4 4.203320678292839e-07 -4.206267665692342e-07 3.930949079439722e-06 -5.080246702280136e-08 2.181248134372322e-05 4.448852222102949e-06 -1.5518376534056358e-06 1.2861052174571098e-06 -3.294213036591469e-06 4.344225422114046e-07 1.0196985565059626e-06 1.7318633200839969e-06 -4.140024457859391e-06 -1.8836191788865197e-06 6.084235214368964e-07 1.0643133684517467e-06 4.297530186046756e-08 -1.0170040998746494e-07 -6.515831737331811e-07 -7.881516584572987e-07 -7.931829789278896e-07 7.774947024395174e-07 -2.4380504676043147e-05 -7.698042272026103e-08 4.0073471741049185e-06 5.938255767830965e-05 3.985050972715542e-06 4.4775600243380666e-05
PC5 6.1637490609072625e-06 -2.0479368591823332e-07 -1.4981356742788328e-06 4.604608018399876e-06 4.448852222102947e-06 4.6352218635004225e-05 1.4398289300642096e-06 7.6202161897568626e-06 -1.140702174935965e-06 -2.670074699816686e-06 2.7298633340625225e-08 -1.4449672054654887e-06 7.582894519113907e-07 -4.645982228630326e-06 2.503439134376685e-07 2.3211421179186334e-07 1.532354477771246e-07 2.187159963446808e-06 -1.0356478347143754e-07 1.5202646257705005e-06 -4.4481348473465053e-07 1.2228037152960804e-05 2.923233394258419e-06 1.0582666821777611e-05 -6.822498983735339e-06 -7.262849080099063e-06 -2.9542663873587938e-05 -6.951118570948454e-06
PC6 1.0841724532252379e-05 3.980920610478305e-08 -8.336197444682015e-07 -4.82367339168213e-07 -1.5518376534056358e-06 1.43982893006421e-06 4.241385385960132e-05 -5.486443681802013e-07 -3.2540583408657606e-07 6.560402212367167e-07 -1.7087484763702099e-06 -6.951733115492726e-07 -8.615930408964577e-07 9.189584398354092e-07 -5.370315784220225e-07 1.5278208210944127e-06 -3.466305782558366e-07 9.242503497655413e-07 -1.804664333803902e-06 -3.4697835186255943e-06 -9.659945884098036e-07 -8.222907783597929e-07 -1.2884066844341213e-05 -2.147375066715971e-05 1.3580291033911655e-06 -9.205598274755836e-06 -1.2500910070378033e-06 3.972161094025993e-05
PC7 2.9755367455757596e-06 -1.9881472500774257e-07 4.45037437999098e-08 3.743720999634068e-06 1.2861052174571105e-06 7.620216189756864e-06 -5.486443681802015e-07 3.7376597775147574e-05 3.5379023419388864e-06 -1.8772070234056968e-06 -6.669485473683865e-07 3.5501207132218563e-06 3.1464287670063946e-06 2.906340897035533e-07 -5.899389527890361e-07 -9.026507027998164e-07 1.5300608062339237e-06 -1.6464254696021822e-06 8.567167628991568e-07 -3.88584005551278e-07 -1.0898674278332962e-06 -2.3077368442803556e-05 3.659173827539629e-05 2.0333452039819527e-05 -3.918464202011939e-05 -7.2112942701057636e-06 2.028700973017516e-05 -1.4406034667521477e-05
PC8 1.3173097395996744e-05 4.0341135668840663e-07 1.7292966672130751e-06 1.706905717769147e-06 -3.2942130365914717e-06 -1.140702174935968e-06 -3.254058340865765e-07 3.537902341938882e-06 4.3556618062460296e-05 2.651502029211854e-07 3.323970932462028e-06 -3.716753160326709e-06 3.9521788962027903e-07 -1.3922075083672744e-06 -7.989542599860772e-07 -1.37291061224442e-06 1.0796005819820209e-06 -1.8524478908697172e-06 -4.8984456366290375e-06 8.81946304116422e-07 1.2272507856858063e-06 -1.289089597476096e-05 1.4710242247921162e-05 4.549655346063976e-05 -2.611805144854345e-06 -3.124791272932803e-05 -2.4925682275634677e-05 -1.1270260011295518e-05
PC9 -1.9450143379262007e-06 5.486829168029065e-08 7.784105643071333e-07 -1.942453908824069e-06 4.3442254221140423e-07 -2.670074699816687e-06 6.560402212367159e-07 -1.8772070234056966e-06 2.651502029211844e-07 3.291577284636661e-05 -2.7942576421457582e-06 1.2521370966204609e-06 -1.1697688497816155e-06 6.29906917967776e-07 -2.2441334447239608e-06 1.5534094415485744e-06 2.5348153004685696e-08 2.2798029085633063e-06 -1.3808115350023846e-06 -1.7074859018487308e-06 -2.8001103528589587e-06 8.799275271276166e-06 -4.579325193132299e-06 2.0523649852932117e-05 -7.883847454672567e-06 -9.05162684076323e-06 -8.920519537922813e-07 -2.944864153695413e-05
