 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.00047442657777145217 5.931417354802624e-07 -2.5410984232580067e-06 -8.041164433758298e-07 1.2872599634356323e-06 -5.043818645351312e-07 -2.1376236875779217e-07 1.7687749323481697e-06 6.134419725403068e-07 3.292752377772184e-07 -7.393144664259283e-07 -1.4892625884274942e-07 -3.0546204097950146e-07 7.032323512546443e-07 7.433207632149845e-07 -7.267252344568275e-07 -2.7573457301585875e-07 -3.5765265283503567e-08 7.53356389827368e-07 9.500160101219947e-07 5.579381104571224e-07 -2.175885669595207e-06 4.6087565043453054e-05 -9.963610151893541e-05 -5.914750283174366e-06
PC1 5.931417354802627e-07 1.6043503175835711e-06 -9.094699331157422e-07 2.4124923388889387e-09 -5.99763679796629e-08 -1.9097129012699095e-07 2.1251769039574468e-08 1.1411282062758072e-07 1.3177780026735305e-07 -7.988607075610816e-08 1.1249439183462831e-07 -7.785536372843237e-08 2.7201484607802234e-07 -7.502145991368318e-08 -1.23150046818699e-07 -2.58359506022399e-07 -1.846755238644667e-07 -7.933309709852803e-09 -2.0535010640436067e-08 7.592631989731638e-08 2.1158459003901385e-08 4.008528734597811e-07 1.4330932678368588e-08 2.1952376240099144e-06 2.898021495352211e-06
PC2 -2.541098423258007e-06 -9.094699331157422e-07 2.39819240498064e-05 3.8761902491564085e-07 7.539030698153901e-07 -2.2002501799197246e-07 -6.20647205124612e-08 -6.771825241315108e-08 2.3456931937432803e-07 5.39187779474326e-08 -3.89274859849821e-09 -2.148197359591694e-08 -7.09757242947022e-08 2.1024220283148333e-07 -3.285836600788473e-07 2.6583196945787016e-07 -1.0286458222331675e-07 5.396820136047773e-07 1.0001695041450134e-07 -1.7886120151689618e-07 1.1195475918852112e-07 -9.693365286958515e-07 -3.5103308890283284e-06 3.6977672617113435e-06 5.5491342085791405e-06
PC3 -8.041164433758295e-07 2.4124923388889115e-09 3.876190249156407e-07 3.1400643238538012e-06 1.8201466835536637e-08 4.513839428176188e-07 -1.2048760711884325e-09 9.343436470187467e-08 -7.224993631283527e-08 -4.2025740402736016e-07 -1.1888035566172545e-08 1.31928787973393e-07 1.3169759416792878e-07 -3.445743935335801e-07 -4.662712175147848e-08 -2.3453505430200024e-08 -1.2957827935167263e-08 -8.311945906508916e-08 -2.685737919633061e-07 1.5701700103750068e-07 5.5933539491374915e-08 -6.571935598964014e-07 4.023671608003765e-06 -2.5833293146252574e-06 -4.596428340332488e-06
PC4 1.2872599634356323e-06 -5.997636797966289e-08 7.539030698153901e-07 1.8201466835536664e-08 5.221974549662591e-06 8.435984953219759e-07 -2.862012199793475e-07 5.803797245634186e-08 -6.164896434967685e-07 1.2422422073219195e-07 1.6093611026465265e-07 -3.436652002501238e-08 -4.018031373712917e-07 -1.5449875468175156e-07 -5.172163246554743e-09 -6.6186126135781525e-09 1.189013582339492e-08 6.154178468569895e-08 -9.32684066616881e-08 -1.1840408118119903e-07 1.4473369441490978e-08 4.369413128297572e-07 -2.8349628582645827e-06 3.3587907426018487e-06 8.119088107276662e-08
PC5 -5.043818645351297e-07 -1.909712901269906e-07 -2.2002501799197314e-07 4.513839428176185e-07 8.43598495321976e-07 8.37500626917382e-06 1.1381695478493777e-07 5.802286203931893e-07 -2.661358278966927e-07 -1.3263748314685106e-07 -1.2680258155015273e-07 -4.458870009496038e-07 2.813343898058861e-07 -4.105292220218992e-07 1.9281520085747126e-07 -4.261156104150635e-08 -4.8051905561146336e-08 2.7223420139035983e-07 -7.623106889787963e-08 1.7609962307209275e-07 5.0402254724749486e-08 1.7644577349303404e-07 -2.6750854804898687e-06 4.369890208455049e-06 2.678423954780033e-07
PC6 -2.1376236875779166e-07 2.125176903957439e-08 -6.206472051246104e-08 -1.2048760711885472e-09 -2.862012199793474e-07 1.1381695478493767e-07 7.991879321697778e-06 -1.2413917776005414e-08 7.451131446714703e-08 -3.249053579401515e-08 4.665560854672264e-08 -1.545620001563235e-07 9.525592946389912e-08 -1.7143743011136599e-07 -5.987073547184244e-08 5.6184673801310765e-08 2.819475201401372e-09 2.3275612130997339e-07 -9.665125356751969e-08 -2.9523156713746236e-09 -2.155837928618376e-07 2.2233670520691946e-06 1.9592318945658818e-07 -9.703844402736534e-07 -3.0039891635327293e-07
PC7 1.7687749323481687e-06 1.141128206275808e-07 -6.771825241315146e-08 9.343436470187467e-08 5.8037972456341804e-08 5.802286203931896e-07 -1.2413917776005596e-08 6.596986022111026e-06 3.03623938001334e-07 -1.2403297833497327e-07 -1.2115908331765783e-07 4.0250615654242656e-07 8.446635089723078e-08 1.7460859323276582e-07 3.9600521968625196e-08 -2.75813544426292e-07 -1.330451301415552e-09 -2.2775011725750294e-08 6.516025424406609e-08 -1.2224764540335412e-08 -1.3278694274951268e-07 -1.800413543869569e-06 6.454460127007978e-07 2.6477674915318094e-06 -5.00339029705005e-06
PC8 6.134419725403073e-07 1.31777800267353e-07 2.3456931937432798e-07 -7.224993631283523e-08 -6.164896434967685e-07 -2.6613582789669256e-07 7.451131446714695e-08 3.03623938001334e-07 7.0078636983266325e-06 8.844595091398038e-08 1.0181215309787508e-07 -1.95643317094368e-07 2.646459280611928e-07 -2.4370353170485388e-08 -6.07397187828343e-08 -1.845297829053722e-07 9.588058500332278e-08 3.024819833902242e-08 -1.1465527504684752e-07 -1.9803405430448547e-07 9.177117353835433e-08 -5.562513569635673e-07 2.4638442945784993e-07 2.1596099347596724e-06 -1.7528328825622967e-06
PC9 3.292752377772173e-07 -7.988607075610799e-08 5.391877794743268e-08 -4.202574040273603e-07 1.2422422073219187e-07 -1.3263748314685138e-07 -3.2490535794015094e-08 -1.2403297833497327e-07 8.844595091398041e-08 6.404279978239372e-06 -4.694920659181717e-08 -1.2857022004252513e-07 -9.73337952658964e-08 7.4418170172878714e-09 -1.7172612960864823e-07 1.5264700708400942e-07 2.8589069036052474e-07 2.2342152904811228e-07 -2.2305555766944062e-07 -1.5283087934074022e-07 -1.4019654654714516e-07 -6.984062745935705e-08 3.730309622200654e-07 -1.797325830673691e-06 1.57849296605869e-07
