 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0006741799629768464 1.2684206235793008e-06 8.087741242905986e-07 4.5387289687848465e-07 1.5039995458758055e-06 -9.618243775583405e-07 1.0888888689780144e-06 1.4470102886464233e-06 1.4623644622482575e-06 1.4781246315884365e-06 7.258031267154179e-07 2.7249164713189296e-06 -3.2145571349468814e-06 2.3695985118387485e-06 -1.5131479745033963e-06 -2.1071969156585027e-06 -2.2195249954424513e-06 -9.11018970395351e-07 -2.5521159241107083e-07 2.4513206256640475e-06 3.046502706494226e-07 8.044794187743637e-07 0.00011467975353566128 5.39239609872309e-05 -0.0002684579242179442 3.784014193349158e-05 -9.785432613700373e-05 -4.241855751986654e-05
PC1 1.2684206235793023e-06 2.3096615110022158e-06 -1.6929040528829378e-06 -1.729301814954422e-07 -5.501416836836935e-08 -3.1484435132881526e-07 5.9583480984424715e-08 1.1459329010133601e-07 4.5585072633421916e-08 -1.3196605295454452e-07 4.842165935765754e-08 -2.775049245807283e-08 5.672618395855592e-07 -1.6370547447417955e-07 -3.181070645733162e-07 -5.887715003263622e-07 -4.896812066957679e-07 1.6199939085183216e-07 -4.829046095714223e-08 2.1183321271679823e-07 -6.383474376540016e-08 -2.2827632338242686e-07 -2.295297871286486e-06 -1.6880968662095583e-06 4.508020164214507e-06 3.842732515303312e-06 5.627582784224908e-06 8.739670195354664e-06
PC2 8.087741242905954e-07 -1.6929040528829383e-06 4.411802637357288e-05 8.730922187026885e-07 1.2217728957012644e-06 -5.30914734638341e-07 -3.121895019676996e-08 -1.8851827252821843e-07 1.0542068609315403e-06 -3.1976648983415665e-07 4.956179934267189e-07 -4.696190485117145e-07 -6.830691171840533e-07 4.208951140081918e-07 -8.467345286398465e-07 3.611174611525599e-07 -1.346756817246698e-08 7.044756414845832e-07 3.2003791773281004e-07 -3.6210545475569546e-07 -2.8927740669034744e-07 -5.051176611865136e-06 -1.5995762062120619e-06 -1.8637865304488193e-05 2.9968314384511837e-06 9.140123364928027e-06 1.7632350557412214e-05 1.6006208655531305e-05
PC3 4.5387289687848375e-07 -1.729301814954423e-07 8.730922187026887e-07 4.467720298366845e-06 1.0333115472818762e-07 9.468124000962411e-07 -5.612970057120567e-08 3.728322796527951e-07 -2.543900350912795e-07 -8.220395274038187e-07 1.034325899879766e-07 3.0139470499004376e-07 5.241564694388715e-09 -4.91120952049724e-07 1.0120645800967687e-07 -6.638729575294987e-08 1.6636551502298756e-07 -2.871260197718665e-07 -3.938509322677887e-07 3.024534998989969e-07 1.235030752158936e-07 -4.4055091861262373e-07 2.192471246852899e-06 6.792539581387298e-06 -8.973022891244037e-06 -2.4901222447278227e-06 -4.379098274379288e-06 -7.131598437823591e-06
PC4 1.503999545875804e-06 -5.5014168368369275e-08 1.2217728957012642e-06 1.0333115472818769e-07 8.074019027518082e-06 1.3741570023350204e-06 -3.5034988546858515e-07 1.4111639507395843e-07 -1.0935493283285463e-06 4.233385277022039e-07 2.3050591281289054e-07 1.0016931085297788e-07 -8.355230555535972e-07 -4.2450742976458114e-07 -1.08005720624569e-07 -9.000101275598709e-08 3.251038674853376e-08 -1.0667026980808858e-08 -3.6881653267939296e-07 -1.8103087280904727e-07 1.1053794025118775e-07 1.0205957848629158e-06 -6.1464192115620475e-06 -5.385169343065186e-06 8.923863754604232e-06 -2.7318649658956106e-06 2.4576909927409558e-06 3.771336491356722e-06
PC5 -9.618243775583426e-07 -3.148443513288152e-07 -5.309147346383418e-07 9.468124000962412e-07 1.3741570023350206e-06 1.4787910369723617e-05 3.431677112176289e-07 9.347067075671685e-07 -6.343002923317736e-07 -3.325840561306207e-07 -1.7936541408031067e-07 -9.488324829282364e-07 4.942104064948589e-07 -8.458952747252133e-07 5.004543511846281e-07 -1.2482712533876134e-07 -1.573322686634109e-07 6.206350735738518e-07 -3.1976064006726447e-07 1.725985718054715e-07 8.323194055848451e-08 -7.297011557726404e-07 -3.6141300198206126e-07 4.984164364024168e-06 -1.207544645750261e-05 1.0839881831376237e-05 6.166020425247651e-06 -9.27275214261838e-06
PC6 1.0888888689780115e-06 5.958348098442466e-08 -3.1218950196769374e-08 -5.6129700571205665e-08 -3.503498854685852e-07 3.431677112176287e-07 1.3903969364701487e-05 -5.5017367615854005e-09 3.8798554461970466e-07 1.5039978811024853e-07 7.66562541877938e-08 -4.1608483066429104e-07 2.1137709345615e-07 -3.7120722556026533e-07 -1.834599989104236e-07 4.730442630628297e-08 -2.3776405632514866e-08 2.436970515177088e-07 -3.9035873834587964e-07 -1.8132373171201814e-07 -4.5556225895024335e-07 2.060760775472644e-06 -3.055350421650347e-06 -9.93113614286378e-07 5.956544424815114e-06 2.816831227187456e-06 -2.3021755103101268e-06 1.8930349835686603e-06
PC7 1.4470102886464237e-06 1.1459329010133588e-07 -1.8851827252821832e-07 3.728322796527952e-07 1.4111639507395827e-07 9.347067075671686e-07 -5.5017367615853484e-09 1.1600721806678032e-05 7.067242777570015e-07 -2.6676333886971276e-07 -2.0990198151687875e-07 1.085495867523282e-06 1.8556754826143078e-07 4.3849063101900934e-07 -4.689741803751379e-08 -3.5024765923557557e-07 -2.7234825276275734e-07 -7.977156934758993e-08 1.0355552065550833e-07 2.715313282297224e-08 -1.7665245363616612e-07 -4.108136256038707e-06 2.247702327019977e-06 6.9801272924952455e-06 1.6209948610487337e-06 -3.016220305549387e-06 1.7400827059363108e-06 -1.580631689730668e-05
PC8 1.4623644622482626e-06 4.558507263342223e-08 1.0542068609315407e-06 -2.5439003509127956e-07 -1.0935493283285471e-06 -6.343002923317739e-07 3.8798554461970487e-07 7.067242777570018e-07 1.2352763126248977e-05 3.371193200971991e-07 2.922731141925346e-08 -7.128607483047293e-07 1.4596664166949727e-07 3.5300459583485855e-08 -6.327922133678481e-08 -4.5237730637680663e-07 -1.0985883532733187e-08 8.800259672262451e-08 -4.0929045946207014e-07 -3.3893682828770186e-07 2.926339495220113e-07 -2.1646768338134235e-06 7.4739073414038915e-06 8.210088934368113e-07 1.3601123847546593e-06 -9.662471388869558e-06 1.9482465411196616e-08 8.367158960222479e-07
PC9 1.4781246315884359e-06 -1.3196605295454444e-07 -3.197664898341565e-07 -8.220395274038186e-07 4.23338527702204e-07 -3.325840561306207e-07 1.5039978811024875e-07 -2.667633388697128e-07 3.3711932009719895e-07 1.0929727910706454e-05 -3.3848899329787857e-07 6.44262763907476e-08 -4.6686402460005225e-07 -4.354695649711339e-08 -7.32383810091962e-07 3.2581736763120585e-07 5.287215951226505e-07 5.381051133084231e-07 -2.5090178483532453e-07 -1.3828422055759742e-07 -5.378750301262488e-07 6.662480518604065e-07 3.904104170047819e-06 -8.2876778304517e-07 -3.990198377332142e-06 -5.017053235791385e-06 8.853783214189357e-07 -5.11401685364109e-07
