 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0009870638926347671 -2.568245979898933e-06 -1.68487573000578e-05 -5.11175370901507e-06 2.1352266990899438e-06 1.4025443150823736e-06 6.774931047843227e-06 1.5254416658814984e-06 1.7154360671745284e-06 -1.0380368808209801e-06 8.681332962880774e-07 6.25857194818647e-06 -2.3971615219183846e-06 4.683443027705522e-06 -1.0799441884735194e-06 8.299780388203174e-07 2.1103778390282396e-06 1.9227443040320157e-06 5.5707416349629e-06 4.105057927963229e-06 -4.2626152433132957e-07 1.06739451356852e-05 0.00012585269021738612 -0.00024911475456026945 -1.2352001324487438e-06
PC1 -2.568245979898934e-06 3.942346740203164e-06 -2.920157768223356e-06 3.6090707704001665e-07 -2.2396381959837553e-07 -3.595258754726687e-07 1.1681338783254945e-07 1.6663029579715307e-07 6.632453710456776e-07 1.3343168156732955e-07 3.201981882808902e-07 -1.7643430130663525e-07 1.1519746949828702e-06 -3.261767294051048e-07 -5.084944218851298e-07 -9.779089664241453e-07 -8.462560670175537e-07 4.6733878265564087e-08 -2.7975055407999877e-07 2.747388878963553e-07 3.181825308462001e-07 -6.645120983058028e-08 -3.6637389626447723e-06 8.659303421988269e-06 9.531233872403342e-06
PC2 -1.684875730005781e-05 -2.9201577682233564e-06 8.474997728494996e-05 2.1490032578511e-06 2.3284429671706468e-06 -1.373233392306682e-06 -1.1157492822038285e-06 1.2787508271972746e-06 6.633846276239708e-07 6.730170830953133e-07 6.222511429636943e-07 -3.9726942610582284e-07 9.405320840124415e-08 1.3653064806002976e-06 1.0674880083390407e-06 -1.5210753303950832e-07 -1.6016679234071089e-06 2.43345550949848e-06 1.3049898598466655e-06 -3.17868675922906e-06 -3.6732156164835584e-07 1.4482790988180923e-06 -2.5149025609321297e-05 3.4302181681924745e-05 1.4341535103806189e-05
PC3 -5.111753709015072e-06 3.6090707704001696e-07 2.149003257851099e-06 8.692571540413774e-06 2.3750327030273948e-07 2.0620906125852955e-06 9.008101011403772e-08 1.1835834376165885e-06 3.4456733987779184e-07 -1.2787909747812335e-06 2.0594783448276504e-07 -4.461591590231786e-07 2.65112285864989e-07 -1.772640661139777e-06 -3.090397496730526e-07 -8.412679473138145e-08 3.1185860594621903e-07 -6.45747471763989e-07 -9.022365317307844e-07 5.557357434780855e-07 5.909293769211044e-07 -2.7749648042916118e-06 1.0742326043594299e-06 -3.341735426120797e-06 -2.126003984564927e-06
PC4 2.135226699089944e-06 -2.2396381959837537e-07 2.328442967170648e-06 2.3750327030273953e-07 1.284787800602334e-05 3.4609048957175282e-06 -1.475716997123114e-06 5.728613275434738e-07 -2.046724564754937e-06 -2.5586094980141275e-08 6.640951389719232e-07 4.0249074113905606e-07 -1.5834014636077564e-06 -5.316381483850628e-07 -1.583681313783576e-07 1.355729346308655e-07 -2.810127247760572e-07 4.1444874452323126e-07 -9.415305235225079e-07 -9.664853706638501e-08 1.0210819624791386e-07 -3.7388221951499153e-06 -1.2259722681839702e-05 1.9119702352697778e-05 7.78246138451676e-06
PC5 1.402544315082374e-06 -3.595258754726686e-07 -1.3732333923066842e-06 2.062090612585296e-06 3.4609048957175282e-06 2.7625534511779144e-05 -1.0809953157748232e-07 3.5061072482011862e-06 -1.896665246658459e-06 -1.0667691527194819e-06 -7.374123456762925e-07 -1.6237161320842894e-06 3.713122371718896e-07 -2.3047619637541254e-06 5.43414335997448e-07 -6.331365806867909e-07 -3.050443885039518e-07 1.688885700424153e-06 -3.4611404535876237e-07 1.3511605128729888e-06 6.866414010286019e-07 -1.0129391309253254e-06 6.754147577505756e-08 1.0271525442416796e-05 -8.106876875057711e-06
PC6 6.774931047843228e-06 1.1681338783254941e-07 -1.1157492822038294e-06 9.008101011403695e-08 -1.4757169971231135e-06 -1.0809953157748179e-07 2.666469011458057e-05 1.728183005581339e-07 7.032339920104487e-07 2.7494114075862537e-07 -6.944157055388034e-07 -1.9020056583962266e-07 3.806294365582928e-07 -3.627089742696906e-07 6.073823545931745e-07 1.1882591480268954e-06 -8.756253354612895e-07 9.466655717705999e-07 -8.108644941004779e-07 -8.807801267749467e-07 -6.174598129228872e-07 1.2167844847497968e-05 8.773861403879317e-07 -1.9353829654463236e-05 7.474811299180987e-06
PC7 1.5254416658814975e-06 1.6663029579715312e-07 1.278750827197274e-06 1.1835834376165876e-06 5.728613275434733e-07 3.5061072482011845e-06 1.728183005581337e-07 2.1198529689127744e-05 4.4704430275659926e-07 -8.728591506860896e-07 1.043781041519408e-07 2.2358106454588392e-06 1.0481848944316578e-06 7.300409850940607e-07 -2.452005818482109e-07 -1.072959380314518e-06 -1.5066557887779868e-07 7.365798434626029e-07 2.6132605009055157e-07 -6.40892249394071e-07 -2.9336926786065427e-07 -5.236024922823216e-06 -1.3542310921243996e-05 3.190371728879333e-05 -9.006613292826828e-06
PC8 1.7154360671745273e-06 6.632453710456777e-07 6.633846276239717e-07 3.445673398777917e-07 -2.046724564754937e-06 -1.89666524665846e-06 7.032339920104486e-07 4.470443027565996e-07 2.4187727099170705e-05 2.674356346335671e-07 1.2799414179333064e-06 -1.4234668648723392e-06 2.4603780220642285e-07 1.823308300313151e-07 1.018988375277217e-07 -8.761295249158315e-07 2.6062615938242496e-07 -6.714093702713574e-07 -1.9037695809754735e-06 -2.2968121285492132e-07 9.91900534836394e-07 -9.283065066728799e-07 1.0365154631615174e-05 -9.86524702582109e-06 1.5265184166569029e-06
PC9 -1.0380368808209795e-06 1.334316815673293e-07 6.730170830953144e-07 -1.2787909747812335e-06 -2.5586094980141153e-08 -1.066769152719482e-06 2.749411407586255e-07 -8.728591506860892e-07 2.674356346335667e-07 2.0859736264071515e-05 -1.5939016738039833e-06 2.0430715924748675e-07 -2.3272785839685704e-07 -1.794055528500579e-07 -3.4834685100907265e-07 1.0591217159827552e-07 7.869201206821981e-07 8.82724052198331e-07 -3.533637143092891e-07 -6.642607933106856e-07 -1.228679055947815e-06 -4.538468308926279e-07 1.0383379941543539e-05 -1.4211122724849787e-05 -1.2871178987576221e-05
PC10 8.681332962880821e-07 3.201981882808901e-07 6.222511429636943e-07 2.0594783448276518e-07 6.640951389719232e-07 -7.374123456762926e-07 -6.944157055388037e-07 1.0437810415194027e-07 1.2799414179333064e-06 -1.5939016738039833e-06 2.243482806965769e-05 -3.393721445590925e-08 1.8025154073186241e-06 -7.377841607369365e-07 -4.884192781596204e-07 3.4736312234762104e-08 -8.16821541575179e-07 -1.4158166561504701e-07 4.633430240443022e-07 9.8679513231106e-07 3.4984217243201825e-07 1.7987156190672255e-06 -9.420319449658411e-06 6.273927810133774e-06 9.940451649268621e-06
PC11 6.258571948186472e-06 -1.764343013066351e-07 -3.97269426105823e-07 -4.461591590231787e-07 4.024907411390566e-07 -1.6237161320842892e-06 -1.9020056583962274e-07 2.2358106454588392e-06 -1.4234668648723405e-06 2.043071592474864e-07 -3.393721445590917e-08 1.887407418321895e-05 -3.9369417416674175e-07 1.8841056830930295e-07 -1.1532889541327686e-06 1.199898873428868e-06 3.572786232343183e-07 -1.072281770660395e-08 3.1659153122066777e-08 7.756765024427298e-07 4.0239672707980934e-07 -4.7515160515131e-06 -3.3772155935477904e-06 1.965150524055995e-05 -1.6979571867188053e-06
PC12 -2.3971615219183914e-06 1.1519746949828698e-06 9.405320840124445e-08 2.6511228586498883e-07 -1.583401463607757e-06 3.7131223717188884e-07 3.806294365582931e-07 1.0481848944316575e-06 2.4603780220642285e-07 -2.327278583968574e-07 1.8025154073186235e-06 -3.93694174166742e-07 1.8229820194030936e-05 7.690241229292925e-07 -1.094908873541531e-07 -6.040511597484523e-07 3.943377125031854e-07 2.8453904840891275e-07 4.894926111699483e-07 -2.1137724749366437e-08 4.660753413591977e-07 1.7461421226711474e-06 -9.73190298702451e-06 4.640435357832347e-06 1.0371997272990997e-05
