 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0003158782578510036 2.9483417641206915e-07 -1.7943995705496838e-06 -3.4533205470100004e-07 2.1763812776690918e-07 -2.887390837371016e-07 -6.394753494216312e-07 7.467645167153229e-07 -2.5849721753979513e-08 7.009999686106604e-07 -2.8375587980705053e-07 -6.751473370248374e-07 1.17967244668252e-07 1.0940939617879515e-07 1.526041249153503e-07 -4.086291603004029e-07 -6.538809019024928e-08 2.6585300862524364e-07 5.582023809578457e-09 4.891085260536807e-07 4.567147661650592e-07 -1.947316618481242e-06
PC1 2.9483417641206936e-07 9.82503619177751e-07 -5.558879174065394e-07 6.006106825691717e-08 -5.463649498704139e-08 -4.2443138100556856e-08 -8.171278717710812e-09 4.058825508875774e-08 9.134426848077468e-08 -2.999464013700752e-08 2.870488973774436e-08 -4.220967703055531e-08 1.900896436607778e-07 9.612400126373485e-09 -8.555234523270621e-08 -1.452309513123024e-07 -1.1934855187333287e-07 1.921914497085366e-08 4.364009558551307e-08 2.459389592755524e-08 2.1185012003489168e-08 6.22441213822866e-07
PC2 -1.7943995705496846e-06 -5.558879174065397e-07 1.531562769405594e-05 1.5536174460539142e-07 4.542547237164831e-07 -2.4383582351292316e-07 -4.558873641248172e-08 5.4618111118334584e-08 8.688131090645216e-08 1.4359709628863353e-07 7.634247642752122e-09 9.038520788988173e-08 -4.157033506157876e-08 2.0937858268436847e-08 -1.6748897766531843e-07 8.500438201755003e-08 -1.2174325219695114e-07 1.341111378576569e-07 -2.1521572532019745e-08 3.356450319005951e-08 2.050937711500129e-08 8.52456859121181e-07
PC3 -3.4533205470099994e-07 6.006106825691718e-08 1.5536174460539142e-07 2.0283723843479956e-06 6.555232215110669e-09 2.1964754856265824e-07 -5.288250448535676e-11 5.2447151141932703e-08 -6.185830461961849e-08 -2.643061055811401e-07 3.1958543256216136e-08 9.991673554314786e-08 6.898728793728721e-08 -1.290975655995298e-07 6.9178318768328545e-09 -2.856799106797747e-08 -2.32840908471137e-09 -7.699545617957924e-08 -1.121929994083781e-07 8.007324741041865e-08 2.779475978789055e-08 -6.479857012653405e-07
PC4 2.17638127766909e-07 -5.46364949870414e-08 4.5425472371648316e-07 6.5552322151106395e-09 3.2380481973269886e-06 3.300375527106713e-07 -1.8747163539963456e-07 -2.5381589752208588e-08 -2.5701234651605047e-07 2.0681239868217876e-07 8.855950045749829e-08 6.698057198238319e-08 -1.8402418399300752e-07 5.641307629821394e-08 -4.435750103126167e-08 -3.5586197936630415e-09 2.546995964814494e-08 -1.5822427391089116e-08 -3.531488140205752e-08 -6.536495403904003e-08 -3.063592482726303e-08 -4.334796288335664e-08
PC5 -2.8873908373710156e-07 -4.244313810055688e-08 -2.438358235129233e-07 2.1964754856265814e-07 3.3003755271067125e-07 4.820673011153185e-06 2.18134614375581e-08 3.5454230624163325e-07 8.923071885081724e-08 -4.567351795182328e-08 -3.724405061496816e-08 -2.2764079759231632e-07 1.447866122692064e-07 -1.5964381769511827e-07 4.097363591879404e-08 3.9292460612584895e-08 -3.7858263321219075e-08 1.6324862746330773e-07 -8.16699547249284e-08 5.829465831443793e-08 7.02567989279893e-08 9.99652455254282e-08
PC6 -6.394753494216308e-07 -8.171278717710801e-09 -4.558873641248177e-08 -5.288250448538971e-11 -1.8747163539963456e-07 2.1813461437558152e-08 5.295912436242561e-06 -2.7984704793107998e-08 1.0893608422194633e-08 1.662433639113597e-08 1.4443281979155852e-08 -1.2471938882422166e-07 1.3391800953015998e-08 -1.0716340230050889e-07 -1.9484637848074082e-08 -1.3758253582597785e-09 -1.5877302601638044e-08 2.1427324038664005e-07 -5.678668188728498e-08 -1.0511623199755835e-08 -9.530511286684373e-08 1.3472355799816737e-06
PC7 7.467645167153227e-07 4.058825508875776e-08 5.461811111833463e-08 5.2447151141932723e-08 -2.5381589752208588e-08 3.545423062416333e-07 -2.79847047931079e-08 4.4775124973604945e-06 1.6107063942865904e-07 -7.305965436497011e-08 -3.110391112674718e-08 2.475971299235049e-07 6.752263571191711e-08 1.8563127079905282e-07 8.456652140893382e-09 -1.2718762280559982e-07 -5.827419241266527e-08 -1.5478706594962263e-08 4.5919626987463814e-08 -2.4645190668779272e-08 -8.11090298938587e-08 -1.1045937427422149e-06
PC8 -2.584972175397916e-08 9.134426848077469e-08 8.688131090645207e-08 -6.185830461961857e-08 -2.570123465160505e-07 8.923071885081724e-08 1.0893608422194691e-08 1.6107063942865896e-07 4.466809195538781e-06 1.365198383860254e-09 5.631650860134865e-08 -1.7489229810203719e-07 1.1432701400660833e-07 -6.383385084563033e-08 4.05169779456086e-08 -5.740280270533981e-08 3.1858049472194324e-08 3.848762902644651e-08 -3.0072212588587784e-08 -5.8928341468085563e-08 6.80616446555353e-08 -4.170493421329075e-07
PC9 7.009999686106607e-07 -2.9994640137007476e-08 1.4359709628863359e-07 -2.643061055811403e-07 2.0681239868217882e-07 -4.567351795182329e-08 1.6624336391135987e-08 -7.305965436497004e-08 1.3651983838602706e-09 4.216189700056105e-06 -3.168407070249527e-08 -9.840023441151318e-08 -2.0069239598139684e-08 -8.769380242531431e-08 -2.223492654177767e-08 5.3290868942835935e-08 1.1047068640637382e-07 1.1227161427953713e-07 -1.7404995801322677e-07 -6.692894657142928e-08 -5.4791422783791727e-08 -6.014134623020818e-08
