(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.00122810191263073 -1.38134125287451 -0.0627616408843684 0.062274965388269 2.75225520790934 -1.37117178390356 4.38588600463097e-05 -8.00317281707264e-06 -5.23424009292135e-05 -4.50462683160368e-06 -9.4590421976754e-06 5.88119746647621e-06 -6.39038094236415e-07 -4.34892308943262e-06 2.00298512834434e-05 2.38146294315022e-06 -3.95114979968034e-06 1.32520825237784e-06 1.30925540416121e-06 1.65156224080514e-05 -1.30006869706187e-05 -1.03119595752444e-05 1.76385620756657e-05 -6.87433661060024e-06 1.98731081212987e-05 -2.79730250274451e-07 5.24105622067261e-05 -7.35431426735638e-05 -3.16183596256089e-05
covarSEX -1.38134125287451 224138.926072933 4205.65364934674 -4199.98896265151 -448145.535099532 224039.850413547 0.19316886526989 0.0923153195704201 -0.217746232033935 -0.0241092070287101 -0.106216695240632 0.120970323368361 -0.142688372106907 0.0941568536883211 -0.256998074497315 0.193606843973637 0.00818015238276519 0.0993765994870179 -0.00716121070496355 -0.20582918492046 -0.275607993810138 -0.337311926929153 0.0506155714644839 -0.0241302162165674 0.150287873153299 0.287342866584527 -0.165825262054043 0.041821885408169 -0.137721214255359
covarYOB -0.0627616408843684 4205.65364934674 144.274394361533 -144.081225555907 -8406.58401126977 4201.56822438747 0.000990817992057661 -0.00363247133351691 0.00270763916488429 -0.00451885374606576 0.00130539476027393 0.005947138873936 0.00221724047343885 0.00484445118745985 -0.00184447776533686 0.00245465730922228 0.00040145496608308 0.00117759082554828 -0.00106777702561598 -3.61916019549034e-06 -0.0119372353284061 -0.0131970314604854 0.00526794968468256 0.0047945637278574 0.00274366821330055 -0.00117478082574483 0.00187304982839033 0.00118573612170901 -0.0130318845232128
covarYOBsq 0.062274965388269 -4199.98896265151 -144.081225555907 143.891157690311 8395.42455728752 -4196.07229348771 -0.00110073970221019 0.00368621708452157 -0.00261355346682075 0.00454139355658008 -0.00128672665261229 -0.00597739526874901 -0.00219426402896182 -0.00482896202494347 0.00185804995355462 -0.00244115639122824 -0.000385177741063316 -0.00118947827582273 0.00110242265407931 -4.1177020960296e-05 0.0119435892165357 0.0132034551224095 -0.00530641940651126 -0.00478675781672836 -0.0027781318905986 0.00121099584421448 -0.00190823961912384 -0.00120633116055114 0.0130207968973352
covarSEX_YOB 2.75225520790934 -448145.535099532 -8406.58401126977 8395.42455728752 896044.150627614 -447965.046395403 -0.389605562511989 -0.183445981484263 0.436237172049412 0.0491621271899435 0.214746383329422 -0.244046853103379 0.286175549344875 -0.189119402390431 0.514429915668591 -0.385618754343497 -0.0172990404631435 -0.196232443607447 0.016602604232686 0.410577052605697 0.552247800129123 0.673041802881272 -0.101783652159582 0.0479838640936857 -0.302305335258909 -0.57407237440998 0.330654721785475 -0.0858798412112227 0.274371428164246
covarSEX_YOBsq -1.37117178390356 224039.850413547 4201.56822438747 -4196.07229348771 -447965.046395403 223958.391357132 0.196421757892905 0.091146444158372 -0.218531168492584 -0.0250413094001104 -0.108549083005212 0.123109258298791 -0.143511263948395 0.0949763711660141 -0.257486256915351 0.192048477118773 0.0091423974358954 0.0968874255353028 -0.00943448036741252 -0.204789205161903 -0.276658157435369 -0.335771936319775 0.0511973413583565 -0.0238333930755266 0.152040036287607 0.286751330153145 -0.164838657979089 0.0440567692007755 -0.136682516445732
covarPC1 4.38588600463097e-05 0.19316886526989 0.000990817992057661 -0.00110073970221019 -0.389605562511989 0.196421757892905 0.00127651384173946 -0.000210624449830237 5.88673135426909e-05 -5.8895793476067e-05 -2.36874586954324e-05 5.84326617256175e-06 2.2666172444793e-05 5.98307151267848e-05 -1.08179106953765e-05 2.48447746173007e-05 -2.37938269832478e-05 0.000157840781287033 1.80355764407895e-06 -7.68802975557154e-05 -0.00012834055725884 -0.00011651449697791 2.32949916860794e-05 3.52506686654241e-05 2.53795612117648e-05 7.26392240622935e-06 -3.28653881052943e-06 6.95026106121507e-05 0.000126366182744366
covarPC2 -8.00317281707264e-06 0.0923153195704201 -0.00363247133351691 0.00368621708452157 -0.183445981484263 0.091146444158372 -0.000210624449830237 0.0011554013056021 5.04927063912144e-05 0.000104534990460947 -2.58683789751158e-05 -1.08189324053265e-05 -1.34905388607079e-06 1.27531861339604e-05 -3.28294163735072e-07 -6.4019013959577e-06 9.22341082400398e-06 -2.95733942231692e-05 6.46448334162098e-06 -2.42293482270989e-05 1.48799741808549e-05 -2.01942047108199e-05 2.62468239318974e-05 6.89736287749317e-07 -6.46437512831682e-06 1.88546646927781e-06 -2.62465109179009e-06 8.8560923668097e-06 2.52888701060991e-05
covarPC3 -5.23424009292135e-05 -0.217746232033935 0.00270763916488429 -0.00261355346682075 0.436237172049412 -0.218531168492584 5.88673135426909e-05 5.04927063912144e-05 0.00121044441222478 1.51528439863131e-05 0.000114842747449738 5.50116687378321e-06 3.07554668015419e-05 -2.11872151220173e-05 -0.000140356628232629 1.60720838905538e-05 6.04312044875579e-05 2.3893709424376e-05 -8.63127915391096e-05 -1.0258984406647e-05 4.17824563744035e-07 6.4649132474894e-06 -5.82206642153643e-05 -7.01952648070833e-05 5.1835424559598e-05 2.078901061551e-05 -1.15118996796638e-05 -6.58287205543463e-05 -2.44564848516843e-07
covarPC4 -4.50462683160368e-06 -0.0241092070287101 -0.00451885374606576 0.00454139355658008 0.0491621271899435 -0.0250413094001104 -5.8895793476067e-05 0.000104534990460947 1.51528439863131e-05 0.00126124555155643 0.000147090951655977 -6.09452248928298e-05 -2.41563830745003e-06 -0.000129184585911967 7.78540217013596e-05 3.09749626118821e-05 3.36689966091456e-05 -7.72139052427294e-05 2.56968445594986e-06 -4.00911385199452e-05 -1.02810608510194e-05 2.58441585089112e-05 5.65361721273021e-06 -3.65850150880686e-05 -2.30283215650978e-05 -5.13714447851438e-06 -2.62397032164779e-06 -2.90378732872403e-06 -1.0649088876357e-05
