 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00042709300883380714 8.284395241630695e-07 -1.0325219413007786e-07 4.764494815319404e-07 8.165503663233936e-07 -1.6263901325943637e-06 5.923380703600044e-07 1.0675592713395953e-06 -3.853433236308192e-07 1.6589368860976456e-06 3.1044007022451324e-07 1.146595119652931e-06 -2.1547641712225294e-06 1.6614318652144035e-06 -1.7959067354754845e-06 -1.4482224175844384e-06 -1.0188488445541072e-06 -2.2948456566327199e-07 -4.0080993359861573e-07 1.646881656849244e-06 9.401694143405676e-07 1.5674218122278418e-07 6.864291292501964e-05 -0.00013881047710721662 8.161819345949705e-06
PC1 8.284395241630698e-07 1.460572078313562e-06 -1.1966931666411939e-06 -1.4232868851210949e-07 -9.11956810754006e-08 -1.6947871312064375e-07 1.3911751987100186e-08 3.6782626127208625e-08 4.6859537661775683e-08 6.462328447275065e-09 -1.1734703494050408e-09 -1.051064671932825e-07 4.454416842448014e-07 -1.2356240841872949e-08 -2.557520590334352e-07 -4.2042059580940964e-07 -3.7530442911827286e-07 1.1291331641288963e-07 2.236952309490434e-08 1.3186365647085311e-07 -2.8973281881711576e-08 1.3978904475187028e-06 -1.4505029939224336e-06 5.365925755972578e-06 -9.61515459265052e-07
PC2 -1.0325219413007998e-07 -1.196693166641194e-06 3.1868408084832894e-05 4.972100828731008e-07 1.0255313971432657e-06 -6.596689453616174e-07 -2.1632964537672e-07 -1.8534551636503365e-07 8.83246845099985e-07 -2.4695957361964925e-07 1.7359345210446344e-07 -1.1740325776960332e-08 -4.4418231974053956e-07 1.5493212923394112e-07 -1.773439493162807e-07 8.904916687544195e-08 -1.4412285757141024e-07 3.630042562587649e-07 -1.5291554667539677e-07 -2.46422869661647e-07 -1.7027865411814156e-07 -1.6948307497213296e-06 -5.939452966773576e-07 4.039052543569354e-06 1.7827153389556976e-06
PC3 4.7644948153194053e-07 -1.4232868851210957e-07 4.972100828731005e-07 2.936487055075082e-06 6.713553738300614e-08 7.838239059545451e-07 3.7894027296552753e-08 2.6132521411323573e-07 -1.2453329708461082e-07 -6.805609988754083e-07 1.6222477053818837e-07 2.2661104370185983e-07 5.414451190590558e-08 -3.018640894025696e-07 1.479860322988252e-07 -1.225164680374274e-07 -1.4817869536923427e-08 -1.9346449454907808e-07 -2.4392720181135777e-07 2.2746081059982276e-07 1.1160867172783359e-07 -2.596797548113718e-07 1.3616585066170619e-06 -3.498019702838985e-06 -3.541691512109234e-06
PC4 8.165503663233935e-07 -9.119568107540068e-08 1.0255313971432655e-06 6.713553738300614e-08 5.639097481362032e-06 1.2054668348416989e-06 -1.3202277389163496e-07 1.0107301168576017e-07 -5.842886544420076e-07 4.2598146462934196e-07 1.285933408822178e-07 2.0975619624439554e-07 -5.457423226539877e-07 -1.233646685277934e-07 -1.2267620347743057e-07 -7.669405969890614e-08 1.606791454431797e-07 -5.1443438714147983e-08 -2.1331120899512306e-07 -8.87547453605176e-08 -1.0057615973869095e-08 2.62866726082493e-07 -1.4416467870634765e-06 2.6523989953425122e-06 -2.142113088104255e-06
PC5 -1.6263901325943613e-06 -1.6947871312064388e-07 -6.596689453616178e-07 7.838239059545452e-07 1.2054668348416985e-06 1.081330086899885e-05 3.154118485452156e-07 8.034634257775861e-07 -4.1024385679764797e-07 -3.15052273615442e-07 -2.2284715395198966e-07 -7.130378237313658e-07 4.0537510570993915e-07 -8.649944504962165e-07 4.2132435575019144e-07 -5.322366669730589e-08 -5.529226791054703e-08 4.715544575658623e-07 -2.3233468085472115e-07 1.1567282438909212e-07 -3.383906348323305e-08 3.964712925271215e-07 1.8192460631833172e-06 -8.073027556446429e-06 3.4165945387474794e-06
PC6 5.923380703600048e-07 1.391175198710025e-08 -2.1632964537672064e-07 3.789402729655278e-08 -1.320227738916348e-07 3.1541184854521576e-07 1.0240186275338325e-05 4.52669009952261e-08 5.870667127462986e-08 2.5849032608324677e-07 9.297843762060153e-08 -2.9119558431658485e-07 -7.982253443394897e-08 -2.6256998381625113e-07 -1.0979206638597777e-07 -3.571108187110868e-08 -1.1692098197868209e-07 3.784025611678816e-07 -2.60000071486569e-07 -5.053827735021263e-08 -2.392359936371587e-07 6.342130235028616e-07 -2.0076059223690253e-06 5.046019918469871e-06 1.1103235254923435e-06
PC7 1.0675592713395957e-06 3.678262612720872e-08 -1.8534551636503397e-07 2.6132521411323573e-07 1.0107301168576017e-07 8.034634257775857e-07 4.5266900995225853e-08 8.33069262537988e-06 3.483223906044353e-07 -2.4939912666266384e-07 -1.2226506538497135e-07 6.605449487038729e-07 9.297524597371556e-08 5.105638293355956e-07 -1.8238802591591202e-07 -2.2334000279226252e-07 -3.1840679181129616e-07 -1.8819790211630743e-07 1.4812419576244615e-07 4.759119834313463e-08 -1.4353353217183047e-07 -2.6046903293340996e-06 1.1246884152302774e-06 9.600272682666537e-07 -1.119835416973698e-07
PC8 -3.853433236308205e-07 4.685953766177575e-08 8.832468450999852e-07 -1.2453329708461077e-07 -5.842886544420076e-07 -4.1024385679764813e-07 5.870667127463e-08 3.483223906044352e-07 8.948094017127494e-06 2.8369736915643716e-07 1.0816456936370253e-07 -5.766019901824555e-07 1.2435286493311926e-08 1.200966926041545e-07 -1.5328706357290945e-08 -1.9419828774597695e-07 1.1982042255308434e-07 8.544419034507813e-08 -2.4639075617303175e-07 -2.4142184167479696e-07 2.917048586671715e-07 -1.6903545720318365e-06 1.663655294742364e-06 4.170667397030669e-06 -6.001229983002765e-06
PC9 1.6589368860976446e-06 6.462328447275057e-09 -2.469595736196492e-07 -6.805609988754084e-07 4.259814646293421e-07 -3.150522736154423e-07 2.5849032608324687e-07 -2.493991266626638e-07 2.8369736915643737e-07 8.019611864806443e-06 -2.9221552269424526e-07 -1.2202658378511093e-07 -1.427509904839986e-07 -1.9559746088114662e-07 -3.252413964168638e-07 3.738924785790915e-08 1.8280095814781832e-07 1.9205323123019412e-07 -4.045091458172553e-07 -1.998183190837555e-07 -2.923301281333371e-07 3.6136090144703565e-07 2.706030483044024e-06 -2.318275959526632e-06 -1.6838183446336953e-06
