 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0003738660986997752 -1.6767779075912181e-07 -4.835298302424208e-06 -1.220629860364843e-06 -1.1503763778960433e-07 -5.855409785623046e-07 1.3736016078010423e-06 4.2414462401301284e-07 2.7283843323207367e-07 3.362247728449649e-07 3.918609638749498e-07 1.9008119950195907e-06 6.151535404096338e-07 7.853829902645358e-07 -5.350437520488886e-07 1.1186240535093006e-07 -4.8466758450708344e-08 1.1878593896996126e-06 8.596553423164693e-07 1.3507599071401829e-06 -1.1563914411359368e-06 2.762638979079403e-06
PC1 -1.6767779075912152e-07 1.2976745330357166e-06 -9.868368986028537e-07 1.9231777769587364e-07 -1.2907407193741745e-07 -6.544499983542376e-08 5.0241070682833746e-08 1.3744852703263318e-08 1.8931682574306754e-07 3.0466844230121636e-09 8.653061981413648e-08 -8.873689196004777e-08 4.4668467876469526e-07 3.160255860611247e-08 -1.960188578652862e-07 -3.2813510141622515e-07 -3.0587842230909633e-07 5.8852013602114705e-08 6.20408110611197e-08 4.028799618016968e-08 6.850144877035699e-08 1.7142672032951721e-06
PC2 -4.835298302424204e-06 -9.868368986028537e-07 3.187803990234678e-05 4.817452367724622e-07 1.2116744370856101e-06 -2.134410088368226e-07 -1.8979798068267644e-07 2.2147811847216295e-07 -1.6734906450131822e-07 3.7445992328439647e-08 -9.443197119911038e-08 1.1908652301172083e-07 -5.012097971610818e-07 -3.133538137241199e-07 3.0453861895093357e-07 -8.888274277451027e-08 -6.698947556129613e-07 3.770715489205108e-07 7.502962274694987e-08 -2.7949502374306556e-07 -7.977069567913381e-08 3.4743474495861167e-06
PC3 -1.2206298603648439e-06 1.9231777769587372e-07 4.817452367724625e-07 2.93410805602765e-06 2.2118335083723235e-08 4.909634191236365e-07 1.0668046575532767e-07 2.0669307762864697e-07 -5.4248433394759685e-08 -5.038826341733271e-07 1.3586961161220402e-07 1.578775923474862e-07 6.018399380091294e-08 -3.9665014242120633e-07 -2.1313913549259762e-07 -6.453470241215488e-08 1.962158921565062e-08 -2.7401122943816545e-07 -3.0440247957045837e-07 1.9585438352625976e-07 1.0325648273698532e-07 -5.996628000908566e-07
PC4 -1.1503763778960476e-07 -1.2907407193741745e-07 1.2116744370856101e-06 2.2118335083723275e-08 4.501378729903988e-06 7.69822335432405e-07 -5.047484837101791e-07 9.935117053745406e-08 -7.943590382348149e-07 4.3738345957957347e-07 9.261200894136794e-08 1.5307755302464292e-07 -3.754254631468484e-07 3.894880649766188e-08 -1.6502551842170532e-07 7.65935443948287e-08 1.2323291984567693e-07 3.238475182394656e-08 -1.2968911210287382e-07 -1.0565299940052797e-07 -6.363630147110318e-08 -9.458349257547941e-07
PC5 -5.855409785623059e-07 -6.54449998354238e-08 -2.1344100883682214e-07 4.909634191236369e-07 7.698223354324051e-07 8.900153573942577e-06 8.832734132925861e-08 1.1881529285433765e-06 3.119041346159621e-08 -2.040006241412681e-07 6.319427851025339e-10 -5.527013223514135e-07 1.7102144847346766e-07 -3.9625405699702704e-07 3.5661063349209695e-08 3.1460825686126586e-07 -2.0396437765045386e-07 5.306314618938128e-07 -2.3614779602998762e-07 2.0046739439006102e-07 1.2406450544628697e-07 -4.4191173620131074e-07
PC6 1.373601607801043e-06 5.024107068283377e-08 -1.8979798068267637e-07 1.0668046575532758e-07 -5.047484837101789e-07 8.83273413292585e-08 1.0754481135895987e-05 9.22201645530991e-08 -2.617770911478746e-07 2.3357882393693046e-07 -1.639517010723463e-07 -1.3144754586708928e-07 9.240017233667074e-08 -4.1006774441746505e-07 7.139252574474876e-08 -9.050627337133326e-08 -2.671306066520533e-07 7.041528726099836e-07 -1.7257501150747846e-07 -1.997919831073835e-07 -8.194913565921247e-08 4.131363405936549e-06
PC7 4.241446240130128e-07 1.3744852703263295e-08 2.214781184721634e-07 2.0669307762864707e-07 9.935117053745388e-08 1.1881529285433768e-06 9.222016455309915e-08 8.845747732350755e-06 2.88574995159392e-07 -1.7883422075602858e-07 8.245403575762687e-08 9.266378525972185e-07 1.4054520817963851e-07 5.816407582774215e-07 -1.2622511386910964e-07 -3.1914032767744113e-07 -3.270561418502383e-07 -1.4403254145783965e-08 1.3957741265345102e-07 -2.329029684210762e-07 -2.2988297885726534e-07 -7.998427348445739e-07
PC8 2.7283843323207335e-07 1.8931682574306752e-07 -1.67349064501318e-07 -5.424843339475972e-08 -7.943590382348149e-07 3.1190413461595924e-08 -2.6177709114787426e-07 2.885749951593917e-07 9.225817766222821e-06 -3.595288065090572e-08 4.923573368967792e-07 -4.3896410267524457e-07 2.4832667894769267e-07 -1.0579514073895708e-07 -6.344462279094701e-08 -1.8615030011983977e-07 4.216557349391498e-08 1.3736511718595585e-07 -3.3550216555051977e-07 2.26084665871118e-08 1.5826828948702215e-07 3.5844078140506635e-07
PC9 3.3622477284496627e-07 3.046684423012165e-09 3.744599232843985e-08 -5.038826341733271e-07 4.3738345957957363e-07 -2.0400062414126782e-07 2.3357882393693024e-07 -1.7883422075602852e-07 -3.595288065090569e-08 8.323479491342786e-06 -3.145736623486749e-07 -2.328908685853349e-07 -3.150388576765258e-08 -2.5626122190622247e-07 -8.61272404493796e-09 -6.065024432481926e-08 2.1595914082404396e-07 2.8825274987689284e-07 -9.694863814058569e-08 -2.726162020907578e-07 -2.688731692316669e-07 5.210908591477227e-07
PC10 3.9186096387494937e-07 8.653061981413651e-08 -9.443197119911007e-08 1.3586961161220413e-07 9.261200894136809e-08 6.319427851025051e-10 -1.6395170107234642e-07 8.245403575762679e-08 4.923573368967792e-07 -3.1457366234867506e-07 7.970913331969521e-06 -4.6018258734634256e-07 4.5579916029555273e-07 -3.588302910488034e-07 -2.4775747682129696e-07 -1.810558610501804e-07 -3.467112711740574e-07 -5.056393963690913e-08 4.0620679066018355e-07 3.3923275551189895e-07 3.1350344677157094e-07 5.98684854964142e-07
PC11 1.900811995019591e-06 -8.873689196004777e-08 1.1908652301172076e-07 1.5787759234748614e-07 1.5307755302464284e-07 -5.527013223514135e-07 -1.314475458670891e-07 9.266378525972186e-07 -4.389641026752446e-07 -2.3289086858533477e-07 -4.6018258734634256e-07 7.4033565936911345e-06 -1.950904161008899e-07 -5.664754894081662e-08 -3.6767142858166356e-07 1.9911875573720047e-07 5.083145644247405e-09 1.968184423397323e-07 1.9060510230357297e-08 1.535212107159152e-07 2.8265602011234434e-07 5.597319040217499e-07
PC12 6.151535404096349e-07 4.466846787646953e-07 -5.012097971610819e-07 6.018399380091308e-08 -3.754254631468485e-07 1.7102144847346785e-07 9.240017233667067e-08 1.4054520817963857e-07 2.4832667894769283e-07 -3.150388576765272e-08 4.5579916029555284e-07 -1.9509041610088963e-07 7.193947556817747e-06 2.0398760944294426e-07 -4.201090056532187e-08 -1.6780627902853545e-07 -4.810545329859543e-08 -1.3841659912764762e-08 2.61929067126079e-07 -3.238140957486574e-07 -1.6678625746123453e-07 -3.040294549752343e-07
PC13 7.853829902645358e-07 3.1602558606112425e-08 -3.133538137241198e-07 -3.9665014242120644e-07 3.894880649766201e-08 -3.962540569970271e-07 -4.100677444174651e-07 5.816407582774216e-07 -1.0579514073895698e-07 -2.562612219062224e-07 -3.5883029104880327e-07 -5.664754894081663e-08 2.0398760944294434e-07 7.008246285810394e-06 5.6506763414420814e-08 4.4593988975243737e-07 -7.556502484377528e-08 1.2944845776547453e-07 -2.6972331167174774e-07 1.8164129010374467e-08 7.394465559179133e-08 2.4642779098190153e-06
PC14 -5.350437520488894e-07 -1.960188578652862e-07 3.0453861895093394e-07 -2.1313913549259765e-07 -1.6502551842170526e-07 3.566106334920988e-08 7.13925257447488e-08 -1.2622511386910956e-07 -6.344462279094727e-08 -8.612724044937972e-09 -2.4775747682129685e-07 -3.6767142858166377e-07 -4.2010900565321746e-08 5.650676341442056e-08 7.396039780151667e-06 -5.62229385824114e-08 -1.153560800973597e-07 5.161977574737207e-08 2.616043611535593e-07 1.5734058206423117e-07 -1.9552410976138417e-08 6.892250861314658e-07
PC15 1.1186240535092895e-07 -3.281351014162252e-07 -8.888274277451038e-08 -6.453470241215495e-08 7.659354439482862e-08 3.1460825686126597e-07 -9.0506273371333e-08 -3.191403276774413e-07 -1.8615030011983982e-07 -6.065024432481902e-08 -1.8105586105018046e-07 1.9911875573720029e-07 -1.6780627902853542e-07 4.459398897524372e-07 -5.622293858241119e-08 7.151648368242526e-06 4.296448727606736e-07 -3.753809135464812e-07 -1.7235131506842185e-07 1.4885255712898768e-07 -7.525209554378289e-08 1.1179511255414145e-06
PC16 -4.846675845070788e-08 -3.0587842230909633e-07 -6.698947556129611e-07 1.962158921565065e-08 1.2323291984567671e-07 -2.03964377650454e-07 -2.671306066520533e-07 -3.2705614185023806e-07 4.216557349391498e-08 2.1595914082404393e-07 -3.467112711740575e-07 5.083145644247626e-09 -4.8105453298595395e-08 -7.556502484377547e-08 -1.1535608009735972e-07 4.2964487276067383e-07 7.525899336792763e-06 -9.559816239102373e-08 -1.8366814789270345e-08 -1.434641688612812e-07 -2.522628151424381e-07 1.0006482440449322e-06
PC17 1.1878593896996126e-06 5.8852013602114685e-08 3.7707154892051065e-07 -2.740112294381655e-07 3.2384751823946514e-08 5.306314618938128e-07 7.041528726099836e-07 -1.4403254145783946e-08 1.3736511718595588e-07 2.8825274987689284e-07 -5.056393963690902e-08 1.9681844233973223e-07 -1.3841659912764604e-08 1.2944845776547445e-07 5.161977574737214e-08 -3.753809135464813e-07 -9.559816239102377e-08 6.817052764784011e-06 1.0971590785001766e-07 7.007882446010242e-08 -2.7255626372654795e-08 8.548234759768499e-07
PC18 8.596553423164697e-07 6.204081106111968e-08 7.502962274694965e-08 -3.044024795704584e-07 -1.296891121028739e-07 -2.3614779602998757e-07 -1.7257501150747846e-07 1.39577412653451e-07 -3.3550216555051967e-07 -9.694863814058576e-08 4.062067906601835e-07 1.9060510230357337e-08 2.6192906712607923e-07 -2.6972331167174763e-07 2.6160436115355924e-07 -1.7235131506842185e-07 -1.836681478927026e-08 1.0971590785001763e-07 6.865874914768251e-06 1.702241882581367e-07 2.5302690374293744e-07 8.698751183074298e-07
PC19 1.3507599071401827e-06 4.028799618016965e-08 -2.7949502374306583e-07 1.9585438352625965e-07 -1.0565299940052781e-07 2.0046739439006107e-07 -1.997919831073835e-07 -2.3290296842107635e-07 2.2608466587111738e-08 -2.7261620209075773e-07 3.3923275551189885e-07 1.535212107159152e-07 -3.2381409574865713e-07 1.8164129010374487e-08 1.5734058206423125e-07 1.4885255712898768e-07 -1.4346416886128117e-07 7.007882446010253e-08 1.702241882581366e-07 6.853646179253604e-06 2.6207644771356396e-07 -1.6876379903552655e-07
PC20 -1.1563914411359372e-06 6.850144877035697e-08 -7.977069567913374e-08 1.0325648273698527e-07 -6.363630147110315e-08 1.240645054462867e-07 -8.194913565921238e-08 -2.2988297885726573e-07 1.5826828948702202e-07 -2.68873169231667e-07 3.13503446771571e-07 2.82656020112344e-07 -1.667862574612345e-07 7.394465559179142e-08 -1.955241097613844e-08 -7.525209554378286e-08 -2.5226281514243796e-07 -2.725562637265476e-08 2.5302690374293744e-07 2.620764477135641e-07 6.5685490918317815e-06 4.700854021176688e-07
proband 2.7626389790794073e-06 1.7142672032951732e-06 3.474347449586119e-06 -5.996628000908556e-07 -9.458349257547944e-07 -4.41911736201311e-07 4.131363405936551e-06 -7.99842734844574e-07 3.58440781405067e-07 5.210908591477214e-07 5.986848549641418e-07 5.597319040217498e-07 -3.040294549752347e-07 2.464277909819015e-06 6.892250861314654e-07 1.1179511255414137e-06 1.0006482440449326e-06 8.548234759768503e-07 8.698751183074294e-07 -1.6876379903552567e-07 4.7008540211766923e-07 0.00036279291533137815
