 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 0.00012588516192335356 7.06687747587213e-06 -2.046412373733163e-07 2.0690155823626864e-09 -3.8860727991171554e-05 3.07046338559396e-06 -7.790688196431976e-08 6.533650057001481e-10 2.1574852567264864e-07 3.4554998541462693e-07 -1.9639718579722422e-07 -1.0882653869303365e-07 -9.564534666670115e-08 7.646430426052487e-08 -6.405299707219655e-08 8.343418302769331e-08 -3.790783113682711e-08 -1.1424092687103248e-07 -1.15808839448129e-07 -6.381663173415856e-08 -2.376875197569262e-08 4.3227289049053375e-08 -4.043652969370425e-08 -4.4943741093634366e-08 1.027307402033855e-08 5.8525282038388324e-09 3.960317146241237e-08 -3.0593626981743005e-08 -4.869587098462049e-07
age 7.066877475810449e-06 0.00030020859029791243 -6.889379783078027e-06 4.912214856396371e-08 0.0037009268310741967 -0.0002789060556727051 6.3794276239890645e-06 -4.530313408292861e-08 -1.0319024381082846e-07 2.473193997998075e-07 -9.808385602684929e-08 2.635002383700233e-07 3.2294590688768455e-08 5.79572798043807e-08 1.0629939471434607e-07 7.238763700018949e-08 1.0270548630169636e-07 -3.692976201969076e-07 -8.787542507517573e-08 7.756160989209115e-10 -1.356472715972698e-07 -2.0069322769273288e-07 -2.0190015874808488e-07 1.971140267340379e-07 1.6536587730055972e-07 -2.9862097395254307e-07 1.3235408616765462e-07 3.269660709482357e-07 4.124838164286195e-06
age2 -2.0464123737456099e-07 -6.889379783076082e-06 1.6113105755701512e-07 -1.1682964158133293e-09 -8.29656270641692e-05 6.38880849819536e-06 -1.4897180221733035e-07 1.0759756056641561e-09 4.659777359447732e-09 -5.255652236191663e-09 1.4407847788111622e-09 -6.490763312937527e-09 -9.528389930939134e-10 -2.377934744584628e-09 -1.788421432484341e-09 -7.552748814561589e-10 -2.3003749776266975e-09 8.322626384136376e-09 2.4798281295565314e-09 3.1624949357875936e-10 2.935833267879531e-09 3.5242923209537736e-09 3.5071948964332357e-09 -3.7133325392137274e-09 -4.4612729188664565e-09 6.253856072135049e-09 -3.499301771752213e-09 -7.627728433815665e-09 -9.479509840937589e-08
age3 2.0690155823974462e-09 4.9122148563937327e-08 -1.1682964158130553e-09 8.608047638268405e-12 5.79897319258776e-07 -4.5432841207152223e-08 1.077555284220242e-09 -7.909886333281953e-12 -4.6521782121976046e-11 3.8578918132678775e-11 -9.16703582383418e-12 4.782500990584973e-11 6.1188166870145085e-12 2.309038865734736e-11 9.429254912685108e-12 1.5879183673044807e-12 1.7645195820888602e-11 -5.819774444146986e-11 -2.3105277405882323e-11 -4.94155898180614e-12 -2.11736700988873e-11 -1.8191558348381886e-11 -1.939055640991012e-11 2.124530487672458e-11 3.5864882390349665e-11 -4.123988565546203e-11 2.7920261315125913e-11 5.420667861633221e-11 6.465506260109526e-10
sex -3.8860727986999496e-05 0.003700926831069967 -8.296562706407191e-05 5.79897319258092e-07 0.12658469854936583 -0.009451209247010851 0.00021537380853271725 -1.5301243833261689e-06 -1.6191058664022657e-06 -6.270939613160795e-07 2.3747885147961214e-06 2.03162809780249e-06 -3.6723507450320497e-06 -6.839805420590573e-07 2.9792997514661574e-06 -5.427240831811146e-07 -1.9944956502696866e-06 -2.2379057484289903e-06 -1.466178044589327e-06 2.4781260140683528e-06 1.606103239653359e-06 -1.558395339974666e-06 -4.32378522968697e-06 1.5290200272719918e-06 1.2501620091530127e-06 -3.915017204277508e-06 3.0670803784709495e-06 1.0877312849976817e-06 5.2703643932245586e-05
agesex 3.0704633853589943e-06 -0.00027890605567268276 6.388808498194412e-06 -4.5432841207143244e-08 -0.009451209247010504 0.0007249204133281001 -1.6863051452148424e-05 1.2179300243445846e-07 1.689730379072145e-07 6.86083415520825e-08 -1.7461975156520376e-07 -1.2832092122247718e-07 2.393182731788691e-07 -1.0985390972371588e-08 -1.3992660225372257e-07 6.907165472728433e-08 1.4586024908602296e-07 1.8279856991583113e-07 9.885051621011652e-08 -1.6365211660170522e-07 -1.7043219139135368e-07 8.185342683929723e-08 2.8442644230834257e-07 -5.966911671863829e-08 -1.7745866067324046e-07 2.967711267798461e-07 -2.624308477186266e-07 -9.878634086578918e-08 -4.8380083422577115e-06
age2sex -7.79068819591713e-08 6.379427623982862e-06 -1.489718022171836e-07 1.0775552842191787e-09 0.00021537380853270228 -1.6863051452147885e-05 3.9965604686670753e-07 -2.934323615258655e-09 -4.948160363720689e-09 -2.1648036745908506e-09 3.898235222583592e-09 2.9595656093921662e-09 -5.0450494921056785e-09 1.2119918652179991e-09 2.0718937440434186e-09 -2.2837462840379083e-09 -2.843706722568519e-09 -4.037047536521552e-09 -2.573130907342091e-09 3.280563030358629e-09 4.776131736045428e-09 -7.549806615435277e-10 -6.210181466261809e-09 -1.599962391484461e-10 5.262081871894929e-09 -7.249936630359894e-09 6.5166974674610474e-09 2.0244779763789107e-09 1.292796692702684e-07
age3sex 6.533650056369556e-10 -4.530313408287357e-08 1.0759756056628763e-09 -7.90988633327287e-12 -1.5301243833260133e-06 1.2179300243445103e-07 -2.9343236152585737e-09 2.188236276814146e-11 3.87415973720238e-11 2.1865827685563637e-11 -2.6225093290910155e-11 -2.4179875553812493e-11 3.6174341458347874e-11 -1.2527599024950828e-11 -9.989552404502513e-12 1.8481683098261395e-11 1.5998234817520925e-11 2.627312706842543e-11 2.0386640904138174e-11 -2.0652813720697852e-11 -3.787283009805235e-11 -1.4394757272764568e-12 4.385391891195884e-11 1.29739456800526e-11 -4.321184732278889e-11 5.538681025413109e-11 -4.9730745285829355e-11 -1.2852858219259455e-11 -1.0746581982353154e-09
pcs.V3 2.157485256725268e-07 -1.0319024381042353e-07 4.659777359438497e-09 -4.6521782121910867e-11 -1.619105866392233e-06 1.689730379064568e-07 -4.948160363703286e-09 3.874159737189973e-11 1.364986573026728e-06 1.0389391322274627e-07 -2.508320977147984e-08 -3.867757172931786e-09 9.094132466616424e-09 1.63355776877629e-08 -6.5988630918682135e-09 1.898771918268114e-08 6.4786936907166476e-09 1.3329475644241502e-09 -9.2489592046901e-09 1.3822100443100181e-08 -5.410467784162461e-09 -1.5405230043083916e-08 -8.57628558645568e-09 -1.111295084526589e-08 -3.3631627746544824e-09 -9.073290059138104e-09 7.1270411794671246e-09 -8.232621863393004e-10 1.0774956443305306e-06
pcs.V4 3.455499854145817e-07 2.4731939979978234e-07 -5.2556522361909145e-09 3.857891813267224e-11 -6.270939613180977e-07 6.860834155225904e-08 -2.1648036745953848e-09 2.1865827685598957e-11 1.0389391322274648e-07 1.4544209508196496e-06 4.109225471147201e-08 -1.22643500757507e-10 1.732296436336326e-08 -3.0229081445583424e-08 -3.6346220307905747e-09 2.6651584911006966e-08 -3.6224463178610596e-09 -2.994519553057131e-09 1.0717491394401046e-08 -1.4723897740324983e-08 -4.122128338160929e-09 1.771734272477835e-08 1.7390434138649958e-08 7.736035528319306e-09 1.4141425806739346e-08 -1.5083923163881804e-10 -6.896309756090128e-09 -5.534761779498839e-09 -6.539345617840421e-07
pcs.V5 -1.9639718579712176e-07 -9.808385602699215e-08 1.440784778814226e-09 -9.167035823854405e-12 2.3747885147953726e-06 -1.7461975156517324e-07 3.898235222583434e-09 -2.6225093290912607e-11 -2.5083209771480084e-08 4.109225471147196e-08 1.4572711888989278e-06 4.8870928788479206e-09 8.829375417861857e-10 -2.7029530259120117e-08 5.959498677320461e-09 -5.725555043507975e-09 2.433401122369612e-08 1.1670329735627373e-08 1.0603923920693401e-08 8.414093699791385e-09 1.5445465122773058e-08 1.3131752199975886e-08 -1.1899590141492512e-08 -7.356527975262015e-09 1.1855472481442126e-08 1.3809795470266019e-08 1.172662283050804e-09 -3.162644886764708e-10 2.3112193661634014e-07
pcs.V6 -1.0882653869299563e-07 2.63500238370328e-07 -6.490763312944816e-09 4.782500990590365e-11 2.0316280978142023e-06 -1.283209212234127e-07 2.9595656094147437e-09 -2.4179875553980944e-11 -3.867757172932203e-09 -1.2264350075760682e-10 4.887092878848136e-09 1.4409013401945334e-06 1.1451941507159389e-08 -4.260056195766411e-09 1.0347263243029824e-08 -1.2431846291646104e-08 2.8989557590415208e-08 9.932843797202233e-10 -1.4488067854172656e-08 -1.1732345545604846e-08 -4.3401248537448595e-10 7.696633373958103e-09 1.1473338124314356e-09 1.7852128453505346e-09 1.6310796988219943e-09 6.6349169226869e-09 -3.3387577997994754e-08 -1.3767385405910524e-08 3.352270419476253e-07
pcs.V7 -9.564534666682116e-08 3.2294590689065327e-08 -9.528389931008853e-10 6.1188166870649245e-12 -3.67235074502479e-06 2.3931827317830884e-07 -5.045049492092558e-09 3.617434145825248e-11 9.094132466616519e-09 1.7322964363363176e-08 8.829375417862733e-10 1.1451941507159778e-08 1.6102567267546793e-06 1.0522520222960795e-08 -4.9969609355499024e-09 -3.091576718651652e-08 3.5442602751338275e-09 -8.684550927394781e-09 1.4046468046085775e-08 -2.4264932138614793e-09 1.2849579108688732e-11 -6.746432176893366e-09 -1.6379134928530984e-08 1.1099705400689239e-08 6.9625802364157085e-09 -2.7813434125637924e-08 -1.3502206742156566e-08 6.325429270505776e-09 -4.917932333585868e-08
pcs.V8 7.646430426059595e-08 5.795727980423435e-08 -2.3779347445811958e-09 2.30903886573226e-11 -6.83980542062531e-07 -1.0985390972101267e-08 1.2119918652116255e-09 -1.2527599024904275e-11 1.6335577687762975e-08 -3.022908144558329e-08 -2.7029530259120207e-08 -4.260056195766545e-09 1.0522520222960845e-08 1.5943968013866638e-06 1.6652482301633178e-08 -9.694318824671381e-09 -1.215966312750733e-09 3.998154649373367e-08 5.714050008641573e-09 -3.671766764622109e-08 8.634788042923419e-10 1.5857913145431647e-08 -8.617827877140552e-09 1.3762994012878405e-08 3.099317107507361e-08 1.1625403763610144e-08 8.738360706293572e-09 5.98885333089751e-09 -3.401614238676188e-08
pcs.V9 -6.405299707223547e-08 1.0629939471445742e-07 -1.7884214324869715e-09 9.429254912704218e-12 2.9792997514701986e-06 -1.3992660225404524e-07 2.0718937440511994e-09 -9.989552404560553e-12 -6.5988630918684765e-09 -3.6346220307906525e-09 5.959498677320618e-09 1.0347263243029811e-08 -4.996960935550062e-09 1.665248230163326e-08 1.570580126411446e-06 -5.141355831469847e-09 1.3275079192278559e-08 6.548217058150134e-10 9.180258568917816e-09 -9.908238681359214e-09 -3.3091195031084725e-09 -1.4310087442797986e-08 3.6252614597946853e-09 -2.138985637263613e-08 -2.3262931964666616e-08 -1.1813602980041766e-08 -4.84636368590934e-09 1.6867425387325083e-08 6.997169889651448e-08
pcs.V10 8.343418302759543e-08 7.238763700014968e-08 -7.552748814551655e-10 1.5879183672966546e-12 -5.427240831849083e-07 6.907165472758637e-08 -2.2837462840451594e-09 1.8481683098315188e-11 1.8987719182681314e-08 2.6651584911006956e-08 -5.725555043508012e-09 -1.2431846291646008e-08 -3.091576718651635e-08 -9.694318824671449e-09 -5.141355831469826e-09 1.5797617995146345e-06 9.875480565441827e-09 1.4106206815870308e-08 6.723251449929998e-09 7.170120092144525e-10 -2.710076600629938e-08 3.5978125416157507e-09 9.069326714932319e-09 9.846435177481352e-09 -2.795186029830919e-10 1.7922774131580816e-08 -2.103663575978051e-09 -9.148279893116901e-09 4.017993495305024e-07
pcs.V11 -3.790783113691188e-08 1.0270548630175956e-07 -2.3003749776283097e-09 1.7645195820900884e-11 -1.99449565026832e-06 1.458602490859097e-07 -2.8437067225656994e-09 1.5998234817499302e-11 6.4786936907167485e-09 -3.622446317861084e-09 2.4334011223696102e-08 2.898955759041537e-08 3.5442602751339094e-09 -1.215966312750781e-09 1.3275079192278574e-08 9.875480565441726e-09 1.5572475075716646e-06 6.557643704094479e-09 6.788656917159525e-09 -1.1617434135917858e-08 -6.750896933948329e-09 -5.265246679215391e-09 8.813111050375026e-09 5.868938592761823e-09 -2.117783357851955e-09 7.279152763517994e-09 -1.633502161855782e-08 2.127676955241403e-08 5.9549234503258135e-08
pcs.V12 -1.1424092687097007e-07 -3.692976201969769e-07 8.322626384138047e-09 -5.819774444148208e-11 -2.237905748431069e-06 1.827985699160024e-07 -4.037047536525786e-09 2.6273127068457673e-11 1.3329475644243853e-09 -2.994519553057202e-09 1.1670329735627301e-08 9.932843797203956e-10 -8.684550927394581e-09 3.998154649373358e-08 6.548217058150819e-10 1.4106206815870263e-08 6.557643704094528e-09 1.5629803431951094e-06 -2.792291943280306e-08 -4.217798931003518e-09 -4.416699616057759e-09 7.350710643826383e-09 -7.452431082389278e-09 -1.3218632921492887e-08 -1.3625694437163275e-08 2.832524832829908e-09 -2.0758629488365778e-08 1.9863820254390822e-08 -2.1974586122142955e-08
pcs.V13 -1.1580883944818328e-07 -8.787542507509926e-08 2.4798281295547447e-09 -2.3105277405869508e-11 -1.466178044587947e-06 9.885051621001141e-08 -2.573130907339673e-09 2.0386640904120884e-11 -9.248959204690082e-09 1.0717491394401017e-08 1.0603923920693431e-08 -1.4488067854172474e-08 1.404646804608584e-08 5.714050008641528e-09 9.180258568917873e-09 6.723251449929942e-09 6.78865691715952e-09 -2.7922919432803116e-08 1.600828727159469e-06 6.087694130841528e-10 -1.6803656734351664e-08 4.00555168668976e-09 -2.109308502156609e-08 -1.3902541408736248e-08 -2.1305139832795137e-08 -6.478076921207545e-09 7.76584311261865e-09 3.347629856212051e-09 -1.4177277790952354e-07
pcs.V14 -6.381663173413001e-08 7.756160987969279e-10 3.1624949358150953e-10 -4.9415589818250765e-12 2.478126014067946e-06 -1.63652116601682e-07 3.280563030358256e-09 -2.0652813720696175e-11 1.3822100443099995e-08 -1.4723897740325007e-08 8.414093699791428e-09 -1.1732345545605001e-08 -2.426493213861554e-09 -3.6717667646221044e-08 -9.908238681359275e-09 7.170120092144997e-10 -1.1617434135917853e-08 -4.217798931003486e-09 6.087694130841454e-10 1.5773795654408385e-06 -9.6333547364884e-09 -2.7899312119100886e-09 1.3694075246325707e-08 -1.8699601247251022e-08 -4.357471310419586e-09 -1.2131715061479578e-08 -5.891048256331706e-09 -1.3744004832850494e-08 2.903566547457991e-07
pcs.V15 -2.3768751975624956e-08 -1.3564727159740612e-07 2.935833267882841e-09 -2.117367009891188e-11 1.6061032396496859e-06 -1.704321913910673e-07 4.776131736038662e-09 -3.7872830098002833e-11 -5.410467784162554e-09 -4.122128338160814e-09 1.544546512277294e-08 -4.3401248537482e-10 1.2849579108650691e-11 8.634788042923911e-10 -3.309119503108565e-09 -2.7100766006299236e-08 -6.75089693394834e-09 -4.416699616057662e-09 -1.680365673435163e-08 -9.633354736488469e-09 1.5982204249256497e-06 -9.304159362924607e-09 -1.240055514193727e-09 6.956295980138202e-09 6.195887009145956e-09 -1.1286147353073681e-08 -2.078912769037349e-08 -1.852349046144297e-09 -7.790313276703211e-08
pcs.V16 4.322728904905002e-08 -2.0069322769286597e-07 3.524292320956926e-09 -1.8191558348405054e-11 -1.5583953399796407e-06 8.185342683969139e-08 -7.549806615529739e-10 -1.4394757272063466e-12 -1.5405230043083704e-08 1.771734272477842e-08 1.3131752199975737e-08 7.696633373958023e-09 -6.746432176893215e-09 1.58579131454316e-08 -1.4310087442798012e-08 3.5978125416158106e-09 -5.265246679215345e-09 7.350710643826476e-09 4.005551686689847e-09 -2.7899312119101746e-09 -9.30415936292473e-09 1.5745875278012655e-06 3.583834541268134e-09 -4.936611874666773e-09 -1.9038976477670134e-08 -8.636356974802533e-09 -1.5156329204679456e-08 -1.158358955349372e-08 9.200063880534324e-08
pcs.V17 -4.04365296938327e-08 -2.0190015874811643e-07 3.5071948964337986e-09 -1.9390556409913454e-11 -4.323785229690124e-06 2.844264423085869e-07 -6.210181466267566e-09 4.3853918912001046e-11 -8.576285586455391e-09 1.7390434138649935e-08 -1.1899590141492752e-08 1.1473338124315078e-09 -1.6379134928530587e-08 -8.617827877140609e-09 3.6252614597945116e-09 9.06932671493229e-09 8.81311105037532e-09 -7.452431082389452e-09 -2.1093085021566153e-08 1.3694075246325695e-08 -1.240055514193908e-09 3.583834541268013e-09 1.6035991526433987e-06 2.428896204297949e-08 7.359741015204897e-09 2.5974255843389626e-10 -9.351893204827063e-09 -2.9585782670852127e-08 -8.333512950831419e-08
pcs.V18 -4.494374109363223e-08 1.9711402673435053e-07 -3.7133325392210413e-09 2.124530487677755e-11 1.5290200272816054e-06 -5.966911671939185e-08 -1.5999623913057152e-10 1.2973945679921105e-11 -1.1112950845266178e-08 7.736035528319182e-09 -7.35652797526176e-09 1.785212845350728e-09 1.1099705400689024e-08 1.376299401287847e-08 -2.1389856372636034e-08 9.84643517748124e-09 5.868938592761737e-09 -1.3218632921493072e-08 -1.390254140873636e-08 -1.869960124725083e-08 6.956295980138377e-09 -4.936611874666807e-09 2.428896204297937e-08 1.5600660086802183e-06 -6.966393468263421e-09 -1.2762133497711451e-08 -1.1799572291110005e-08 -2.2554937026997248e-09 -3.02286675369793e-08
pcs.V19 1.0273074020337515e-08 1.653658773005625e-07 -4.4612729188665235e-09 3.5864882390350124e-11 1.250162009154324e-06 -1.7745866067335476e-07 5.262081871897881e-09 -4.321184732281211e-11 -3.3631627746546792e-09 1.4141425806739448e-08 1.1855472481442093e-08 1.6310796988216947e-09 6.962580236415492e-09 3.09931710750737e-08 -2.326293196466674e-08 -2.795186029830148e-10 -2.117783357852029e-09 -1.3625694437163209e-08 -2.130513983279518e-08 -4.3574713104195635e-09 6.195887009146103e-09 -1.9038976477669975e-08 7.359741015204953e-09 -6.9663934682636796e-09 1.5621234785554314e-06 1.3898892042050717e-08 3.4512148842073164e-09 6.3593935112047e-09 -2.448280827730156e-07
pcs.V20 5.852528203714521e-09 -2.986209739524584e-07 6.25385607213324e-09 -4.123988565545024e-11 -3.91501720427768e-06 2.9677112677988646e-07 -7.249936630361382e-09 5.5386810254145326e-11 -9.073290059137783e-09 -1.5083923163888832e-10 1.3809795470266012e-08 6.634916922687303e-09 -2.7813434125637686e-08 1.1625403763609969e-08 -1.1813602980041583e-08 1.792277413158069e-08 7.279152763518036e-09 2.832524832829826e-09 -6.478076921207484e-09 -1.2131715061479604e-08 -1.1286147353073859e-08 -8.636356974802732e-09 2.597425584331281e-10 -1.276213349771108e-08 1.3898892042050608e-08 1.572490339803123e-06 1.6500347018581544e-08 2.1069001588342724e-08 6.103090173569352e-08
pcs.V21 3.960317146239957e-08 1.3235408616760153e-07 -3.499301771750966e-09 2.7920261315116788e-11 3.0670803784725665e-06 -2.6243084771875447e-07 6.516697467464112e-09 -4.9730745285852154e-11 7.1270411794668615e-09 -6.896309756090051e-09 1.1726622830508239e-09 -3.3387577997995105e-08 -1.3502206742156832e-08 8.73836070629365e-09 -4.846363685909424e-09 -2.103663575977913e-09 -1.633502161855793e-08 -2.0758629488365735e-08 7.765843112618574e-09 -5.891048256331657e-09 -2.078912769037337e-08 -1.5156329204679353e-08 -9.351893204826897e-09 -1.1799572291110287e-08 3.4512148842072564e-09 1.650034701858164e-08 1.569042358326945e-06 -3.140973096257736e-09 -2.3056103053060195e-07
pcs.V22 -3.0593626981740384e-08 3.269660709483875e-07 -7.62772843381933e-09 5.4206678616359534e-11 1.0877312850033672e-06 -9.878634086625466e-08 2.0244779763903676e-09 -1.2852858219346506e-11 -8.232621863395522e-10 -5.534761779498869e-09 -3.1626448867636486e-10 -1.3767385405910565e-08 6.325429270505568e-09 5.988853330897616e-09 1.6867425387325033e-08 -9.148279893116982e-09 2.1276769552413946e-08 1.986382025439077e-08 3.3476298562119654e-09 -1.37440048328504e-08 -1.852349046144084e-09 -1.1583589553493666e-08 -2.958578267085233e-08 -2.2554937026998716e-09 6.359393511204906e-09 2.106900158834252e-08 -3.140973096257604e-09 1.574971574225597e-06 -9.840851866925148e-08
proband -4.869587098455437e-07 4.124838164286264e-06 -9.479509840937713e-08 6.465506260109602e-10 5.2703643932293006e-05 -4.838008342261725e-06 1.292796692703697e-07 -1.0746581982360987e-09 1.0774956443305247e-06 -6.539345617840402e-07 2.311219366163403e-07 3.3522704194761814e-07 -4.91793233358642e-08 -3.401614238675949e-08 6.997169889651198e-08 4.017993495305038e-07 5.954923450325616e-08 -2.1974586122142297e-08 -1.4177277790952505e-07 2.9035665474579996e-07 -7.790313276702814e-08 9.200063880534669e-08 -8.333512950832052e-08 -3.0228667536985783e-08 -2.448280827730153e-07 6.103090173569454e-08 -2.3056103053060227e-07 -9.840851866925543e-08 8.642816554573174e-05
