 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.002987760843481756 0.0010402089042703866 -3.270013711743062e-05 3.1683060932343995e-07 -0.018343026249509772 0.0014406639826137699 -3.6992051370012974e-05 3.099611111918191e-07 -4.1661502192081295e-06 6.544379608018594e-06 1.305980264086044e-06 2.4259085942530278e-06 2.85641724824573e-06 -1.1313205892253814e-06 4.3300205168751734e-06 1.0094338720788343e-06 -1.2118590247941075e-07 -8.760572769710737e-07 -7.773501292076077e-07 -2.601220940085003e-06 -4.887871239157492e-07 1.7768325502476805e-06 2.5220042045382833e-06 -7.493772364270598e-07 -3.200200866448288e-06 -5.705630134396153e-07 -2.337778157527407e-06 -4.56706956626138e-06 1.5077080327405653e-05 -0.0001122015879811831 4.43692571098054e-05 0.00011980322350687415
age 0.0010402089042651802 0.03183378026162762 -0.0007184806549905852 5.2606305388682415e-06 0.4309376171967391 -0.029892211872494887 0.0006730593749257246 -4.917859718006511e-06 -1.70631592554826e-05 -2.7079385184539484e-06 4.652151071499791e-06 -3.112678372040275e-06 -1.3016864304704985e-05 -6.762061271677845e-06 1.029084660874609e-05 6.873955993448461e-06 5.673911503873014e-06 -5.003900577958651e-07 6.3117074424709535e-06 -3.207964391504455e-06 3.6669769256816818e-06 -6.248629913594148e-06 2.1291958206350684e-06 3.525086905410741e-06 -5.481831634459711e-06 6.024165823161566e-06 -8.410149944011772e-06 1.7033171594290126e-06 0.00010093598458054564 -6.026627122705704e-05 -0.00015175105690617144 3.8091102812587916e-05
age2 -3.270013711755695e-05 -0.0007184806549894143 1.630774611594759e-05 -1.200717446472594e-07 -0.00964342328358434 0.0006725162371187958 -1.5225436944956844e-05 1.118492547594036e-07 3.9376822053433206e-07 5.076896905231383e-08 -1.0564942188462135e-07 4.999946941675344e-08 2.741083952951045e-07 1.567899750903039e-07 -2.3688357640181765e-07 -1.6166867150038422e-07 -1.307517140812283e-07 1.9728345567527302e-08 -1.4932598375628318e-07 7.27610223941024e-08 -7.644890279670308e-08 1.2192735929806863e-07 -6.588895443467774e-08 -6.670865956671164e-08 1.3981670381637308e-07 -1.35725120216751e-07 1.9849380206285154e-07 -2.3149991029876254e-08 -2.3927161855863045e-06 1.753996760523697e-06 3.1499846911322993e-06 -1.1581407586984359e-06
age3 3.1683060932198756e-07 5.260630538872163e-06 -1.2007174464752243e-07 8.891484915447799e-10 7.00437359361027e-05 -4.909934425058163e-06 1.1176110071584582e-07 -8.255780360902933e-10 -2.9445432397907202e-09 -2.7842214959584805e-10 7.882334782974918e-10 -2.2546222454011707e-10 -1.864997551308404e-09 -1.185299969092706e-09 1.7683600847589175e-09 1.2175692538588459e-09 9.83724406043953e-10 -1.735605180583585e-10 1.1313448451514794e-09 -5.548468485905602e-10 5.214100507692278e-10 -7.522222751985416e-10 6.003212945912276e-10 3.8147554875067297e-10 -1.139188698498919e-09 9.960105410470238e-10 -1.520571289966574e-09 4.7938474400843055e-11 1.778230614809557e-08 -1.516510773024187e-08 -2.1732523130266524e-08 1.0770222654515894e-08
sex -0.018343026249522335 0.4309376171956461 -0.009643423283556354 7.004373593587567e-05 17.83039143211915 -1.2460555195796714 0.028289216939931607 -0.00020865888922356183 -0.0001432103307178512 3.837591185214753e-05 0.00017861246744719437 -0.00010495798892440343 -0.0002525908874057714 -7.521368472299852e-05 0.00011413639956837206 0.0001508817090186854 -0.00013198543270591303 0.00022266516923254625 -0.00010640124495619746 -4.16958601399658e-05 0.0001855526520166396 0.00011662203133948597 -0.0002929234582260723 0.00025416246220779764 9.380880230069873e-05 0.00015393110958611533 2.6461678037876204e-05 3.462306195434259e-05 0.0014870231264346794 -0.0018646014329572094 -0.008793415460174755 0.006491097977154622
agesex 0.001440663982566169 -0.029892211872090662 0.0006725162371097888 -4.909934424993254e-06 -1.246055519579888 0.08753192178572994 -0.001997428078771082 1.4805456649639587e-05 9.80137680432479e-06 -2.326718718142243e-06 -1.2540930425808602e-05 6.608587003865561e-06 1.7313874979535595e-05 4.645382524338513e-06 -5.959598029023453e-06 -1.0661461288200781e-05 9.273054311546037e-06 -1.5520397761933583e-05 6.482106232086521e-06 2.2984273839715483e-06 -1.255548666670715e-05 -9.1061799182788e-06 1.9586008500773756e-05 -1.686535253796551e-05 -7.0400172255821645e-06 -1.0934000173732955e-05 -2.845038298447109e-06 -3.14719226874615e-06 -0.00010131190928586974 0.00013044199709894193 0.0005859030422531568 -0.0004513397465020538
age2sex -3.699205137007265e-05 0.0006730593749242889 -1.52254369449192e-05 1.1176110071553469e-07 0.028289216939941617 -0.0019974280787714376 4.581861334671828e-05 -3.413786479964855e-07 -2.1646970927618977e-07 4.593437342057078e-08 2.860776458645134e-07 -1.3090203484894833e-07 -3.8742249492539165e-07 -9.259941934377412e-08 8.860230820115146e-08 2.419895180785375e-07 -2.0648314706521115e-07 3.550662291283176e-07 -1.2966635226615122e-07 -3.4165530281905196e-08 2.7517272551146997e-07 2.2790358698308715e-07 -4.2845905471751104e-07 3.568076233840777e-07 1.705891719117535e-07 2.5540098811336054e-07 8.283151805991964e-08 8.874569484797456e-08 2.178462245676699e-06 -2.9249059508097854e-06 -1.2646922509518879e-05 1.0083489523051684e-05
age3sex 3.0996111118842657e-07 -4.9178597179846905e-06 1.1184925475890246e-07 -8.255780360865759e-10 -0.0002086588892236729 1.4805456649644825e-05 -3.413786479965451e-07 2.5570017720259663e-09 1.522964425954256e-09 -2.7119479481303405e-10 -2.1224745678620403e-09 8.202602030337276e-10 2.820979131495343e-09 6.254391912762669e-10 -2.911978148063043e-10 -1.783907556935273e-09 1.4728614423681207e-09 -2.6652346760953916e-09 8.488570280716503e-10 1.073143957656796e-10 -1.9469210162445013e-09 -1.7926607214467736e-09 3.0609388042345667e-09 -2.4236140038095846e-09 -1.342986358714136e-09 -1.960123723252207e-09 -7.318476637159396e-10 -7.988794785093946e-10 -1.4757640039793346e-08 2.106479167194113e-08 8.894570348935214e-08 -7.321980184471545e-08
pcs.V3 -4.166150219206462e-06 -1.7063159255484206e-05 3.937682205343179e-07 -2.944543239790263e-09 -0.00014321033071872292 9.801376804381733e-06 -2.1646970927739043e-07 1.5229644259624427e-09 4.344624562372977e-06 2.5806804945739694e-07 -3.3504257707689436e-08 -9.366858345483257e-09 -1.6411314421014912e-08 1.8929946124235885e-07 -1.2936993697072093e-08 1.3138992029840742e-07 -1.345294653463418e-07 2.3054186319621803e-08 -4.6113276733167313e-08 2.682620292522711e-08 1.8413287996338648e-07 5.079938916854046e-08 -3.119438709055466e-08 4.167152031178468e-08 -7.081357505240996e-08 -7.530347955651573e-08 1.0337792217736655e-07 -1.2551078765131409e-07 2.693142069112394e-06 -1.3022191254476531e-06 6.801116592482836e-07 2.6219668531492523e-06
pcs.V4 6.5443796080221145e-06 -2.7079385185005432e-06 5.076896905335418e-08 -2.784221496033807e-10 3.837591185046585e-05 -2.3267187180242624e-06 4.59343734178817e-08 -2.711947947931222e-10 2.5806804945741124e-07 4.318447779643941e-06 2.1290477439028521e-07 1.4973730598507518e-07 -3.457398882841135e-08 -1.9639032490030844e-09 -1.1060222838386178e-08 5.221947356667265e-08 1.0384165811841033e-08 -1.1114147971633974e-07 7.875672153735811e-08 -7.855443576188168e-08 -1.3232154580533466e-07 6.9461465228510755e-09 1.370646895165432e-07 -3.218354408927684e-08 1.7568021829484647e-07 6.9482598128076e-08 -3.5942386795359883e-08 -8.110993572305524e-08 -1.2249170482001542e-06 3.0313375399929495e-07 -2.063972966114766e-06 -3.4681631935344066e-07
