 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00013312041103906872 6.098865669976672e-06 -1.662037938417055e-07 1.6363270548210877e-09 -2.766423154306938e-05 2.4462307804088554e-06 -6.515430833620214e-08 5.518386139509656e-10 2.570441024795646e-07 1.7844725446066231e-07 -7.331354501450966e-08 5.720404724438032e-08 -1.1865677656963444e-07 7.264594186786438e-08 -3.24137401750277e-08 1.0734866815110413e-07 -4.6209181262980015e-08 -4.29925735082382e-08 -5.2759962470916204e-08 -5.756306049632961e-08 3.7166898701585815e-08 7.993758456432522e-08 -4.169786798576891e-08 -4.6682094720407005e-08 -2.2783380432801956e-09 -5.693135293366819e-08 -1.6185444086403714e-09 -3.0351409281163296e-08 -7.526606586695435e-06 1.2236802984911646e-05 7.787498361464482e-06
age 6.0988656700543985e-06 0.00020770326789433486 -4.7667101151915734e-06 3.399615588150224e-08 0.002463796313525643 -0.00018557323941291586 4.234277137996424e-06 -2.996835424956166e-08 3.6468402381991046e-09 2.0712847080477655e-07 -1.5639450461961672e-07 1.7752083493534182e-07 1.4581450128388153e-07 1.1241942556420738e-07 1.1010513720275144e-07 1.7585646695825462e-08 7.882176257232928e-08 -2.768932460197307e-07 3.179014550890992e-08 3.0296689606321066e-08 -7.404854462369753e-08 -2.4399010297064174e-07 -1.517039535540122e-07 1.980870624228962e-07 1.5280169969483843e-07 -1.1005265771586506e-07 1.0851557018800258e-07 2.84594106300169e-07 1.5132065260186944e-06 1.8954962721448618e-06 4.93864873926703e-07
age2 -1.6620379384545669e-07 -4.76671011519126e-06 1.1144269354922601e-07 -8.079894498227946e-10 -5.51961216254383e-05 4.2481035776079805e-06 -9.881908764029246e-08 7.113776276226134e-10 1.285666785651478e-09 -4.151972337570066e-09 3.042850367603863e-09 -4.1406433272586445e-09 -3.622346058421058e-09 -3.182457442563835e-09 -2.0501735237559837e-09 -3.501844030520805e-11 -1.7117690378369842e-09 6.497970666019203e-09 -5.207438746700488e-10 -5.917960283361085e-10 1.5538343721130749e-09 5.023277778706173e-09 2.4577654038385644e-09 -4.156565298156734e-09 -3.868103725252933e-09 2.241806454384177e-09 -2.936004494220621e-09 -6.647175590079107e-09 -3.4522923525779e-08 -5.626436637366084e-08 -2.9880837592312474e-09
age3 1.6363270548062413e-09 3.399615588150829e-08 -8.0798944982297e-10 5.952138809937172e-12 3.8517847416347205e-07 -3.016131255351313e-08 7.1372758138487e-10 -5.222667597603839e-12 -1.6803575100055326e-11 2.8638409559611492e-11 -2.1398487217584268e-11 2.9412636657044283e-11 2.5897929857977392e-11 2.6383171937208412e-11 1.221313767713421e-11 -4.3625798863233796e-13 1.3184351921930773e-11 -4.67805515401157e-11 9.47757626812225e-13 2.073836469981065e-12 -1.0747588457499858e-11 -3.164908872549914e-11 -1.2397143390487133e-11 2.7406773592046236e-11 2.999366917662035e-11 -1.4661852801842552e-11 2.3444037701191043e-11 4.7621074653236193e-11 2.228129878872138e-10 4.484262691330479e-10 -1.9680972139779178e-12
sex -2.7664231549500343e-05 0.0024637963135112316 -5.51961216251008e-05 3.851784741610064e-07 0.08760483805612285 -0.0065482616183677785 0.0001492491722915032 -1.060271236031218e-06 3.1466561629917874e-07 -6.477554002970612e-07 1.2928316973325843e-06 2.1658564887376264e-06 -1.6144183691168846e-06 -7.728297673509472e-07 1.298442476762297e-06 -1.3170168276126598e-06 -2.4202821588583614e-06 -2.369248360298948e-06 6.737877327012865e-07 2.4299220332311617e-06 1.2775951823643389e-06 -1.7724477962710613e-06 -3.302209534797904e-06 1.327450478476069e-06 1.0025848162721554e-06 -1.1740387746458433e-06 3.2097322950694083e-06 5.695184055711382e-07 9.591985061388416e-06 6.960058473032877e-06 4.489714356806978e-05
agesex 2.446230779853071e-06 -0.00018557323941176214 4.248103577580509e-06 -3.016131255331188e-08 -0.00654826161836839 0.0005026997051166884 -1.1692803873341636e-05 8.442560022076731e-08 3.31031712243043e-09 7.507151135491534e-08 -9.469247992895862e-08 -1.438194523193685e-07 1.0699524822783235e-07 3.164089312437557e-08 -4.232659986469777e-08 1.1144053135368541e-07 1.7585378512250936e-07 1.8859726006538903e-07 -6.443236519909405e-08 -1.836433730621962e-07 -1.2065609312211384e-07 1.26156610147999e-07 2.0539859519705667e-07 -6.291724934095784e-08 -1.497136150423762e-07 8.378016375622633e-08 -2.760064136469234e-07 -5.217040273222174e-08 -1.406132017133699e-06 -1.0270895828844595e-06 -2.9487208879501616e-06
age2sex -6.515430833018945e-08 4.234277137968697e-06 -9.881908763963435e-08 7.137275813800469e-10 0.00014924917229152976 -1.1692803873342572e-05 2.770381319923834e-07 -2.0330738937419492e-09 -7.716711694831082e-10 -2.2462922101999103e-09 1.893922061761495e-09 3.3444886273526864e-09 -2.3393291115586204e-09 -1.7710054692248372e-10 1.78053066190697e-10 -2.911283828484469e-09 -3.5768876294176976e-09 -4.313426282783361e-09 1.2959928529321914e-09 4.006744601258557e-09 3.238603248218439e-09 -2.3978237910060266e-09 -4.2125167391799375e-09 5.440424142682562e-10 4.7694731442314e-09 -2.0809944616954215e-09 6.767075217484572e-09 9.158744442328566e-10 4.903423557341551e-08 2.5543804855932654e-08 6.109294076350676e-08
age3sex 5.518386139722611e-10 -2.996835424938663e-08 7.113776276184558e-10 -5.222667597573226e-12 -1.0602712360314792e-06 8.442560022077949e-08 -2.0330738937420746e-09 1.515188362783068e-11 7.78457382816784e-12 2.1029512766135566e-11 -1.0105635394271657e-11 -2.6520933909105978e-11 1.840725957515554e-11 -1.3101961022337711e-12 1.9088987651790867e-12 2.1093813194052163e-11 2.1633022707383987e-11 2.9609551082891634e-11 -7.572716090922292e-12 -2.679810050278064e-11 -2.5041720010062422e-11 1.3629665466478001e-11 2.8263409783549602e-11 3.0190720122856943e-12 -4.1495593741357064e-11 1.663463293864262e-11 -5.150925070532962e-11 -4.656295437540993e-12 -4.888361152471394e-10 -1.3410760422818338e-10 -4.275322812585828e-10
pcs.V3 2.570441024795555e-07 3.646840237907942e-09 1.2856667856582557e-09 -1.6803575100104243e-11 3.146656162874953e-07 3.310317123343555e-09 -7.716711695047146e-10 7.784573828326309e-12 1.3343910496073113e-06 5.552664930744555e-08 -2.399696526026604e-08 4.775380623916907e-09 7.257187385152444e-09 1.713750131623411e-08 -2.8657763735554735e-09 1.4235948476164803e-08 6.7847537109622914e-09 9.371137976046225e-09 -1.1549151656453146e-08 1.2376791895595378e-08 -6.586681247834648e-09 -8.857865978134342e-09 -8.142526226931193e-09 -1.798377402581749e-08 -5.105026841484436e-09 -7.595714801918424e-09 7.565352671709793e-09 -2.1371038869533236e-09 2.684382528981204e-07 8.289469901862315e-07 7.049687589886109e-07
pcs.V4 1.7844725446066486e-07 2.0712847080563433e-07 -4.1519723375900186e-09 2.8638409559755218e-11 -6.47755400273554e-07 7.507151135307782e-08 -2.2462922101564945e-09 2.1029512765817847e-11 5.552664930744533e-08 1.368991639852883e-06 1.713111923135699e-08 -3.9127584729659335e-09 1.9061467961892207e-08 -1.626489831612938e-08 1.1133475049134989e-09 1.3717997236528246e-08 -5.422534076672082e-09 -3.90548533831378e-09 1.3327090842774408e-08 -1.8496284789785944e-08 4.131137098891001e-09 1.2119623701015824e-08 1.1681010291634918e-08 5.946983055950055e-09 1.0450914250150878e-08 -6.888262370990409e-09 -1.1728074683779246e-08 -4.856977934674261e-10 -1.4897365078969045e-07 -5.657700598387602e-07 -4.6427126569080995e-07
