 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00011046147440779445 8.061285668793055e-06 -2.2274059966280182e-07 2.135743467961618e-09 -2.488716374916075e-05 2.2402770858799497e-06 -6.297489378475263e-08 5.788788684709958e-10 2.8741423965899637e-07 1.9365511179422095e-07 -1.6115302508980357e-07 -3.2990400614171554e-08 -7.961154970520869e-08 6.240024609938359e-08 -5.45632944968891e-08 9.629960377528372e-08 -2.5906141705535825e-08 -1.1338723101383091e-07 -1.245156323788415e-07 -4.2261579097348795e-08 2.1938825481217403e-08 6.731348036111779e-08 -2.152695622715927e-08 -5.2301916387771915e-08 2.8259972361559187e-08 -3.6908459499539434e-08 2.2176145878597133e-08 -3.478691452896761e-08 -9.873334150744599e-06 1.209394243583576e-05 7.707246237943045e-06
age 8.061285668798163e-06 0.0002647640249647154 -6.103757070364546e-06 4.369665216171051e-08 0.0032752483451645707 -0.0002483105152570154 5.7068406586123405e-06 -4.0694734743699695e-08 -1.1631695990518773e-08 1.8805481780305968e-07 -1.0407875228324945e-07 2.3332839320877168e-07 1.0640320851347279e-07 9.615110122337138e-08 9.99852168404881e-08 8.78231808975455e-08 9.62944143087479e-08 -3.772405599099565e-07 -4.665307139104458e-08 5.318618236225789e-08 -1.8230607202006832e-07 -2.1594194382274832e-07 -2.2418664242440387e-07 2.510097621136064e-07 2.1211193352990551e-07 -1.7628216117113156e-07 1.2149979902869328e-07 3.2548604331462343e-07 2.058510850454382e-06 1.7165258217275877e-06 9.057609546862682e-07
age2 -2.2274059966283912e-07 -6.1037570703654975e-06 1.4339097545942798e-07 -1.0438119140031906e-09 -7.377167838086943e-05 5.713710322198841e-06 -1.3386510311692913e-07 9.709073912130675e-10 2.255869844372573e-09 -3.997647712934367e-09 1.6471612541584999e-09 -5.734441587968873e-09 -2.651390712491424e-09 -3.151191907680451e-09 -1.677202727013383e-09 -1.4354487029399674e-09 -2.1918756458658964e-09 8.566843813183303e-09 1.5307574744147222e-09 -1.0657273435876146e-09 3.890269450592491e-09 4.04907066067347e-09 4.056247751305779e-09 -5.057358568630134e-09 -5.535112008929801e-09 3.780631232188186e-09 -3.325223769580619e-09 -7.505271030183409e-09 -4.5700834498825855e-08 -5.0658692885082566e-08 -1.073498991306868e-08
age3 2.135743467957564e-09 4.369665216171908e-08 -1.043811914003225e-09 7.721282182260033e-12 5.177146542573622e-07 -4.0790823294000144e-08 9.721059394091707e-10 -7.166272101714077e-12 -2.7917118787158993e-11 3.034015744825641e-11 -1.0655056055242029e-11 4.2097352935233024e-11 1.8451146404027114e-11 2.7973046852936938e-11 8.416915599408341e-12 8.100226165140804e-12 1.7541501115534997e-11 -6.055213395257357e-11 -1.6233226161210473e-11 5.274210319200225e-12 -2.6717986028107025e-11 -2.235530546661742e-11 -2.300204261962526e-11 3.1413307668884546e-11 4.353766133807709e-11 -2.5364462207110145e-11 2.696375996027645e-11 5.284596755760527e-11 2.95577532316349e-10 3.922971876155597e-10 3.8610275071413346e-11
sex -2.4887163749991462e-05 0.003275248345164537 -7.37716783808666e-05 5.177146542573222e-07 0.11473451975794868 -0.008620786600845731 0.00019755662235531858 -1.41071340854847e-06 -3.279168566901295e-07 -1.2038315277046576e-06 3.226389162018522e-07 1.8044307547555144e-06 -2.249468498879737e-06 2.1132282530632252e-07 1.5104151025494782e-06 -3.676236797689984e-07 -1.3646546647428938e-06 -2.7209018557016314e-06 -1.0315527985188283e-06 2.6636340642016316e-06 -2.2917511394208907e-07 -2.4106941144919615e-06 -4.868808145612223e-06 2.9385305174477873e-06 -2.2937015369156015e-07 -1.8891402540051677e-06 2.6567407770675986e-06 -1.2677232433998749e-08 -2.5284539313288126e-06 1.576167190035567e-05 7.209643771239695e-05
agesex 2.2402770861590834e-06 -0.0002483105152569692 5.713710322197818e-06 -4.079082329399202e-08 -0.008620786600845474 0.0006650713216750172 -1.55525523180502e-05 1.1287019418400006e-07 5.701468447653609e-08 1.1367187312938435e-07 -2.514715569081293e-08 -1.1497152728677831e-07 1.35769875913612e-07 -8.332115990120502e-08 -2.7819952685951218e-08 3.865063392729055e-08 9.095779802816344e-08 2.074822633958665e-07 6.172450945817625e-08 -1.9036376662044975e-07 -2.0947836410091694e-08 1.647957289091648e-07 3.2900672396859936e-07 -1.6267289296749527e-07 -5.62917279061836e-08 1.4186500642979185e-07 -2.410541775609652e-07 -2.9968206397101993e-09 -2.656392144107026e-07 -2.00907937401275e-06 -5.22650287212902e-06
age2sex -6.29748937899975e-08 5.70684065861319e-06 -1.3386510311694755e-07 9.721059394092741e-10 0.00019755662235530836 -1.555255231804987e-05 3.704581541438007e-07 -2.7325094427755947e-09 -2.17235710315728e-09 -2.9951252767376553e-09 4.963948526651023e-10 2.6837824332393533e-09 -2.7797056054071167e-09 3.140361575167391e-09 -6.978386020225202e-10 -1.346941263583199e-09 -1.423654304125403e-09 -4.493092095767206e-09 -1.6585964428270462e-09 3.9294573979163165e-09 1.1669769884986114e-09 -3.045016530848206e-09 -7.2476612957138886e-09 2.364200928878413e-09 2.323888363902558e-09 -3.5393334726308653e-09 6.161357100686635e-09 -3.4803267047377756e-10 1.902545125848478e-08 5.3447516408406916e-08 1.178902584588474e-07
age3sex 5.788788684956435e-10 -4.069473474369193e-08 9.709073912128756e-10 -7.1662721017125e-12 -1.4107134085483738e-06 1.1287019418399614e-07 -2.7325094427755604e-09 2.0467284984826736e-11 1.8323875053195515e-11 2.555885168254722e-11 -1.9212129484571734e-12 -2.220427401440535e-11 2.0709925265349712e-11 -2.8447999003365973e-11 1.1710144481195976e-11 1.0781364843136653e-11 4.374071587275859e-12 2.947857791175835e-11 1.3772901296046396e-11 -2.444868770014383e-11 -1.1419569240210519e-11 1.718877829904844e-11 5.089294240534964e-11 -6.944701907951481e-12 -2.1530568386162852e-11 2.7788401423731627e-11 -4.784919065472326e-11 5.325556777358411e-12 -2.5474332190151596e-10 -3.842324559230501e-10 -8.61713218393985e-10
pcs.V3 2.8741423965902417e-07 -1.1631695990886415e-08 2.2558698443812412e-09 -2.7917118787222118e-11 -3.2791685670018096e-07 5.701468447733543e-08 -2.172357103176475e-09 1.8323875053337968e-11 1.172834616587563e-06 7.733215070103718e-08 -2.2606885836288935e-08 8.175581632881956e-10 5.770136055178048e-09 1.6568921561221617e-08 -3.875243552294175e-09 1.895646446620212e-08 9.097023915491678e-09 9.448819068694812e-10 -9.815911627836108e-09 1.3288065516960881e-08 7.179046335125324e-10 -1.0571362204403716e-08 -1.0212871124313424e-08 -1.2026067771580476e-08 -5.381683644166934e-09 -1.374804672335832e-08 5.3300186037923325e-09 -9.904262986421732e-10 2.891755009820015e-07 7.664493931978797e-07 6.417493211312665e-07
pcs.V4 1.9365511179420864e-07 1.8805481780311508e-07 -3.997647712935605e-09 3.0340157448265015e-11 -1.2038315277031343e-06 1.1367187312926742e-07 -2.9951252767349215e-09 2.5558851682527263e-11 7.733215070103707e-08 1.2394264733172608e-06 2.5660228812538658e-08 -6.2024253794397e-09 1.7445610155854394e-08 -2.3092425382168295e-08 -6.174301195167196e-09 1.680993940134255e-08 -1.2737513018195737e-09 -4.4787918082146394e-09 1.596616430580015e-08 -1.3431150659484763e-08 -5.720179241328954e-09 1.2457371208204223e-08 1.1605471371203821e-08 9.93170328037536e-09 8.421744938098307e-09 -3.395182112158708e-09 -4.1441380658571507e-10 4.457878954838486e-09 -4.3400551992152606e-08 -6.257318673456295e-07 -5.163192633911588e-07
