 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband
intercept 9.518217344055091e-05 7.857177595644756e-06 -2.2421008673360757e-07 2.1688309353054145e-09 -3.1436483587813553e-05 2.4492718535452866e-06 -6.439894426345459e-08 5.763573042356805e-10 2.2584823267408366e-07 3.453471524807064e-07 -2.4119162064492036e-07 -2.0496918936685268e-07 -3.6340854801782886e-08 5.5838264896077324e-08 -7.590304158297702e-08 7.146075040842125e-08 1.2493896592248928e-08 -1.1617724416600272e-07 -1.282573450758527e-07 -2.5412947426350643e-08 -3.6931200948739475e-08 1.931045413027711e-08 -2.1603416584568425e-08 -2.747993080662497e-08 6.46323135628907e-08 -1.0804179163116124e-08 3.897311718885235e-08 -3.2628822427643572e-09 -8.775646732819623e-07
age 7.857177595489797e-06 0.00031492824392500483 -7.2321782509477855e-06 5.157903369947129e-08 0.004093234542716631 -0.0003094593908853428 7.10145354687026e-06 -5.05967031716403e-08 -4.5877685030188656e-08 2.3492322775024196e-07 9.250854614147892e-09 2.658692277920144e-07 -2.384775163242676e-08 2.1443938967751054e-08 6.216304815420933e-09 1.1539132271504784e-07 1.6137842965274323e-07 -3.947947304961902e-07 -1.5616569931511618e-07 4.836276121339002e-08 -1.1092186193229218e-07 -1.5474028917715655e-07 -1.970772611731749e-07 2.1716185532825682e-07 2.70876337464943e-07 -3.7303044272110134e-07 1.5403126064147385e-07 3.24641660258704e-07 4.4244471361187416e-06
age2 -2.2421008673489488e-07 -7.232178250945921e-06 1.6929139293076054e-07 -1.227905185728398e-09 -9.197125197629673e-05 7.1043536653010195e-06 -1.6619753730552606e-07 1.204351595875653e-09 3.7903309812544495e-09 -5.30408213503842e-09 -1.1443439321795437e-09 -6.530943202253572e-09 4.6409057208167586e-10 -1.359348985407666e-09 5.597762608378677e-10 -1.6932839302154445e-09 -3.8644263297847466e-09 8.520602821839848e-09 4.110166080115109e-09 -9.604499347800448e-10 2.15284061217047e-09 2.2903695735182206e-09 3.7170483601161984e-09 -3.890410819011631e-09 -6.937037058427597e-09 8.335921805428484e-09 -4.029956980317761e-09 -7.506208825974748e-09 -9.893842910343697e-08
age3 2.168830935305498e-09 5.1579033699472835e-08 -1.2279051857287204e-09 9.050754103888099e-12 6.443073262051565e-07 -5.063260053016e-08 1.2047492481074833e-09 -8.872249718887192e-12 -4.3409980525870475e-11 4.111806224955702e-11 1.0248311037410768e-11 4.7993357025748206e-11 -4.719706656582406e-12 1.4303880446911582e-11 -7.973317017431277e-12 7.509940396850703e-12 3.055678624578685e-11 -5.69866039870924e-11 -3.56850795162832e-11 5.715184267907228e-12 -1.4036692744444512e-11 -8.090562646785125e-12 -2.317966987219826e-11 2.0148594545441166e-11 5.407792768788478e-11 -5.835463830110154e-11 3.16581008658647e-11 5.2760384601951154e-11 6.605642349045446e-10
sex -3.143648358535624e-05 0.004093234542724906 -9.197125197648665e-05 6.443073262065169e-07 0.13867627244810685 -0.01037515353904856 0.00023688054532957986 -1.6857306110619613e-06 -1.4935474312991163e-06 -7.093308954721668e-07 2.3046638975871615e-06 1.913762173176087e-06 -4.539359678999877e-06 -1.7265315272295432e-06 2.8922775927955107e-06 9.068894393649889e-07 -6.360047742368731e-07 -2.9606571095395228e-06 -3.7063174997349396e-06 3.3377455703300355e-06 1.5684854912476283e-06 -2.449396010618015e-07 -3.545019236341016e-06 1.014331099793456e-06 1.3981708910731652e-06 -4.302488776500453e-06 3.3753427714709024e-06 3.385224435846432e-07 6.72249137996138e-05
agesex 2.4492718533046717e-06 -0.0003094593908855574 7.104353665306244e-06 -5.063260053019987e-08 -0.010375153539049472 0.0007973201172560831 -1.858221757241413e-05 1.3443171309983137e-07 1.7734080127886643e-07 7.288606308891486e-08 -1.8086798897833484e-07 -1.0288482141054854e-07 2.959961954681894e-07 6.60683827661863e-08 -1.2014757219334674e-07 -3.363879696056683e-08 4.699832936302606e-08 2.2979878860697516e-07 2.658042329412959e-07 -2.393585811369628e-07 -1.789299011256377e-07 -3.411701517858869e-08 2.462829591884659e-07 5.430737827165222e-09 -1.8579074435687637e-07 3.4504318018878826e-07 -2.980719969817445e-07 -4.1259551898519824e-08 -5.946427893698269e-06
age2sex -6.439894425916921e-08 7.101453546886637e-06 -1.6619753730590564e-07 1.2047492481102252e-09 0.00023688054532962087 -1.8582217572415663e-05 4.4123924229245147e-07 -3.2449929815938327e-09 -5.5799469261894e-09 -2.1834023599819405e-09 4.385733402047778e-09 2.105692147988645e-09 -6.2308610253693995e-09 -7.22878706242057e-10 1.3760985757485486e-09 -1.518995327470607e-10 -6.128700884200461e-10 -4.9220661023598195e-09 -6.418268964671454e-09 5.225840376959421e-09 5.212157487299802e-09 2.269775736797856e-09 -5.79816626223313e-09 -2.172651546344574e-09 5.319115502220977e-09 -8.802428406499224e-09 7.537843006955759e-09 6.147956787078436e-10 1.543501747750173e-07
age3sex 5.763573042463249e-10 -5.059670317180335e-08 1.2043515958793778e-09 -8.872249718913595e-12 -1.6857306110623903e-06 1.3443171309985268e-07 -3.2449929815940714e-09 2.4238632104824984e-11 4.61330391466943e-11 2.165850024514852e-11 -3.214815734345197e-11 -1.635557651081068e-11 4.388351181186368e-11 3.12063180684295e-12 -3.0250621733041267e-12 5.272603059091516e-12 1.7378239340503914e-13 3.165480603991153e-11 4.8017619597432866e-11 -3.597752619944307e-11 -4.299509597638348e-11 -2.4945001814542832e-11 4.404942940446114e-11 3.061382783696814e-11 -4.3285676841335106e-11 6.942089022954412e-11 -5.736233604871462e-11 -1.7144707868430438e-12 -1.2598558600728047e-09
pcs.V3 2.258482326740209e-07 -4.587768503026745e-08 3.7903309812563595e-09 -4.3409980525884924e-11 -1.4935474312974754e-06 1.7734080127873649e-07 -5.579946926186299e-09 4.613303914667139e-11 1.0880852678984106e-06 1.0743329765940894e-07 -2.3763722863311744e-08 -1.8690632090236487e-09 5.762589833330632e-09 1.654349007264261e-08 -4.7960071612640544e-09 2.159650689891751e-08 8.768406988546447e-09 -1.2230053994329417e-09 -5.627052713160013e-09 1.5902169115190628e-08 -4.846292639304097e-09 -1.570395951727658e-08 -1.4268077714806315e-08 -8.608651378394033e-09 -2.851803529394129e-09 -1.5269835871834354e-08 4.154888389033386e-09 2.491666435971539e-09 1.0403485655302936e-06
pcs.V4 3.4534715248074096e-07 2.3492322774963273e-07 -5.304082135024289e-09 4.111806224945551e-11 -7.093308954893644e-07 7.288606309025873e-08 -2.1834023600137646e-09 2.16585002453819e-11 1.074332976594092e-07 1.1673324050366837e-06 4.746447870411313e-08 4.99082517230381e-10 1.6973539092459684e-08 -3.1530141788475204e-08 -1.059505509159957e-08 2.705245569001974e-08 -1.1960891757194386e-09 -8.781253629666739e-10 1.1225669863900657e-08 -1.2489960207686114e-08 -9.028201439264065e-09 1.7068645637436443e-08 1.7360075894707957e-08 6.8856039804839886e-09 1.68867849945667e-08 6.907719381001987e-09 -3.059406383803071e-09 -5.284722327139856e-10 -6.242064126226568e-07
