 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal gpp gmp
intercept 0.01355915919009859 0.01777094468484739 -0.00045430337322249087 3.7975761673606504e-06 0.1420372131128291 -0.010625860563117921 0.000259549836571174 -2.069012973507646e-06 -5.903877712563603e-06 1.2262315409761908e-05 5.646463973959222e-06 -2.6852063266343595e-06 -1.9222171596624549e-07 -1.4890488838926084e-05 -7.269653182590336e-06 -1.7875412225505615e-06 -2.5679484608401885e-06 -6.44142106090808e-06 -1.6321811638413073e-05 -9.715601405394692e-06 2.593594531621356e-06 9.716407114161874e-06 7.397681878623984e-06 -3.970936845356119e-06 -4.116065115902938e-06 -5.251554928735473e-06 1.3977519246959652e-05 -6.460189216436469e-06 1.6136243135391807e-05 -0.00022451146031269602 0.00045917033919265325 -0.0002083950608499816
age 0.017770944685094166 0.09122127245917284 -0.0021622147073325822 1.6689870778752438e-05 1.183857795238803 -0.08591550123729119 0.0020326856547632065 -1.5665432214271175e-05 -4.9851225594217976e-05 1.4199537420088392e-05 1.5779660159666376e-05 -2.9751402174562697e-06 -1.2382015265061858e-05 -9.12403511146227e-06 2.6384349208315577e-06 9.510064065723804e-06 8.969843693267586e-06 -8.436015833438536e-06 1.4713235510813021e-05 -1.3652826598851444e-05 1.0589531568064293e-05 7.497598154315912e-06 2.1562018775936555e-06 7.561655769300183e-06 -1.5567484938343874e-05 2.3261978054318656e-05 7.578644635075839e-06 2.3026214990511077e-05 0.00017217413989928357 -0.0005075366940678161 0.0031418953675872072 -0.002659324968497936
age2 -0.0004543033732279397 -0.002162214707332586 5.14783306969464e-05 -3.991354123496377e-07 -0.027870804756184336 0.0020311024020900504 -4.8259797813983396e-05 3.735287519169189e-07 1.137109460522366e-06 -3.344409672642517e-07 -3.578572310987664e-07 6.556741807573489e-08 2.7321466335574825e-07 2.424687709461662e-07 -2.8795524132670938e-08 -2.032738583161745e-07 -1.9432120098633754e-07 2.3099902639402816e-07 -2.7910757213472985e-07 3.217365227165046e-07 -2.6494302916555414e-07 -2.1629146055518117e-07 -8.353317558471506e-08 -1.6192958597778688e-07 3.90713469816395e-07 -5.025394429329771e-07 -2.1188386268991246e-07 -5.01839688605413e-07 -4.128999524089255e-06 1.1524337457885508e-05 -7.052801406142749e-05 5.990925161988882e-05
age3 3.7975761673996114e-06 1.6689870778748982e-05 -3.991354123495474e-07 3.1092000914670637e-09 0.0002136835201861642 -1.56361379576173e-05 3.731281874249107e-07 -2.901025324358778e-09 -8.421090737321672e-09 2.5747183545005655e-09 2.6805151790124115e-09 -5.063764343650783e-10 -1.9617569933079653e-09 -2.1349271262157794e-09 -1.1487012212357364e-10 1.3407119973242205e-09 1.3708215757495587e-09 -2.013092605564317e-09 1.5373190892482352e-09 -2.505336710558686e-09 2.1712668202291203e-09 1.9498243038794406e-09 8.914187890531377e-10 1.0602589212816018e-09 -3.0815100072178494e-09 3.487866011600521e-09 1.978134457692678e-09 3.4859897193251983e-09 3.209487204299915e-08 -8.5853688645823e-08 5.170721402817163e-07 -4.4195110399571014e-07
sex 0.1420372131233056 1.1838577952689564 -0.02787080475690124 0.00021368352019172644 30.794320964524964 -2.2126608571796673 0.05174152835457339 -0.0003935498363061268 -0.0005177249840758894 0.00041745145731762994 0.0004802006967235566 -9.972442720992486e-05 -0.00035272149207060037 -0.00012563614642720092 0.0001568332628093781 0.00034264185414614235 1.2366047258769467e-07 0.00013973615733199672 0.00010755767849184295 -0.0003502411216705912 6.19581231503e-05 -0.0001218120379485568 -0.0002487491675154907 0.0003921726257630005 -0.00018620114224454325 0.00042852549185144257 -4.5063221514619885e-05 0.00022583169613923273 0.005178585779261368 -0.01118214785683832 0.07414417452837496 -0.06066043081759118
agesex -0.010625860564003924 -0.08591550123945367 0.002031102402141171 -1.5636137958013822e-05 -2.2126608571798814 0.15972809150899686 -0.003752774455095718 2.8678034215513576e-05 3.6619949655031434e-05 -2.9331700069047787e-05 -3.2955054386737544e-05 6.366823979122152e-06 2.4596241928961815e-05 8.025837680142408e-06 -1.0371759552115976e-05 -2.339074479333514e-05 -1.5512069782227538e-07 -8.99902847878328e-06 -7.5748412716762705e-06 2.3769859582684033e-05 -5.3709010920922265e-06 7.993843417337745e-06 1.7049737204019413e-05 -2.6585987330127192e-05 1.3603128371286859e-05 -2.8949957129486484e-05 2.462475525854273e-06 -1.64670408793339e-05 -0.0003814044895724392 0.0007849614072925121 -0.005050275389856492 0.004142694755279553
age2sex 0.00025954983658923883 0.002032685654812725 -4.825979781517392e-05 3.731281874342275e-07 0.05174152835458178 -0.0037527744550959574 8.860651284074978e-05 -6.805518787523683e-07 -8.459873091353192e-07 6.618548588590165e-07 7.360376145160993e-07 -1.2687276877385685e-07 -5.612771620781934e-07 -1.6269830275612673e-07 2.1711777365289484e-07 5.096226196865545e-07 1.418885343220916e-08 1.8627766146856392e-07 1.6845823042953276e-07 -5.150663843239203e-07 1.5419431026414277e-07 -1.6859780160520187e-07 -3.815377565742442e-07 5.771533298660191e-07 -3.1566571321851394e-07 6.317768967046578e-07 -4.286693847067255e-08 3.906409789489711e-07 9.093418980042386e-06 -1.8089623518542674e-05 0.0001121169147385739 -9.224128027232546e-05
age3sex -2.0690129736551698e-06 -1.566543221465526e-05 3.7352875192603566e-07 -2.901025324429586e-09 -0.000393549836306203 2.8678034215516277e-05 -6.805518787523889e-07 5.255291982003176e-09 6.334786507116472e-09 -4.772150050516174e-09 -5.351611329171079e-09 8.060083582608948e-10 4.168282083508962e-09 1.043416362082929e-09 -1.3843907305376601e-09 -3.534007662032847e-09 -2.400178691790078e-10 -1.2457347098306626e-09 -1.1906171015131911e-09 3.54464285330022e-09 -1.461642086510673e-09 1.177593906987916e-09 2.7368816608136894e-09 -4.013751049411682e-09 2.2699352875219803e-09 -4.471950935719865e-09 1.8391185916305724e-10 -3.0188477000516163e-09 -7.038435736672579e-08 1.3727387501938804e-07 -8.110095164600727e-07 6.686214274008424e-07
pcs.V3 -5.903877712646287e-06 -4.9851225594021776e-05 1.1371094605179887e-06 -8.421090737289915e-09 -0.000517724984058061 3.6619949653748965e-05 -8.459873091053394e-07 6.33478650688883e-09 6.0198549752159904e-06 4.131170954937172e-07 1.6922061060646245e-07 -4.94665299751675e-08 3.643977030411857e-08 2.017406302295465e-07 -2.3875928636936185e-07 1.7503266891136432e-07 -3.578875472757478e-07 8.520599003937142e-09 -4.566685538225149e-09 4.196067485580529e-08 1.1441764015152222e-07 8.872958099822278e-08 -1.0950469743782215e-09 -5.242012907102549e-09 -1.2082380652966247e-07 -7.289532020717898e-08 2.2946017984379075e-07 -1.0993814507403395e-07 3.0835869488120218e-06 -1.0382365019981212e-06 5.625844465874045e-07 1.0390993028503387e-05
pcs.V4 1.226231540990511e-05 1.4199537420472383e-05 -3.34440967273479e-07 2.5747183545727374e-09 0.00041745145731673456 -2.9331700068980716e-05 6.618548588574094e-07 -4.772150050503842e-09 4.131170954934788e-07 5.7271633266656105e-06 1.4495200790811677e-07 1.9727999029991162e-07 -1.9542648573720309e-07 -1.3033491406648024e-07 9.995965348036207e-09 2.1024146858110014e-07 1.4349956739461036e-07 -1.9056430674683354e-07 1.4185506955719014e-07 -3.7430755526203996e-08 -2.8722882061091867e-07 1.367152512403012e-07 1.4398848351917128e-07 -5.460436265849547e-08 1.9632695069556793e-07 1.4948537113316985e-07 7.750572885184532e-08 -1.441965787565899e-07 -1.909105289457499e-06 3.545000713658262e-06 -4.701002012629251e-06 -7.128024817248544e-06
pcs.V5 5.646463974126279e-06 1.5779660160147555e-05 -3.578572311102054e-07 2.6805151791011613e-09 0.0004802006967236129 -3.29550543867384e-05 7.360376145160724e-07 -5.351611329170724e-09 1.6922061060617883e-07 1.4495200790813188e-07 4.422010489226565e-06 -4.98025538329674e-09 -1.050421678585943e-07 2.4138303273702714e-09 -2.5290020058814234e-07 -4.8632863015273085e-08 -1.548720216087273e-07 2.670380680727681e-07 7.314309321003519e-08 -1.1376078582495228e-07 8.577470930160887e-08 -3.0889057010727634e-08 3.6311227731420695e-08 -1.9813189831180664e-07 8.877267804717717e-08 8.077187969929399e-08 1.3730558160709524e-07 -3.057696978941212e-08 9.299392029621144e-07 -2.306181449450971e-06 1.3383924811690363e-05 -5.596989635369477e-06
pcs.V6 -2.6852063266676928e-06 -2.9751402175264947e-06 6.556741807741393e-08 -5.063764343782017e-10 -9.972442720902478e-05 6.366823979056819e-06 -1.2687276877232025e-07 8.060083582491857e-10 -4.9466529975119424e-08 1.9727999029992091e-07 -4.980255383282584e-09 4.399304237630086e-06 -4.957945364264882e-08 1.1750795739053003e-07 1.0943429678025672e-07 -1.6659579964115633e-07 2.957921953902872e-07 7.387576797695539e-09 4.495717228538968e-08 9.75097437228656e-09 -4.1074866700625743e-08 3.428245718008243e-08 -2.802561188996646e-07 9.224702043848316e-08 -3.60152362225347e-08 2.3190770935569164e-08 -1.4336600828535089e-07 1.6099957431668438e-07 1.4245123388861713e-06 3.6995295346983745e-06 6.270595505338104e-06 -9.745127244817238e-06
pcs.V7 -1.9222171609945137e-07 -1.2382015265414756e-05 2.732146633641646e-07 -1.9617569933735433e-09 -0.00035272149207111407 2.4596241928996164e-05 -5.612771620789563e-07 4.168282083514599e-09 3.643977030432984e-08 -1.9542648573722085e-07 -1.0504216785860222e-07 -4.957945364263672e-08 5.13644677768635e-06 1.1338587209387111e-07 -4.895547461357721e-08 -2.1540074857682184e-07 1.265982496853593e-07 -2.5050278101552e-07 -4.0367273527167145e-08 -2.892933811390765e-07 1.3198853328349587e-07 -3.965031686377854e-08 -1.6441363952229515e-07 -1.4522908682930881e-08 1.1838750530906033e-07 5.891777054010784e-08 2.210741033927445e-08 -3.625174278980157e-08 1.7627404495531124e-07 1.2044036627877332e-06 -7.588925619257834e-06 4.255545533192792e-06
pcs.V8 -1.4890488838938902e-05 -9.124035111339962e-06 2.4246877094334383e-07 -2.1349271261945556e-09 -0.00012563614642035378 8.025837679649992e-06 -1.6269830274461375e-07 1.0434163619954583e-09 2.017406302295191e-07 -1.3033491406638837e-07 2.4138303274776903e-09 1.1750795739051036e-07 1.1338587209379076e-07 4.896101748770844e-06 7.496994754453094e-08 1.5261238586647942e-08 2.194321133756896e-07 2.433568467722538e-07 1.4027311616927657e-07 -2.1151027329568364e-07 -6.116319797263137e-08 -1.1016903567368664e-07 -7.486166339969044e-08 1.8927051617991143e-08 1.9394383367840347e-07 2.3117353170836174e-07 5.6211225786429714e-08 -1.0676427187990351e-07 -1.8431719424816642e-07 5.430731570713228e-07 1.5892027223234893e-05 -1.4593180176060387e-05
pcs.V9 -7.269653182518019e-06 2.6384349211232e-06 -2.8795524139578452e-08 -1.1487012207023745e-10 0.0001568332628128427 -1.0371759552363797e-05 2.1711777365867153e-07 -1.3843907305815129e-09 -2.38759286369514e-07 9.99596534808921e-09 -2.5290020058808797e-07 1.0943429678024038e-07 -4.8955474613613705e-08 7.496994754448026e-08 5.035562245583308e-06 6.23782894679352e-08 2.1313392517014271e-07 -7.414713654209914e-08 -5.193613615020258e-08 -2.453264370622521e-07 7.346760142735589e-08 -5.3910251202160693e-08 1.1603878942765907e-07 -8.536032607347957e-08 -3.454045331515156e-07 -1.8284017490913373e-07 -1.1524436737831795e-07 1.663821460020996e-08 -9.189962633947094e-07 2.281826830929489e-06 -6.895873964668302e-06 2.6832096947895137e-06
pcs.V10 -1.7875412224312256e-06 9.510064066120966e-06 -2.0327385832569313e-07 1.340711997398377e-09 0.0003426418541478774 -2.339074479345749e-05 5.0962261968938e-07 -3.534007662054209e-09 1.7503266891112964e-07 2.102414685811348e-07 -4.8632863015246536e-08 -1.6659579964117223e-07 -2.1540074857683542e-07 1.5261238586562342e-08 6.237828946790506e-08 5.196381761225395e-06 1.1089418025972709e-08 1.4204851588062732e-07 2.232886930915332e-07 1.71027976008854e-07 7.411755123857911e-08 5.8751881849511313e-08 4.395946983860985e-07 -2.057000303862144e-08 -2.733454609150343e-08 1.716734289773314e-07 -3.762149070232505e-09 -2.1126761226575125e-07 1.728656330979604e-06 1.4110501295098367e-06 -1.680734492520898e-06 8.13704348965511e-07
pcs.V11 -2.567948460865485e-06 8.969843693083972e-06 -1.9432120098200947e-07 1.370821575716347e-09 1.2366046816026312e-07 -1.5512069750437243e-07 1.41888534247829e-08 -2.400178691225992e-10 -3.57887547275666e-07 1.4349956739454765e-07 -1.548720216087966e-07 2.9579219539030235e-07 1.265982496854088e-07 2.194321133757125e-07 2.1313392517012072e-07 1.1089418025923048e-08 5.181125382767131e-06 2.1252841503674256e-08 1.8866357945567226e-07 -1.1362340354619055e-07 1.004908751003802e-07 -1.3115855212865984e-07 4.79362788524921e-09 2.607726330901556e-07 -1.1841915469812706e-07 8.698194581105688e-08 -1.4872236815690844e-07 1.437155103218414e-07 -1.1289914981265624e-06 -5.359096258389008e-07 1.4954891128165137e-06 -9.772553200150106e-07
pcs.V12 -6.441421060811305e-06 -8.4360158329215e-06 2.3099902638179653e-07 -2.013092605470071e-09 0.00013973615734194558 -8.999028479496974e-06 1.8627766148522874e-07 -1.2457347099572483e-09 8.520599003689611e-09 -1.9056430674669028e-07 2.6703806807292315e-07 7.38757679765764e-09 -2.505027810156297e-07 2.433568467721771e-07 -7.414713654206367e-08 1.4204851588073204e-07 2.1252841503690456e-08 4.834158749924061e-06 -1.2674372996198917e-07 -2.707346822434828e-08 -3.7350838829752035e-08 -2.0197652323748024e-07 1.5837647446466007e-08 -1.8855857588344267e-07 -3.570033498110473e-08 9.979433062439803e-08 -1.3840019458271048e-07 1.0357306452355278e-07 -2.9719326116971925e-07 1.6820448597773188e-07 1.2727764050559914e-05 -1.2577914712291015e-05
pcs.V13 -1.6321811638386178e-05 1.4713235510848666e-05 -2.791075721356121e-07 1.537319089255354e-09 0.00010755767849035135 -7.574841271568734e-06 1.6845823042701885e-07 -1.1906171014941403e-09 -4.566685538257732e-09 1.4185506955717174e-07 7.314309321001109e-08 4.49571722853924e-08 -4.0367273527149086e-08 1.4027311616926153e-07 -5.193613615022305e-08 2.2328869309150932e-07 1.8866357945568828e-07 -1.2674372996202903e-07 5.040285859479532e-06 -7.318039311086628e-08 2.5808386065591343e-07 1.5110033437295328e-07 -1.2363329345167498e-07 4.4540666363323296e-08 -1.7316575274808913e-07 1.3025287660543765e-07 -1.432868610983707e-07 1.2661262495958516e-08 8.503455723036718e-07 -3.591937556781119e-06 6.3593148407687e-06 -7.660934655595816e-06
pcs.V14 -9.71560140549249e-06 -1.3652826598962052e-05 3.2173652271922987e-07 -2.5053367105805753e-09 -0.0003502411216641781 2.3769859582219293e-05 -5.150663843129823e-07 3.5446428532166485e-09 4.1960674855915944e-08 -3.743075552612834e-08 -1.13760785824855e-07 9.750974372277603e-09 -2.8929338113915444e-07 -2.1151027329562792e-07 -2.453264370621808e-07 1.7102797600894335e-07 -1.1362340354624401e-07 -2.7073468224203954e-08 -7.318039311086459e-08 5.036222911322015e-06 1.0338796432149776e-07 -9.138781985810824e-08 7.988386008142377e-08 -5.712072250697966e-08 -2.3086272680051267e-08 -2.8430245645029377e-07 -2.6179440797670534e-07 5.133190145885899e-08 9.579475954080772e-08 -3.1780262511047178e-06 1.0864647547525434e-06 6.956294503229204e-06
pcs.V15 2.5935945316213865e-06 1.0589531567964943e-05 -2.6494302916322946e-07 2.171266820211451e-09 6.195812314643781e-05 -5.3709010918149104e-06 1.5419431025766877e-07 -1.4616420864615564e-09 1.1441764015155909e-07 -2.8722882061097214e-07 8.577470930154736e-08 -4.107486670061353e-08 1.319885332835403e-07 -6.116319797262418e-08 7.346760142732894e-08 7.411755123853114e-08 1.0049087510038948e-07 -3.7350838829787214e-08 2.5808386065590215e-07 1.0338796432153056e-07 5.220604365954245e-06 -2.0711445606141458e-08 6.011295782047565e-08 1.705494303106771e-07 4.381852201697177e-08 -1.495198548669773e-07 -1.5406270469153615e-07 -9.411800090267024e-08 3.5488712427853762e-06 -5.73896159673609e-06 -6.143998858229541e-06 9.329493384357866e-06
pcs.V16 9.716407114078912e-06 7.497598153851875e-06 -2.1629146054421715e-07 1.949824303795081e-09 -0.00012181203795781101 7.993843418001017e-06 -1.685978016206736e-07 1.1775939071053064e-09 8.872958099844169e-08 1.367152512401672e-07 -3.0889057010873495e-08 3.428245718011834e-08 -3.9650316863675466e-08 -1.1016903567361765e-07 -5.3910251202196196e-08 5.875188184941183e-08 -1.3115855212867201e-07 -2.019765232374863e-07 1.5110033437291779e-07 -9.138781985797429e-08 -2.0711445606170783e-08 5.24150871665338e-06 -7.267991226678323e-08 2.150849355989972e-08 -1.9292128251529167e-07 -1.1405993402066432e-07 -1.8713984500316013e-07 6.252637977876505e-08 -4.701998167405113e-07 -1.96896310996454e-06 -1.4573441304211194e-06 6.665864161989931e-06
pcs.V17 7.397681878495593e-06 2.156201877048445e-06 -8.353317557181055e-08 8.914187889535534e-10 -0.00024874916752353014 1.704973720459434e-05 -3.8153775658763295e-07 2.736881660915166e-09 -1.0950469741036935e-09 1.439884835190499e-07 3.6311227731293746e-08 -2.802561188996289e-07 -1.6441363952220793e-07 -7.486166339959814e-08 1.1603878942764401e-07 4.395946983860196e-07 4.793627885217988e-09 1.583764744650664e-08 -1.2363329345171236e-07 7.98838600815702e-08 6.011295782043263e-08 -7.26799122668263e-08 5.263629897884763e-06 9.12201069167007e-08 3.301506008665385e-07 9.621219309108084e-08 7.369716429979629e-08 -3.799403652287846e-07 5.8610409905851816e-08 1.2911793026389111e-06 -1.3368558371383582e-07 -2.8529930709459585e-06
