(Intercept) covarage covarsex covarpcs.V3 covarpcs.V4 proband maternal gmm gpm
(Intercept) 0.0119317707048754 0.00861429544234966 5.04950144210587e-05 -0.00022098277142223 0.000562002717197823 0.000120001052156441 0.000127167133790348 -0.000256547348150993 -0.000693919806990171
covarage 0.00861429544234966 0.0085469914736114 0.000255647609002433 -0.000125980236783868 0.000455022002804902 -0.00011803732871134 0.000391417826482491 -0.000684142358142074 -0.000428204777385706
covarsex 5.04950144210587e-05 0.000255647609002433 0.00243519943017857 -6.29349868334319e-05 2.96778931955936e-05 -0.000139517246676702 8.07165176342116e-05 -0.000158239073609625 -0.000215024283763643
covarpcs.V3 -0.00022098277142223 -0.000125980236783868 -6.29349868334319e-05 0.00236499131404751 0.000215147965314414 0.000240050578020355 -4.12738712477077e-05 0.000193612973152083 0.000182452164030831
covarpcs.V4 0.000562002717197823 0.000455022002804902 2.96778931955936e-05 0.000215147965314414 0.00203492373948218 -2.42168520078305e-05 0.000120420314356061 -0.000284694743494714 -0.000335230900645798
proband 0.000120001052156441 -0.00011803732871134 -0.000139517246676702 0.000240050578020355 -2.42168520078305e-05 0.00518108734297455 -0.00255807606256644 -0.000168831939343649 -0.00328690439797349
maternal 0.000127167133790348 0.000391417826482491 8.07165176342116e-05 -4.12738712477077e-05 0.000120420314356061 -0.00255807606256644 0.0135252510277209 -0.0158696798883271 0.00112345211204258
gmm -0.000256547348150993 -0.000684142358142074 -0.000158239073609625 0.000193612973152083 -0.000284694743494714 -0.000168831939343649 -0.0158696798883271 0.0278223512380205 -0.000120239786390023
gpm -0.000693919806990171 -0.000428204777385706 -0.000215024283763643 0.000182452164030831 -0.000335230900645798 -0.00328690439797349 0.00112345211204258 -0.000120239786390023 0.00969785729472662
