 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00010176993848279574 6.463870156971918e-06 -1.8707800446186633e-07 1.8638553881994397e-09 -2.6821528948569006e-05 2.092305039023936e-06 -5.425247691905071e-08 4.756518288352493e-10 2.7130948326854194e-07 2.483165956083343e-07 -1.690869464350895e-07 -8.839026449539449e-08 -6.873518594445199e-08 6.935552811761665e-08 -6.223253289870038e-08 9.793617986402077e-08 -1.4045371155538283e-08 -1.0283906235692817e-07 -1.360963534881609e-07 -2.1581137591861645e-08 -4.252990431320759e-08 6.841312968175823e-08 -3.7236548082561346e-08 -4.9842368941429266e-08 1.6124537548109248e-08 -6.865604240204096e-09 2.152105344867298e-08 -1.8248365632459047e-08 -1.0002796726719535e-05 1.2116538591981238e-05 7.437726738348814e-06
age 6.463870156805091e-06 0.0002708141736004643 -6.216203073323966e-06 4.4324423522808144e-08 0.0034094550205799115 -0.00025725226651209903 5.8915639077518325e-06 -4.189057136336153e-08 -6.863710212710375e-08 1.9944128913369564e-07 -6.115687897267715e-08 2.361176907654353e-07 -1.8149352411441379e-09 4.0148583172230664e-08 8.195445398318516e-08 8.121678761382568e-08 8.590724963074775e-08 -3.301582294860422e-07 -8.713977733123009e-08 9.694339648434086e-09 -1.248928082575794e-07 -1.5890321813650704e-07 -1.8225335886571922e-07 1.6775594073066283e-07 1.6551497486290023e-07 -3.081173429895234e-07 1.2662909808736285e-07 2.92931531709387e-07 2.0056363417227185e-06 1.8875443041868715e-06 1.820775048491209e-06
age2 -1.8707800445716906e-07 -6.216203073323556e-06 1.4542480271754206e-07 -1.0544997309194506e-09 -7.649801955942446e-05 5.897559603259278e-06 -1.376871660864491e-07 9.956902386567703e-10 3.766121596120024e-09 -4.3089704618705244e-09 6.948431189616249e-10 -5.838537374084956e-09 -5.980169843179956e-11 -1.8287498503071916e-09 -1.310813058784133e-09 -1.0462804252690345e-09 -1.9447968114573444e-09 7.336167697363284e-09 2.4151680781912734e-09 3.201463655647138e-11 2.6847237670928856e-09 2.596028889272832e-09 3.2245591784810945e-09 -3.039642907269078e-09 -4.347632864649562e-09 6.633475330935913e-09 -3.309163590077386e-09 -6.885865480005584e-09 -4.5077149592340395e-08 -5.369054397646436e-08 -3.0309168755939634e-08
age3 1.8638553881684523e-09 4.43244235228144e-08 -1.0544997309196326e-09 7.77024781210965e-12 5.351238433276567e-07 -4.197124691314891e-08 9.966540942713672e-10 -7.32479237913406e-12 -3.9942585028093677e-11 3.260769290471539e-11 -4.176608167584802e-12 4.3101819032621355e-11 -9.124168823783558e-13 1.8253978125105995e-11 6.407628785377954e-12 3.895436322649075e-12 1.51286144505534e-11 -5.047368475212599e-11 -2.2242681244297947e-11 -2.2490895770566645e-12 -1.9213394571084605e-11 -1.1639168644015871e-11 -1.8153653633144118e-11 1.630441465256556e-11 3.434360428482973e-11 -4.4875343667930106e-11 2.6164812929415773e-11 4.926954197969375e-11 2.995530838829682e-10 4.088241131550233e-10 1.630515017153186e-10
sex -2.6821528953015025e-05 0.0034094550205871345 -7.649801955959614e-05 5.351238433289086e-07 0.11604526143806462 -0.008666450331552968 0.0001975312678253739 -1.4034800724398398e-06 -1.4966162995137908e-06 -8.159502102484824e-07 2.062183278341348e-06 1.7309315309506143e-06 -3.506946913916212e-06 -7.284370085543816e-07 2.7917143735112287e-06 2.893386684585026e-07 -2.001958567110082e-06 -2.1190682694172075e-06 -1.8217951668832837e-06 2.332978008724084e-06 1.357023720461469e-06 -1.2078969324983412e-06 -3.5089543677689564e-06 1.4231044642131557e-06 9.472823198290529e-07 -4.084574970082472e-06 2.4733188919215466e-06 6.067913468729052e-07 1.598825089845035e-05 5.234799646300863e-06 7.065375517642324e-05
agesex 2.09230503966516e-06 -0.0002572522665129176 5.897559603278492e-06 -4.197124691328697e-08 -0.008666450331552344 0.0006648604913731895 -1.5468985665798863e-05 1.1173390092358725e-07 1.5767230042918962e-07 8.123153524295812e-08 -1.5413365678573684e-07 -1.0616539335914669e-07 2.28380351360734e-07 -3.0571075689186542e-09 -1.3244057224234576e-07 6.1491164295219214e-09 1.4900209626909446e-07 1.7138017549723832e-07 1.2605099030522164e-07 -1.550129996872539e-07 -1.4814083427123566e-07 5.261501438145007e-08 2.3612908003903192e-07 -4.985179889859271e-08 -1.4103314805820537e-07 3.1525496986946317e-07 -2.167185188972723e-07 -6.639566716047151e-08 -1.6610430078943163e-06 -1.2067439733239088e-06 -5.1034256502873625e-06
age2sex -5.425247693675161e-08 5.8915639077714345e-06 -1.3768716608690963e-07 9.966540942746724e-10 0.00019753126782534532 -1.5468985665797776e-05 3.6669394696048e-07 -2.6925885292576794e-09 -4.680187606784782e-09 -2.3363365644412342e-09 3.507573670787441e-09 2.3766914627603694e-09 -4.826424159134375e-09 9.14458857689686e-10 1.9922737436621195e-09 -8.521346162664146e-10 -3.0178018073171187e-09 -3.745147684352892e-09 -3.1389262157591366e-09 3.1573231288709097e-09 4.217314792949809e-09 -3.824258374847761e-11 -5.284066778754664e-09 -3.55124130576432e-10 4.144591757209159e-09 -7.725738180566111e-09 5.461703882695721e-09 1.422578017229377e-09 5.112347511623094e-08 3.6263813283111435e-08 1.1387880425019702e-07
age3sex 4.756518289512304e-10 -4.189057136346179e-08 9.95690238659212e-10 -7.324792379152067e-12 -1.4034800724395389e-06 1.1173390092357208e-07 -2.6925885292575094e-09 2.00822005196464e-11 3.7315141821794646e-11 2.1777396472029916e-11 -2.3946933526107596e-11 -1.9035838351968974e-11 3.472646712449458e-11 -9.650367884529505e-12 -9.80762484760841e-12 8.616964056760787e-12 1.804065883370672e-11 2.4081746099204626e-11 2.4064222583739313e-11 -2.0282658215810843e-11 -3.405965642714404e-11 -6.874330978556137e-12 3.8095488411942475e-11 1.3922238165518705e-11 -3.358431667387791e-11 5.896274913495929e-11 -4.194151392839143e-11 -9.356810264524092e-12 -4.879355329358187e-10 -2.7572803527960186e-10 -8.167963778999857e-10
pcs.V3 2.7130948326867937e-07 -6.863710212681685e-08 3.766121596113447e-09 -3.994258502804657e-11 -1.4966162994980494e-06 1.576723004279798e-07 -4.680187606756617e-09 3.731514182159134e-11 1.1179865587667466e-06 9.134162662954951e-08 -2.006818811497762e-08 -1.5551351025412336e-09 8.703629370619126e-09 1.4761998026253308e-08 -5.848531894993787e-09 1.9176495058176944e-08 7.734500511272146e-09 5.568894721040277e-10 -8.239639252337261e-09 1.5017562348184727e-08 -4.936654675252113e-09 -1.2024517711394873e-08 -8.686228943168886e-09 -9.373867014093486e-09 -3.509091253398578e-09 -1.0680893687048478e-08 4.679584321581683e-09 -2.9081347251530115e-10 2.862661660697292e-07 7.284265014813427e-07 6.274903064495598e-07
pcs.V4 2.4831659560842093e-07 1.9944128913386046e-07 -4.308970461874379e-09 3.260769290474352e-11 -8.159502102395992e-07 8.123153524226755e-08 -2.3363365644249686e-09 2.1777396471911157e-11 9.134162662954943e-08 1.1960926215869408e-06 3.8139502247482205e-08 -2.6342656770834906e-09 1.4962461228834087e-08 -2.8323502805148345e-08 -4.1298600216097035e-09 2.1822318072738257e-08 -2.6093470727764084e-09 -1.7303546965835734e-09 1.1720623047573827e-08 -1.3188375565632714e-08 -4.996314732249559e-09 1.2614884918427182e-08 1.4705599474329853e-08 8.295686600201253e-09 1.2858970398888764e-08 3.1546454662000976e-09 -4.134721831296681e-09 -3.3993366309722107e-09 -5.470542446575522e-08 -5.636469341998963e-07 -5.075695946777096e-07
