 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband maternal gpm gmm
intercept 0.0025436287910940176 0.0009242886972814952 -2.8126633982818007e-05 2.711870983849937e-07 -0.002998500396045749 0.0003062924652918833 -9.78915202632017e-06 9.827423102281486e-08 -2.606553650719835e-06 2.095361568847249e-06 8.559316451864658e-07 7.134795444330871e-07 1.9022749990816546e-06 -8.571794838604685e-07 2.5012914397055734e-06 4.3782877505216627e-07 6.03211874517929e-08 -2.8801942561934116e-07 1.0157893928560378e-07 -1.5969244977541822e-06 -1.3390382126313506e-07 1.6066730059478227e-06 1.63318206497666e-06 5.751804820657501e-08 -1.7002738489568428e-06 1.3656128248853326e-07 -1.63195549687372e-06 -2.3313238850079597e-06 -1.9836975209755817e-06 -4.483208008724021e-05 1.701758260964738e-05 4.796189072674508e-05
age 0.000924288697280131 0.0019467436760338653 -5.345718534013825e-05 4.5878579088383957e-07 0.02098918062904565 -0.0018634475412176808 5.1121491495136176e-05 -4.383001622338183e-07 -2.014352580569622e-06 7.416851341867038e-07 -1.4327540727184713e-06 1.402923024721567e-06 1.9480164587902354e-07 -2.2544867246546894e-08 1.6944532201072322e-06 1.3611042083619063e-06 7.185922092453167e-07 -2.5112911452148206e-06 1.2674685501866888e-06 4.4333520911040596e-07 -5.168348424671793e-07 1.9875152809231422e-07 1.072961123374661e-06 8.07639949217773e-07 -1.6956602669072316e-06 -1.320679524492596e-07 -9.179794567289346e-07 7.568559056782465e-07 1.423008486637257e-05 -1.5196743129899163e-05 -3.176962325153811e-05 3.870605026729755e-05
age2 -2.812663398279054e-05 -5.345718534012363e-05 1.4870955072996225e-06 -1.2916764953946551e-08 -0.0005674474382380306 5.106025036117222e-05 -1.4190516865838214e-06 1.2312788846321457e-08 5.7730799980171526e-08 -1.8335248370400726e-08 3.3777993692516576e-08 -3.704235313237226e-08 -9.037588429031494e-09 1.3881316716503714e-09 -4.6005157836917535e-08 -3.171309365724002e-08 -1.943235121023262e-08 6.121749796520248e-08 -3.827195931706149e-08 -9.271402711810692e-09 1.1012110685514465e-08 -1.1976871982900313e-08 -3.12481196740805e-08 -1.371159202916071e-08 4.7802027184983623e-08 2.256635877195254e-09 3.0571638141510394e-08 -1.4874356332285414e-08 -3.5087299530855264e-07 5.309537818043911e-07 7.096331812363853e-07 -1.0582466275587202e-06
age3 2.7118709838469906e-07 4.587857908839151e-07 -1.2916764953951327e-08 1.1355781605359611e-10 4.8050757929132856e-06 -4.3731374434096064e-07 1.2300142439032173e-08 -1.0801782899397178e-10 -5.130577288445773e-10 1.6011190611204206e-10 -2.5065131011349833e-10 3.063070381258155e-10 1.0412308915739411e-10 -2.2861899190224373e-11 3.907881660890271e-10 2.33556568939236e-10 1.7029190707664897e-10 -4.5699460285507226e-10 3.377132149839682e-10 4.941277356206698e-11 -7.411858685024657e-11 1.4939746496447916e-10 2.7959550951526575e-10 6.184461778515239e-11 -4.208125198340101e-10 -8.745620584866547e-12 -2.9868555647076614e-10 7.979876799548529e-11 2.5148975718821442e-09 -5.063446941644515e-09 -5.247963364970262e-09 9.073019954046803e-09
sex -0.0029985003960756244 0.020989180629010413 -0.0005674474382370536 4.805075792904874e-06 0.6082926166712145 -0.05374754884778433 0.0014734786197216246 -1.2665564403649727e-05 -7.67904352737031e-06 1.6987823850273324e-06 -4.821944885845867e-06 6.742405745426711e-06 -2.600147186431664e-05 2.3879059370080317e-05 -1.2996264023255921e-05 1.3687093360214995e-05 -1.700973234967622e-06 -2.499718572811851e-05 1.7263838535375512e-05 2.420179818578258e-05 7.576530057471046e-06 -1.0336916438521717e-06 -9.693959605604575e-06 -1.592423617913237e-06 1.7443373464674569e-06 7.86302036935791e-06 1.2518649050644166e-05 3.819506207292963e-05 -8.520582427482878e-05 0.00015654066378767827 -0.0006578541902016576 0.000685996529684079
agesex 0.00030629246529420356 -0.0018634475412167607 5.106025036114435e-05 -4.373137443406958e-07 -0.05374754884778332 0.004824221112885979 -0.000134033320282423 1.165254319049227e-06 7.660033998184161e-07 -2.1589223013678912e-07 3.5132024113055157e-07 -4.3251552603589666e-07 2.2168784997040097e-06 -2.236995343612989e-06 1.5833616893824887e-06 -1.108752503318039e-06 -2.433177450255061e-08 1.968125637667372e-06 -1.7242817129536423e-06 -2.220418889190431e-06 -7.34294228129854e-07 5.238008755549979e-08 6.301172221902584e-07 6.503681279746269e-07 -3.656612680151756e-07 -7.961541614240322e-07 -9.603752066015213e-07 -3.4144381140634913e-06 4.852533173308064e-06 -6.076965850841364e-06 4.446525407877778e-05 -5.624593941891801e-05
age2sex -9.789152026358622e-06 5.112149149507568e-05 -1.41905168658215e-06 1.2300142439017959e-08 0.0014734786197215634 -0.00013403332028242 3.7725272614255498e-06 -3.319262909154113e-08 -2.2784990973971487e-08 7.829279571493561e-09 -8.909154178481557e-09 1.1220541947856152e-08 -6.056770195717331e-08 6.300857608348942e-08 -5.3389700309030555e-08 2.7609469056667153e-08 5.511081576802332e-09 -4.5084491073298965e-08 4.884991997228121e-08 6.274928144189293e-08 2.0161550132817232e-08 8.75637010245697e-10 -1.4996369589242585e-08 -2.9055457913277913e-08 1.324965902829498e-08 2.4121388525489833e-08 2.1994029934315895e-08 9.438126539155992e-08 -1.207268546566205e-07 7.757724345230267e-08 -9.89586230855196e-07 1.3952608344881549e-06
age3sex 9.827423102286544e-08 -4.3830016223427084e-07 1.2312788846333648e-08 -1.080178289940725e-10 -1.2665564403648887e-05 1.1652543190491733e-06 -3.319262909154037e-08 2.9557152784762237e-10 1.9147571693060738e-10 -6.780765528278389e-11 7.710765956362325e-11 -1.0046966654469873e-10 5.297722505771308e-10 -5.369995760042757e-10 5.432152858122533e-10 -2.2022234151369838e-10 -8.6390691517738e-11 3.0752930034880005e-10 -4.1671098092645275e-10 -5.5146146429253e-10 -1.6170173397693684e-10 -1.3656537172167424e-12 1.1869336746322636e-10 3.2020527839527027e-10 -1.3558717939292147e-10 -2.2506231406160733e-10 -1.630397930628343e-10 -8.291840679177351e-10 1.2563593558455572e-09 -3.299440430773856e-10 7.135453995570794e-09 -1.0915750296813305e-08
pcs.V3 -2.606553650719399e-06 -2.0143525805707643e-06 5.77307999802017e-08 -5.13057728844824e-10 -7.67904352738537e-06 7.660033998198254e-07 -2.2784990974012244e-08 1.9147571693097617e-10 2.1572582481156054e-06 9.184012802939858e-08 -6.432539863090054e-08 2.3975489112553657e-08 5.127838906484349e-08 5.027620030760934e-08 4.7339767033191364e-08 6.976827793968221e-08 -3.6310496100051186e-08 3.468707591867561e-08 -3.716443179575927e-08 1.8184302885119155e-08 2.0170471645912398e-08 -9.56819488628329e-09 -4.479925648755909e-08 2.8261749447927653e-08 1.2340433076565787e-08 -3.322463904647536e-08 3.001681256801507e-08 6.21300755943628e-09 1.4263114181165078e-06 -5.608194791324383e-07 8.606778525109456e-07 1.5088326823688115e-06
pcs.V4 2.0953615688470522e-06 7.416851341870478e-07 -1.833524837040962e-08 1.6011190611211594e-10 1.6987823850452336e-06 -2.1589223013838223e-07 7.829279571537503e-09 -6.780765528316387e-11 9.184012802939844e-08 2.1842245839774698e-06 3.581285883948197e-08 -4.3506979869813793e-10 2.422951454232495e-08 -1.106550879759528e-08 -4.937972247853551e-08 2.6704379878144885e-08 4.2575696562360874e-09 -2.468975705096882e-08 6.304244064015534e-08 -7.020287620622721e-08 -5.494366246597423e-08 3.65785121152719e-08 4.86874244469045e-08 2.1598559575764863e-09 7.210619116945827e-08 4.681592352090794e-10 2.3765847535894654e-09 2.4750271015080565e-08 -8.966042548888e-07 1.2752777077349864e-06 -1.3715354311227942e-06 -2.31064056390737e-06
