 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.030605327094427443 0.011339167394203091 -0.00036585814505252164 3.749744909789156e-06 0.05286694373495843 -0.005423212345281453 0.00017598463548187623 -1.8199268544604316e-06 3.47345108054615e-06 2.5096543057799903e-06 2.105010473622411e-06 -8.050654031511748e-06 3.558230191345481e-06 -1.61954612579904e-05 4.285223846583242e-06 8.777255690275725e-07 -3.5777673654654005e-06 -4.153862381069181e-06 -2.1243316796250944e-05 -5.457496247783168e-06 -6.104131686498772e-06 -3.682822675798944e-07 1.0256965769686045e-06 6.960727604470748e-07 6.633433846690806e-06 -1.2599033299870965e-06 1.6479841315556856e-05 -1.0335883306618015e-05 -9.328728921338999e-05 -1.9047567234444128e-06 0.00012205086954932847 8.143983386404172e-05 -7.371357330069361e-05 4.168724862530001e-05 -9.996560831774762e-05
age 0.011339167394245092 0.008753341306527357 -0.000263740657789455 2.5146461752182735e-06 0.0853493138604623 -0.008188228309749877 0.00024641874394929115 -2.34795518071751e-06 3.959728492618573e-06 -2.370603582782262e-06 -6.033982764116179e-06 3.3847768437989487e-07 1.1164003696041863e-06 -1.0591021133356106e-06 2.3826998243680357e-06 -2.1235638514608683e-08 4.3556842653737854e-07 -4.146786628642846e-06 -5.403894975894537e-06 2.336103603541566e-06 -2.2801281563042636e-06 -2.2095726744362687e-06 8.391152489487483e-07 1.0956849393474907e-06 8.976715986736777e-07 -4.0570325164604845e-06 2.3620707988173626e-06 -4.1899662271018753e-07 -2.3951181931284563e-05 -1.662514495206084e-05 2.730888174639563e-05 0.000265207962451497 -0.0002116233177942954 1.4923491675567018e-05 -3.786507929370611e-05
age2 -0.00036585814505411417 -0.0002637406577898323 8.03598824633359e-06 -7.743940027080231e-08 -0.0025450748359523655 0.00024685946308323825 -7.510844656798824e-06 7.231943779503435e-08 -1.359912925209418e-07 9.746632427527338e-08 1.6914366708321784e-07 1.0219247510549446e-09 -3.410978113307518e-08 3.6036377663029807e-08 -5.3214598152575795e-08 1.271366870322529e-08 -1.160953899567186e-08 1.0979835018791111e-07 2.019853728544146e-07 -7.065027002411633e-08 5.989235157058303e-08 5.060450229843277e-08 -1.890943882084758e-08 -1.0655469072823116e-08 -4.075502355433164e-08 1.1560235422798304e-07 -9.532093691929758e-08 3.665796019884729e-08 8.696921590021636e-07 1.2185633619203975e-08 -1.0560656042760223e-06 -6.65572482300833e-06 6.028141303950754e-06 -5.008653099213538e-07 1.307128608729105e-06
age3 3.749744909803562e-06 2.5146461752202797e-06 -7.743940027077014e-08 7.543534656969601e-10 2.4071443055832206e-05 -2.3577274266531493e-06 7.248764268310207e-08 -7.054025888393322e-10 1.4442616593922395e-09 -1.0741131769069798e-09 -1.5126807129261784e-09 -1.417898689366087e-10 2.9200633895618186e-10 -4.264132625940694e-10 3.538392621582917e-10 -1.668941805771804e-10 1.0560445623949737e-10 -8.85402125868153e-10 -2.2986124161018363e-09 6.519654944734348e-10 -4.971278660229743e-10 -3.9737531533801804e-10 1.206720100360377e-10 -8.651757031810282e-11 5.442879732145412e-10 -1.036216141040347e-09 1.19587232132697e-09 -5.452872732167885e-10 -9.791461797408903e-09 3.4859973833916887e-09 1.3542799995223116e-08 5.4983534841610337e-08 -5.687964948292093e-08 5.405532577483862e-09 -1.5575856659227257e-08
sex 0.05286694373653834 0.08534931386125444 -0.0025450748359766274 2.4071443056066977e-05 1.7863880947757327 -0.16782808585932718 0.004940372749178765 -4.5975241478409466e-05 7.53537537065591e-05 -5.288610580698683e-05 -6.340783047581828e-05 3.0652571265147915e-05 -6.481929473138127e-05 0.00011385553493307871 -1.4560728992498522e-05 1.028276663760354e-05 1.5578745625516237e-05 1.7347390501239213e-05 1.1251483207348132e-05 9.83477842428305e-05 3.0661427482557064e-06 -3.68187422626611e-05 -3.616409648416253e-05 -6.582846278612612e-05 -3.834312488112775e-06 -3.138253701631766e-05 2.5570438401277907e-05 5.480511294373149e-05 -0.00040541224351927176 -0.0012929612897532438 -0.00018530858621678588 0.006453856304329885 -0.003824015668025418 0.0012638831105557713 -6.851283943643917e-05
agesex -0.005423212345426252 -0.008188228309820314 0.00024685946308540313 -2.357727426674175e-06 -0.16782808585930103 0.01596903844304801 -0.00047545651072143294 4.469543542760482e-06 -7.454194660653418e-06 5.593911030200628e-06 6.6539671699756515e-06 -2.9741428749151424e-06 5.840005114582504e-06 -1.1284462238242485e-05 1.9756786672890367e-06 -6.952199506041403e-07 -2.207219968305588e-06 -1.9176437847213155e-06 1.0696597192391091e-07 -9.560146779664716e-06 -1.1263163523411566e-06 3.1544844296225504e-06 3.001117254356376e-06 7.179087861191552e-06 -5.311700753137453e-07 3.116357661505352e-06 -2.4337155746630596e-06 -4.841842450135304e-06 3.4149481651318684e-05 0.00010609307170249984 2.4050597942724375e-05 -0.000563791158336585 0.00035731714508911055 -0.00013929135338238213 1.7318964967672275e-05
age2sex 0.00017598463548618726 0.00024641874395137526 -7.510844656862691e-06 7.248764268372114e-08 0.0049403727491771 -0.00047545651072134827 1.4318001755977012e-05 -1.360655927438264e-07 2.3049064262414935e-07 -1.856659763079597e-07 -2.1764657364804927e-07 9.164850713915391e-08 -1.7010387867340674e-07 3.470277201049311e-07 -7.458795916108861e-08 1.330138273274436e-08 8.686801087745733e-08 6.834379278779199e-08 -4.68425365735299e-08 2.8921038966006987e-07 5.599533884931523e-08 -8.440845386466796e-08 -8.20389737034761e-08 -2.368942292352304e-07 3.9786404309316136e-08 -9.990539522232763e-08 7.517989781394215e-08 1.3224242253531188e-07 -9.890058211377653e-07 -2.7800922772500303e-06 -6.341796325509818e-07 1.5653600161245443e-05 -1.0735012575852748e-05 4.441825787907809e-06 -9.438185051122551e-07
age3sex -1.8199268545017983e-06 -2.347955180737888e-06 7.231943779565988e-08 -7.054025888453852e-10 -4.597524147838422e-05 4.4695435427587746e-06 -1.3606559274379927e-07 1.3074585686832757e-09 -2.2899050854419944e-09 1.9384751773388977e-09 2.239876905352317e-09 -8.692001059827494e-10 1.5910915628760258e-09 -3.3357237864963788e-09 8.596411783113117e-10 -8.269035516272047e-11 -9.856397155218416e-10 -7.670945722203238e-10 8.666288945479942e-10 -2.748657020270203e-09 -7.19327794193726e-10 7.678692140640888e-10 6.684008470146017e-10 2.389813894455045e-09 -6.120979678681814e-10 9.95241873151393e-10 -8.261541277566682e-10 -1.145829436290675e-09 9.547247703962508e-09 2.4266870843671768e-08 4.1869435777239235e-09 -1.401587833844618e-07 1.0296005192165927e-07 -4.3462810111888456e-08 1.3145376711825543e-08
pcs.V3 3.473451080614573e-06 3.959728492650712e-06 -1.3599129252191324e-07 1.4442616594015235e-09 7.535375370640741e-05 -7.45419466064011e-06 2.3049064262379193e-07 -2.289905085439053e-09 4.193555310183205e-06 6.065815604467684e-08 -4.0139955458174874e-08 -1.5530339492904334e-08 1.2991778102564854e-07 9.606187236447726e-08 -1.285673025594392e-08 1.2188423686711776e-07 -1.0927619837063141e-07 1.3778581878115161e-07 -1.4901896158116274e-07 3.0445099763003944e-08 4.2398382699700833e-08 -2.2917824094146955e-08 -1.859047710888529e-07 3.865303436135798e-08 5.3809629327517724e-08 -2.7708015671094133e-08 9.917260927430107e-08 7.218827783355793e-08 2.0062134867678057e-06 4.488248375524217e-06 -9.140883105103264e-07 -1.673209217218537e-06 -3.8314738302499035e-07 3.4044619630917146e-06 1.400131853779572e-06
pcs.V4 2.509654305730114e-06 -2.3706035828055265e-06 9.746632427601052e-08 -1.0741131769143678e-09 -5.2886105807114557e-05 5.593911030213746e-06 -1.856659763083831e-07 1.938475177343227e-09 6.065815604466575e-08 3.906237873842793e-06 -1.0476042713473023e-08 2.3227686964473854e-08 1.0587931555472817e-07 -1.8927185098263664e-08 -1.0298408211865579e-07 -9.20915348619613e-09 9.992459625608814e-08 -5.927692901839343e-08 4.804524611587892e-08 -1.5358854092959485e-07 -1.991340410387139e-07 1.0012277296898132e-07 1.3927557375740812e-07 7.820375267326529e-08 1.2403350782574777e-07 5.863812099231691e-08 -3.675893562277625e-08 3.8664687410577144e-08 -6.253863684886562e-07 5.318083747454217e-07 3.866204130456723e-06 -4.198239032763102e-06 -1.6271892602970967e-06 -6.170248104505637e-06 -2.280828468921271e-06
