 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gpm gmp gmm
intercept 0.05608650556132509 0.08065988057659762 -0.002064153485427303 1.7319158186218886e-05 0.6801478065337249 -0.052661478997838684 0.0013385480205088324 -1.1168061769533164e-05 -1.8086163259430483e-05 3.201732945489831e-05 3.9433718284720355e-06 -1.2300823967272102e-05 1.3718209697933928e-05 -3.58944199624665e-05 3.3506861602740687e-06 9.277958788423504e-06 -7.923123942731207e-06 -1.1211138184453699e-05 -4.34991184866521e-05 -1.7295647344777435e-05 -6.664176437685829e-06 1.5340818823320272e-07 1.0537064974155157e-05 -1.087511359857078e-06 -9.380463587002128e-07 -6.422916595849128e-06 4.653515898595691e-05 -3.301885986200394e-05 -0.00014354755936389076 0.000597312854391186 0.00026055437131095537 -0.0009104536007890283 0.00015539493822261036 -0.0008542364480101939 0.0006158111979810833
age 0.08065988057787588 0.2273370913979895 -0.005571678858824843 4.4680459425830176e-05 2.9424517906860683 -0.2199184196699901 0.005380341613834329 -4.307657761613984e-05 -8.272427762909847e-05 4.7399288053743135e-05 1.3471642468640773e-05 -3.955247888783918e-06 -5.1468096353057915e-06 -3.8904206352246345e-05 1.1025738238224294e-05 2.66977892811898e-05 7.863930698889153e-06 -2.2995921278236925e-05 -5.6273012002493305e-06 -4.545472271925783e-06 1.1386943913071393e-06 -1.489938890484735e-05 1.5202938383220111e-05 2.6744124845809716e-05 -1.9899114794781334e-05 1.8682686612592206e-05 3.7445119901329044e-05 -2.051174862533685e-05 -0.00014158933419870022 -0.00037382690921533893 0.0005379181165264564 0.003979222556766337 -0.0033541249443696007 -0.0033899051464973563 0.002567155255655297
age2 -0.0020641534854590866 -0.005571678858823809 0.00013705625998804472 -1.1031766631033516e-06 -0.0718151362158336 0.005386105289703725 -0.0001322402213170316 1.0625505259965872e-06 1.8948570131607794e-06 -1.155313963142122e-06 -2.8443634574170414e-07 1.105781906689896e-07 5.124866432011568e-08 9.83395481295428e-07 -2.3228110486102418e-07 -6.699426812460986e-07 -1.67811131757253e-07 5.572341170225938e-07 2.949882783481083e-07 1.0134748897655455e-07 -2.9419206613520452e-08 3.3314071239559315e-07 -4.0032060757559955e-07 -6.098830141864839e-07 4.6178513700532715e-07 -3.7675606192766455e-07 -1.0070565785444206e-06 5.998494162220334e-07 3.584292846828287e-06 7.784948116671955e-06 -1.1917238574932746e-05 -9.220146447395042e-05 7.837789412275626e-05 7.89617080683976e-05 -6.157004989790639e-05
age3 1.7319158186464824e-05 4.468045942585275e-05 -1.1031766631039115e-06 8.913936357277305e-09 0.0005737317982851886 -4.317765587188959e-05 1.0639199377067943e-06 -8.580501138204768e-09 -1.4132733250083092e-08 9.217284760102876e-09 1.95808129385771e-09 -1.0865728536712025e-09 1.1187077854024469e-10 -8.167409270724825e-09 1.5133513050646004e-09 5.488649514711131e-09 1.1573808566765265e-09 -4.327739308823146e-09 -3.765378098637699e-09 -7.99699727266133e-10 2.4736503873081633e-10 -2.501006852587693e-09 3.3816511610168784e-09 4.461926528998849e-09 -3.372818457672758e-09 2.4255297795943244e-09 8.971252275333695e-09 -5.638979799392284e-09 -3.056840949242605e-08 -4.939793030748553e-08 9.043829515215212e-08 6.951526461682733e-07 -6.013422020999202e-07 -6.05087571853854e-07 4.809305175963596e-07
sex 0.6801478065935166 2.9424517908144856 -0.0718151362189648 0.0005737317983101435 72.381572304146 -5.346249460035933 0.12905438849967768 -0.0010178914216880232 -0.0007657653678001173 0.0009987830980398016 0.0005011521782180259 -8.162076814070478e-05 -0.0006964662300637402 -0.0003542466659233886 0.0002285852699681666 0.0009493049837416499 5.2849038920564e-06 0.0003588354573926656 -0.00010748268724731467 0.00013332227013389099 0.00017895238339668025 -0.00037174356480266726 -7.624160307528436e-05 0.0007109251328464317 8.399678438962565e-05 0.0005219314883387693 4.435253947549902e-05 -0.00022773430097778759 0.0004219542199236992 -0.008158149615030153 -0.0002635668465851786 0.16392238039434057 -0.15569799373469603 -0.02048958995962927 0.019011480013046925
agesex -0.05266147900244452 -0.21991841968002068 0.005386105289947674 -4.317765587382952e-05 -5.3462494600352475 0.3963612054453696 -0.009603755648210163 7.602864326073031e-05 5.340153382248823e-05 -7.162019338996364e-05 -3.3092625362569415e-05 4.845780812551263e-06 4.839137693006038e-05 2.3788296124627305e-05 -1.4494147675376793e-05 -7.112112483662854e-05 -2.819387314443742e-06 -2.6343761759913847e-05 8.6743525844604e-06 -1.2534984743828422e-05 -1.4298369370675186e-05 2.7214579675805706e-05 3.611126049487073e-06 -4.894278253935639e-05 -7.442224642453687e-06 -3.536114982661723e-05 -6.90165916262212e-06 1.7574428645089317e-05 -2.872531742119609e-05 0.0006022360962166001 4.850136275433702e-05 -0.011811037437346773 0.011232455866798 0.0014327781222540365 -0.0014417157916962796
age2sex 0.001338548020618088 0.0053803416140645625 -0.00013224022132264437 1.0639199377515388e-06 0.12905438849963485 -0.009603755648208227 0.00023359850473066116 -1.8565632276343867e-06 -1.2111312001435613e-06 1.6637736119858273e-06 7.032714210140315e-07 -8.460068114136947e-08 -1.1044298857164368e-06 -5.110827342905386e-07 2.845326871929702e-07 1.7324075905043255e-06 1.3078554133878043e-07 6.402963727128423e-07 -2.552969298150834e-07 3.777456366865371e-07 3.7680104702430585e-07 -6.572984947564526e-07 -4.473634781706003e-08 1.0851888623815435e-06 2.1566309373788935e-07 7.755578716890757e-07 2.5326302006324544e-07 -4.46719824820046e-07 5.238750438240083e-07 -1.466653108881183e-05 -1.5786186867241022e-06 0.0002789384515342727 -0.0002657567022533026 -3.2999240810313544e-05 3.550216277340458e-05
age3sex -1.1168061770404608e-05 -4.307657761799467e-05 1.0625505260417652e-06 -8.580501138564554e-09 -0.001017891421687374 7.602864326069196e-05 -1.8565632276338278e-06 1.4815950692559614e-08 8.871670191848774e-09 -1.250361368001815e-08 -4.789223450868686e-09 4.328437633296928e-10 8.25532958812584e-09 3.511616550049499e-09 -1.614893939066799e-09 -1.3740628052900823e-08 -1.5289113902465549e-09 -5.162643816957016e-09 2.5725556339967277e-09 -3.6197146978240683e-09 -3.262933322872354e-09 5.309609091013347e-09 -2.8642412352075657e-11 -7.779897888861784e-09 -2.086556965214378e-09 -5.545502139528448e-09 -2.7869358267287e-09 3.7224448018643366e-09 -2.0901538548157643e-09 1.1882644024205047e-07 1.3636040550984563e-08 -2.160113436068287e-06 2.060924248288953e-06 2.511070945427336e-07 -2.8466384464046605e-07
pcs.V3 -1.8086163259370032e-05 -8.272427762749803e-05 1.8948570131213765e-06 -1.4132733249765422e-08 -0.0007657653677269579 5.340153381707319e-05 -1.2111312000126723e-06 8.871670190816193e-09 7.007923612823207e-06 1.769381583637582e-07 1.3684521917403656e-07 -7.61998505053224e-08 7.310138665551999e-08 4.0219065770422047e-07 -2.79782757266478e-07 2.3155567762988436e-07 -4.1566944492556504e-07 1.5901252641067738e-07 -9.656289349946302e-08 3.7886945476048987e-08 2.6508292953966685e-07 1.1369671202615479e-07 -5.175116274149338e-08 6.05205293031156e-09 -1.0315350679264342e-07 -1.9805979217708185e-07 2.1087306751313191e-07 -1.5350807828855783e-07 3.534988191936155e-06 4.834234697521856e-06 -8.74184279407908e-06 -7.650361096307523e-06 1.2739859927086459e-05 -3.0666257961597576e-06 1.6126904977865528e-05
pcs.V4 3.201732945562403e-05 4.739928805505084e-05 -1.1553139631739627e-06 9.217284760356245e-09 0.0009987830980282904 -7.162019338912039e-05 1.6637736119657693e-06 -1.2503613679863757e-08 1.7693815836288568e-07 6.430071618561475e-06 1.0934264847769405e-07 2.928218128904388e-07 -2.1509122290037015e-07 -8.092032366156478e-08 2.8243266116437403e-08 2.2043028496632644e-07 1.7468528937973418e-07 -2.3456293654872746e-07 1.445244618885396e-07 -1.2446735728352702e-07 -4.0873486388394357e-07 1.4418903603235496e-07 3.00503340190467e-07 -5.431203257690467e-10 3.9226590673299693e-07 2.885612806282095e-07 2.943440832915125e-08 -2.6574901429332394e-07 -2.5124020703736266e-06 5.501480998221331e-06 -6.327028764795011e-06 -1.1599579228405344e-05 -5.006258836631987e-06 -7.723124697753913e-08 1.1864596541320527e-05
pcs.V5 3.943371828881379e-06 1.3471642469559341e-05 -2.8443634576409916e-07 1.95808129403633e-09 0.0005011521782207801 -3.309262536277807e-05 7.032714210192538e-07 -4.789223450911996e-09 1.3684521917355137e-07 1.0934264847780416e-07 4.850462947351934e-06 4.74566287571247e-08 -2.0226676753145134e-07 -8.151481106228171e-08 -2.9998220239117777e-07 -1.2094193505062737e-07 -3.57404201323356e-07 3.3803999405584695e-07 1.3173637456201633e-08 -7.385630343555878e-08 6.247920134643032e-08 -1.0271586835362179e-07 2.930681019280031e-08 -2.8918708465002226e-07 2.0539046704773368e-07 1.788834522126273e-07 1.83653850858525e-07 -3.583892008321978e-08 1.506740723900269e-07 -1.6719051458198196e-06 -1.2576460331974585e-06 2.4186532432600797e-05 -1.6617015568668913e-05 1.5339479745406744e-05 -8.270415549856012e-06
pcs.V6 -1.2300823967303003e-05 -3.955247888813843e-06 1.1057819066969634e-07 -1.0865728536766497e-09 -8.162076813876326e-05 4.845780812407645e-06 -8.460068113790433e-08 4.3284376330247266e-10 -7.619985050528177e-08 2.928218128904555e-07 4.7456628757138194e-08 4.853353621578301e-06 -2.519421574584369e-08 2.1014900016209787e-07 1.9659709593323258e-07 -2.5266946669298637e-07 3.2909759200402e-07 -8.195908407625816e-08 7.674233881174252e-08 -1.3260902131448154e-09 -1.960600988171314e-08 6.070296428456543e-08 -2.8993358746608146e-07 1.23143154117082e-07 -1.3177558895272213e-07 -2.9507165502107268e-08 -2.1994163715493223e-07 2.6748285608242054e-07 2.9467482767036714e-07 3.643896260587422e-06 -5.3620682848241965e-06 1.0431614064218321e-05 -1.2495608363283081e-05 6.778328542967571e-06 1.0453853217292865e-05
pcs.V7 1.3718209697104812e-05 -5.1468096376398755e-06 5.1248664377045497e-08 1.1187077808599447e-10 -0.0006964662300901784 4.839137693202612e-05 -1.1044298857642872e-06 8.255329588507332e-09 7.310138665645747e-08 -2.1509122290083472e-07 -2.022667675315919e-07 -2.519421574580494e-08 6.007111510555883e-06 1.898173577543873e-07 8.197121563190959e-09 -2.399577483184202e-07 2.2103281018165608e-07 -3.6625404184930854e-07 -1.5737035322117806e-07 -3.7869119360163543e-07 1.9102452359817726e-07 -2.0568017940323907e-07 -1.2793330891845796e-07 -7.190301827810114e-08 1.7879468440958254e-07 8.22537309729529e-08 9.138249143052457e-08 -4.225781587868142e-08 4.156366703995993e-08 2.91030019361824e-06 1.2893890876612213e-05 -1.77281418267659e-05 1.1929392796978217e-05 -2.5397766365076106e-05 4.772814239877826e-06
