 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal gpp gmp gpm gmm
intercept 0.029132286898093815 0.010701887486340496 -0.0003451839288052786 3.5345990796417657e-06 0.049348742589358195 -0.0050411030140873 0.0001626796041026776 -1.6718541007320147e-06 2.9329850584541145e-07 2.3547810027436164e-06 3.7374924484511915e-06 -8.82257959579905e-06 3.163326408435789e-06 -1.712721801409798e-05 5.003762513864902e-06 2.2929684607323865e-06 -5.064365822279243e-06 -3.0118650579570758e-06 -1.751048789882081e-05 -4.002821443677182e-06 -8.253480466634259e-06 2.2894166861497697e-07 2.5491075226144464e-06 1.5782943974068129e-06 5.653498898459827e-06 2.2181319639861834e-07 1.2939276589958894e-05 -9.760296207732563e-06 -0.00010394502168922046 7.094180506448964e-05 0.00013547927345367063 -7.734759563003826e-05 -3.189729485748744e-05 3.496377814979266e-05 -0.00011227610768836819
age 0.01070188748637106 0.008250416920825624 -0.00024799582176382624 2.3574873954671895e-06 0.07718857002168096 -0.007383349948899201 0.0002214770915295678 -2.103144304938951e-06 2.8068150927985277e-06 -2.654169522097249e-06 -6.524474729327165e-06 -1.4917575996316602e-07 1.3965132298304192e-06 -1.932440329130173e-06 3.2510523437691988e-06 1.2473310061904894e-06 1.242267525340927e-07 -4.057767383097958e-06 -5.416936744504324e-06 2.248351775803274e-06 -3.1715568991245366e-06 -1.7366553488180592e-06 1.6379894072050716e-06 1.7171600875546528e-06 6.158369624912915e-07 -3.709417850727551e-06 2.07780023674836e-06 -7.256478534891602e-07 -3.853763658787521e-05 -2.602638824266752e-06 4.002213279095573e-05 0.00023818839599464882 -0.00019011717016287919 1.2286551828493562e-06 -4.2307267538944496e-05
age2 -0.00034518392880640575 -0.0002479958217641124 7.540684128644436e-06 -7.246948391073159e-08 -0.0022976834524668023 0.00022222872932099128 -6.740338849010185e-06 6.468878713203937e-08 -1.0101037396492395e-07 1.0866876167540329e-07 1.821624628433537e-07 1.804364985994658e-08 -4.449274015173899e-08 6.545526645850488e-08 -7.901780510341004e-08 -2.7997082899471604e-08 1.1645194158210584e-09 1.081075045636395e-07 1.9732826469417575e-07 -6.987531024103607e-08 9.321601620749849e-08 3.4772356193103775e-08 -4.744596995417687e-08 -3.21440421755131e-08 -3.057328849984074e-08 1.0372771841809701e-07 -8.373258198015019e-08 4.5699005673996043e-08 1.2780299117794612e-06 -5.064244549537343e-07 -1.4246606743140334e-06 -5.844604151072756e-06 5.466697364381571e-06 -8.467317201392327e-08 1.4589020160305728e-06
age3 3.534599079649409e-06 2.3574873954656254e-06 -7.24694839106162e-08 7.042118088041223e-10 2.1704187476150023e-05 -2.120012860382442e-06 6.498225663884097e-08 -6.303720520644956e-10 1.1019847084053637e-09 -1.1944850954901697e-09 -1.614748627200208e-09 -3.208698757427962e-10 4.0907063730961555e-10 -7.332748116653541e-10 6.068448359538581e-10 2.4644022077640116e-10 -4.8540374040289387e-11 -8.7950701931385e-10 -2.199232010688017e-09 6.731260112067673e-10 -8.770192302502979e-10 -2.2828138737023893e-10 4.2386780490856164e-10 1.3503390758717174e-10 4.1828911668858174e-10 -9.166012836138157e-10 1.0447101904665818e-09 -6.278632717373042e-10 -1.339517792560589e-08 9.57255867313819e-09 1.7036771416194227e-08 4.7365727392681144e-08 -5.2894016380261435e-08 1.590812697338343e-09 -1.7604380481120705e-08
sex 0.049348742590468425 0.07718857002236792 -0.0022976834524874325 2.1704187476344867e-05 1.6213971498410684 -0.15182696362386214 0.004454775800391313 -4.132170438403858e-05 6.890497118846694e-05 -5.594377060807223e-05 -7.139104717888693e-05 2.9107585512450533e-05 -5.265169408694204e-05 9.76761356116749e-05 -3.0467136297977024e-06 3.0286152507935016e-05 1.0862086371677194e-05 7.039838361056857e-06 -1.1875794012266529e-05 9.530782953595798e-05 -5.796481470751148e-06 -2.723695100491905e-05 -2.9348662389046842e-05 -5.769334448157147e-05 -8.86257565154472e-06 -2.8833933864782704e-05 4.06552773317417e-05 5.186664285002746e-05 -0.0005875590921644957 -0.0012043914901264277 8.781194018083456e-05 0.007490148952393262 -0.0045441515491377125 0.0012178911693034558 -0.0005929921946810865
agesex -0.005041103014178285 -0.007383349948940701 0.000222228729322277 -2.120012860395047e-06 -0.1518269636238395 0.014401797502510161 -0.00042746760024911485 4.00599210731872e-06 -6.831265461727777e-06 5.909365455286864e-06 7.551830108866028e-06 -2.750928308542938e-06 4.564794424540041e-06 -9.60080996293111e-06 6.925804196390739e-07 -2.8528116940764624e-06 -1.6784976238907253e-06 -8.995482173932464e-07 2.291182120863659e-06 -9.21744614946429e-06 -4.5026367210217084e-08 2.2968596787961725e-06 2.128776423914376e-06 6.280394424320129e-06 1.0927231638379565e-07 2.9176268956780017e-06 -3.839323944174899e-06 -4.49216516239253e-06 5.015369879461717e-05 0.0001023445635180422 1.4800833780372198e-06 -0.00067747933041131 0.0004299560566821048 -0.0001357242445488926 6.44489717813323e-05
age2sex 0.00016267960410531595 0.00022147709153082936 -6.740338849048913e-06 6.49822566392172e-08 0.004454775800389916 -0.00042746760024904584 1.2835162624907727e-05 -1.2161661470087193e-07 2.1140810892258525e-07 -1.9614297722303053e-07 -2.48543142035935e-07 8.224227362765053e-08 -1.2821522600193382e-07 2.9355211313143545e-07 -3.111390987599462e-08 8.413791509684714e-08 6.781435587770883e-08 3.594895599938403e-08 -1.0923687586504359e-07 2.7837353218196393e-07 1.5299785151206524e-08 -5.9034747187261985e-08 -4.9362518642740586e-08 -2.0677294504991444e-07 1.5713485897909504e-08 -9.56940050392457e-08 1.1556969617424825e-07 1.1909821892605472e-07 -1.4178374084848615e-06 -2.77400855421671e-06 -6.535166486664508e-08 1.9437788044072008e-05 -1.3021672966567017e-05 4.366402140933191e-06 -2.2858349993882094e-06
age3sex -1.6718541007545462e-06 -2.1031443049475406e-06 6.468878713231332e-08 -6.303720520672537e-10 -4.13217043840183e-05 4.0059921073173906e-06 -1.216166147008516e-07 1.165394009122003e-09 -2.100844519072385e-09 2.0397816802385186e-09 2.560738315853292e-09 -7.581508288967328e-10 1.1594982448999384e-09 -2.806946251196593e-09 3.9709206105084404e-10 -8.02175749016898e-10 -7.723175473992477e-10 -4.327250453914536e-10 1.416017731386496e-09 -2.656742924399922e-09 -2.460615901743296e-10 5.058690100442801e-10 3.110933858350328e-10 2.0921011141541362e-09 -3.334146482479509e-10 9.812873200798172e-10 -1.1804227810779935e-09 -9.982494530796585e-10 1.3158916612269496e-08 2.4824301367545163e-08 -1.8820078198803145e-10 -1.7901981122250947e-07 1.2563083426957655e-07 -4.317255422516949e-08 2.533029534426402e-08
pcs.V3 2.9329850589037487e-07 2.8068150928207225e-06 -1.0101037396560875e-07 1.1019847084120465e-09 6.890497118849027e-05 -6.831265461731036e-06 2.114081089227154e-07 -2.1008445190739376e-09 4.896224437896297e-06 -1.5661562577196584e-08 -5.36367841230185e-08 -4.0197153321564576e-08 1.2219336887727144e-07 7.973871736401229e-08 -4.535292381014898e-08 1.2797709099224782e-07 -1.3437341215732233e-07 1.4832624965968642e-07 -1.7586949421801473e-07 2.895359327483709e-08 3.6055754867802886e-08 -2.1314814483198954e-08 -2.040713434218654e-07 1.9191783270875768e-08 6.318495724130281e-08 -2.0926056577225398e-08 1.038958612650591e-07 8.42607436307672e-08 1.972352550343348e-06 5.592989796642297e-06 -1.104740675611212e-06 -2.374614376827948e-06 1.931496605388757e-07 4.3239433914226396e-06 1.7458637434168693e-06
pcs.V4 2.354781002706765e-06 -2.6541695221149357e-06 1.0866876167595409e-07 -1.1944850954955764e-09 -5.594377060807245e-05 5.909365455287855e-06 -1.9614297722309102e-07 2.039781680239394e-09 -1.5661562577195634e-08 4.506273520044131e-06 -4.440332258854575e-08 4.7048052303322123e-08 1.2148823780973946e-07 2.7488710368838277e-09 -1.0952292278211649e-07 -3.002253642557428e-08 1.0463712883927884e-07 -6.801266181360973e-08 6.944025736067315e-08 -1.7201295311397115e-07 -2.0250313788131308e-07 1.0661318557068093e-07 1.473154559743498e-07 8.784716469132233e-08 1.2825741655453996e-07 4.866821140145705e-08 -5.317206590370365e-08 4.801709846558574e-08 -7.307070060642949e-07 7.273173317717929e-07 5.116429900690608e-06 -5.041155602058982e-06 -1.7622163518368941e-06 -7.5582546013963065e-06 -2.9425123236060247e-06
pcs.V5 3.7374924484099207e-06 -6.524474729336517e-06 1.8216246284364084e-07 -1.6147486272029913e-09 -7.139104717850693e-05 7.551830108830884e-06 -2.485431420349213e-07 2.5607383158440928e-09 -5.363678412299933e-08 -4.440332258856229e-08 4.106560268192154e-06 8.520592314768446e-08 3.234389094918375e-08 -1.725524248012887e-08 -1.8387534988549706e-08 -1.0284408326854755e-07 3.725749925987063e-08 9.310380855310996e-08 -6.275861386666743e-08 -3.669603692237662e-08 -1.2919364652317867e-08 -4.5300325022903516e-08 -9.394536150048469e-08 -1.8795521170556467e-07 1.47029926387341e-07 1.257593885668282e-07 7.839071198992502e-08 4.194724920841306e-08 4.0184295307999164e-07 1.4031187507631214e-06 1.1260074315325424e-06 5.324200142649205e-06 -1.8313533057317059e-06 5.863870913587726e-07 -1.0840224868178552e-06
pcs.V6 -8.822579595775225e-06 -1.4917575994554435e-07 1.804364985941032e-08 -3.2086987573762374e-10 2.9107585512633448e-05 -2.7509283085607997e-06 8.2242273628197e-08 -7.581508289020138e-10 -4.0197153321556436e-08 4.704805230331452e-08 8.520592314766744e-08 3.952378415344182e-06 5.859369694019467e-08 1.1234011712975383e-07 2.0349441845438007e-09 -1.0046416874063917e-07 1.276207474628507e-07 -7.475538139867346e-08 -7.165326750969169e-08 -1.1209118263804324e-07 3.854115933674017e-08 1.075554416689495e-07 -9.443134732671555e-08 4.316508422984994e-08 -5.0622476288662424e-08 1.3091723489084957e-08 -1.7650679374531183e-07 3.0992121770563275e-08 6.223813776408305e-08 3.5222458781160466e-06 -9.312752954942688e-07 -1.1572876883561184e-06 -1.6384742562311772e-06 1.4135226052975259e-06 3.988683071593342e-06
pcs.V7 3.1633264083899714e-06 1.3965132297910738e-06 -4.4492740150542706e-08 4.0907063729813527e-10 -5.265169408739462e-05 4.564794424583929e-06 -1.2821522600326673e-07 1.1594982449127243e-09 1.2219336887725074e-07 1.2148823780975862e-07 3.2343890949219736e-08 5.859369694019174e-08 4.7194942415936355e-06 7.469072864036872e-08 -6.492982451402886e-08 -1.3500729674605394e-07 -1.7014027122259218e-08 -1.2045794307231378e-07 -1.0497700698153174e-07 -1.6102177983199808e-07 7.783722683556433e-08 -5.438188368534405e-08 -1.5383919134476484e-07 -5.164534652335379e-08 -1.4096749237513683e-08 1.916840939963742e-08 -6.114194535388652e-08 -6.999103278095103e-08 -2.8082624814302374e-07 1.8874182871154898e-06 3.268333571413965e-06 -2.1815435042285765e-06 -6.899953687348859e-07 -2.656126936482736e-06 -3.1787578959227253e-06
pcs.V8 -1.712721801399777e-05 -1.93244032904754e-06 6.545526645600834e-08 -7.332748116415217e-10 9.767613561249711e-05 -9.600809963011122e-06 2.935521131338743e-07 -2.8069462512200696e-09 7.97387173640499e-08 2.7488710368487706e-09 -1.725524248019888e-08 1.1234011712975678e-07 7.469072864037317e-08 4.5842890039827305e-06 1.1539637101627901e-07 9.626230641725925e-08 1.0168089665689107e-07 2.774391413626311e-07 -7.146609719363943e-08 -2.2817127446891003e-07 -6.551213060871841e-08 -7.274128163162716e-08 5.6219152037390024e-08 1.1425327065671641e-07 1.6075974534610313e-07 9.37324721286113e-08 -1.9987577512190835e-08 -5.3164841696536e-08 -7.373534454260961e-07 -2.687311273785442e-06 -2.4644855472586225e-06 1.8538992199435447e-06 4.365734906000091e-06 -1.0843360795070325e-06 3.392684208093001e-06
pcs.V9 5.003762513848128e-06 3.2510523437503205e-06 -7.901780510283466e-08 6.068448359483053e-10 -3.0467136301393755e-06 6.925804196718437e-07 -3.111390987697824e-08 3.970920610601627e-10 -4.535292381016515e-08 -1.0952292278210202e-07 -1.838753498852853e-08 2.0349441845383794e-09 -6.492982451402128e-08 1.1539637101626222e-07 4.512636128379165e-06 4.703764515346686e-08 5.7560314863602084e-08 -9.417539907129929e-08 -6.006256454683816e-08 -2.1248627140847515e-07 -2.079641679848408e-09 -6.413194462451775e-08 6.561769884688437e-08 -6.769574654239422e-08 -1.5063629733686799e-07 -1.4954494446060115e-07 1.4110106731262192e-08 1.6993339116382758e-08 -2.2036413278092547e-07 5.794576642593715e-07 -2.7075208635992774e-06 4.019169211870641e-06 -4.805684588305838e-06 -1.4833460507317622e-07 3.390677293610029e-06
pcs.V10 2.292968460751806e-06 1.24733100620007e-06 -2.7997082899765005e-08 2.4644022077925524e-10 3.0286152507949992e-05 -2.8528116940783204e-06 8.413791509691635e-08 -8.021757490176856e-10 1.2797709099224808e-07 -3.0022536425574924e-08 -1.0284408326855574e-07 -1.0046416874064244e-07 -1.3500729674604574e-07 9.626230641724434e-08 4.703764515347332e-08 4.721062536417067e-06 1.077000903685849e-08 5.0442332057750795e-08 2.4667288483055175e-08 -2.4018649979993402e-08 -6.883873729806192e-08 -5.3760208425302945e-08 2.2543408285817486e-07 7.51698803789316e-08 -8.682654561304645e-09 3.778598913812839e-08 6.952383817987241e-08 -1.0703379823300029e-08 4.459491080176248e-07 3.1990141272878136e-07 -4.359048291648574e-06 -4.5848610975092546e-07 8.83036369479647e-07 7.261831359247692e-06 1.2123402978680004e-06
pcs.V11 -5.064365822265934e-06 1.2422675254054606e-07 1.1645194156200199e-09 -4.854037403831614e-11 1.0862086371683894e-05 -1.6784976238916422e-06 6.781435587774522e-08 -7.723175473996814e-10 -1.3437341215732212e-07 1.0463712883927872e-07 3.725749925986464e-08 1.276207474628483e-07 -1.701402712225306e-08 1.0168089665687935e-07 5.756031486360713e-08 1.0770009036858476e-08 4.692360556678964e-06 1.623002797852602e-07 1.0728540767230543e-07 -1.4669135791279574e-07 9.837026220139702e-08 -2.1153141598304125e-07 -6.339742770361572e-08 1.6304654652110315e-07 -1.5691530970326478e-07 8.956005186558649e-08 -1.2086640722864515e-07 1.2866308714392195e-07 -1.0670306744869141e-06 4.851377999147419e-07 2.630552832584753e-06 1.6991847025017993e-07 5.765701944448382e-08 -1.2769490161444131e-06 -3.6060758316308127e-06
pcs.V12 -3.0118650579377444e-06 -4.057767383076501e-06 1.0810750456298933e-07 -8.795070193076064e-10 7.039838361421388e-06 -8.995482174282422e-07 3.594895600043554e-08 -4.327250454014291e-10 1.483262496597039e-07 -6.801266181362544e-08 9.310380855308687e-08 -7.475538139866797e-08 -1.2045794307232154e-07 2.774391413626486e-07 -9.417539907129909e-08 5.044233205775776e-08 1.6230027978526577e-07 4.517185185927858e-06 -2.4996366491819e-07 -2.228173582007073e-08 1.855644466527806e-09 -1.1059255684994753e-07 -5.063047354704098e-08 -1.1544533751551208e-07 -1.1846532388065298e-07 -4.2400796092098446e-08 -2.7313823178794112e-08 5.5729171576165423e-08 -5.783161231961157e-07 3.987480094010607e-06 7.542743613395997e-07 -4.819660592712309e-07 -4.249774291089042e-06 -1.739103782982624e-07 -1.7347674864158727e-06
pcs.V13 -1.7510487898820568e-05 -5.416936744486189e-06 1.973282646936308e-07 -2.199232010682802e-09 -1.187579401167211e-05 2.2911821208074296e-06 -1.0923687586337974e-07 1.4160177313709622e-09 -1.7586949421798657e-07 6.944025736064812e-08 -6.275861386669131e-08 -7.165326750967701e-08 -1.0497700698155873e-07 -7.146609719358487e-08 -6.006256454684847e-08 2.4667288483066792e-08 1.072854076723137e-07 -2.499636649181785e-07 4.814161893653729e-06 -1.5367862991241342e-07 8.991785169812421e-08 -9.976111676062831e-09 -1.5812275496772204e-07 -1.5385214584993247e-08 -2.552410252551408e-07 2.3536011557932774e-08 -1.4006160048145769e-08 -5.000867066679708e-08 1.6111345312063056e-06 -1.8940792464418085e-06 -2.68598818164907e-06 4.2724451619561585e-06 -5.022078408536611e-06 -1.2245954189033522e-06 9.275706730888482e-07
pcs.V14 -4.002821443607966e-06 2.2483517758466713e-06 -6.987531024237412e-08 6.731260112197836e-10 9.530782953626023e-05 -9.217446149494549e-06 2.7837353218291287e-07 -2.6567429244093167e-09 2.895359327484979e-08 -1.7201295311398356e-07 -3.66960369224163e-08 -1.1209118263804932e-07 -1.6102177983197902e-07 -2.281712744689436e-07 -2.1248627140845521e-07 -2.4018649979988267e-08 -1.466913579127921e-07 -2.228173582009132e-08 -1.5367862991245686e-07 4.60062531086846e-06 -6.154123284365767e-08 3.0880651434608425e-08 -5.672448529580066e-08 -1.659620605250946e-07 5.9300333997692056e-08 -1.2043622104002102e-07 -1.0117649355073814e-07 6.767139927462963e-08 -9.55373091715723e-08 -1.3008854199655098e-06 -2.2261830503893934e-06 5.200273361306023e-06 5.654935599899016e-07 4.118357968684934e-06 2.260707420017545e-06
pcs.V15 -8.253480466624252e-06 -3.1715568991112322e-06 9.321601620709652e-08 -8.770192302464471e-10 -5.796481470494395e-06 -4.502636723474266e-08 1.529978515193969e-08 -2.460615901812487e-10 3.6055754867815155e-08 -2.0250313788132382e-07 -1.291936465233289e-08 3.854115933674488e-08 7.783722683555724e-08 -6.551213060870343e-08 -2.079641679849305e-09 -6.883873729805705e-08 9.837026220140093e-08 1.8556444665289831e-09 8.991785169811857e-08 -6.154123284364216e-08 4.696410672949343e-06 -9.74787157785643e-08 -1.2590171322976087e-07 -6.413370604838275e-08 2.1985044032897766e-08 -1.995909235713468e-07 -5.1684474230177604e-08 -1.2005216167543466e-07 -6.116407332228982e-07 -1.6793734687088468e-06 1.9586788018398387e-06 -1.0409263947805494e-06 2.323037418063608e-06 1.859701800054613e-06 9.042705655359845e-07
pcs.V16 2.289416685987034e-07 -1.7366553488278979e-06 3.477235619340215e-08 -2.2828138737309006e-10 -2.7236951004941786e-05 2.296859678798635e-06 -5.903474718734512e-08 5.058690100451615e-10 -2.1314814483199586e-08 1.0661318557068178e-07 -4.530032502289703e-08 1.0755544166895176e-07 -5.438188368535e-08 -7.274128163161636e-08 -6.413194462452281e-08 -5.376020842530309e-08 -2.1153141598304125e-07 -1.1059255684994221e-07 -9.976111676053631e-09 3.088065143461103e-08 -9.747871577856035e-08 4.6454255036349515e-06 3.464050984842346e-08 -6.116797633188829e-08 -1.6993770388181856e-07 -8.773913547216203e-08 -1.6600396182406732e-07 -5.488139254868552e-08 -1.416907682633275e-06 8.083835584362988e-07 3.760618801491783e-08 -2.742579388130496e-06 4.706552001777689e-06 -4.633258259167033e-06 4.4650922655176346e-06
