 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband paternal maternal
intercept 0.00020521858170267365 -3.292302364520778e-06 -6.073621921877145e-08 1.775100427125023e-09 6.403164072112947e-05 -7.165180227180279e-06 2.1651366219887174e-07 -1.9905350944178793e-09 1.2926993471053207e-06 -4.0541202926700813e-08 -2.6080335661258916e-07 -5.160370929132586e-07 -2.5351922207997473e-07 -3.568790089010873e-07 -6.721677864526723e-07 1.1594032687138358e-07 5.86954199887224e-07 2.687639094424839e-07 -3.345159746204993e-07 -2.478490096672764e-07 -2.0838798696515564e-07 -9.19889695904476e-08 -5.940831032851036e-08 3.5172681290779894e-08 5.309281609202882e-07 -4.6659369268875303e-07 1.7901346185051321e-07 1.315395824024564e-07 -7.88920371241765e-06 3.3192647722802284e-05 1.9742124051520983e-05
age -3.2923023640596467e-06 0.0007436218514522738 -1.6634776667974092e-05 1.161892784566758e-07 0.010040557744334716 -0.0007328465637375087 1.639061154080622e-05 -1.1443688715517418e-07 5.290476154330521e-07 7.330315218054486e-07 1.1222967988333769e-07 2.6012058985214775e-07 7.801088356088079e-07 9.775912324188823e-07 -3.7340839626159804e-07 -1.831068880201219e-07 1.866759126930124e-08 -1.7163402665448844e-07 -4.3415923475353993e-07 1.203351075767887e-07 5.013916304110307e-07 -5.668679302740219e-07 -7.981243409131838e-07 5.846901993402957e-07 6.7518629514641e-07 -2.0076218638163132e-07 3.6381097689992763e-07 -3.7918413379800294e-08 2.2104352873768533e-06 -3.5022476599562963e-06 7.406649326607877e-06
age2 -6.073621920444806e-08 -1.663477666792954e-05 3.7964227448575706e-07 -2.6992522215588447e-09 -0.00021964947458284916 1.6394264637210053e-05 -3.740948689734957e-07 2.6587078400302836e-09 -6.129410081326997e-09 -1.8274038226436554e-08 -3.92738044187653e-09 -6.932748422762924e-09 -1.8371783381702812e-08 -2.287773511384724e-08 1.006641361264618e-08 4.586982273428417e-09 -1.500247811924544e-09 4.069436058863898e-09 1.2318074462009714e-08 -1.0989811583110172e-09 -1.008273592200684e-08 1.053929880281434e-08 1.3002771310949114e-08 -1.3643599879333858e-08 -1.769716911360762e-08 6.619936724165927e-09 -1.1292576031119778e-08 -1.2438737368104673e-09 -1.62535763527591e-08 -7.1196652896811264e-09 -1.437786847073806e-07
age3 1.7751004271572063e-09 1.161892784566268e-07 -2.6992522215651193e-09 1.9520433248199933e-11 1.5058569250378255e-06 -1.1446287573050773e-07 2.658894758120466e-09 -1.9220440746214692e-11 5.616802816790184e-12 1.5025418091390645e-10 2.967545246153937e-11 4.913293958142455e-11 1.3368209165906147e-10 1.7197386030674355e-10 -8.2431930726109e-11 -3.433095984587817e-11 2.103470865999664e-11 -3.102621230872277e-11 -1.0573013897121105e-10 -7.921429843661669e-13 5.643503277519185e-11 -5.5733492078387846e-11 -7.114964061965644e-11 9.56495449399414e-11 1.3927155090810569e-10 -5.3018612949081374e-11 9.249980233009491e-11 1.525993801911234e-11 -1.2704447809139123e-10 3.9303482598293234e-10 8.671767077525928e-10
sex 6.403164075123195e-05 0.010040557744309998 -0.00021964947458228426 1.5058569250338612e-06 0.35855861482746104 -0.025671357947193153 0.0005659712061322039 -3.910887827620941e-06 -8.824222086815435e-06 -6.280526465073286e-06 1.0851759127070815e-05 -9.591183482307534e-06 1.0677998663537824e-05 9.241964653111693e-06 1.9870187940704945e-05 -5.521294183455641e-06 -1.6034429632307609e-06 1.2652117275418276e-05 1.1983033302059918e-07 4.020548056299757e-06 1.2712831266684911e-05 -1.616044770927832e-05 -1.802414713503223e-05 -1.7107609281917508e-05 7.137366275839448e-06 -1.6346928235527216e-05 2.462989235442165e-06 -1.0249497954756377e-05 9.62084330628642e-05 3.2833117458077724e-05 2.217560288138457e-05
agesex -7.165180233065332e-06 -0.0007328465637415885 1.6394264637303647e-05 -1.1446287573119015e-07 -0.025671357947195033 0.0018867468519968328 -4.246335457413475e-05 2.983939505803926e-07 8.570348692616552e-07 2.2882742178795013e-07 -6.548805839468225e-07 7.531890840939948e-07 -8.383264260889817e-07 -8.009691840203543e-07 -1.1383115986498385e-06 4.483163413574052e-07 4.46027763560439e-08 -8.346243853161749e-07 2.1165681097818144e-07 -3.8036673096450854e-07 -9.704549534737373e-07 1.0563448584491695e-06 1.157905273110217e-06 1.156537803308163e-06 -7.388241007989262e-07 1.264163502072155e-06 -4.660509686204758e-07 4.1359942335988966e-07 -6.384040256707745e-06 -4.220183938447068e-06 -3.966917114724002e-06
age2sex 2.165136621853534e-07 1.6390611540625482e-05 -3.740948689693878e-07 2.6588947580912863e-09 0.0005659712061322875 -4.2463354574137775e-05 9.738181265125456e-07 -6.958009092748676e-09 -2.4340608450550556e-08 -5.539106197097777e-10 1.1837419196431356e-08 -1.7346081486323832e-08 1.9660114949153862e-08 2.115350654369616e-08 2.0351539589600945e-08 -1.1443033327857659e-08 9.338240522820214e-10 1.797588064724978e-08 -1.0065867142514559e-08 1.0438218903545014e-08 2.132432078796575e-08 -1.8933192702140176e-08 -2.5740687729644486e-08 -2.5460419082575262e-08 1.804766369134214e-08 -3.0403764095164294e-08 1.4129389429260161e-08 -5.511885708737061e-09 1.552036053791575e-07 1.043057326313476e-07 1.1915662435927737e-07
age3sex -1.9905350943453877e-09 -1.1443688715397626e-07 2.658707840003023e-09 -1.922044074602088e-11 -3.91088782762178e-06 2.9839395058043245e-07 -6.958009092749095e-09 5.050559373378886e-11 1.9349981308615434e-10 -1.566365728593558e-11 -6.514874011701707e-11 1.182318352932247e-10 -1.3810831819830673e-10 -1.7186261709706925e-10 -1.0990898652730432e-10 8.733039947252326e-11 -2.0740831872513295e-11 -1.2947176274221395e-10 1.0108517625384934e-10 -8.421591215398704e-11 -1.3849946617649563e-10 9.953496832290902e-11 1.926655421636782e-10 1.833397499802114e-10 -1.2829285129875344e-10 2.244629610561892e-10 -1.1175532890148198e-10 1.97803972772265e-11 -1.293958276194655e-09 -7.669815984657464e-10 -1.043189225922402e-09
pcs.V3 1.2926993471050346e-06 5.290476154294637e-07 -6.129410081247306e-09 5.616802816238437e-12 -8.824222087027343e-06 8.570348692772059e-07 -2.4340608450900334e-08 1.9349981308861456e-10 2.515119235529556e-06 2.9238461224202784e-07 5.810446999457692e-09 2.3893045742614764e-08 -8.235356693049258e-11 1.1498237137051265e-08 -8.271215763889357e-08 3.037861171171434e-08 2.7280997434564857e-08 7.986022606615637e-09 -6.724188745834967e-08 2.1688540954551348e-08 7.878223285421433e-09 -1.1203586657296428e-08 2.1437241136623178e-08 -5.828243270839587e-09 5.848805086518489e-09 -8.707042296647228e-08 -1.875313946440368e-08 -1.9921033843080395e-08 3.9198540167960344e-07 2.136079860391306e-06 1.900538911426749e-06
pcs.V4 -4.0541202926600374e-08 7.330315218101631e-07 -1.827403822654455e-08 1.50254180914677e-10 -6.280526464923651e-06 2.2882742177669018e-07 -5.539106194508166e-10 -1.5663657287790706e-11 2.9238461224201937e-07 2.7871254020817565e-06 1.6286837563756886e-07 3.113910379160966e-08 9.505985817266746e-08 -5.398498282543218e-08 -1.2986750879838085e-07 5.299543182887035e-08 -1.3805071926801e-08 -1.4977782218489257e-08 4.336342423717477e-08 -6.443656860130762e-08 -7.875714150673712e-09 5.9289957966839444e-08 2.0411905953732143e-08 7.605748744834792e-09 3.662297603853922e-08 2.9293071569704794e-08 -3.654997145191739e-08 -1.9819825747150728e-08 -4.509127183719421e-07 -1.65838847336921e-06 -1.2175533324381078e-06
